DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1,PA_1_1_1
1,0.25,0.459167832,-29.51687317,0.527748521,0.299979063,408.88734775,1.233024324,-6.0129,-6.3351,70.83377587,0.9016405705,0.90791,0,-0.56619,0,2.9017,1.31705,0.32996,-26.01305,1.66415,1.0836,1.4452,95.7
1,0.75,0.270634312,-24.78658355,0.223994,0.3035199,408.6389361,1.215411,-6.07395,-6.3156,70.76206916,0.920831382,0.92832,0,-0.56627,0,2.886,1.3167,0.32996,-25.50135,1.666,1.0815,1.44545,95.7
1,1.25,0.30043416,-30.53243801,0.258700529,0.3023489945,408.73360015,1.1957958325,-6.0820766,-6.3421,70.44999071,0.873294255,0.90624,0.00136,-0.56628,0,2.886,1.31865,0.3292,-27.35735,1.6638,1.0802,1.4456,95.7
1,1.75,0.459391726,-28.493989505,0.610506968,0.27308626,408.786987,1.095247,-6.2393,-6.5467,70.288421445,0.8658302455,0.99291,0.00679,-0.56628,0,2.9186,1.32125,0.330145,-26.12755,1.66395,1.0807,1.44815,95.7
1,2.25,0.3219068825,-26.730176925,0.5605621205,0.26816902,408.46217095,1.1650018475,-6.19485,-6.4418,70.18911988,0.8466361065,0.97541,0,-0.56628,-0.01266,2.919,1.3217,0.329195,-24.7739,1.6663,1.08095,1.4423,95.75
1,2.75,0.225132564,-25.96329573,-0.425989,0.255577,408.79699365,1.16747,-6.31425,-6.5438,70.016998265,0.8640592365,0.86874,0.00543,-0.56619,-0.004215,2.9057,1.3206,0.329915,-23.397,1.667175,1.08195,1.4428,95.8
1,3.25,0.331678151,-25.99068746,0.553994,0.2551001485,408.58235,1.142204,-6.47725,-6.7356,70.795,0.856276152,0.8975,0,-0.56628,0,2.8782,1.32105,0.330115,-24.0527,1.666825,1.0835,1.44155,95.7
1,3.75,0.264829716,-26.97287752,-0.142956821,0.2588586,408.5129,1.238299,-6.3262,-6.639,71.0580896,0.849216336,0.84708,0,-0.56627,-0.016885,2.8797,1.32165,0.33084,-25.7328,1.66665,1.084,1.43725,95.7
1,4.25,0.4266453575,-26.3865447,0.1811985455,0.259652334,408.5904241,1.14689,-6.4798,-6.722,72.17991741,0.820833313,0.995,0.98467,-0.566155,-0.00844,2.9026,1.32165,0.32999,-26.56195,1.66765,1.0846,1.44,95.6
1,4.75,0.3842611555,-23.12549685,-0.278529784,0.239185424,408.5185934,0.97083975,-6.636,-6.9447,72.70258603,0.808895572,0.875,0.97938,-0.56619,0,2.8682,1.3203,0.330135,-25.6595,1.6707,1.0848,1.44205,95.6
