DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1,CH4_1_6_1
1,0.25,3.42510940962038,2.59806639402857,0.129501017093567,0.708393585401353,0.112921373500875,1.35750740321508,2.39591758086747,0.18821759570368,0.352453115562706,-21.131205541207,-6.664704775235,0.697938488897126,1.74,1.3,0.63,0.42,0.28,2.2925,2.325,1.4347,1.259,-0.00595,-0.8277,-0.5472,101.78429,58.53,2.4094,1.78,0.95,0.52,0.59,-0.07,0.7,-3.25,2.1,0.52,260.1,319.9,290,310.3,-0.26,0.245,0.06,0.15,0.35,0.05,0.075,0.15,0.03,-0.23,2.968,3.449,4.984,5.647,6.51,7.412,9.198,10.712,11.323,3.576,4.338,5.119,5.575,6.683,7.128,8.772,10.608,11.384,3.974,4.626,5.373,5.666,6.975,7.807,9.9435,11.611,12.439,2.489,2.966,3.821,4.772,5.636,6.304,8.781,10.869,11.548,1.83,2.541,3.963,4.937,5.77,6.791,8.679,10.488,11.504,-12.413,-9.257,-10.077,-70.79,3.83317889070029,4.28505386298392,3.63977432064845,4.28476642680351,4.22429041561945,4.33266286025636,4.5405722981458,424.821443803754,426.235539786332,425.328171422259,424.807883416376,424.259767812846,427.486929503313,426.53534506503,427.194836326489,425.021008711785,430.311689596104,428.837486860904,439.295801530263,436.127972573374,2065.10359002371,2068.97607605341,2067.80471609828,2060.4866364225,2052.76713819694,2037.69968965458
1,0.75,3.56587118838041,2.61651696621021,0.128004371529688,0.634116084045782,0.198537319590446,1.26999770695341,2.1713221662945,0.0650736993525347,0.344921208132652,-18.6812735347501,-7.93441119387504,0.687921585030516,1.8,1.37,0.64,0.4,0.29,2.257,2.367,1.2049,1.1155,0.1624,-0.8339,-0.7831,101.75082,59.24,2.3126,1.72,0.76,0.52,0.7,0.01,0.7,-3.23,2.1,0.53,260.6,319.5,290.2,309.5,-0.25,0.25,0.07,0.16,0.35,0.06,0.08,0.16,0.03,-0.23,2.908,3.386,4.99,5.627,6.508,7.418,9.195,10.711,11.322,3.561,4.283,5.108,5.568,6.679,7.124,8.767,10.605,11.384,3.955,4.638,5.372,5.645,6.975,7.808,9.942,11.609,12.4375,2.491,2.964,3.792,4.761,5.632,6.305,8.779,10.867,11.545,1.802,2.515,3.941,4.908,5.778,6.787,8.6615,10.488,11.503,-13.3415,-9.2765,-10.097,-68.49,3.94995691726766,4.31546067144715,3.74116035846231,4.33268694920435,4.28690686349963,4.36090797283826,4.52654770102013,425.071093220978,426.734353037216,426.626574893931,425.758769352838,427.350385364742,427.612137288195,429.724385814339,427.385365077478,426.217890708049,431.777267848857,429.513441738882,438.510536152671,435.086506978289,2065.20877077325,2058.94488438906,2059.26096532816,2056.4460741407,2067.21297529215,2039.64065437304
1,1.25,3.42456004533218,2.37957542709563,0.12398500027477,0.538483952325954,0.144945087980055,0.811371432520616,2.80408878536995,-1.24308952598805,0.347752598939407,-18.9718727520492,-4.69404357225311,0.675701522717752,1.72,1.32,0.6,0.42,0.29,2.1146,2.078,1.1626,1.0106,-0.00885,-0.8921,-0.8938,101.76612,59.78,2.316,1.71,0.83,0.53,0.6,0,0.7,-3.08,2.1,0.51,262.7,318.8,291,310.1,-0.25,0.25,0.06,0.16,0.34,0.05,0.08,0.15,0.03,-0.23,2.887,3.37,5.002,5.626,6.511,7.4145,9.193,10.711,11.321,3.553,4.235,5.097,5.558,6.675,7.127,8.763,10.603,11.383,3.946,4.607,5.37,5.636,6.966,7.809,9.94,11.608,12.437,2.487,2.928,3.773,4.751,5.628,6.3075,8.776,10.866,11.544,1.802,2.45,3.906,4.843,5.782,6.785,8.659,10.487,11.502,-13.3505,-9.4305,-10.113,-69.01,3.98688350136961,4.29312198479302,3.75341622345477,4.31937083665408,4.25928432280177,4.37276431831815,4.61215565207271,425.200798303288,427.108393221589,425.9915382826,426.202896822278,426.773313552146,428.695317637619,426.83455323492,428.581475962202,425.382758458915,432.019270692491,429.616943280036,441.456372211086,437.572469725479,2060.49754688052,2071.04812203588,2059.03044262707,2059.83171388769,2059.84818272501,2052.84748634898
1,1.75,3.472780763651,2.51427596040077,0.12522374132735,0.828030145544383,-0.395391851702406,0.895368853286245,2.04124462382828,0.312971181958469,0.354941999824092,-17.9474241072784,-4.36825531232691,0.681205520441032,1.81,1.285,0.54,0.39,0.28,2.1132,1.791,1.0073,1.0494,-0.05295,-0.9454,-0.6888,101.78573,60.64,2.20255,1.74,0.89,0.67,0.67,0.05,0.75,-3.03,1.65,0.55,267.2,318.4,293.7,309.8,-0.25,0.25,0.06,0.15,0.34,0.05,0.08,0.15,0.03,-0.23,2.886,3.323,5.016,5.606,6.512,7.411,9.19,10.71,11.319,3.524,4.249,5.086,5.55,6.671,7.124,8.759,10.601,11.383,3.942,4.548,5.368,5.642,6.956,7.809,9.9375,11.607,12.436,2.428,2.917,3.823,4.741,5.624,6.307,8.773,10.864,11.543,1.693,2.384,3.87,4.833,5.773,6.784,8.639,10.487,11.501,-13.6845,-9.309,-11.0375,-63.34,4.12118275307464,4.25576181510767,4.05625074747649,4.29878496708752,4.22263871426792,4.36326005360336,4.47362619770402,425.525309189389,427.179085712723,425.618241683901,426.216585266696,426.215554497389,428.409351435086,427.317270049734,427.931089136427,422.766366836215,432.451724019527,426.241850182452,440.327125155595,431.159725160706,2053.01954666974,2055.51317199352,2058.56011679023,2059.74572477926,2060.51022616036,2069.71219222599
1,2.25,3.55308005202635,2.45392696660696,0.127371579464998,0.785490695923198,-0.0349763923815826,0.619396785052681,3.14992841744132,0.512073482389498,0.311365142241141,-18.4834464705675,-5.34054399571125,0.607672712213908,1.77,1.28,0.51,0.4,0.28,2.0219,1.7715,1.0449,1.1258,0.121,-0.8857,-0.7035,101.802915,61.54,2.1638,1.62,0.75,0.56,0.58,-0.05,0.7,-3.02,1.56,0.55,259.5,317.7,292.6,308.7,-0.26,0.25,0.07,0.16,0.35,0.06,0.07,0.15,0.03,-0.24,2.849,3.279,5.008,5.586,6.503,7.405,9.188,10.71,11.316,3.551,4.203,5.077,5.547,6.667,7.112,8.755,10.604,11.382,3.918,4.541,5.366,5.648,6.947,7.811,9.9365,11.605,12.4345,2.369,2.921,3.785,4.729,5.621,6.307,8.771,10.863,11.542,1.623,2.319,3.791,4.821,5.786,6.781,8.657,10.487,11.501,-14.092,-9.403,-10.737,-65.97,3.79573972518185,4.19993944364022,3.95932468123103,4.13123706940977,4.20864866584676,4.35693075952896,4.59378370263399,425.082377646778,426.645592857054,425.674976971603,426.008808632851,425.733550687715,428.639190896856,428.901337746261,428.174949040155,426.918560377968,431.533800540025,431.010268929997,441.247981493555,440.508748621673,2065.67260346958,2073.78280059294,2063.59733491673,2055.01639059981,2055.03729986782,2046.89667318329
1,2.75,3.54774514656502,2.24895263276613,0.124782485517502,0.997947583152656,0.0164072740757932,0.850700862052417,2.50916151840683,0.365405984501491,0.298302682119203,-21.6536852371736,-5.3279942174252,0.674502210850905,1.79,1.28,0.54,0.4,0.3,1.9499,1.758,0.9808,1.0275,0.3872,-0.8152,-0.7124,101.81563,61.275,2.1744,1.46,0.76,0.4,0.49,-0.36,0.7,-3.04,1.47,0.54,260.4,317.7,292.9,308.6,-0.25,0.25,0.06,0.15,0.34,0.06,0.07,0.15,0.03,-0.24,2.843,3.247,5.007,5.567,6.494,7.399,9.185,10.709,11.314,3.55,4.149,5.075,5.543,6.665,7.1005,8.75,10.602,11.381,3.879,4.518,5.332,5.655,6.938,7.811,9.934,11.6035,12.4335,2.346,2.941,3.801,4.714,5.621,6.305,8.767,10.862,11.542,1.636,2.253,3.723,4.805,5.799,6.779,8.656,10.486,11.5,-13.5545,-9.4085,-10.344,-64.32,3.72769625938028,4.15573374564128,3.69179044522437,4.17529963925378,4.19870211622433,4.28461402777177,4.48889668654988,423.815173678904,427.122066277339,426.189582687721,425.209991612864,424.75691174127,428.810587063759,427.20535980538,428.803891245208,425.773373538608,430.690197502164,430.349671410102,440.17229968105,432.717486741918,2048.41557463022,2047.7472366904,2060.23837750073,2063.53308004408,2079.97776929603,2052.15763011848
1,3.25,3.39926948190434,1.90968327084755,0.120684191928722,1.00906688081915,-0.163977228668428,1.20374309786857,2.75647131395591,-0.22659778506246,0.299102541985053,-17.824984962556,-2.69870833986735,0.643766165842484,1.7,1.24,0.65,0.39,0.29,1.6149,1.425,0.99,1.0342,0.1425,-0.8374,-0.6631,101.79903,61.82,2.1083,1.29,0.75,0.16,0.38,-0.31,0.7,-3.17,1.38,0.52,260.7,316.9,291.3,308.9,-0.26,0.245,0.06,0.16,0.35,0.05,0.06,0.15,0.03,-0.24,2.873,3.262,4.973,5.548,6.485,7.393,9.182,10.709,11.312,3.501,4.172,5.064,5.534,6.666,7.0995,8.746,10.601,11.38,3.843,4.528,5.284,5.661,6.928,7.812,9.932,11.602,12.4325,2.344,2.918,3.784,4.692,5.624,6.305,8.764,10.859,11.541,1.584,2.219,3.672,4.787,5.808,6.777,8.671,10.486,11.499,-13.8585,-9.5445,-10.894,-64.19,3.87202195097953,4.08259596654614,3.88004472204869,4.10875542436759,4.07800043024876,4.25566964603168,4.47987064496558,423.523328333223,426.667403340927,426.548726868288,425.914024932142,425.805983076319,428.370967835608,430.82763359123,428.426403760642,426.196406381722,433.039058454269,432.581607912892,440.994833013342,441.74730637562,2068.2947850348,2080.6139344009,2059.99708736592,2052.56681657833,2046.31040495994,2049.42096124405
1,3.75,3.29244445408069,1.81395426853391,0.121142307349551,0.66584315282486,0.199920361070102,0.980487287543403,2.94704366460655,0.249547749952738,0.315982054083448,-17.1851689577979,-5.18488448193879,0.636473611402413,1.72,1.19,0.63,0.39,0.28,1.6675,1.276,0.9595,1.0794,0.1803,-0.7763,-0.8098,101.83157,62.115,2.13005,1.29,0.59,0.13,0.24,-0.3,0.7,-3.09,1.29,0.55,256.4,317,289.6,309,-0.26,0.24,0.06,0.15,0.35,0.06,0.05,0.15,0.03,-0.24,2.863,3.292,4.945,5.527,6.474,7.3995,9.18,10.709,11.309,3.481,4.162,5.041,5.515,6.66,7.098,8.742,10.6,11.38,3.803,4.537,5.273,5.667,6.919,7.813,9.9305,11.6,12.4315,2.288,2.908,3.725,4.671,5.627,6.302,8.761,10.857,11.54,1.523,2.204,3.664,4.769,5.809,6.779,8.668,10.485,11.498,-14.33,-9.727,-11.6825,-63.31,3.87689761672443,3.9392740839451,3.74091302016488,3.96261208815187,4.01069380169006,4.23000657803494,4.33417114814147,424.333629542919,426.919254067606,425.092228925292,426.300667744667,426.567732854247,428.961345972935,426.146934632891,428.273668227013,425.135146666198,432.456833069247,426.742733039663,438.349922160604,435.066920539502,2052.61307729558,2060.3498363628,2058.75939881552,2066.54344971616,2085.40907397652,2037.82853286343
1,4.25,3.23965206373563,1.72498537101503,0.119712531518745,0.904695248387581,-0.00507032413984193,1.518060390739,2.30462058529621,-0.31330469260436,0.284062245137423,-18.4161021135805,-6.54426232488763,0.624963783423025,1.7,1.2,0.56,0.39,0.28,1.4189,1.307,0.7359,0.7741,0.2685,-0.9047,-0.8311,101.83374,61.545,2.08465,1.29,0.83,0.55,0.66,-0.12,0.7,-2.94,1.2,0.51,266.3,317.5,295.2,309.2,-0.26,0.245,0.06,0.15,0.34,0.05,0.06,0.15,0.03,-0.24,2.813,3.23,4.893,5.506,6.458,7.397,9.177,10.71,11.307,3.437,4.145,5.038,5.506,6.654,7.096,8.738,10.599,11.379,3.782,4.55,5.335,5.648,6.91,7.814,9.928,11.5985,12.4305,2.262,2.879,3.67,4.653,5.629,6.299,8.757,10.855,11.539,1.532,2.203,3.653,4.754,5.806,6.776,8.665,10.485,11.497,-14.4995,-9.514,-11.766,-57.29,3.73984420421686,3.94758771073682,3.93607747637214,3.97146174398533,3.99237186920835,4.21272246335143,4.47223321539181,424.464662444018,426.473488524764,425.163897026295,426.029699495095,425.573021411054,428.316260923252,426.841131854887,427.93787883811,425.079845527422,431.907530018985,428.121275961505,437.448526584096,436.176608496735,2072.1284687532,2086.28672094434,2084.9480821268,2056.74356580465,2055.00282075134,2058.77781528554
1,4.75,3.30157175172905,1.56078145568003,0.114609667243527,0.686936181168181,0.426756899707578,1.13664413378938,2.29719315152103,1.345097855193,0.283769960204425,-18.9046965467982,-4.63315998193309,0.602527747450692,1.65,1.24,0.6,0.37,0.27,1.345,1.138,0.672,0.7445,0.4021,-0.8409,-0.8489,101.79299,62.63,2.0817,1.12,0.78,0.61,0.57,-0.08,0.7,-2.91,1.3,0.49,261,317.3,295.1,310.5,-0.26,0.245,0.06,0.16,0.34,0.06,0.05,0.14,0.03,-0.24,2.809,3.196,4.879,5.485,6.4565,7.395,9.174,10.708,11.305,3.481,4.138,5.031,5.489,6.65,7.0945,8.733,10.597,11.378,3.774,4.522,5.316,5.634,6.9,7.815,9.9265,11.5965,12.4295,2.205,2.882,3.714,4.668,5.627,6.296,8.754,10.852,11.538,1.542,2.24,3.655,4.733,5.801,6.768,8.661,10.484,11.496,-14.643,-9.468,-11.82,-58.74,3.85752709547789,3.86766070969212,3.70353620890184,3.90085510815182,3.94789897896163,4.25561118945468,4.44447420947073,425.143017460454,427.007731653082,425.877343327288,425.74163168698,423.81989670652,428.897540328031,430.948674888093,429.077947084267,426.600694789656,432.309471544745,433.424378005122,438.919582446562,436.19361991703,2065.90469551757,2063.97953145873,2071.3153550084,2070.97307147692,2069.65682401674,2049.68960813383
