DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,NETRAD
1,0.25,1.60055607266142,0.135503716940016,4.10701715354501,-0.0774731600934841,0.306240791737727,-13.0959217331361,-3.35511833517833,0.621790860310009,419.000419705322,8.05395348364404,427.082107934401,6.56628484473151,424.173607718519,5.79813055784462,427.233489622493,6.58833929387536,425.301908362589,5.84744794578833,426.398272600941,6.6321947778627,423.589256178571,6.95632312064492,427.847732371915,6.67811602751624,424.845663625299,5.67222572127479,425.688898837216,6.18176648413779,422.380727241325,7.03052960255055,3.73871812069775,8.80114225376633,0.159721671663634,3.515,2.91,1.32,0.67,7.97685,7.863,7.8485,7.31605,6.6591,6.6687,100.19163,66.12,2.6421,7.64,7.45,7.79,6.56,0.8,-1.64,1.8,-1.01,0.43,309,353.5,337.5,347.8,-0.05,-0.08,-0.07,0.13,-0.13,-0.12,0.09,-0.01,-0.15,6.936,7.543,8.49,9.183,10.466,11.553,12.365,13.478,14.414,7.516,8.251,9.01,9.842,11.317,10.5595,13.006,13.699,14.431,9.891,10.506,11.293,11.515,12.174,13.3465,13.3385,13.362,8.28,8.697,9.316,9.927,11.256,12.16,12.651,13.757,14.454,8.708,9.035,9.916,10.637,11.878,12.871,13.702,14.599,15.077,-20.8315,-13.3075,-27.735
1,0.75,1.66338947301534,0.251947256951202,4.9899691042896,-0.440637204422136,0.311878761285412,-12.7506904844213,-5.35995820240041,0.645204285404009,419.336915535882,9.22839447259923,426.584847737635,6.6819175247434,423.748665229058,5.63364379133388,426.810648286601,6.70790843726948,423.839620749592,5.60802224332713,426.583349737254,6.7069275839635,422.693259483766,5.8768006341037,427.26407165347,6.84045911202739,424.996300306452,5.98364952512426,426.241709340221,6.4608227280794,424.235305198113,6.73768220812795,3.74262288741351,8.56807103536897,0.167922634798373,3.385,2.845,1.36,0.685,7.9388,7.8185,7.7075,7.1245,6.5821,6.79115,100.20363,66.735,2.5604,7.835,7.44,7.84,6.595,0.8,-1.73,1.7,-0.99,0.47,310.25,353.35,336.95,347.7,-0.05,-0.09,-0.06,0.14,-0.125,-0.12,0.08,-0.015,-0.15,6.864,7.422,8.4685,9.2475,10.464,11.5575,12.377,13.487,14.4145,7.634,8.253,8.9965,9.788,11.368,10.506,13.0355,13.7025,14.4235,9.87,10.492,11.2715,11.6215,12.232,13.2975,13.327,13.38,8.1845,8.7055,9.3525,9.8975,11.298,12.183,12.6945,13.767,14.4405,8.681,9.02,9.9005,10.6445,11.9045,12.9265,13.72,14.625,15.0855,-21.6405,-13.5075,-29.31
1,1.25,1.94288679739104,0.360763000453155,5.39019248074457,-0.0968264844648256,0.305046402051483,-22.3567398669887,-2.83359841541059,0.676005583617057,419.443661885659,9.22907246820792,427.088965737854,6.91245684822171,423.791304792091,5.83228697788307,427.249987797287,6.92530855738822,424.577943919414,5.97637776162195,426.136677445127,6.85736784213374,423.056544172839,9.66793211859257,427.838034939003,7.02459334709628,424.316476120879,6.68197195503677,427.134488506245,6.58387593462066,422.610283567891,4.94083128266928,3.72830464183018,8.40081192395152,0.167405431933507,3.56,2.845,1.41,0.675,7.7614,7.581,7.50355,6.971,6.3687,6.63355,100.18441,66.43,2.5066,7.745,7.265,7.69,6.475,0.7,-1.62,1.8,-0.975,0.475,306.55,353.4,335.1,347.1,-0.05,-0.025,-0.07,0.145,-0.13,-0.12,0.08,-0.015,-0.15,6.657,7.3135,8.439,9.253,10.4455,11.5555,12.3725,13.485,14.4125,7.4685,8.2045,8.982,9.765,11.3695,10.511,13.034,13.7015,14.422,9.866,10.5265,11.275,11.58,12.2195,13.2805,13.2985,13.369,8.0845,8.604,9.322,9.856,11.3045,12.178,12.6915,13.765,14.4405,8.5965,8.995,9.89,10.648,11.907,12.86,13.72,14.6255,15.0855,-21.849,-13.834,-34.62
1,1.75,1.95035795455318,0.278081159377484,4.06677471627941,-0.220970738473588,0.291241932494357,-15.8277076114154,-4.57578919818227,0.610304215502846,419.767816690799,8.89347889828272,426.993902552401,6.72896745444768,424.659524728125,6.81565733354218,426.918301491385,6.71390624728908,424.877936504534,7.00773734510664,426.067554737336,6.84531972101641,424.604925802937,6.47166117966938,428.342155251876,6.90770313952704,425.110641467652,7.21601663907143,428.135453667628,6.06111207515005,424.297978018721,6.81762916893858,3.7547448542692,8.19816450302633,0.156383627814193,3.685,2.835,1.335,0.67,7.59335,7.409,7.4244,7.1698,5.8431,6.2263,100.17021,67.33,2.467,7.32,7.01,7.6,6.39,0.8,-1.84,1.8,-0.96,0.45,305.3,351.3,334.6,346.4,-0.05,0.01,-0.07,0.14,-0.13,-0.12,0.09,-0.01,-0.14,6.492,7.159,8.373,9.151,10.406,11.55,12.349,13.476,14.407,7.205,8.039,8.943,9.726,11.346,10.5585,12.997,13.694,14.426,9.783,10.418,11.276,11.562,12.184,13.273,13.299,13.348,7.985,8.473,9.22,9.823,11.306,12.118,12.641,13.752,14.452,8.463,8.943,9.79,10.636,11.856,12.8395,13.711,14.623,15.074,-21.6175,-14.1555,-37.81
1,2.25,1.46986996671287,0.135630854376106,4.02465022418795,-0.613532479862722,0.316354691778947,-17.1770291104874,-3.03476767685525,0.655366856429964,419.779442659771,8.7553669284637,427.275349693868,6.86952614575215,424.658187483871,5.483798078329,426.726598877036,6.88707121539613,424.514302025974,5.49231807859387,426.261247192869,6.93501621727932,424.874473487719,5.44480159587944,427.812294361845,7.01002700117478,426.407027251404,5.8618411923323,427.722706837335,6.21466983114583,424.504240871016,4.61211604961134,3.98596741282533,7.92509152658926,0.160159922781585,3.71,2.8,1.31,0.71,7.3359,7.1365,7.1353,6.86465,5.7841,6.0097,100.16468,68.345,2.3698,6.995,6.785,7.285,6.06,0.75,-1.86,1.75,-0.925,0.47,295.5,350.95,333.95,345.15,-0.05,-0.05,-0.07,-0.015,-0.13,-0.12,0.075,-0.01,-0.15,6.264,6.966,8.115,9.1055,10.402,11.5615,12.343,13.461,14.399,7.088,7.8025,8.923,9.7095,11.372,10.558,12.9445,13.675,14.42,9.7185,10.3875,11.285,11.563,12.2085,13.2705,13.284,13.368,7.8805,8.402,9.191,9.8055,11.3095,12.101,12.62,13.711,14.4405,8.355,8.8195,9.754,10.6545,11.891,12.842,13.7,14.594,15.0625,-22.372,-14.805,-39.37
1,2.75,1.45345277777785,0.189083142921342,5.60728438150556,0.24342980053301,0.343767578081251,-13.7456519209908,-3.79554105106184,0.663703910320336,420.017840417307,8.73474000050157,427.385677727672,6.55466001985777,424.826434769231,6.24438746612986,427.303590621967,6.57669087885338,425.440161546926,6.42354339325036,426.609296622122,6.77149758374654,424.624139391586,7.03641558102974,427.800351618904,6.71895906054457,426.022327810726,5.49644267423834,427.494762950277,6.02388448195998,423.56783757968,7.42917641918446,3.83044744975306,7.65576538973406,0.165251592792873,3.53,2.845,1.26,0.685,7.1137,6.892,6.8881,6.6164,5.99055,5.8242,100.19094,69.04,2.2599,7.035,6.7,7.19,6.145,0.8,-1.83,1.8,-0.945,0.5,299.7,350.25,333.2,344.45,-0.05,-0.085,-0.07,-0.01,-0.095,-0.12,0.075,-0.01,-0.145,6.0755,6.8315,8.025,9.054,10.3895,11.564,12.3385,13.4585,14.3955,7.038,7.774,8.866,9.6815,11.374,10.5575,12.9415,13.672,14.42,9.6945,10.362,11.235,11.557,12.1625,13.2645,13.3085,13.354,7.7985,8.337,9.152,9.7785,11.305,12.096,12.615,13.709,14.4405,8.3635,8.7775,9.722,10.6275,11.8875,12.8465,13.7005,14.5925,15.0625,-22.6335,-14.5465,-33.635
1,3.25,1.61731098585364,0.272694169852277,3.1753904372261,-0.0203272248505414,0.346474142350246,-17.2578624105667,-2.60871802684743,0.613723484777977,419.874209592885,7.98390105036612,427.417751640785,6.50324802029411,425.347570690323,5.67536162826974,427.977712830131,6.54144316641855,425.642157238208,5.44699606040636,427.045929293773,6.72728994252983,424.820512373397,6.24559955752365,428.726739015599,6.66279032244394,426.211488497738,5.88659495707491,427.437355621125,5.72471252818098,425.000063034238,8.74666870402793,3.79955634292135,7.59589068724821,0.164054292465271,3.48,2.795,1.27,0.695,6.72225,6.6,6.6647,6.343,5.87815,5.60765,100.205525,69.16,2.2186,7.03,6.67,7.2,6.16,0.8,-1.72,1.8,-0.955,0.51,299.05,348.9,331,343.55,-0.05,-0.055,-0.07,-0.025,-0.09,-0.12,0.08,-0.01,-0.15,5.964,6.7455,7.9775,9.004,10.3765,11.566,12.3335,13.457,14.3935,7.024,7.729,8.836,9.658,11.377,10.5575,12.9385,13.6685,14.419,9.6325,10.3275,11.2665,11.541,12.207,13.28,13.2995,13.3535,7.679,8.2405,9.1195,9.764,11.3005,12.0915,12.6095,13.7075,14.441,8.276,8.712,9.669,10.6035,11.889,12.851,13.7005,14.5915,15.0625,-22.773,-14.499,-40.365
1,3.75,2.32413003949825,0.0375314230471105,8.58208293999013,0.287956564656092,0.362163522122167,-18.2403122145936,-3.71269421611195,0.686072156705504,419.883211081976,7.31347217192565,427.584272384871,6.6472800775105,425.199545695982,5.59810565157849,427.990869050778,6.68095801949318,425.982699751948,5.56200679011862,427.456647400516,6.78189005780568,425.300678151613,6.96700337010746,428.591660397353,6.81423186200719,426.024782508772,6.01579335109222,427.873134669906,6.10369292901645,423.463441522727,5.35217776145699,3.89626885377565,7.07803394271912,0.157885722801548,3.385,2.67,1.235,0.67,6.51485,6.286,6.41565,6.0766,5.38965,5.2014,100.20424,70.005,2.1933,6.515,6.25,6.805,5.99,0.8,-2.08,1.8,-0.98,0.555,294.45,346.8,329.1,342.1,-0.05,-0.025,-0.07,-0.01,-0.095,-0.12,0.075,-0.01,-0.15,5.9005,6.6565,7.9695,8.958,10.367,11.569,12.3285,13.4545,14.392,7.014,7.6875,8.8215,9.6555,11.38,10.5575,12.935,13.666,14.4185,9.5585,10.2475,11.1905,11.5465,12.176,13.2225,13.2715,13.341,7.5735,8.136,9.111,9.7645,11.295,12.0865,12.6045,13.706,14.4405,8.243,8.6225,9.6735,10.603,11.89,12.859,13.6975,14.59,15.063,-22.88,-14.94,-50.73
1,4.25,1.89181024783321,0.0642643467030415,4.42102182704692,-0.582905641662728,0.299470630552858,-16.3623029620786,-3.42594931133894,0.711077431572255,420.600334297587,7.44164939288444,427.982370729382,6.60915539113616,425.625248125,6.63225321349457,428.084979274227,6.57707840520796,425.836142967427,6.61658752326969,427.533226940432,6.73600797903939,425.250927631778,6.77286981481186,429.299997394505,6.85626092814192,426.358749333333,6.93582622346954,429.413846284963,6.0234569561101,425.810834261147,7.13313220072915,3.85776837047953,6.64159753598892,0.174176364182258,3.415,2.72,1.25,0.665,6.4985,5.927,5.94985,5.99605,5.26325,4.99555,100.18868,70.56,2.1002,6.51,6.395,6.915,5.96,0.8,-2.04,1.7,-0.95,0.51,295.7,346.75,329.45,341.65,-0.05,-0.08,-0.07,-0.015,-0.095,-0.12,0.08,-0.015,-0.145,5.7755,6.547,7.909,8.9245,10.3655,11.5705,12.323,13.4525,14.3895,6.95,7.669,8.8095,9.646,11.382,10.557,12.932,13.6645,14.419,9.5055,10.208,11.14,11.5215,12.178,13.275,13.3065,13.335,7.531,8.0475,9.057,9.7475,11.289,12.081,12.6005,13.704,14.441,8.12,8.5915,9.665,10.592,11.892,12.867,13.6945,14.589,15.063,-24.186,-15.0925,-47.19
1,4.75,1.6761438458425,0.140141542374438,2.98329024313814,0.443621795069666,0.317926787567182,-14.420542577842,-2.48084509702836,0.661214746009501,421.00588918522,8.13668344574683,427.697518048142,6.52482754241282,425.689751506452,5.23584755336775,427.750764415703,6.49997516858513,426.299498588153,5.60414812433165,427.471591629066,6.680491419557,425.912868329073,4.74328429180951,428.732907501615,6.60677725827368,426.675215578778,6.07491767871791,429.821579462259,5.86931795331488,425.584804658088,4.6564635740204,3.65560777731097,6.39998364488303,0.158050291541635,3.3,2.615,1.19,0.64,6.12515,5.5895,5.6814,5.70265,5.2296,4.72915,100.17529,71.045,2.2428,6.425,6.275,6.68,5.75,0.8,-1.92,1.8,-0.945,0.485,288.35,344.35,329.05,340.9,-0.05,-0.03,-0.07,-0.02,-0.095,-0.12,0.08,-0.02,-0.14,5.6645,6.396,7.8475,8.8915,10.3655,11.5735,12.317,13.4505,14.3875,6.905,7.63,8.7475,9.607,11.378,10.557,12.9285,13.6635,14.419,9.4935,10.232,11.216,11.541,12.1835,13.2675,13.27,13.3325,7.47,8.0165,8.993,9.7245,11.282,12.076,12.5975,13.7025,14.432,8.064,8.576,9.641,10.5885,11.893,12.8745,13.692,14.588,15.063,-24.523,-16.601,-38.31
