DOY2,HR2,FC,LE,H,G_1_1_1,G_1_1_2,G_1_1_3,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,NEE,G_2_1_1,G_3_1_1
1,0.25,0.01,-12.749429588,-90.967025,-17.883308,-27.287312,-3.775,381.4001,2.6974875,86.91156671,-11.71477325,0.0499025,-7.451289,-13.7625,-13.8263,52.331925,0,0,0,201.4865,252.02475,-75.06749975,-3.876,-1.4875,-0.252075,0.172,1.604,3.411,0.01997,0.1529575,0.14,0.032851,0.26,0.092025,-30.15083,-3.94137375
1,0.75,0.02,-13.0506417545,-87.9583,-19.76843975,-25.99261125,-4,383.04923,2.4224745,86.880604616,-11.8975,0.04568125,-9.21110625,-13.888,-13.97735,50.903125,0,0,0,202.47,250.9533325,-76.54283325,-3.755,-1.3825,-0.275375,0.16,1.63,3.394,0.0232375,0.142402,0.16625,0.03902115375,0.2137,0.170775,-30.08830375,-3.42009625
1,1.25,0.01445,-14.4850175,-108.9619225,-23.788193,-26.239041,-4,382.91915,2.448729,86.8699256175,-12.05125,0.04,-9.20835,-13.98875,-14.42,46.959998,-0.00676668999999999,0,0,202.28925,249.46667,-73.3,-3.7888,-1.516,-0.26175,0.1695,1.63,3.4392,0.02,0.1466625,0.1471,0.03892375,0.289125,0.388975,-29.84659,-3.37880875
1,1.75,0.02,-10.95,-91.73055625,-26.471534,-29.006494,-4,382.47995,2.025639,86.8642680605,-12.14425,0.04575,-9.3106365,-14.1508,-14.513,49.91333475,0,0,0,203.765,248.65741675,-73.218825,-3.89775,-1.571,-0.288775,0.188,1.639,3.4308,0.03,0.1599575,0.132093,0.0356605,0.23075,0.3487,-29.31428125,-3.37854875
1,2.25,0.031,-16.50513,-114.051,-29.40841375,-32.53090425,-4,382.80725,2.182098,87.179081436,-12.335,0.05429,-9.3438875,-14.4302,-14.71,49.8919995,0,0,0,203.05,248.60008325,-76.39074675,-3.874375,-1.61625,-0.3125,0.19875,1.62875,3.4575,0.024375,0.16,0.15675,0.04,0.19591880375,0.034,-29.86421875,-3.381345
1,2.75,0.01075,-7.966871,-94.83595,-30.060039,-32.90522925,-4,382.339375,1.617474,87.17415485275,-12.66775,0.05,-9.01718,-14.6474,-14.7789,48.01825175,0,0,0,201.455,246.94458375,-76.79833375,-3.9831,-1.69275,-0.373,0.19475,1.63,3.359,0.027725,0.1812445,0.18,0.039286,0.220875,0.015075,-29.28828625,-3.381465
1,3.25,0.014875,-7.4316,-100.08014029875,-27.975997,-32.875436,-4,382.24785,2.03805,87.1670224175,-12.87025,0.05,-9.297497,-14.463669,-14.5378,47.84158,-0.008216695,0,0,200.3425,247.0225,-78.21541375,-3.9325,-1.8425,-0.421,0.1765,1.61825,3.356725,0.026494,0.15998425,0.2,0.04,0.2375137086,0.0663,-28.92916375,-3.38146875
1,3.75,0.0125,-18.78,-103.1975,-26.9331685,-32.328493,-4,382.407,1.434523,87.075597592,-13.372,0.05,-9.374717,-14.42108225,-14.6275,45.5333315,0,0,0,200.586,246.1245,-77.999331,-4.046,-2.04,-0.47575,0.186,1.628,3.3708,0.02,0.15264775,0.13275,0.04,0.2467,0.145525,-26.64600625,-3.38146875
1,4.25,-0.53275,-12.01685,-101.7982075,-27.76554875,-31.87096175,-4,382.5702,1.59532775,87.188194,-14.188,0.04425,-9.694482,-14.8291655,-15.2198,46.40808525,0,0,0,202.145,247.30275,-75.8568355,-4.094925,-2.20425,-0.57,0.1865,1.61825,3.329475,0.0249,0.17272,0.1412155,0.0329325,0.2337,0.308,-22.28306875,-3.38146875
1,4.75,-0.642325,-13.92485,-108.459,-28.163495,-31.812036,-4,382.554,1.41718625,87.115594,-14.794628,0.046591954375,-9.834201,-14.9,-15.086,55.48625,-0.004116635,0,0,201.98575,248.27925,-75.18125075,-4.3145,-2.27,-0.68,0.1775,1.6075,3.36,0.02,0.17077,0.16375,0.039125,0.2955,0.066,-22.96298625,-3.381435
1,5.25,-0.3623,-7.076,-101.269975,-32.394788,-30.88879,-4,382.05759,1.51318875,87.094034,-14.88,0.05,-9.93705275,-14.801,-14.9225,55.19403225,-0.005066635,0,0,202.4383345,247.8,-74.997001,-4.5022,-2.3805,-0.8125,0.18,1.602,3.346,0.02,0.17,0.14,0.04,0.24044655565,0.043,-22.96298625,-3.38110125
1,5.75,-0.8082,-11.131384662,-90.9775,-34.2700915,-30.14402275,-4,382.86364,1.93228825,87.2850205,-15.1675,0.03275,-9.886344,-15.01,-15.078,53.0587,0,0,0,204.945,247.9305,-74.45575,-4.5955,-2.5475,-0.956,0.1715,1.60575,3.3336,0.02315,0.1428225,0.1455,0.0311275,0.31777495285,0.1272,-22.96298625,-3.38095875
1,6.25,-0.8799,-8.760175,-90.836085,-35.3027,-30.645438,-4,382.616575,1.318938,87.33143,-14.33,0.04183980825,-9.85380875,-15.05,-15.269,52.890975,0,0,0,204.520002,248.2155,-75.2161655,-4.76225,-2.6975,-1.08875,0.165,1.6,3.357,0.02002,0.15,0.16,0.03851500825,0.215825,0.065275,-22.96330875,-3.38102125
1,6.75,-1.18,-9.8664,-91.289504,-35.144164,-30.939665,-4.2,382.090575,1.84403875,87.100798,-14.994,0.04,-9.999222,-14.9055,-15.23825,53.06008075,0,0,0,203.725,248.086,-74.520002,-4.8292,-2.892,-1.2005,0.17,1.61,3.3235,0.0206345,0.162,0.1701907004,0.0384269208,0.3017,0.078925,-22.963665,-3.38136875
1,7.25,-1.30195,-15.065325,-85.07458,-35.2512925,-31.578983,-4,382.770975,1.79744125,87.30233,-14.5075,0.05,-10.249452,-14.9187,-15.11105,56.9876685,0,0,0,203.0265,247.326,-75.995998,-4.9463,-3.0225,-1.3,0.17,1.61425,3.3102,0.025214,0.18,0.18,0.04,0.2688,0.011175,-22.3434325,-3.3805825
1,7.75,-1.8195,-7.9053925,-86.57694,-32.654176,-29.242962,-4,382.21055,2.4,87.213175,-15.32875,0.05,-9.813596,-16.059125,-16.340125,59.065,0,0,0,201.06691475,243.24375,-82.82375,-5.0766,-3.108,-1.42375,0.16,1.609,3.307,0.02,0.152,0.1164685,0.0319125,0.220225,0.390975,-21.35978625,-3.38000375
1,8.25,-1.96295,-4.9804315,-79.6874695,-25.2518,-24.126958,-4.00138,384.747,2.203842,87.135716551,-14.39925,0.0611925,-8.648978,-16.073399,-16.2205,59.85624825,9.17675,0,0,201.47500275,239.7995,-56.94375,-5.1065,-3.2175,-1.57875,0.11,1.565,3.191,0.027475,0.15225,0.13,0.04,0.312375,-1.3158,-20.147275,-3.37936625
1,8.75,-3.44,-6.7255,-59.337541705,-19.317025,-17.402781,-4,380.67976,1.7,87.1042099775,-14.569,0.05625,-8.7592125,-15.07705,-14.483325,60.160025,27.144665,8.411,0,204.57625,248.64083275,-29.090225,-5.6425,-3.84175,-2.35675,-0.686,0.06,1.474,0.02,0.16,0.1397525,0.0527125,0.1498900338,-1.99325,-18.22270125,-3.37857375
1,9.25,-3.4605,-14.7013,-57.5544625,-15.0043165,-13.35728,-4,380.6793625,2.7275,87.11177118,-12.432,0.0690625,-5.92655675,-13.262375,-12.32905,55.38275,55.28,24.205,0.255,206.39925,263.00174925,0.21207575,-5.1935,-3.5169,-2.54635,-0.5305,0.475,1.568,0.04,0.14,0.14,0.06,0.0938,-3.172475,-14.66448,-3.379
1,9.75,-5.461875,-10.60078975,-44.98206686375,-10.974002,-9.969388,-4,378.837745,2.6765975,86.770238734,-9.97225,0.0795,-5.588011,-12.0825,-10.10275,48.55141975,63.21743075,32.36817675,2.111,207.5418315,268.6795,13.670795,-3.7742,-2.6736,-1.898,-0.45075,1.0051,2.56655,0.03775,0.1738285,0.1595,0.081216,0.146,-3.934,-10.86901,-4.0029215
1,10.25,-5.75,-13.243651,-52.758141,-8.58722,-8.388705,-4,376.2064,2.88898,86.75835511225,-9.7125,0.091957514175,-5.20004875,-11.51825,-8.64,43.532682,65.260667,43.356,3.89445,211.15691975,275.70275,22.94775,-2.952,-2.0982,-1.793,-0.3085,1.3869,2.82345,0.07,0.227648,0.21225,0.11095625,0.20632302395,-3.392725,-10.02773425,-4.002277
1,10.75,-4.7964,-4.7996933748,-53.707505,-7.6038765,-7.472459,-4,375.69886,2.878545,86.7419913375,-9.004353,0.11818,-4.1540395,-10.722,-8.179975,35.016215,78.50199925,52.15975,4.029464,214.69083025,280.88775,28.043,-2.4045,-1.643375,-1.403525,-0.313,1.48,3.06045,0.06716,0.2535,0.2435,0.140455,0.24616466955,-3.173575,-12.75300725,-4.00286775
1,11.25,-4.584757175,-4.605401322,-30.08524699,-6.93228,-7.0295265,-4,377.4215375,2.9,86.63683477875,-7.95124975,0.12947675,-2.778272,-10.088,-7.0735,31.5685,116.93583,58.51602725,4.9872975,219.72500275,282.3325,36.4154725,-1.807125,-1.375,-1.12785,-0.2325,1.466375,3.136875,0.078999,0.26,0.316378782825,0.1704425,0.215,-1.9463,-19.506257,-4.002962
1,11.75,-4.4518,-11.155889,-59.642481118,-6.01006375,-6.670182,-4,376.7021575,2.70302,86.380675014,-7.231,0.1063248208,-1.63309925,-9.61375,-6.53885,30.19305,122.489,59.91815,5.349,220.6711645,286.4745,42.942,-1.527,-1.0962,-0.752,-0.03,1.60115,3.20575,0.088675,0.3068985,0.28196,0.183,0.2292868148,-2.59345,-23.39452,-3.722767
1,12.25,-4.012,-3.193488,-38.276513392,-5.62985,-7.00269125,-4,377.26955,2.54018425,86.371744355,-7.08,0.10595678455,-1.009776,-9.11275,-6.441,29.58925,131.42,63.895815,6.1005,215.828,285.942,42.997998,-1.124,-0.873,-0.57475,0.073,1.6395,3.2743,0.0928725,0.3370741178,0.313,0.19813463685,0.37,-2.62175,-29.705954,-4.004747
