DOY2,HR2,USTAR,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.1184622546167,-0.961676582896359,0.435293020576196,518.5796758716,27.0847966898879,524.249556898217,551.431464944719,27.0001341574015,554.693933971435,603.790637311485,26.2244644753371,603.899704211436,706.016565251252,25.0587708978712,696.391223249201,0.905627475365137,24.058775014707,0.505463514814742,0.5575,0.45,0.1275,21.5938,21.641,21.2129,20.8645,19.16935,101.5580225,96.3025,2.250725,20.0475,20.43,19.395,1.1,-2,2.3,0.925,408.825,434.725,403.575,422.325,0.18,0.16,0.37,-0.04,-0.2875,-0.0825,0.19,0.08,24.04575,24.38175,24.095,24.94175,25.7135,25.3325,26.2925,22.56975,23.02975,23.453,23.6535,24.371,24.771,29.13825,23.26275,23.77125,24.33475,24.91775,25.75325,26.35075,26.5535,23.65575,24.26975,24.8475,25.05175,25.254,26.17225,27.03525,-11.4465,-3.915,-4.343,-22.16
1,0.75,0.11203971414494,0.682547086788224,0.382450978509636,527.993164529707,26.6297669438673,528.646895424779,571.08927028742,26.051975179378,566.510170646434,606.806172748855,25.8041393785472,605.556179667073,704.796783561823,24.7350869566096,692.024930270209,0.90570864632342,23.8778413648708,0.439944054893046,0.58,0.4775,0.11,21.311025,21.519,21.034225,20.791225,18.9544,101.5484525,96.93,2.1246,20.0425,20.3325,19.1875,1.1,-1.885,2.375,0.8575,406.525,433.125,406.75,420.425,0.17,0.16,0.34,-0.04,-0.29,-0.09,0.19,0.07,23.93775,24.30325,24.052,24.93975,25.715,25.33175,26.29175,22.428,22.98025,23.433,23.63975,24.3515,24.7735,29.1395,23.18775,23.64575,24.27175,24.8985,25.7525,26.34975,26.5605,23.5345,24.1535,24.813,25.04875,25.2535,26.172,27.0345,-12.172,-4.63975,-5.08775,-21.3875
1,1.25,0.101159841616967,0.201666083035909,0.406172469435078,527.558554479499,26.291065987431,526.389654279412,565.177150990226,26.0018491273764,561.699705242961,593.620804380298,25.8576705977559,625.816870332015,711.982352835753,24.607447158364,685.988882535484,0.931315588477923,23.6862696769981,0.434693882450095,0.57,0.455,0.11,21.23955,21.4705,20.930225,20.5954,19.0354,101.5269275,97.01,2.27625,20.125,20.42,19.41,1.1,-1.85,2.4,0.9775,411.95,433.3,404.85,418.45,0.17,0.1575,0.33,-0.04,-0.29,-0.09,0.19,0.07,23.8855,24.231,24.007,24.93675,25.715,25.331,26.2915,22.332,22.85875,23.41875,23.6105,24.33325,24.77125,29.13725,23.101,23.53,24.193,24.878,25.75125,26.34725,26.5605,23.45,24.0525,24.78425,25.04675,25.25375,26.17025,27.03425,-13.17875,-5.3465,-5.9535,-19.2675
1,1.75,0.10375237859209,1.55940133961635,0.400131179152192,534.632254098229,25.8042658977719,534.885841009901,592.867207333621,25.3172561739185,577.079163124444,612.314936987833,25.2635183835844,628.53287090625,713.465989137364,24.3092091673964,714.52762943299,0.912553124357729,23.5799725645017,0.482608219463388,0.54,0.43,0.1175,21.2192,21.25175,20.796475,20.53025,19.0581,101.52353,96.745,2.08815,20.08,20.595,19.2675,1.1,-1.665,2.4,0.93,410.375,432.275,406.475,419.975,0.18,0.15,0.2575,-0.0425,-0.3,-0.09,0.19,0.07,23.78175,24.14725,23.96975,24.93175,25.7165,25.33075,26.29,22.276,22.771,23.4035,23.5775,24.29625,24.76975,29.13525,22.96825,23.42625,24.12425,24.8555,25.7505,26.34625,26.5525,23.4055,23.9595,24.75625,25.042,25.2535,26.17025,27.03375,-13.874,-5.77775,-6.7785,-18.8375
1,2.25,0.125614006846964,0.112082403891434,0.42780442675457,557.334443036108,25.6163217645453,529.52395870269,583.961050504192,25.4169056958375,584.704661869629,628.716486654006,25.0175271853028,635.272140506667,725.119009125439,24.06826919499,721.641438979589,0.874237123225456,23.3535721792178,0.469253998247912,0.5875,0.4775,0.12,21.0172,21.0685,20.5554,20.238,19.123075,101.50189,96.905,2.1034,19.76,20.115,19.23,1.175,-1.71,2.4,0.98,409,432.5,406.9,417.975,0.18,0.15,0.04,-0.04,-0.3,-0.09,0.19,0.06,23.66625,24.057,23.92275,24.92625,25.71825,25.33,26.28975,22.18725,22.7445,23.38775,23.54275,24.25775,24.77075,29.138,22.87,23.3335,24.054,24.832,25.751,26.3455,26.55175,23.2895,23.835,24.7285,25.0365,25.253,26.16925,27.0335,-13.499,-6.449,-6.756,-17.31
1,2.75,0.102816267639681,1.55807455783398,0.377012407502079,545.019719653699,25.5430935371877,549.564026448531,584.100162393021,25.3174931464886,572.143234371033,628.250110288022,24.7799067317985,626.836274404459,723.125863067741,24.0822523916878,698.166463280932,0.866717222279222,23.2367383618088,0.453660852023004,0.58,0.455,0.12,20.63105,20.892,20.3508,20.168175,18.555325,101.474255,97.24,2.2702,19.525,19.98,19.205,1.1,-1.6525,2.4,0.9,408.175,431.8,406.525,419.175,0.17,0.15,0.04,-0.04,-0.29,-0.0925,0.19,0.07,23.52925,23.973,23.888,24.9205,25.7215,25.32975,26.28975,22.11725,22.68675,23.374,23.53025,24.2275,24.7675,29.1355,22.75775,23.27525,23.98175,24.81375,25.75025,26.343,26.55025,23.233,23.72,24.701,25.02925,25.2535,26.155,27.0325,-13.648,-6.1815,-6.7025,-17.655
1,3.25,0.114827004793454,0.976249320190557,0.47410946896817,552.361971711734,25.5014738352046,550.37246210917,587.594882746456,25.1387588943261,592.802603650943,628.659994481578,24.6472100226277,624.871954765957,713.763071243269,23.9970537979775,723.784446897959,0.949904182340349,23.1356667017232,0.490306878780933,0.6,0.49,0.11,20.6668,20.729,20.0799,19.971375,18.26505,101.441255,97.25,2.265775,19.54,19.81,19.04,1.2,-1.825,2.4,0.86,408.3,430.3,405.2,416.4,0.17,0.16,0.04,-0.04,-0.295,-0.1,0.19,0.07,23.385,23.889,23.868,24.838,25.684,25.32875,26.28875,22.027,22.571,23.319,23.4845,24.204,24.7635,29.1375,22.581,23.207,23.851,24.791,25.743,26.342,26.543,23.153,23.652,24.651,24.976,25.251,26.154,27.031,-13.50075,-6.1715,-7.19975,-18.35
1,3.75,0.115173164125609,0.399840983387298,0.431073599942806,555.140827442117,25.3241029366474,558.645957372549,606.243656933377,24.8460296413495,603.717183821782,645.204665471523,24.4934778253187,628.8135865623,719.481508995273,23.5964689682389,715.747029528409,0.982415122213219,22.8961265593046,0.455586218855627,0.58,0.44,0.12,20.6608,20.471,20.0435,19.83565,18.378425,101.431935,97.04,2.1592,19.89,20.11,19.0375,1.1,-1.64,2.4,0.82,408.6,429.8,405.5,415.5,0.18,0.15,0.04,-0.05,-0.29,-0.1,0.19,0.07,23.322,23.828,23.8375,24.827,25.681,25.328,26.28875,21.981,22.453,23.31,23.4495,24.186,24.7615,29.1355,22.512,23.063,23.792,24.771,25.742,26.341,26.5435,23.044,23.606,24.625,24.962,25.25,26.154,27.03075,-14.04075,-6.0565,-7.307,-16.71
1,4.25,0.111740062609551,0.673115162467854,0.44685219153848,559.617142899345,25.0466476158585,556.431056682958,599.041720593047,24.6944234986605,607.650693516387,641.850926297433,24.2878578575798,632.345253855419,725.523011955671,23.081933884581,703.199285916667,0.852693925087949,22.9107725202072,0.470685365020313,0.56,0.44,0.12,20.4783,20.586,19.9524,19.78955,18.38435,101.421715,97.2275,2.1126,19.47,19.78,18.93,1.1,-1.77,2.4,0.84,408.2,428.8,401.725,414.5,0.18,0.16,0.03,-0.05,-0.3,-0.1,0.1925,0.07,23.151,23.749,23.79425,24.815,25.6775,25.328,26.28775,21.833,22.395,23.303,23.414,24.168,24.7645,29.135,22.319,22.937,23.729,24.747,25.7425,26.34,26.545,22.945,23.542,24.596,24.946,25.249,26.151,27.0315,-14.246,-7.3945,-8.1295,-18.9
1,4.75,0.106751954200339,0.510607287454299,0.447496181945702,548.708281886898,24.5663213590773,570.974394895023,598.683970399095,24.3105246347127,616.920448463974,640.603653882378,23.9359402272049,629.622048821647,738.941122356799,22.7168331250506,725.3936243224,0.921151415551733,22.7044382052143,0.465975664701642,0.61,0.5,0.11,20.27,20.63,19.962,19.654575,17.878075,101.4247975,96.755,1.956325,19.15,19.36,18.39,1.2,-1.8975,2.5,0.82,406.2,427.2,398.7,411.7,0.18,0.16,0.03,-0.04,-0.3,-0.1,0.19,0.07,23.057,23.668,23.7645,24.801,25.683,25.32775,26.2875,21.703,22.346,23.297,23.3785,24.149,24.7655,29.131,22.206,22.862,23.667,24.722,25.743,26.34,26.5515,22.856,23.495,24.568,24.931,25.249,26.159,27.0315,-14.523,-7.41275,-7.67375,-20.0275
