DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,G_2_3_1,TS_2_1_1,TS_2_2_1,G_2_2_1
1,0.25,0.299449338,3.0613,3.2465154425,1.3593621005,1.46756944775,0.0531675,6.16445,0.091,5.75595,0.164909321,-3.319725,-2.51439217175,6.5121975,2.8638025,81.922,98.0835728,429.7,2.71854,-22.98473517,15.27024997,11.213,1.13654441,313.20555795,351.91300575,7.57134007275,-4.2689685,1.571075,2.696186,3.7915
1,0.75,0.2803028535,2.692245651,3.42304281575,1.3892,1.3407,0.042526,10.62538,0.169038485,7.633261278,0.127439356,-3.988575,-2.4711,6.35926,2.81802,80.87582,98.128850925,430.12,2.65732364,-22.61645239,15.75401993,10.03941119075,0.9493717255,312.2725,349.94033235,7.665848431,-4.5259375,1.5358,2.605367,3.76825
1,1.25,0.3118508735,2.6486,3.38096154325,1.29139227325,1.23396889325,0.0502155,8.9959950675,0.34803605625,7.354335,0.127016825,-4.42585,-2.5445,6.2424475,2.7760975,83.5192455975,98.11681076,430.3,2.61195204,-23.44539428,15.71052526,11.3572414225,0.918213725,312.33981715,350.36,7.60258778375,-4.6555205,1.56955,2.51814475,3.72225
1,1.75,0.31273,2.6087,3.35089081625,1.240888706,1.132147055,0.080552,16.409105,0.19975532875,7.59758,0.22983625675,-4.3561,-2.636825,6.16001,2.735125,84.771,98.1261231525,430.9554564,2.41552696,-25.791761825,15.627282555,10.8411,1.001933,311.0560656,349.91,7.686298994,-4.488785,1.4967,2.4420705,3.6655
1,2.25,0.31544,2.3845,3.2771784385,1.29116281375,1.1937,0.0308,16.9067475,0.29631135225,4.5905725,0.120902627,-4.193975,-2.81495,6.0968175,2.695805,85.126072585,98.11666432,426.19,2.24226567,-24.7429313375,15.4637552475,13.247631175,1.012784629,310.7968186,348.8475,7.58558200525,-4.51306,1.3477,2.36673775,3.615
1,2.75,0.328322864,2.3928,3.150829523,1.222398199,1.14455899525,0.0415,21.3588519675,0.289250032,7.22641744,0.1790780645,-4.229375,-2.8189,6.0373825,2.6575575,85.7735,98.10445046,426.485,2.408925,-23.6632232525,16.18658561,11.13124942,1.082453199,308.79131965,347.5825085,7.33558,-4.6457475,1.3501,2.294038,3.602
1,3.25,0.325637157,2.9739852255,3.142645876,1.50046135525,1.4939,0.0638,24.6689525,0.401714857,5.114450237,0.18717973775,-4.502075,-2.941,5.9732325,2.6207475,86.9964782575,98.09840793,425.125,2.31575956,-22.13738399,16.20094827,11.90940381,1.1828712335,308.83838155,346.555443275,7.25703740875,-4.5587455,1.3124,2.21609425,3.74975
1,3.75,0.30865865575,2.687825,3.401351978,1.42370041675,1.3896416105,0.047775,23.361173465,0.25985700125,6.07891,0.2065615365,-4.819375,-2.8150410345,5.9061725,2.58473,87.269,98.09547233,426.09,2.216716375,-21.615332965,16.06906522,12.02632322,1.1265526665,308.6863849,345.40938815,7.4263783765,-4.5285045,1.2435,2.1302655,3.59825
1,4.25,0.315355,2.3883,3.38602,1.365214435,1.2643559495,0.033925,31.870132305,0.44944924425,6.356398359,0.19935709975,-4.492425,-2.89322859625,5.8322625,2.55218,86.65,98.0969717,426.27,1.99306,-22.77290222,15.03249367,11.4269614825,1.176407,308.48024805,343.44401005,7.0905484395,-4.6698455,1.242675,2.06935025,3.4645
1,4.75,0.31733217225,2.449675912,3.3677430805,1.30615,1.15748661425,0.03065,28.463,0.49737012075,6.42715,0.160520232,-4.2187,-2.55829801,5.7573,2.521015,87.23225,98.1163358075,426.33,2.03553,-21.003924975,15.33967891,10.7805625,1.268602,308.702775,344.6025,7.13507774025,-4.70830825,1.268,1.993146,3.44325
1,5.25,0.333898934,2.333225,3.31670816875,1.233364864,1.2699589875,0.04065,23.968765,0.50079935,5.14370018725,0.183856519,-4.2584,-2.444065293,5.676245,2.4879125,87.858,98.1007297125,429.0875,2.0086242325,-21.8255476825,15.588101725,12.3946554575,1.138545,305.94889985,344.9986365,7.1951950625,-4.757811,1.2139,1.91332025,3.445
1,5.75,0.33349876875,2.162498047,3.3580706545,1.15041458,1.215109061,0.035658,32.4067961275,0.4663615075,6.43795,0.122223406,-4.5773,-2.67935,5.6066125,2.4523175,87.46075,98.097599275,422.2675,2.038675,-26.12844189,15.67613466,11.5572782225,1.18618,302.981762675,345.1579457,7.237829635,-4.84932375,1.3242,1.839304,3.3925
1,6.25,0.33107340025,2.9490925,3.411367833,1.144881479,1.1381711995,0.0333,22.5879525,0.347678067,5.02024,0.14363948,-4.9459,-2.6711,5.55476,2.4128125,87.84075,98.0804529875,425.05,1.849120175,-26.84490683,15.486432305,14.684710415,1.177230657,305.0516552,342.8986503,7.318278805,-4.87273225,1.3142,1.774793,3.33474775875
1,6.75,0.3212,3.5895,3.4098457155,1.529588432,1.4794,0.051,23.406045,0.43700418375,4.74532813725,0.1388315475,-5.23205,-2.8570551555,5.495805,2.36849,87.289,98.10024354,424.945,1.83860657,-23.846742215,14.59809537,13.0825,1.18721,302.457580025,341.36740325,7.3933267255,-4.987134,1.2706,1.71764225,3.138568438
1,7.25,0.33649,3.53285,3.2711884485,1.901673066,1.7679789715,0.0608,27.376833985,0.4708811125,5.91881,0.161595,-5.4572,-2.85905,5.47163,2.3197875,88.191,98.13684185,423.655,1.67472347,-11.333599695,15.67605365,14.33520879,1.26100125,304.64338075,341.616017475,7.4632655605,-5.020095,1.27495,1.66556675,3.1864175275
1,7.75,0.34002,3.6275,3.323292601,1.695190776,1.55888004,0.0588045,22.70754,0.746064385,8.60385,0.3587610345,-5.63615,-2.91485,5.445055,2.266515,87.61175,98.143162925,424.42,1.6022162575,-0.2407574765,27.34652689,17.11707028,4.0675923245,305.86305145,344.21019435,7.721902362,-5.043169,1.5962,1.61087125,3.2105
1,8.25,0.320096772,3.893175,3.44631315075,1.45653908575,1.406525862,0.056933,30.70094,1.34548153375,11.3195275,0.515416773,-5.791675,-2.91375,5.360965,2.205615,86.57725,98.1430008775,419.64,1.7401819675,10.811845775,111.406595105,39.2625,17.09272853,305.6447952,346.938557975,7.70877,-5.180879,1.523125,1.55366475,3.21675
1,8.75,0.3457474815,4.55882,3.573534304,1.108922707,1.0857216355,0.034675,42.396892085,2.5192049805,17.30159,0.7253566655,-5.867375,-2.33485,5.2831675,1.9600425,83.975,98.14547051,418.141533325,1.95971,60.40181459,279.63557335,107.515,32.81814074,308.626045,349.50186755,7.75946886025,-5.223298,1.5007,1.48233875,3.237
1,9.25,0.36901387425,5.6321174455,3.5503467335,0.6598795995,0.831131479,0.0223,55.5762243775,2.74871994825,25.5998238425,0.69747638975,-5.7596,-2.29405,5.273435,1.955155,80.837,98.170505055,421.1,2.531695,126.92960745,465.046947175,201.7,54.59145681,313.711023425,354.302999025,7.765305372,-5.14105525,1.473325,1.423002,3.306
1,9.75,0.3895943625,6.3703425,3.79127429275,0.69281571175,0.817062583,0.0078881,79.055,2.67915,31.493,0.56074247975,-4.54025,-2.003025,5.405905,1.9703025,77.7225,98.19110803,414.895,3.176455,182.57,605.119264225,283.92,70.6811320675,317.25105,356.23302105,8.1341456,-5.01513575,1.3825,1.3823855,3.3395
