DOY2,HR2,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,SC,G_1_1_1,G_2_1_1,G_3_1_1,H,LE,SH,SLE,PA_1_1_1,PA_1_2_2,RH_1_2_2,RH_1_1_1,RH_1_3_1,T_SONIC,T_SONIC_SIGMA,TA_1_2_2,TA_1_1_1,TA_1_3_1,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,TS_1_1_1,TS_2_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,430.44,7.09095940748144,2.9800575,9.810185,0.159931232390817,0.27038525,-7.154980225,-5.471064125,-5.48796373333333,-0.24141525,4.765755,0.315406,0.5321835,102.71775,103.63166,78.18495,97.5986028333333,99.80910025,15.078375,0.36973325,11.8048,11.7836055833333,13.70062925,2.23848869045436,347.532425833333,365.738364166667,-13.857504,0,0,0,0,14.1117046666667,13.4815746666667,13.404716,-0.0022746325,0.762291,0.2737825,0.7777225,0.346591,1.4936125
1,0.75,434.44375,6.62169333983728,2.81468,9.905395,0.185727552530722,0.163496,-6.643218425,-5.35849293333333,-5.23416590833333,-0.136004,3.370035,0.332578,0.376035,102.719,103.613808333333,78.6656,97.6209504166667,99.79811525,14.9388,0.360234,11.7851,11.68720975,13.55773775,2.09782542078041,352.165775,364.508706666667,-12.0925348333333,0,0,0,0,14.1432936666667,13.288289,13.3154616666667,-0.00143646,0.733894,0.256137,0.670214,0.352689,1.47136
1,1.25,432.0395,6.80162212607445,3.01919,10.6082,0.1837213664004,0.130632,-6.790998175,-5.82953160833334,-5.35839031666667,-0.257966,6.38204,0.405461,0.326824,102.69,103.595861666667,78.93405,97.75673975,99.7986086666667,15.0513,0.358448,12.0664,11.9152515833333,13.2212799166667,2.00961655295984,350.611575833333,364.635039166667,-12.2957821,0,0,0,0,14.0979026666667,13.1061896666667,13.3373466666667,-0.00257959,0.707906,0.266529,0.709974,0.341879,1.39601
1,1.75,429.9835,6.15128560986816,2.56876,10.789,0.159019423574018,0.193454,-6.76698013333333,-5.95405803333333,-5.45599468333333,-0.165178,6.17337,0.598615,0.398416,102.694,103.585355,78.48695,97.79982425,99.8319749166666,14.9065,0.38159,11.8134,12.08615975,13.11998,1.96736622733885,352.196528333334,367.601803333334,-12.8090999833334,0,0,0,0,14.0450893333333,12.9287793333333,13.194685,-0.00244216,0.725264,0.24754,0.726057,0.358355,1.39278
1,2.25,427.3655,7.1459359165757,2.548355,10.52865,0.169125555527806,0.1829245,-6.992579425,-5.78087215833333,-5.55989555833333,-0.00177251,3.304075,0.36007,0.488994,102.678,103.60058,78.56705,97.6542215,99.8614430833333,15.0561,0.399347,11.9552,12.1976026666667,13.0324355,2.04355765303514,351.1864275,367.2231175,-12.57118655,0,0,0,0,13.996842,12.9452323333333,13.0276023333333,-0.0022888,0.746437,0.250844,0.703864,0.341806,1.36832
1,2.75,426.22275,7.02170689169152,3.181675,11.01505,0.176413284779245,0.35294125,-7.1590629,-4.97483580833333,-5.96628649166667,-0.25115325,5.97249,0.380305,0.619197,102.6865,103.645258333333,80.8486,97.71942575,99.82551625,15.068175,0.40154075,11.633075,11.5498985833334,13.0937031666667,2.09340919585373,348.422970833333,364.279365833333,-11.0284970716666,0,0,0,0,13.944913,12.9862243333333,12.8668793333333,-0.0025269975,0.76437,0.256828,0.6834485,0.35320525,1.48113
1,3.25,422.07675,7.58250271732812,2.6553475,9.639965,0.199543089595123,0.3471475,-6.98080046666667,-4.97836723333333,-6.16830461666667,-0.357042,6.6819925,0.047561575,0.55978875,102.708,103.656618333333,77.86185,97.7828295,99.8790270833333,15.085525,0.35830625,11.5692,11.4385528333333,12.71500575,1.8069384938454,347.242926666667,365.490118333333,-11.1031771,0,0,0,0,13.8920116666667,12.8975536666667,12.8872736666667,-0.0027601675,0.7018485,0.24934325,0.66640675,0.33665925,1.4073775
1,3.75,423.249,6.22609039886236,2.4575625,9.69991,0.18246659309904,0.18510925,-7.479445725,-5.56624788333333,-7.16420475833333,-0.3195805,6.41133,0.1842945,0.36257,102.732,103.669348333334,76.88765,97.7690343333333,99.85424,14.3855,0.33441,11.47055,11.3239289166667,12.497135,1.90967581642588,347.353698333333,363.991618333333,-10.4176787016667,0,0,0,0,13.8410796666667,12.869944,12.9327326666667,-0.0020194325,0.7154075,0.24108325,0.6442495,0.35885325,1.4700925
1,4.25,429.508,6.05344883354963,2.6755475,9.269175,0.173457157784028,0.4133095,-8.223505275,-6.983957125,-7.8661502,-0.060156175,7.37918,0.2541575,0.63323125,102.734,103.672925,77.19695,97.83743175,99.8151146666667,14.102325,0.356928,11.26515,11.2019880833333,12.07908075,1.95087094517055,344.525775,363.856950833333,-10.7922103333334,0,0,0,0,13.830183,12.8510283333333,12.9148223333333,-0.003142055,0.8066235,0.27803175,0.71216675,0.35684225,1.4431075
1,4.75,429.299,8.17965359041279,3.18354,10.10795,0.164833423191616,0.27178325,-8.80541735833333,-7.64753435,-7.364495275,-0.5419185,5.92469,0.507569,0.44387,102.747,103.675568333334,76.1693,97.9758864166666,99.8362953333333,14.29225,0.35326225,11.086525,11.0405040833333,11.4153750833333,2.01501477198562,346.265288333334,365.093226666667,-10.4430884333334,0,0,0,0,13.8383993333333,12.8465686666667,13.0184843333333,-0.0044046825,0.8103765,0.253585,0.74026375,0.3750675,1.4660975
