DOY2,HR2,FC,LE,H,CO2,H2O,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.220415,-1.8316903,-79.206132,389.557095,3.6956198,0.12571245,-6.88954,51.3783675,74.84969,0.91711954,0.5104162,-86.664547,0,0,203.2649525,1.63846375,279.302035
1,0.75,0.170245,-1.8012505,-71.711909,388.4097575,3.797308525,0.12318919,-7.13859,52.115815,74.82606,0.8630092175,0.54157626,-86.5813,0,0,203.0466225,1.81933775,278.041835
1,1.25,0.30463,-1.9607918,-72.414716,388.3960125,3.8171713,0.12470195,-7.41169249999992,51.48985,74.82388,0.85165685,0.51560753,-85.522629,0,0,202.4322825,1.8046285,277.755555
1,1.75,0.35752,-2.073047625,-65.8859035,388.789715,3.7731216,0.12217223,-7.651235,51.316145,74.82291,0.809560725,0.4912803,-85.70376775,0,0,202.68329,1.72146125,276.59325
1,2.25,0.43826,-1.350222875,-66.754414,387.7199025,3.827785225,0.12517071,-7.5883175,52.45207,74.824315,0.813996475,0.47266461,-85.42317,0,0,202.6052,1.91120625,276.52749
1,2.75,0.2489025,-1.18085815,-73.449502,388.79895,3.7830686,0.11660315,-7.79175,52.4336,74.819385,0.76644497,0.45479376,-83.7278495,0,0,202.30241,1.795854,276.8494
1,3.25,0.2769,-1.970648075,-64.720133,388.18827,3.7364982,0.11599677,-7.88127,52.468615,74.80114,0.71739341,0.4946157975,-84.4015115,0,0,201.8807625,1.79714825,276.05932
1,3.75,0.23024,-1.93157,-65.915089,388.889875,3.70204695,0.112189425,-7.867865,53.05596,74.7929,0.6909923725,0.5124298525,-83.329519,0,0,201.77365,1.943636,276.29727
1,4.25,0.10134,-1.9366722,-61.1623425,388.279965,3.6709041,0.11854789,-7.86443,54.05153,74.79403,0.671629135,0.433095025,-83.258563,0,0,202.06414,1.64558125,275.599515
1,4.75,0.26493,-2.5732601,-64.069251,388.8649925,3.68048315,0.119575345,-8.1295525,53.4419225,74.78359,0.68408745,0.477192295,-82.5244525,0,0,202.89801,1.831813,274.5952475
