DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,-0.3330473,-55.2126675,-4.50511,-5.52959125,-3.217058,-2.0910255,-0.933177375,0.263468975,0.0347175,-12.55974,96.30887,378.76545,1.46058,0.1772336,0.1488939,0.0350875,0.037875,-14.451655,52.984705,-95.1001225,-5.0402455,-0.27334015,172.28965,237.060375,-0.00711575,-0.914821525,-1.4196385,-20.3451375,-24.8129125,-20.032
1,0.75,-0.409202075,-54.20738,-9.1045155,-8.5313635,-5.427876,-3.54089,-1.5930376,0.11001075,0.03997,-13.914255,96.27047,370.717,1.41365975,0.17085255,0.181384875,0.040325,0.0311925,-15.7517775,55.70545,-95.621385,-5.13794275,-0.2106771,171.3258,236.902925,-0.01041425,-0.943479575,-1.479311,-22.740695,-24.899865,-20.018
1,1.25,-0.3093706,-52.02798,-6.5701385,-4.990455,-3.49360025,-1.07555325,-1.1237008,0.2700766,0.03786,-13.96564,96.28558,372.392625,1.434335,0.2204538,0.1701246,0.03976,0.03292,-15.93503,56.5954325,-94.8838525,-5.18293675,-0.3637489,177.498875,233.014925,-0.00537825,-0.99403625,-1.544255,-23.576965,-25.0482375,-21.088
1,1.75,-0.3619596,-69.2385,-7.87112749999999,-10.2813435,-3.211606,-2.57800925,-0.966740475,0.2617038,0.04894,-14.49798,96.22722,382.554325,1.4443425,0.2397294,0.1731884,0.03492,0.02804,-16.4764975,55.734115,-95.4109725,-4.9685805,-0.144407175,175.555975,232.8021,-0.01996125,-1.0436723,-1.60354925,-23.5675175,-25.040095,-22.121
1,2.25,-0.4245398,-43.55304,-19.521275,-11.033795,-3.9984,-1.71086,-3.73834225,0.0967612,0.04682,-14.5333,96.26578,383.3574,1.45118075,0.1595544,0.210769,0.03694,0.03672,-16.589545,57.2682575,-94.2804225,-5.0594655,-0.235038675,175.448675,238.32615,-0.0212975,-1.0940136,-1.6661445,-23.593455,-25.08796,-19.619
1,2.75,-0.3338408,-37.41812,-5.9571385,-4.15245875,-3.219648,-1.711891,-1.02668235,0.1842806,0.04776,-14.52982,96.30436,381.64115,1.4792385,0.2149674,0.161243,0.04114,0.0463,-16.30449,57.2012,-93.1969325,-5.113019,-0.255375775,170.608675,238.190275,-0.01099725,-1.13722945,-1.671458,-23.592615,-25.1254225,-19.618
1,3.25,-0.3642492,-51.08548,-1.91622,-4.9756475,-3.707042,-1.5454545,-3.64792975,0.3124678,0.03806,-15.0977,96.28482,371.48115,1.411009,0.2149816,0.192752,0.03736,0.03344,-16.8420225,57.230205,-94.6460075,-4.9264095,-0.148603725,168.7675,236.330825,-0.00285275,-1.170936975,-1.66385775,-23.9204075,-25.0927925,-20.17425
1,3.75,-0.3795378,-45.04668,-1.849213,-8.42485975,-4.039528,-1.41985875,-1.42985,0.235721,0.04408,-15.21954,96.27712,363.8903,1.431446,0.2086456,0.1682152,0.04082,0.03358,-17.1220675,58.10673,-95.25133,-4.90855825,-0.14349675,169.605775,234.689625,-0.00421675,-1.2061976,-1.66018575,-24.2933025,-25.0722725,-20.86025
1,4.25,-0.3437266,-54.15656,-3.66033875,-17.8277275,-3.576124,-3.44971525,-1.4215734,0.1491026,0.04244,-14.98832,96.2779,359.1359,1.42408625,0.2102382,0.1553652,0.03366,0.03934,-16.8904725,59.871375,-94.5859975,-4.7833355,-0.322474175,173.8889,234.46715,-0.00014875,-1.246141025,-1.661622,-24.640675,-25.28256,-20.32425
1,4.75,-0.368576,-48.52542,-2.30577875,-13.87094225,-3.199792,-1.906799,-1.7405695,0.1380908,0.04824,-14.90822,96.27068,358.504825,1.42585,0.1863786,0.1698314,0.03754,0.03304,-16.86702,56.76978,-95.80432,-5.078986,-0.2004936,175.2672,234.4828,-0.004508,-1.2903812,-1.686092,-25.04588,-25.76742,-20.3
1,5.25,-0.35002,-51.3821,-3.49434375,-6.7580565,-4.13872,-4.08149625,-1.9025975,0.132431,0.04454,-14.94948,96.26262,363.14275,1.42981875,0.1917526,0.1570386,0.03708,0.03524,-16.82322,60.16096,-92.83574,-4.9593,-0.291627,182.14,233.2428,0.0002112,-1.2977696,-1.692996,-25.40588,-26.29696,-20.646
1,5.75,-0.358971,-50.40832,-7.654413,-7.0344055,-4.038814,-3.241975,-0.6622524,0.2888268,0.03926,-15.2967,96.25856,359.4606,1.434464,0.1938828,0.1682232,0.03348,0.04486,-17.04592,61.06894,-92.1346,-4.796258,-0.1534162,181.8438,232.5584,-0.000668,-1.3034314,-1.70581,-25.86828,-26.82788,-20.748
1,6.25,-0.368642,-67.86062,-14.309545,-12.664044,-3.02706,-2.900575,-1.209746075,0.3514312,0.04758,-15.14202,96.27814,368.7402,1.450268,0.2000066,0.1718206,0.04548,0.0372,-16.966,60.94716,-89.99508,-5.402692,-0.5601904,175.9722,232.4936,-0.0021086,-1.3122224,-1.72933,-26.31542,-27.02792,-20.67
1,6.75,-0.422587725,-47.7667325,-7.6850595,-5.55617225,-3.6890735,-1.83551375,-0.581234,0.137114325,0.04541,-15.470115,96.2849,370.863,1.37448125,0.20071655,0.1769902,0.048925,0.02725,-16.9665,62.22372,-90.17462,-4.738448,-0.3866784,177.096,229.7666,0.000630000000000001,-1.3265736,-1.764512,-26.6841,-27.31568,-21.408
1,7.25,-0.37340035,-43.9630475,-3.19038875,-4.331858,-3.5710085,-2.33535525,-1.098909,0.297581875,0.03982,-16.39509,96.32515,372.7507,1.3637425,0.17639835,0.159966525,0.03907,0.0343225,-18.14476,61.3238,-91.90766,-3.91206,-0.3210128,175.5992,229.142,0.199576,-1.3444182,-1.80754,-27.08714,-27.72528,-22.23
1,7.75,-0.4056602,-37.38697,-5.18038125,-16.853505,-3.58978,-1.62436375,-0.773027,0.261745525,0.0572175,-15.3211875,96.37232,375.0361,1.5229175,0.189988425,0.1813259,0.0362975,0.036495,-17.41014,60.95988,-84.84846,1.039426,0.0805136,178.237,230.86,2.959682,-1.363532,-1.851358,-27.44622,-28.13172,-22.276
1,8.25,-0.3712882,-33.5029325,-4.9205465,-2.19486075,-3.225171,-5.59129899999999,-1.85698725,0.163402225,0.04398,-16.2025425,96.40469,378.30765,1.4351685,0.1822141,0.166560925,0.044385,0.035785,-17.4306,61.99826,-63.2152,5.873592,1.570092,178.9598,235.725,12.23512,-1.389452,-1.896808,-27.76658,-28.49244,-20.828
1,8.75,-0.4547254,-55.4938325,-19.9039625,-8.07206,-2.79756675,-1.028012,-5.601204,0.102293425,0.03948,-16.2782,96.4621475,382.8222,1.44789375,0.19825815,0.162468475,0.0481175,0.0509925,-17.56952,60.6829,-32.02968,14.07696,3.070284,175.622,242.4392,25.75834,-1.414494,-1.939666,-27.97782,-28.74588,-18.284
1,9.25,-0.3455235,-29.220645,-6.974129,-3.385694,-1.1906049,-2.2683455,-2.9882145,0.1940121,0.03833,-14.51811,96.17492,384.0433,1.3926705,0.1830271,0.1683615,0.05071,0.046355,-15.72706,59.67538,-16.556674,25.61244,5.422278,173.9018,247.998,44.06768,-1.437276,-1.960656,-28.05626,-28.79666,-16.574
1,9.75,-0.40416135,-18.79531,-2.10106,-3.4788305,-0.8061248,-1.99037,-1.627079,0.4998801,0.04149,-12.772995,96.520815,387.50615,1.40217,0.2139362,0.21539615,0.05097,0.05405,-13.76094,58.16792,3.748622,34.26174,7.594016,173.345,256.0056,63.91634,-1.44636,-1.961514,-27.79566,-28.749,-15.338
1,10.25,-0.544122,-32.6629125,-1.8694875,-5.494909,-1.026464125,-1.60679325,-1.11636025,0.459674,0.0451625,-12.4768,96.5301125,387.9315,1.44366825,0.20777875,0.203131125,0.06205,0.05435,-13.29064,55.43716,4.76926,45.49498,9.636656,173.6854,265.549,79.85856,-1.45092,-1.94251,-27.3605,-29.0547,-11.94
