DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_2_1_1,NEE_1_1_1,RH_1_1_1,RH_2_1_1,VPD_2_1_1,VPD_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,TA_2_1_1,NETRAD_1_1_1,PPFD_IN_2_1_1,TS_1_1_1,TS_1_2_1
1,5.25,-0.450509,334.93929,-90.854065,-2.0839455,0.74541382,1.17042175,-1.32583255,48.54604,55.384,0,0.125426,-23.68651,-0.73122596,0.048762994,0.35027676,98.2075,-22.694,-24.189,-76.603,0,0.175,0.7
1,5.75,-1.702595,335.82438,-81.8788,-1.932391,0.686945125,1.18410375,-1.692671425,49.20826,55.89,0,0.427121625,-24.62785,-0.894912005,0.05516018,0.36170126,98.2778,-22.927,-24.36375,-76.75,0,0.2,0.7
1,6.25,-0.7172889,336.0727975,-88.405005,-2.54063115,0.8055964,1.187948,-2.6322441,48.78765,55.312,0,0.5494285,-24.0805875,-0.9893470925,0.051118038,0.335162155,98.3,-23.505,-24.50025,-76.9265,0,0.2,0.7
1,6.75,-0.37372247,335.84124,-87.239345,-3.9972636,0.6542634575,1.2017905,-1.6906147,49.221965,54.454,0,0.499595625,-23.63838,-1.005950705,0.0496584725,0.683938535,98.3,-23.00125,-24.4225,-75.779725,0,0.17,0.6
1,7.25,-0.74176915,336.2590275,-92.1478325,-6.16198325,0.6574945,1.26125125,-2.170350675,49.4852875,54.578,0,0.1144325,-23.2524875,-0.90755808,0.03948891125,1.0109131625,98.4,-22.77,-24.437,-68.3739,0,0.1675,0.6775
1,7.75,-0.854982,337.1045275,-84.06651225,-3.2888325,0.6476348,1.329468,-1.26661,46.34201,52.932,0,0.17453218,-24.11751,-1.3148535,0.059505732,0.35610836,98.3075,-23.105,-24.12275,-36.398,8.87675,0.1675,0.6
1,8.25,-1.2940592,337.4044875,-62.5731145,-4.91425085,0.768748975,1.382374,-1.23474151,43.353965,53.108,0,0.18104482,-23.5196,-1.24182605,0.0440510935,0.3518603225,98.3,-22.495,-23.82675,-7.131,20.0475,0.065,0.6
1,8.75,-0.80898625,338.43482,-46.4187125,-8.9080473,0.73856319,1.3660415,-1.1739778,43.532575,52.346,0,0.15890863,-22.65912,-1.57719545,0.0654239745,0.27042976,98.4,-21.474,-23.106,9.703,35.4,0.2,0.6
1,9.25,-0.8662015,339.195275,-49.718239,-8.4430075,0.75798674,1.334688,-1.47108365,40.0096,49.156,0,0.1874132,-21.90952,-1.26656775,0.0720427005,0.38809333,98.4,-20.726,-22.18,17.388675,46.77,0.2,0.6
1,9.75,-0.8476445,340.1478,-29.3754375,-8.1733094,0.82175775,1.332352,-1.43660295,39.87294,47.07025,0,0.4243376,-20.0680625,-1.31890035,0.1221495,0.5009987,98.4,-19.072,-20.9575,19.226625,54.13076084,0.2,0.6
1,10.25,-0.97542377,337.0096075,-49.372325,-9.724660475,0.8374298,1.3032675,-2.0473223625,35.50421,44.11175,0,1.16129325,-18.8695125,-1.15746535,0.13364642,0.451315155,98.3704,-18.027,-20.2225,20.209,64.372,0.2,0.6
1,10.75,-1.0882594,336.3568,-34.70818,-9.58578945,0.813573175,1.309034,-2.4845771,32.1545175,42.26,0,0.59597875,-18.340465,-1.147817325,0.08628761325,0.4169109325,98.4,-17.342,-19.604,21.90295,67.9425,0.1925,0.6
1,11.25,-0.837742175,335.73317,-49.99481675,-5.9980099,0.8402178125,1.293865,-1.957969425,30.28245175,40.2415,0,0.55765405,-17.92392,-1.15246525,0.06466845825,0.3193681575,98.369475,-16.9965,-18.8,24.4796,75.08,0.2,0.6775
1,11.75,-1.785769,349.3784175,-34.66033675,-13.856348,0.9048883,1.2793125,-2.7178884,29.171362,38.97525,0,1.36377725,-17.292735,-1.1654563,0.1352530375,0.5679928875,98.36105,-16.17525,-18.2115,24.5848,66.885,0.2,0.6
1,12.25,-1.681936,345.21655,-27.22150475,-8.026525875,0.8806383775,1.239518,-2.609374425,28.674595,37.88925,0,1.531037,-16.5246,-1.1422274,0.192612015,0.8574676,98.304275,-15.86575,-17.59625,23.78595,68.568271668,0.19,0.6
1,12.75,-1.2040005,339.94612,-40.37799375,-10.389226,0.8276659,1.242772,-1.9607772,26.27578,36.37175,0,1.6562295,-15.97364,-1.2566428,0.14087944,0.7636675,98.201975,-15.95225,-17.1875,20.456925,63.484,0.19,0.7
1,13.25,-0.92821525,346.6275725,-55.7827925,-11.34011625,0.8382305,1.250113,-1.74796187,25.27717,34.3555,0,2.0207585,-15.6504975,-1.211893075,0.13081357,0.53998378,98.2087,-15.606,-16.67,16.648,50.38,0.1,0.6
1,13.75,-1.1139295,345.81512,-49.2417,-9.3563155,0.84514118,1.266885,-2.780607275,26.2109625,34.00875,0,0.348280625,-15.3525925,-1.1696446,0.094409921,0.43837,98.288625,-15.352,-16.5805,14.479525,48.015,0.195,0.68
1,14.25,-1.6789015,349.0447,-53.07658,-4.20503845,0.9082961,1.2806595,-1.9196315,25.75214,34.50325,0,0.888692875,-15.71993,-1.274714325,0.15952063,0.79385008,98.274625,-15.5,-16.604,8.84765,35.475,0.2,0.6
1,14.75,-0.7081565,355.827775,-62.2037,-7.109458775,0.899093625,1.2758375,-1.0569934225,25.6005,34.86175,0,0.3182318,-15.8868225,-1.1980196,0.121057775,0.672058925,98.19999733125,-15.5685,-16.7435,3.4412,24.2525,0.1975,0.6
1,15.25,-0.665501625,344.0724075,-66.79871125,-5.4679088,0.919112375,1.24118,-1.31939245,26.34034,35.2785,0,0.31557165,-15.5234225,-1.184323375,0.225763925,0.987268305,98.1353995425,-15.162,-17.0305,-18.1735,15.2,0.2,0.7
1,15.75,-0.48188476,344.6576625,-93.87927,-5.609795275,0.9556769,1.2970425,-0.6812986755,27.36157,35.96225,0,1.02429615,-16.75876,-1.03146875,0.091859241,0.809693725,98.2,-15.572,-17.14475,-52.942,5.71,0.195,0.7
1,16.25,-0.7646499875,343.8901825,-88.23432625,-4.6080785,0.909831875,1.333483,-0.269554,29.305649,36.26775,0,0.4697304,-17.2341425,-1.0465990175,0.0680286995,1.05139735,98.267375,-15.974,-17.71275,-77.2204,0,0.195,0.68
1,16.75,-0.371438325,336.6772,-87.55251,-5.52943625,0.92886255,1.3493655,-1.040012065,32.237585,37.069,0,1.102348725,-17.284325,-0.99654905,0.05473821075,1.203212625,98.2523,-16.474,-17.90325,-83.424375,0,0.1,0.6
1,17.25,-0.3060558,338.86205,-93.50819,-2.50161375,0.926862,1.35841875,-0.51360975,34.55857,38.734,0,1.14382485,-18.78241,-0.9763171775,0.0622549075,0.469647675,98.2,-16.768,-18.52,-82.898525,0,0.1,0.6
1,17.75,-0.30231365,339.09615,-95.750125,-4.242288125,0.9540665,1.63102625,-0.6284212,35.86402725,41.874,0,0.5945817,-18.693325,-1.0431936,0.04434418,0.7722409,98.19999733125,-16.878,-18.98375,-82.76385,0,0.195,0.6
1,18.25,-1.3836725,346.34644,-101.5356,-3.546195,0.974786,1.63969175,-2.7887825,35.0959795,42.78925,0,0.7595525,-19.3285925,-0.8019511725,0.047013108,1.01751185,98.19999733125,-17.65,-19.2035,-80.985875,0,0.1,0.6
1,18.75,-0.5233157,347.965255,-108.33165,-3.53941675,0.9693725,1.609834,-1.77963141,36.382624,42.63625,0,0.807035,-19.79046,-1.1219862,0.060098395,0.81036465,98.20149733125,-17.894,-19.553,-80.491325,0,0.2,0.6
1,19.25,-0.4769625125,341.1774525,-104.95775,-4.111755,0.97701715,1.61079375,-1.015612425,37.646746,44.0055,0,0.8040822,-19.08375,-1.111507,0.0475147875,0.80469216,98.2092,-17.974,-19.86775,-80,0,0.195,0.68
1,19.75,-0.53659175,334.405985,-111.6064,-4.2865845,0.98606575,1.5898865,-1.5996462725,37.91205625,44.917,0,0.7150648,-20.012575,-0.9084698275,0.05432998,0.65685936,98.2,-18.25,-20.16075,-80.865075,0,0.195,0.6
1,20.25,-1.5937768,332.44664,-117.267375,-5.3526415,0.93919975,1.56339075,-2.2015171,40.93311775,47.24825,0,0.86211315,-20.215025,-1.05362823,0.05785809,0.685192535,98.2,-18.392,-20.33125,-80.2276,0,0.2,0.7
1,20.75,-0.8220926,333.03801,-124.72235,-4.46646275,0.883667,1.563492,-1.432384,41.43996,49.77375,0,0.6035119,-20.32706,-0.905235245,0.03933330075,0.7895015375,98.2,-18.60975,-20.4575,-81.8936,0,0.1,0.6
1,21.25,-0.42348595,333.26773,-97.32914725,-3.443186,0.90162708,1.53408825,-0.9036741,42.59126,50.48075,0,0.562234875,-20.27735,-0.94044115,0.04902985525,0.7405662575,98.137875,-18.79025,-20.52,-81.5454,0,0.1,0.6
1,21.75,-0.5527411,332.97278,-110.157325,-4.17631125,0.84148101,1.557,-0.6981569,43.4659925,49.22975,0,1.110736,-20.855875,-1.285496,0.0436588275,0.50886872,98.1,-18.9635,-20.6445,-80.972125,0,0.1,0.6
1,22.25,-0.36724435,333.209135,-109.121045,-3.43110495,0.7950045,1.7744695,-1.0134433525,43.9636125,50.24275,0,0.4382294,-20.1173,-0.965551725,0.0538606945,0.38574105,98.062375,-19.13,-21.0725,-79.746,0,0.19,0.68
1,22.75,-0.74787725,332.9627,-102.177375,-3.635000875,0.83458732,1.72248725,-1.8576876175,44.74797725,49.924,0,0.1630232,-20.1877075,-1.022531105,0.051809634,0.633618805,98.1,-19.3835,-21.3,-80.71845,0,0.19,0.68
1,23.25,-1.00819875,332.8917675,-123.1705,-3.907638,0.8123922,1.684458,-2.0109819,45.13004,50.482,0,0.7587559,-21.3912675,-1.39411455,0.05639078,0.6113923225,98.1,-19.908,-21.448,-79.839975,0,0.1,0.68
1,23.75,-0.667044425,336.5161275,-115.079125,-4.339280475,0.77835578,1.663412,-1.556423525,44.7376875,53.274,0,0.68899205,-21.31581,-1.00294892,0.038516047,0.5021623275,98.020375,-19.98,-22.428,-79.854125,0,0.0850000000000001,0.68
2,0.25,-0.487994,362.9954,-92.023,-5.808932,0.7703313,1.29820575,-0.859135825,42.270765,43.3225,0,0.164962475,-17.7766,-1.2306212,0.046134052,0.469265745,98.30375,-18.219,-18.891,-81.4303,0,-0.2,-0.165
2,0.75,-0.395173175,363.2944,-92.56812,-3.45077925,0.77186635,1.25992575,-1.4678790275,43.575054,43.87975,0,0,-18.159785,-1.0271743,0.04107252,0.49769764,98.225,-18.289,-19.0515,-81.31835,0,-0.2,-0.165
2,1.25,-0.967453875,363.00875,-101.12239,-5.4048117,0.6691134,1.255044,-1.74214464,42.32467,43.24325,0,0.1486436,-18.0686175,-1.24880225,0.04845544,0.5009626,98.24265,-18.7805,-19.426,-82.051325,0,-0.2,-0.165
2,1.75,-0.5512405125,362.544575,-85.1626975,-4.84743395,0.7239957,1.2352275,-1.7264200625,43.515402,43.2575,0,0.1032441,-18.26111,-1.225275375,0.04521808575,0.57722782,98.26625,-18.495,-19.6465,-81.4285,0,-0.195,-0.165
2,2.25,-0.762227725,362.956175,-104.850045,-5.993826,0.7325081175,1.206836,-0.62850956,43.7822,43.29075,0,0.1219395,-18.2581,-1.019736,0.043493184,0.782151385,98.29475,-18.7285,-19.444,-80.4711,0,-0.195,-0.165
2,2.75,-0.33054077,363.38834,-92.214121,-8.498794,0.6690223,1.17467825,-0.81393369,44.701799,44.327,0,0,-18.15948,-1.17245935,0.04996608475,0.739416255,98.2185,-20.6315,-19.63625,-80.95635,0,-0.1,-0.1
2,3.25,-0.57103559,364.1711025,-92.686415,-4.262769,0.6142647,1.149192,-1.39456948,44.331823,43.69275,0,0,-18.622175,-1.0883622,0.05002852375,0.4033141775,98.2,-20.39375,-20.03375,-80.8152,0,-0.1975,-0.165
2,3.75,-0.676299,364.24045,-86.819745,-4.0580754,0.636946125,1.166498,-1.001742,46.35343,44.41875,0,0,-18.922115,-1.1435656,0.050354961,0.83738712,98.1999977125,-20.526,-20.42425,-79.828625,0,-0.1,-0.165
2,4.25,-0.3394876,363.643535,-93.65928,-4.90182325,0.619301575,1.13548575,-1.1524756,47.52883,45.31975,0,0.0429548,-19.0601,-1.115390175,0.050558603,0.51518732,98.2,-20.6,-20.6245,-78.792875,0,-0.2,-0.165
2,4.75,-0.4963066775,363.903175,-93.7013575,-3.5175345,0.656475675,1.1251675,-1.675725525,48.73955,48.355,0,0.1278045,-19.28345,-1.26913275,0.054385608,0.6070345275,98.20135,-20.6575,-20.4935,-78.6056,0,-0.2,-0.1
2,5.25,-0.678065,362.3321,-101.45283,-4.520665625,0.59781475,1.17042175,-0.50050775,47.434135,49.29375,0,0.125426,-19.6871875,-0.98039236,0.0477074075,0.49584705,98.2,-21.004,-21.1195,-77.994375,0,-0.2,-0.1
2,5.75,-1.374316075,362.90615,-92.0449375,-4.882673,0.58987485,1.18410375,-1.7117693,47.61056,49.6965,0,0.427121625,-19.5833125,-1.102293075,0.045857817,0.5120203,98.3,-21.0815,-21.3845,-77.649,0,-0.2,-0.1
2,6.25,-1.2994667,363.155375,-91.542798,-3.5898765,0.60502595,1.187948,-1.976248535,47.7206775,49.00675,0,0.5494285,-20.3309,-1.144404375,0.0511714815,0.7131340775,98.3,-21.54325,-21.4555,-75.6418,0,-0.2,-0.1
2,6.75,-0.56982531,363.3013,-96.116358,-4.89086,0.631080805,1.2017905,-2.526137825,46.8631425,49.81325,0,0.499595625,-20.162825,-1.148981825,0.032646919,0.65507384,98.313806,-21.742,-21.58925,-68.45465,0,-0.2,-0.1
2,7.25,-0.7315540625,362.590625,-77.48855,-4.49084705,0.6309566,1.26125125,-2.17398405,45.334305,50.5085,0,0.1144325,-20.0806225,-1.1879302,0.0423262375,0.568713215,98.361374,-21.9185,-22.06025,-42.5675,7.0306,-0.2,-0.165
2,7.75,-0.83501055,363.4231875,-58.97885,-5.11346285,0.6335565,1.329468,-1.29117425,42.202565,50.02575,0,0.17453218,-20.6877,-1.20193625,0.059361375,0.37072584,98.4,-21.648,-21.474,2.1679,18.8575,-0.1075,-0.1
2,8.25,-0.37627127,362.9990325,-61.874806,-5.122604675,0.6914175,1.382374,-1.9408518,37.513555,46.00025,0,0.18104482,-19.104,-0.9437460975,0.08725044225,0.2490347675,98.4,-20.18275,-19.96175,9.0171,33.6275,-0.2,-0.165
2,8.75,-1.23611775,361.6621,-48.1474,-16.25892,0.6910754,1.3660415,-2.2899996,34.60662,44.59975,0,0.15890863,-18.0973625,-1.2086431,0.090736669,0.239637925,98.3534,-18.1175,-18.8645,13.303375,42.23,-0.2,-0.1
2,9.25,-1.0294598,361.67922,-25.38328925,-6.1032864,0.72280269,1.334688,-2.38121581,32.16075,41.30375,0,0.1874132,-17.3475375,-1.31207575,0.113169235,0.3680503,98.313,-17.25425,-18.14125,17.734,53.257,-0.195,-0.1
2,9.75,-1.3642344,361.3904825,-25.6258575,-12.1745385,0.7934137,1.332352,-2.30182245,30.615542,38.294,0.001180825,0.4243376,-16.4189,-1.27896245,0.146762875,0.501112125,98.3162,-16.648,-17.46625,23.36775,66.37875,-0.19,-0.1
2,10.25,-1.10479475,362.0828775,-21.40001,-12.8981885,0.82446785,1.3032675,-2.511522175,29.6452,35.45225,0.06178146375,1.16129325,-16.1616,-1.2929604,0.187094355,0.436768845,98.3,-15.8395,-16.959,21.64975,75.161436537,-0.2,-0.1
2,10.75,-1.1267875,361.754035,-15.597374,-7.099228625,0.79864795,1.309034,-2.65659995,27.084,33.2705,0.0860544295,0.59597875,-15.57905,-1.358604425,0.18269464,0.72373265,98.3,-15.314,-16.281,27.361,88.15,-0.2,-0.1
2,11.25,-0.803937125,361.9556,-8.230511,-9.27129525,0.799581,1.293865,-2.5233286,26.08787,30.2505,0.1494716,0.55765405,-15.0314,-1.305737,0.20411796,0.57826452,98.229325,-14.90775,-15.747,33.33625,81.25,-0.2,-0.1
2,11.75,-0.7567766,361.4087,-22.1449775,-9.51399585,0.85769795,1.2793125,-1.628724,25.325002,28.0865,0.20630936,1.36377725,-14.42619,-1.290041925,0.19512722,0.72786539,98.2268825,-14.608,-15.257,30.8495,98.7225,-0.2,-0.165
2,12.25,-1.169747425,361.773325,-23.777774,-5.891143,0.8211006,1.239518,-2.15705189,24.23468,27.0525,0.176064135,1.531037,-13.95295,-1.2655684,0.20525946,0.85921568,98.2011675,-14.437,-14.97175,27.36375,95.6425,-0.19,-0.0649999999999999
2,12.75,-1.210526,361.716755,-49.202976,-9.6036388,0.87910905,1.242772,-2.22600585,23.860152,26.57575,0.14017482,1.6562295,-12.886775,-1.239644,0.24539355,0.92184875,98.2,-14.362,-14.5755,26.73995,102.2158271,-0.2,-0.1
2,13.25,-1.03217305,361.5809925,-30.585205,-7.1779451,0.8404991,1.250113,-1.6558136,23.434044,25.82025,0.13423201,2.0207585,-12.44525,-1.29633785,0.23267868,1.089046,98.2,-13.99,-14.1005,28.32425,88.7,-0.2,-0.1
2,13.75,-0.728021375,361.2783675,-39.573197,-4.386733075,0.84782875,1.266885,-1.68694564,22.46853,25.61575,0.19639375,0.348280625,-12.4728,-1.17996945,0.20885557,0.9279341225,98.2,-13.65,-13.7175,24.969,78.2955,-0.1,-0.1
2,14.25,-0.9001071,361.66465,-37.50815975,-5.81530825,0.81469425,1.2806595,-1.6372884,22.455495,25.77675,0.1573786475,0.888692875,-12.361375,-1.1592894,0.240154,0.7067635,98.157295,-13.53,-13.5755,24.69275,68.652180856,-0.2,-0.1
2,14.75,-0.63471925,361.198225,-44.099465,-5.07748495,0.8206976,1.2758375,-0.97643206,22.35494,24.76325,0.1710857,0.3182318,-12.28135,-1.281767625,0.159213205,0.74434803,98.18378,-13.52,-13.6,17.1955,50.589457643,-0.2,-0.1
2,15.25,-0.6779914,360.93475,-48.9039725,-3.9281258,0.8159498,1.24118,-0.66500585,22.901232,24.571,0.178082665,0.31557165,-12.1012,-1.25635865,0.163211015,0.83753959,98.12,-13.41,-13.66375,10.835,35.08025,-0.2,-0.0649999999999999
2,15.75,-0.456098,360.788925,-59.17413625,-6.9336997,0.81694652,1.2970425,-0.7411249,23.1305125,25.08375,0.0583574335,1.02429615,-11.83465,-1.1768657,0.1290301,0.7145750625,98.19999748375,-13.24,-13.78875,-2.31,22.44174177175,-0.19,-0.0649999999999999
2,16.25,-0.5439008875,360.978425,-81.626,-4.2800245,0.809994915,1.333483,-1.209610625,24.245734,25.98525,0.00734589100000003,0.4697304,-11.005,-1.1833398,0.088796348,0.90542676,98.2,-13.55,-13.741,-42.73,9.24443759795,-0.2,-0.1
2,16.75,-0.2849447975,361.00365,-98.37014,-6.037720925,0.838666,1.3493655,-0.3476492,25.966609,27.1665,0,1.102348725,-11.646975,-1.082838,0.067932385,1.1112295,98.2,-14,-14.2525,-74.44,0,-0.19,-0.0649999999999999
2,17.25,-0.528688525,361.3586125,-99.5128375,-5.915077325,0.8328813375,1.35841875,-0.8975962,26.68052,28.60875,0,1.14382485,-12.3874,-1.19442,0.06161264575,1.001020525,98.20770175,-14.65,-14.576,-86.703,0,-0.1,-0.0649999999999999
2,17.75,-0.5801706075,361.29507,-109.78175,-6.51562545,0.8288315,1.37331125,-0.571457325,27.7055125,30.78375,0,0.5945817,-12.9594,-1.184839675,0.04943453375,1.147906525,98.2595675,-14.8,-15.172,-88.131,0,-0.1,-0.1
2,18.25,-0.401775,361.377755,-90.375995,-6.20091875,0.8374895,1.393076,-0.2907769,29.3862355,32.18025,0,0.7595525,-13.49848,-1.17174,0.043307858,1.10280752,98.210764,-14.99,-15.7515,-87.42775,0,-0.1,-0.0649999999999999
2,18.75,-0.244775,361.4888075,-91.968305,-5.297152,0.90560782,1.412676,-0.594395025,31.28986,34.0055,0,0.807035,-13.88425,-1.0795437,0.069082432,0.989792475,98.2,-15.1,-16.246,-86.58525,0,-0.1,-0.1
2,19.25,-0.294977145,361.80484,-102.4271,-4.458566225,0.9131178,1.39001125,-0.57772,32.87184,34.35325,0,0.8040822,-14.2444,-1.097876025,0.061215635,0.74395562,98.2,-15.71,-16.5455,-86.0695,0,-0.1,-0.165
2,19.75,-0.27725775,361.6709,-107.613425,-6.39309125,0.92254888,1.364956,-0.6928745,33.69468625,36.199,0,0.7150648,-14.6986,-0.91468936,0.044889032,0.9204047,98.25315525,-15.94,-16.87825,-84.764,0,-0.2,-0.1
2,20.25,-0.804605,361.68111,-88.9481045,-6.88952875,0.858067125,1.34411,-0.3544841075,35.2484145,36.2425,0,0.687487,-15.6132525,-1.2100077,0.0459984785,1.011845355,98.2620825,-16.73,-17.162,-84.41575,0,-0.19,-0.0649999999999999
2,20.75,-0.191594,361.62097,-92.89154,-5.97240075,0.9925389,1.3027325,-0.496871675,37.36905,38.07825,0,0.6035119,-16.123125,-1.3275124,0.0552819025,0.54296405,98.22585,-17.36,-17.28,-83.9975,0,-0.1,-0.13
2,21.25,-0.290618975,361.553795,-101.264135,-3.613651,0.941209,1.34005625,-0.951021975,37.744975,39.68625,0,0.562234875,-16.37612,-1.17094645,0.04306482525,0.6915730175,98.269775,-17.82,-17.50275,-83.69975,0,-0.1,-0.0649999999999999
2,21.75,-0.507438625,361.545,-95.149305,-4.41238375,0.881321875,1.29955625,-0.7734275,38.9717175,40.1125,0,0.49468285,-16.7882,-1.22249645,0.04040397625,0.4778943475,98.24885,-17.81,-18.0415,-83.1315,0,-0.1,-0.0649999999999999
2,22.25,-0.41841695,361.2077,-86.00478,-4.050864425,0.85540865,1.2910475,-1.37044375,38.8233,40.28125,0,0.4382294,-17.3935,-1.0576446,0.05790803,0.79499062,98.21015,-18.07,-18.031,-82.86,0,-0.2,-0.0649999999999999
2,22.75,-0.29383842,361.515,-83.17873825,-2.604708,0.85076345,1.1216755,-1.10764995,40.23021,41.252,0,0.1630232,-17.3402075,-1.164314025,0.049174069,0.82312778,98.2598,-18.39,-18.397,-82.4135,0,-0.19,-0.0649999999999999
2,23.25,-0.41683977,361.69762,-85.5438225,-2.9267195,0.8239984,1.12685125,-0.61577155,41.121675,43.1395,0,0.1666108,-17.3996,-1.032841,0.05801079125,0.691805515,98.2165,-18.55,-18.68325,-82.01175,0,-0.19,-0.0649999999999999
2,23.75,-1.41522145,363.8441925,-85.04908,-4.7542375,0.79597075,1.095826875,-0.972592,41.88398,43.581,0,0.168106125,-17.9106675,-1.2293455,0.035857884,0.50645799,98.20945,-18.40475,-18.76675,-82.276025,0,-0.2,-0.1
3,0.25,-0.6620278,374.6639,-72.392365,-4.4287659,0.952013,1.73026775,-0.7820678525,30.245376,37.249,0,0.033562935,-13.5163075,-1.0198628,0.06539639,0.9940742,98.3,-14.2825,-15.13175,-84.126775,0,0.2,0.7
3,0.75,-0.550035,374.9476375,-89.50483375,-3.16092655,0.9613064,1.780885725,-1.0387392,31.9469525,39.169,0,0,-13.9249,-1.006007035,0.04699879175,0.7139504725,98.3,-14.47125,-15.73,-83.86875,0,0.2,0.7
3,1.25,-1.0030719,374.8694725,-77.53711975,-7.3831,0.9913564,1.8157655,-1.84975275,32.5687,38.974,0,0,-14.6630275,-1.15915825,0.0644827165,0.54573265,98.287,-14.5485,-16.05,-83.55415,0,0.2,0.7
3,1.75,-0.68904812,374.61149,-88.731007,-3.9770023,1.022801,1.804352525,-1.285277875,34.2351025,40.304,0,0,-14.461285,-0.9002941,0.0499022865,0.74124641,98.291,-15.016,-15.94,-83.5296,0,0.2,0.7
3,2.25,-0.228428055,374.839325,-89.32302,-6.4123079,1.0352425,1.8777895,-0.7618463525,35.48409,39.594,0,0,-15.27887,-0.99572073,0.044946485,0.6027788875,98.2,-15.5465,-16.23525,-83.127,0,0.2,0.7
3,2.75,-0.34632672,374.781145,-118.9045,-4.87707875,1.00674,1.902956,-1.03371208,37.187335,39.215,0,0.042394275,-15.07308,-0.959742745,0.049818396,0.72797744,98.2,-15.84,-16.46025,-82.4448,0,0.2,0.7
3,3.25,-0.286726975,374.81249,-101.5295,-5.7947928,1.027539,1.8010574,-0.74171535,37.96335,41.033,0,0.10636885,-15.097,-1.3810645,0.045394372,0.76024286,98.2,-15.606,-16.591,-81.6716,0,0.2,0.7
3,3.75,-0.3793941,375.586775,-98.12537,-4.772526475,1.015654175,1.93376095,-1.631693275,38.041135,42.154,0,0.056115,-15.16376,-1.22998775,0.06049119625,0.546982415,98.2,-15.923,-16.9275,-81.8078,0,0.2,0.7
3,4.25,-1.4565089425,375.5755125,-100.5291625,-8.7108125,0.991846,1.9008306,-1.96052535,36.759564,42.313,0,0.1136682725,-15.831505,-1.029298625,0.0500930355,0.755362605,98.283,-16.196,-17.304,-81.056,0,0.2,0.7
3,4.75,-0.502042,375.76466,-110.3984,-2.8376487,1.02315,1.80324145,-1.4566704,36.2562625,42.9275,0,0.04467831,-15.86684,-0.994263375,0.05862199975,0.5750421875,98.2997,-16.8755,-17.5535,-80.7814,0,0.2,0.7
