DOY2,HR2,FC_1_1_1,LE_1_1_1,H_1_1_1,SW_IN_1_1_1,VPD_1_1_A,RH_1_1_A,TA_1_1_A,USTAR_1_1_1,CO2_1_1_1,H2O_1_1_A,WS_1_1_1,PA,LW_IN_1_1_1,RH_1_1_1,VPD_1_1_1,H2O_1_1_1,TA_1_1_1
1,0.25,-0.514,10.7073,7.891241,-2.0499995,0.6359948,78.80916,-4.526805,0.2604223,354.2375,2.177914,3.2644575,97.68873,257.23,75.36168,0.6639519,1.96133,-6.089
1,0.75,-0.6084,8.73746,14.14644,-2.1083325,0.60573675,78.97435,-4.67288,0.2451899,354.00755,2.157148,3.2269225,97.67439,254.06495,75.88634,0.590704,1.931449,-6.173999
1,1.25,-0.549,9.124535,17.21549,-2.16,0.62786945,79.719,-4.7237025,0.2346014,354.7348,2.1612685,3.320421,97.697105,254.985,71.00467,0.6534587,1.482911,-6.335
1,1.75,-0.6323,13.66006,14.595725,-2.16,0.61697295,80.00334,-4.8228575,0.2514405,354.387,2.1753415,3.279191,97.71064,260.6,72.61333,0.6498539,1.522246,-6.438
1,2.25,-0.7156,8.708661,11.157105,-2.099999,0.59889995,80.17365,-4.9611815,0.24890965,354.56675,2.217294,2.990816,97.72958,260.73665,72.60201,0.606609,1.55218,-6.737334
1,2.75,-0.7628,9.616506,6.4754455,-2.038333,0.5814234,80.57435,-5.0502235,0.22668465,354.9523,2.2301545,2.702058,97.726525,262.20165,72.92133,0.6018203,1.555002,-6.660999
1,3.25,-1.1304,8.80595,7.9835085,-1.9416675,0.57372605,81.19331,-5.047435,0.23499965,355.017,2.202857,2.502009,97.72299,260.59835,73.97334,0.6255838,1.5928,-6.872
1,3.75,-1.498,7.995394,9.4915715,-2,0.5682048,81.358835,-5.115676,0.2352155,355.9873,2.1892625,2.377665,97.723165,256.88165,74.45434,0.5699034,1.613622,-7
1,4.25,-0.58455,8.935144,15.99065,-2.099999,0.55206805,81.186585,-5.2135285,0.24881565,356.85,2.1672275,2.960974,97.72642,252.93505,75.47234,0.5571752,1.704747,-6.331666
1,4.75,-0.7146,9.598931,7.3596185,-2.083333,0.55320745,81.95275,-5.291464,0.24524115,357.5949,2.1904165,2.578249,97.74058,254.1683,75.606,0.5773581,1.719995,-6.247667
1,5.25,-0.51845,9.783858,12.02589,-1.9566665,0.53817245,81.8917,-5.3412495,0.23120085,359.2238,2.216004,2.418899,97.72081,259.08335,76.45967,0.5671129,1.701777,-6.375667
1,5.75,-0.5076,4.58277,4.623592,-2.045,0.53359645,81.944435,-5.4457485,0.2595595,358.698,2.182361,2.4938135,97.70102,261.5217,76.76333,0.551088,1.776994,-6.464333
