DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,386.727275,380.064,382.32075,384.5549,380.335,380.573,381.4145,0.63406975,0.7648602,0.69278565,0.69558165,0.1,-0.1514486,-5.9923345,-30.87472,-0.9573753,-5.79889,-1.367265,2.35343075,0.217,0.3627445,93.9077825,-15.654,-14.501,-14.4157275,-13.94,-14.416,-15.325,-14.318,-15.2625,-15.2725,-14.831,-15.255,-14.33,-5.70325,-0.33075,-0.091037775,0.1395,0.43375,1.59325,2.41775,-38.90889,0,0.0075,0,-0.21325,0.0650909775,75.3284725,-1.7131665,-0.12431505,225.9783,250.927,84.52333,84.37667,0.35120645,0.6532984,0.5085417,-0.181,0.106,0.789875,1.144,1.652,1.98275,2.309,2.725,3.28825
1,0.75,386.9065,380.163,382.56275,384.5255,380.413,380.8615,381.5335,0.6199344,0.7685882,0.68812565,0.685951,0.094,-0.133287675,-6.06,-27.73875,-0.892467425,-5.75764325,-1.25194,2.215997,0.2305,0.3459728,93.90423,-15.6815,-14.55295,-14.5696275,-13.9675,-14.404,-15.30125,-14.692,-15.2275,-15.2625,-14.913,-15.36,-14.44125,-5.84175,-0.3375,-0.087,0.12475,0.42875,1.60225,2.41725,-35.65751,0,0.006,0.001,-0.04325,0.060147755,75.88167,-1.706029,-0.16738255,226.74035,250.6625,84.68333,84.53999,0.3523886,0.65634875,0.594999975,-0.181,0.106,0.797,1.144,1.652,1.989875,2.309,2.725,3.28825
1,1.25,386.4051,379.85275,382.65225,384.581,380.3795,380.559,380.8765,0.610769775,0.7626855,0.67663095,0.6788057,0.10798505,-0.1409797,-6.02309075,-27.6205075,-0.90662635,-5.0409175,-1.1716175,2.303848,0.2155,0.3607049,93.88832,-15.833885,-14.573715,-14.47725,-13.9,-14.503,-15.355,-14.625,-15.335,-15.37,-14.824,-15.365,-14.555,-5.8595,-0.3475,-0.0877300075,0.112,0.4175,1.607,2.4185,-34.556,0,0.006,0,0.232,0.0071482565,76.435555,-1.7442535,-0.1791454,227.00085,249.9143,84.92667,84.99333,0.35249765,0.653921,0.521458375,-0.181,0.106,0.797,1.144,1.652,1.98275,2.309,2.725,3.28825
1,1.75,385.963325,379.60325,382.8,384.80415,380.1435,380.289,380.8115,0.5949258,0.75336555,0.674767,0.675699,0.1174486,-0.0950742475,-6.00645475,-27.663705,-1.071412,-4.6508355,-1.139631,2.258537,0.214,0.35174415,93.8822875,-15.887335,-14.6990175,-14.653275,-13.94,-14.595,-15.4025,-14.637,-15.345,-15.3475,-15.02,-15.3275,-14.7,-5.9045,-0.338,-0.08706972,0.108,0.4215,1.597,2.404,-37.19284,0,0.00497852125,0.002,0.59725,0.05451538,75.95729,-1.7815915,-0.17036825,225.94265,250.07185,85.66,85.10665,0.3481507,0.65410615,0.561250025,-0.181,0.106,0.797,1.12975,1.652,1.98275,2.309,2.7225,3.28075
1,2.25,385.74685,379.60605,382.65925,385.129,380.394,380.4145,381.0665,0.5846738,0.74156025,0.65768035,0.66513635,0.157235225,-0.09040626,-6.0895,-28.184365,-0.916047775,-5.0977865,-1.149894,2.282035,0.2075,0.358,93.86998,-15.947165,-14.779315,-14.83875,-14.085,-14.627,-15.475,-14.828,-15.32,-15.42,-15.425,-15.5,-14.81,-5.9185,-0.3385,-0.08842334,0.12,0.43,1.588,2.39,-37.126155,0,0.006,0.00225,-0.08,0.1445132,76.34445,-1.7313335,-0.1748333,225.06075,250.1673,85.67334,85.37667,0.34839405,0.6531773,0.6029167,-0.181,0.106,0.789875,1.136875,1.652,1.98275,2.309,2.7225,3.278375
1,2.75,385.546,380.27865,382.9335,385.199825,380.698,380.905,381.181,0.5828098,0.7341042,0.64307905,0.6508457,0.108,-0.117463,-6.1305,-25.96865,-1.192,-4.675263,-1.0699855,2.229,0.2085,0.34895625,93.86964,-15.987095,-14.858145,-15.007465,-14.0275,-14.687,-15.515,-14.91,-15.49,-15.665,-15.326,-15.7125,-14.895,-5.97,-0.3455,-0.0866516675,0.121,0.4235,1.5885,2.3805,-40.068245,0,0.0085,0.002,0.227,0.01749384,76.7110875,-1.745642,-0.16377625,223.5937,250.42965,85.77001,85.41667,0.34939065,0.65187985,0.446875,-0.181,0.106,0.789875,1.136875,1.652,1.989875,2.309,2.725,3.276
1,3.25,385.54525,380.216575,382.93775,384.98125,380.6775,380.934,381.6035,0.586693125,0.72260955,0.6387297,0.64028305,0.117745775,-0.10353965,-6.0925,-28.71008,-1.0335945,-4.9232275,-0.9216631,2.22151775,0.206,0.349,93.873585,-16.0457525,-14.94416,-14.923,-14.35,-14.96,-15.655,-15.407,-15.695,-15.9,-15.612,-16.125,-14.935,-6.092,-0.347,-0.0870849975,0.12,0.424,1.595,2.3925,-36.453655,0,0.0088308855,0.003,0.01275,0.0629804025,76.86391,-1.6940115,-0.1802634,224.09575,249.52815,86.2,85.65,0.34758425,0.6522521,0.79166685,-0.181,0.106,0.797,1.144,1.652,1.98275,2.2995,2.705,3.276
1,3.75,385.7472,380,382.83625,385.15425,380.383,380.741,381.609,0.596945075,0.72074555,0.63966175,0.6359337,0.1011518,-0.098579065,-6.09109225,-27.2999,-1.04005,-4.648497,-0.94905045,2.281769,0.208,0.33906815,93.8567,-16.235445,-15.01525,-14.917455,-14.4725,-14.98,-15.7225,-15.452,-15.9525,-16.025,-15.559,-16.0525,-14.925,-6.1325,-0.349,-0.08525,0.114,0.4225,1.58,2.3895,-38.3232375,0,0.00675,0.0045,0.2455,0.04206303,76.84791,-1.762545,-0.19623955,223.34515,248.62595,86.17331,85.96333,0.3483429,0.6514415,0.602499975,-0.181,0.106,0.78275,1.12975,1.652,1.98275,2.301875,2.715,3.276
1,4.25,385.42015,380.615,382.528,385.2295,380.8245,380.9505,381.67,0.6061098,0.72695895,0.6396617,0.63438035,0.051,-0.0937002725,-6.122275,-27.682,-1.14157925,-5.47229425,-1.168667,2.29625075,0.206,0.3455788,93.838925,-16.39275,-15.0528175,-14.990005,-14.365,-14.88,-15.95,-15.361,-15.965,-15.95,-15.484,-15.98,-14.975,-6.2045,-0.3535,-0.086,0.112,0.4075,1.5605,2.378,-36.229,0,0.006,0.00525,0.18825,0.0471473575,76.96034,-1.733255,-0.17645375,223.0933,248.3686,86.7,86.17333,0.3473068,0.6510186,0.2297917,-0.181,0.106,0.797,1.12975,1.652,1.98275,2.2995,2.705,3.276
1,4.75,385.438,380.408,382.70675,385.22445,381.0575,381.112,381.6885,0.598653775,0.7337936,0.64742835,0.6489817,0.14,-0.1483644,-6.11775,-28.0519425,-1.1271285,-4.753444,-1.153783,2.26750875,0.211,0.3544035,93.84971,-16.3997525,-15.1411125,-15.121075,-14.37,-15.125,-15.8625,-15.384,-15.82,-15.7725,-15.37,-15.8075,-15.0475,-6.219,-0.3575,-0.087,0.112,0.4145,1.562,2.3755,-37.5228325,0,0.0127774175,0.00525,0.0875,0.09286056,76.8463375,-1.7558995,-0.1807514,223.6257,247.69895,86.43335,85.7,0.3472405,0.6482173,0.2016667,-0.196,0.106,0.789875,1.12975,1.652,1.98275,2.301875,2.705,3.276
