DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,TA,RH
1,0.25,-0.224185,-3.57335,-3.70609,-0.9158655,1.8107025,0.214948,-7.6446425,417.849,3.17907,0.63834225,0.521107,0.380792,0.12191525,-1.95797975,-1.56635175,-7.86875,93.28065
1,0.75,-0.190487,-1.2883,0.3394265,-3.231985,1.79364,0.224114,-7.791695,417.162,3.02032,0.691175,0.604451,0.381997,0.11194125,-1.8547125,-1.50491175,-7.857,88.55585
1,1.25,-0.177642,-3.63052,0.4306585,-2.0173075,1.8888175,0.230852,-7.875455,418.737,3.0873175,0.71366925,0.604028,0.365176,0.11267725,-2.423601,-2.033446,-7.87575,88.401075
1,1.75,-0.195465,-5.4910625,-0.90430525,-2.25714,1.83846,0.2539985,-7.6240375,418.599,3.11995,0.703433,0.55562525,0.367035,0.1099445,-2.690034,-2.188781,-7.9515,94.43895
1,2.25,-0.194967,-2.39423,-1.13508575,-2.628275,1.8655675,0.212158,-7.97963,418.49425,3.081105,0.669158,0.520418,0.350362,0.10168725,-2.660861,-2.233862,-8.35275,95.49025
1,2.75,-0.169865,-4.3062275,-0.423581,-2.111865,1.96927,0.25000425,-8.05638,417.246,3.11574,0.71070325,0.5504165,0.38385175,0.101969,-2.87741,-2.358626,-8.399,91.52825
1,3.25,-0.19197575,0.4542415,-0.36465,-5.07022,1.8679,0.23570525,-8.40978,418.061,3.17429,0.656657,0.581684,0.356852,0.1095195,-2.325959,-1.95351,-8.8265,96.585425
1,3.75,-0.2113305,2.1911625,0.0612535,-1.19876,1.8201775,0.243319,-8.42122,418.171,3.135235,0.72340575,0.55007775,0.37140075,0.112641,-2.464796,-1.996636,-8.6295,96.9154
1,4.25,-0.223634,2.003495,-1.3144125,-2.80547,1.796825,0.22031125,-8.41148,418.218,3.16053,0.6756545,0.52248675,0.36127375,0.104808,-2.410076,-2.022838,-8.67275,92.2164
1,4.75,-0.212317,3.0858075,0.833961,-1.211705,1.872995,0.22497,-8.55326,419.487,3.21383,0.6532335,0.538516,0.359017,0.111838,-2.536431,-2.055427,-8.84425,95.77505
1,5.25,-0.19819475,1.5552625,-2.3165625,-1.7275675,1.73892,0.23521925,-8.3563,421.15275,2.87107,0.66805575,0.52557375,0.3432885,0.1120575,-2.678448,-2.203763,-8.9065,92.7245
1,5.75,-0.17047725,1.1631025,0.38542,-2.019495,1.84241,0.20453825,-8.2925825,420.8155,2.94935,0.628592,0.51608825,0.353245,0.10848575,-2.075874,-1.743248,-8.64,95.47075
