DOY2,HR2,H,LE,FC,SH,SLE,SC,CO2,H2O,RH,VPD,WS,USTAR,LW_IN,LW_OUT,RH_1_1_1,NETRAD,SW_IN,SW_OUT,G_1_1_1,G_2_1_1,G_3_1_1,TAU,T_SONIC,TA,PA,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA
1,0.25,3.83796475,141.2853,4.566307875,3.85899575,4.43059,2.68242025,429.9222,24.49952,99.881155,6.4296007,6.54695125,0.7651767,403.1951625,423.353775,99.8630465,-5.73336375,0.327734238,2.446999375,3.6554775,4.67961375,4.316066875,-0.0006116939625,30.11375,21.43467875,103.5221875,1.8870071715,1.44621233625,0.9576256305,0.9972236125,30.176178465,2.598899
1,0.75,1.509840625,105.2717,16.521204,2.4286355,4.135398125,2.233661875,435.5624125,24.124179,99.883715,7.20902145,6.30791975,0.7357813625,408.3297625,424.41575,99.86509975,-7.259634375,0.832627955,2.530671625,3.2473075,3.713301,4.03879,7.3945875e-05,29.78513625,21.26670875,103.4965875,1.96730802425,1.34883910025,0.89075476525,0.9056503,28.41220465,4.11215642499999
1,1.25,1.735143875,174.9903,9.393097375,2.67963325,3.20694,4.6449975,452.2489375,24.036649,99.884695,6.62498355,6.668248125,0.7568709625,404.8523,424.622775,99.86403725,-4.304387125,0.64110358,2.654677625,4.30460925,2.625033875,5.65116125,-0.000348950925,29.8692225,21.2473275,103.491375,1.891852461,1.331871772625,0.886380825625,1.161367875,27.912285,2.221826
1,1.75,0.856658399999995,78.3710922499999,15.895391,3.1118845,7.7487855,3.032273125,468.1813375,24.74922525,99.881475,5.765124175,5.998709375,0.6000256,404.73135,426.3625,99.86379375,-5.423772375,0.471912584999998,2.967625625,3.003852875,3.847876625,5.023570625,0.00218845623999998,30.188575,21.575055,103.499525,1.5471921737,1.264961052125,0.802826578799999,1.0024398625,28.9007204775,2.67669
1,2.25,6.93428675,91.08678,10.786476725,1.98035725,3.478535,3.6315723,478.87382,24.984475,99.99169,6.702651075,5.760008,0.6587238,402.6596125,425.7439,99.86432725,-5.054426625,1.56597175,2.482064125,2.836713875,3.6838015,4.927715625,-0.000317664170000003,29.95349375,21.6964275,103.4722625,1.65509153625,1.276455851375,0.7540796945,0.8725876375,23.644161169,2.230172044
1,2.75,2.45893775,135.00530975,8.82783605,2.65879475,4.1299537,5.0950422,514.9825,25.03171675,99.99145,6.66149815,5.8213165,0.6643597875,407.9208375,425.246,99.85680625,-4.080424875,0.5122186,2.406217,2.88658825,3.823546825,4.718582625,0.000631994375,30.2484625,21.55851625,103.4855,1.707885753375,1.248315661875,0.829023834125,0.8492453625,42.5419969999999,4.44103145
1,3.25,1.4981325,107.7718,22.293256,2.455296375,4.223402,5.36098299999999,526.47443,24.918165,99.991585,6.780970775,5.6105685,0.60087,409.0176625,425.38105,99.86202675,-3.611980375,0.6353804525,2.21794625,2.997984875,4.290470675,4.656621,-0.000633951,30.032,21.60577,103.4695125,1.40641338725,1.166577669,0.775609749375,0.9011686,39.9674749999999,4.048834
1,3.75,1.25003625,159.9109,7.63824319999999,2.92027075,5.948862,3.0268289,540.573939999999,24.41926275,99.990895,6.521234125,5.295223125,0.610917625,409.52785,424.3229125,99.8610525,-4.647070375,0.28461086,2.051732125,3.1656785,4.810636,4.559960625,0.001561527375,30.54125,21.511875,103.468625,1.462409625,1.025951512625,0.750534475,0.8883802,28.213122636,3.268728
1,4.25,2.190938875,121.54113,15.185103,2.139729125,3.35515669999999,3.90168389999999,558.022129999999,24.1131815,99.9909625,6.61936985,4.754685125,0.539262325,409.5519375,424.65875,99.861006,-3.509368625,0.23135712,2.245113625,3.345541,5.263845375,4.388085625,-7.254038625e-05,30.757625,21.67906875,103.4759375,1.3736422005,1.040848937875,0.71851385325,1.057317375,54.3065070039998,4.30836763794999
1,4.75,4.343065,182.900389999999,13.548026,2.394278625,2.203328125,3.4120679,571.815649999999,24.0606805,99.9912025,6.564652975,5.058456875,0.639286175,405.112325,424.900575,99.865556,-3.741674375,0.0131941457499997,2.5219425,3.5910095,5.842413625,4.48421325,-0.0007562507625,30.7834225,21.606875,103.493175,1.448681203625,1.2248478295,0.747912610125,1.1357456625,27.954239,3.591706
