DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1,CH4_1_6_1
1,0.25,0.596613414891362,-10.0806233636638,0.0348334962734051,-24.5867981497737,-3.06029697036874,-31.6558512742978,-72.0819023221975,-10.3069849848397,0.0793082490178197,-107.774294857429,-29.5077610081238,0.192312426598103,406.328845820863,0.43175,0.32925,0.2545,0.279,0.16725,-10.0457925,-11.0953,-10.0468,-10.03696,-6.604825,-10.48634,-10.59566,93.8790625,36.08225,0.22208,-7.6425,-8.455,-7.44875,-7.84775,-5.323,0,-6.174,0.5,-1.8275,186.945,268.6975,248.925,287.04,0.07,-0.56,-0.29,-1.00275,-0.51275,-0.19275,0.05975,-0.24,-0.3,-0.41,-1.30785,-0.85585,1.53065,2.44175,3.7499,-1.555775,-0.0953000000000001,2.0575,1.120275,2.51775,4.79915,6.07915,-2.028275,0.077275,1.0617,2.666975,-1.222925,-0.319,2.336175,3.21465,4.469875,5.3678,-22.023,-14.98665,-26.1094,-101.553,1.78591892428426,1.48645739793438,1.48719328289655,1.49045926238293,1.50672731403476,1.7037633988251,1.56732064995091,389.673443797897,410.039971910242,389.643886157123,410.053802785076,390.28579636918,410.522233488613,391.523537870353,410.856537757767,391.62493731964,412.97493956467,395.875447912288,411.585180686191,1971.14641173326,1974.62392009658,1963.43662320302,1962.29349055938,1969.6405196076,1977.13557389895
1,0.75,0.449840975351053,-10.440370939991,0.040289384662093,-2.25959747789174,-3.79649037409824,-0.408244743669164,-157.645334891121,-19.2290400900951,0.0577867646710335,-73.9700426403302,-33.8755081507552,0.169576535446439,406.051163699529,0.46,0.31975,0.23125,0.28,0.16725,-10.379895,-11.45435,-10.386965,-10.37912,-6.631195,-10.606915,-10.66304,93.91007575,37.99875,0.223555,-7.70675,-8.60925,-7.59575,-7.9965,-4.9725,0,-6.33075,0.4,-1.94,187.3625,268.1775,247.6025,286.66,0.06725,-0.55,-0.29,-1.01,-0.52,-0.19275,0.05,-0.24,-0.31,-0.41,-1.331375,-0.8634,1.527475,2.4405,3.758425,-1.551275,-0.10815,2.06735,1.03395,2.43385,4.826625,6.065475,-2.09675,0.0627,1.0621,2.663925,-1.2248,-0.306425,2.321625,3.20785,4.4662,5.36525,-21.904275,-14.88975,-25.745925,-102.16125,1.71551024204026,1.58200778422372,1.61545983233699,1.86756695449058,1.64747701775914,1.64927071537633,1.66474423612362,388.81976681372,408.486585304604,389.884199940119,407.785749901054,389.543739561511,411.268666061628,391.821083382985,410.506239737203,391.581791753172,413.117182506773,392.910659686295,411.348399178834,1976.80040686825,1977.03384101085,1978.96922327218,1964.18599085858,1961.8431772725,1946.36564974768
1,1.25,0.519845894622836,-10.6825182465756,0.0359381028798844,-2.02707468446638,-2.78065553916715,-3.87783879227362,-93.9584130017321,-20.1386203406167,0.0589797379034946,-77.5509028971065,-26.0507283128389,0.136344608606916,403.658162522038,0.379,0.318,0.27675,0.27,0.17725,-10.6224575,-11.6158,-10.6554075,-10.61974,-6.730935,-10.6692775,-10.67287,93.8611345,39.24125,0.2255325,-7.473,-8.702,-7.72,-8.05375,-4.7595,0,-6.39125,0.3,-1.81525,189.8125,267.885,247.1025,286.2525,0.07,-0.55,-0.29,-1.00275,-0.5155,-0.19,0.05,-0.24,-0.31,-0.41,-1.309525,-0.851575,1.514075,2.43825,3.7681,-1.51795,-0.101625,2.0752,0.9604,2.3574,4.860975,6.048,-2.15115,0.054575,1.06305,2.6616,-1.172175,-0.2674,2.3061,3.201075,4.46385,5.3627,-22.1594,-15.375175,-25.62225,-102.0525,1.64108388716821,1.46778351975426,1.49126347162166,1.30336715000164,1.52390162532296,1.54089580135115,1.57854716885268,389.495173176849,410.046678186493,389.648161764855,410.957053721763,389.979629124421,410.392038968943,391.010976930388,411.05759048977,391.600382518317,413.355411485834,392.460128608446,412.596078711796,1963.87659974689,1972.48736225551,1960.22396609908,1957.97041245104,1973.0455476543,1974.16777980875
1,1.75,0.513973564498205,-11.0977241405241,0.0431148325515217,-3.92245804743468,-2.31765645346662,-2.7332394358177,-192.801444173876,-17.2082676492451,0.065432716332575,-127.818181492376,-26.650810633416,0.180274509586647,402.678677135766,0.44175,0.36,0.24675,0.2785,0.17,-10.9077975,-11.969225,-10.9755125,-10.94995,-6.7842,-10.7696125,-10.7723,93.8135095,39.6975,0.21988,-7.8955,-8.7755,-7.77375,-8.16,-5.06125,0,-6.37275,0.4725,-1.702,189.015,267.5125,247.2375,285.6525,0.07,-0.56,-0.29,-1,-0.51,-0.19275,0.05,-0.25,-0.31,-0.41,-1.27345,-0.818675,1.495925,2.436675,3.777775,-1.46405,-0.092525,2.082975,0.897725,2.2888,4.8973,6.02745,-2.193,0.055,1.064,2.65855,-1.100925,-0.207325,2.2916,3.1943,4.459625,5.3582,-22.379,-15.5044,-27.5878,-99.52075,1.68283512589321,1.46440372022765,1.47099023598405,1.49185083620099,1.52184362756208,1.54200596938162,1.56842784930361,389.573836806991,409.55361634086,389.202176752109,409.104688912526,390.315576733805,412.292508538077,389.984032748766,410.606279596935,391.367991354462,413.194356405591,392.335034543418,411.509873603229,1961.33026136936,1968.12655326659,1978.98177634766,1959.68414922886,1955.43999405532,1944.11149070734
1,2.25,0.569271992085511,-11.1831886869089,0.0405105362134448,-0.671062113832758,-2.90612085494455,0.0400165901563581,-65.5894148940785,-11.4097190613057,0.0927707065700205,-114.84424302939,-28.2210692547815,0.198229622389593,402.729873798742,0.5345,0.38,0.27225,0.27975,0.16725,-11.118125,-12.188,-11.1166925,-11.08157,-6.740815,-10.8902125,-10.94082,93.79585925,40.4285,0.2174125,-7.93225,-8.8785,-7.89375,-8.23475,-5.1485,0,-6.64,0.4725,-1.70825,189.76,266.8475,247.49,285.845,0.07725,-0.56,-0.29,-1.01,-0.5155,-0.2,0.04975,-0.24,-0.30975,-0.41,-1.25815,-0.809525,1.478775,2.435425,3.788025,-1.425,-0.0918,2.09,0.839875,2.224125,4.9353,6.008675,-2.232175,0.0558,1.065175,2.655225,-1.065825,-0.17395,2.28105,3.187475,4.45595,5.3547,-22.845,-15.563975,-27.4473,-99.618,1.63464782017179,1.47330564216826,1.48217860721518,1.51711691444769,1.55554127435345,1.56411984505039,1.55745404255507,388.551335462296,409.708336731875,389.591441530229,410.880292197933,389.185335174497,411.486065177635,389.654640468281,411.620232361407,390.855327409718,413.880952987539,391.367902319632,413.173894042955,1962.19352117113,1969.80551168223,1954.03780572317,1955.76960480626,1973.64663768738,1981.05163162802
1,2.75,0.442420912839885,-11.4184078160092,0.0294708224193853,-2.08648222964832,-5.2457207157216,-5.07356389272077,-41.022866308827,-18.25437060929,0.0577358116187835,-113.14810465362,-36.6724349585849,0.212515596014521,405.507339027279,0.4045,0.2885,0.2345,0.26975,0.1645,-11.337745,-12.3695,-11.30755,-11.28969,-6.677265,-11.0720275,-10.9935,93.75391325,41.4145,0.172995,-7.934,-8.8515,-7.88125,-8.1705,-5.18875,0,-6.50225,0.5,-1.829,190.2975,267.0275,246.36,285.5275,0.07,-0.55275,-0.29,-1,-0.51,-0.2,0.05975,-0.23275,-0.30975,-0.41275,-1.2627,-0.8513,1.466875,2.43385,3.79885,-1.405325,-0.0636,2.089175,0.790875,2.1663,4.898725,5.9889,-2.271675,0.056525,1.066125,2.651625,-1.060575,-0.167975,2.2705,3.1807,4.452275,5.3512,-22.409,-15.6722,-27.3679,-99.35775,1.57409369163733,1.38579419672095,1.45846372750853,1.44246102960515,1.50250790468416,1.54542659309328,1.59128606564104,388.786980414522,410.878042446236,388.65617874909,409.512225471087,389.796751328047,415.476927391496,388.974610635585,413.273728221923,389.467138103388,417.2068498885,389.562704561125,413.515706745031,1963.09872932928,1982.76743993158,1986.36090694802,1955.0296088173,1951.96829598457,1942.83367444497
1,3.25,0.49082789709304,-11.7482703542597,0.038594477138352,-1.79867977979508,-3.78630967164073,-1.38887681900844,-37.3890336840588,-30.4983288613749,0.059071573143752,-161.507029773199,-49.4861218372644,0.193548958892549,408.197695875462,0.37175,0.309,0.24,0.2695,0.16725,-11.632165,-12.694,-11.6003925,-11.59971,-6.870655,-11.44607,-11.10182,93.78903225,40.01475,0.159315,-8.0755,-8.95075,-7.96775,-8.28325,-5.2305,0,-6.422,0.4,-1.64825,191.03,266.6625,245.8025,285.705,0.07,-0.55,-0.29,-1.00275,-0.51275,-0.19275,0.05,-0.24,-0.31,-0.42275,-1.27885,-0.9052,1.45965,2.432275,3.8104,-1.399125,-0.025875,2.0795,0.746775,2.111525,4.8512,5.969125,-2.306625,0.055625,1.067075,2.647575,-1.067575,-0.17325,2.258,3.173925,4.4486,5.347725,-23.468825,-15.723975,-27.20335,-101.5035,1.57542077443499,1.4158045793541,1.4274838895927,1.48424927847274,1.52561848020865,1.55359966076307,1.56948205621113,387.925314694123,409.960810742789,387.80595337809,411.048406086447,387.912533679039,412.330459414362,387.986324945308,413.297581440618,388.085297404642,412.791693481343,389.134733723669,411.182496665258,1959.2100748298,1970.84934735473,1952.22811546758,1951.84408167312,1985.42638508934,1984.0496444807
1,3.75,0.464296953745549,-11.8947085327317,0.0288404302338968,-0.0472130626809836,-3.33629309413129,-0.570306374032356,-32.0565060768337,-30.7549980481336,0.0654813806200267,-132.056636982935,-28.737972666936,0.208938338728244,407.776199309688,0.399,0.2995,0.23225,0.24,0.17,-11.737,-12.8109,-11.7462525,-11.73929,-6.984085,-11.583465,-11.23247,93.779918,41.664,0.194975,-7.9755,-9.06725,-8.06425,-8.3815,-5.10375,0,-6.54525,0.4,-2.09825,189.19,266.035,242.385,285.51,0.07,-0.55275,-0.29,-1.00275,-0.5155,-0.2,0.0495,-0.24,-0.3,-0.42,-1.28775,-0.9414,1.451725,2.4307,3.8034,-1.39675,-0.035425,2.068825,0.70495,2.06075,4.8047,5.95025,-2.34335,0.05555,1.068025,2.643525,-1.0707,-0.18035,2.2464,3.167175,4.444925,5.35275,-23.80315,-15.855,-27.0937,-102.807,1.56125385836827,1.47006420178489,1.47093718294882,1.47850596730751,1.55905091063239,1.60751441890928,1.64122643899356,387.808827180387,411.638887359257,388.2590703304,412.665793398577,388.052336602161,411.675746826986,388.616782854577,413.624550571212,388.399322159575,415.649452377547,389.08994348484,413.669089551357,1968.01051631086,1980.74705583212,1981.93004279364,1956.83155669885,1949.8807491081,1939.07459287106
1,4.25,0.534261984626641,-12.2512417071974,0.0232742752682729,-3.55008967698087,-4.48919096932925,-3.85870491039147,-114.936799234359,-18.4378335567354,0.0682289146650099,-203.629548165477,-37.6950127748062,0.152908338281149,407.517211698501,0.3635,0.2995,0.24225,0.25,0.18,-11.997555,-13.1426,-11.96813,-11.98356,-6.86858,-11.85438,-11.50429,93.79909075,40.028,0.17463,-8.1645,-9.1275,-8.12175,-8.419,-5.1145,0,-6.5005,0.3725,-1.732,187.6025,265.6525,242.46,285.505,0.07,-0.55,-0.29,-1.01,-0.51275,-0.2,0.03,-0.24,-0.31,-0.42275,-1.27985,-0.9782,1.44295,2.42845,3.796975,-1.38035,-0.0472,2.05815,0.670025,2.014925,4.760175,5.932375,-2.3793,0.058475,1.06875,2.643525,-1.043175,-0.1628,2.231725,3.160425,4.44125,5.36925,-23.11575,-15.10755,-26.7108,-103.7905,1.64935740770836,1.47230264919768,1.48328946988809,1.50120539082343,1.51673634456134,1.56774565462576,1.56921431067304,388.449242959544,410.070554909632,388.240243449506,410.665557304044,388.534387322864,411.8903801821,388.581963862265,413.18426865846,388.773608778306,412.509716458863,389.271538166798,410.945154355078,1969.56298646587,1982.86871722031,1957.4550877385,1955.83417164057,1986.02757586075,1979.92927047658
1,4.75,0.435018527142326,-12.2900276703294,0.0404050289366143,-16.9512960726896,-4.04345406840699,-19.2122528648814,-119.076218589633,-19.9927363824129,0.0736067982146935,-137.546296211376,-36.7295680160793,0.177214050830679,404.68007033772,0.3645,0.27875,0.22225,0.19975,0.15725,-12.148495,-13.2719,-12.07266,-12.07272,-6.913205,-11.9615025,-11.66313,93.834137,43.424,0.18775,-8.16475,-9.069,-8.08675,-8.34125,-5.19475,0,-6.68325,0.5,-1.763,189.615,266.0675,242.665,285.205,0.07,-0.56,-0.29,-1,-0.51275,-0.2,0.04975,-0.24,-0.30975,-0.42,-1.2836,-1.00495,1.4346,2.426875,3.78955,-1.36225,-0.0613500000000001,2.048275,0.6362,1.971175,4.715725,5.912525,-2.41335,0.0633,1.0697,2.646575,-1.0196,-0.15455,2.217,3.1537,4.437575,5.385725,-23.2026,-15.1827,-26.8985,-102.9335,1.74468933107954,1.48263190661921,1.49915477900552,1.52014528733699,1.51748101343,1.53240904785102,1.61016293726854,389.732658630014,410.172834694966,390.257957846765,409.881728184887,390.003815081578,410.931208336421,388.336894542637,413.117699838958,388.770708800132,415.925027488483,390.383362605239,413.542872610792,1968.58905149391,1990.56467575682,1988.1846092201,1954.43483080205,1950.30099641824,1941.3185793089
