DOY2,HR2,FC,LE,H,CO2,PA,TA,RH,PPFD_IN,SW_IN,NETRAD,TS_1_1_1,TS_1_2_1,USTAR,WS,NEE
2,0.25,0.229,-0.3265,-24.35025,384.887,89.18675,-3.2455,75.8,0,0,-47.71625,-0.44425,0.761,0.058,0.565,0.47275
2,0.75,0.1565,-0.578,-19.496,384.307,89.18675,-3.39925,77.2,0,0,-46.78,-0.44425,0.7185,0.061,0.54475,0.47625
2,1.25,0.31725,-0.329,-28.3535,385.25825,89.169,-3.47125,78.3,0,0,-45.4225,-0.454,0.70925,0.055,0.53575,0.4305
2,1.75,0.258,-0.363,-28.2485,385.569,89.155,-3.608,80.1,0,0,-46.3355,-0.49675,0.6635,0.055,0.5595,0.4385
2,2.25,0.14525,-0.33525,-15.15925,385.8855,89.1485,-3.69525,79.9,0,0,-41.527,-0.546,0.66975,0.06025,0.53575,0.3925
2,2.75,0.21175,-0.368,-18.267,384.508,89.1485,-3.98575,79.8445,0,0,-43.41375,-0.57025,0.669,0.052,0.5395,0.421
2,3.25,0.129,-0.335,-31.6345,385.409,89.14675,-4.123,79.2235,0,0,-37.88675,-0.5585,0.62775,0.0555,0.5575,0.4455
2,3.75,0.148,-0.5825,-37.5865,384.9185,89.1385,-4.44525,81.49175,0,0,-37.227,-0.608,0.64125,0.05625,0.517,0.42975
2,4.25,0.2725,-0.36275,-35.982,383.8225,89.13175,-4.3245,80.6595,0,0,-39.6365,-0.652,0.63425,0.054,0.5115,0.409
2,4.75,0.21,-1.079,-22.544,384.414,89.137,-4.552,79.1625,0,0,-37.24275,-0.67375,0.664,0.05425,0.575,0.43475
2,5.25,0.35475,-0.61725,-16.397,384.649,89.133,-4.925,78.09675,0,0,-39.66225,-0.71175,0.7105,0.052,0.4915,0.44125
2,5.75,0.236,-0.5305,-29.003,385.54725,89.128,-5.1115,80.3,0,0,-30.546,-0.74975,0.683,0.054,0.5505,0.41875
2,6.25,0.16275,-0.495,-27.45625,385.7915,89.14425,-5.176,78.824,0,0,-32.861,-0.7915,0.674,0.053,0.54075,0.42575
2,6.75,0.0655,-0.605,-23.245,384.838,89.17875,-4.94275,79.61425,0,0,-32.8585,-0.783,0.61925,0.0535,0.52425,0.44675
2,7.25,-0.465,-0.319,-26.809,385.99425,89.2,-4.89575,80.0715,6.60325,0,-28.13,-0.90225,0.628,0.058,0.482,-0.46725
2,7.75,-0.43225,-0.187,-17.6415,386.648,89.19625,-4.1675,78.96175,38.96,17.00975,-5.291,-0.9255,0.50875,0.0565,0.508,-0.62675
2,8.25,-0.404,-0.2005,-8.698,385.516,89.19475,-3.3725,76,100.275,50.02625,9.67,-1.13875,0.361,0.05775,0.411,-0.822
2,8.75,-1.19175,1.12,-9.236,384.829,89.2,-1.9055,72.4,171.60925,84.58125,26.03325,-1.397,0.15125,0.07525,0.371,-1.51
2,9.25,-1.401,5.772,-0.125,384.935,89.206,-1.0905,68.1525,246.715,109.91325,42.8155,-1.32075,0.098,0.107,0.43,-1.8045
2,9.75,-1.64,7.441,11.4665,384.177,89.20775,-0.43225,63.6965,313.31525,143.9605,56.58375,-1.1375,0.2505,0.13375,0.54825,-2.1415
2,10.25,-1.81225,5.981,16.74425,383.943,89.2205,0.0335,60.56525,357.9535,190.869,80.1415,-0.9605,0.39675,0.1505,0.58825,-2.063
2,10.75,-2.19025,13.70625,23.014,383.4785,89.19425,0.3875,56.695,415.6705,219.442,90.6,-0.695,0.4805,0.1555,0.621,-2.309
2,11.25,-2.5165,12.965,29.5495,383.764,89.141,0.9445,53.317,433.339,202.6115,97.0995,-0.3975,0.5765,0.1685,0.6145,-2.59025
2,11.75,-2.29275,14.693,29.5005,382.84775,89.0835,1.056,51.3365,486.682,207.321,105.5195,-0.255,0.5745,0.174,0.6855,-2.43025
2,12.25,-2.137,18.288,26.34225,382.191,89.06875,1.329,49.035,561.9165,235.067,113.415,-0.0925,0.608,0.176,0.6635,-2.251
2,12.75,-2.31975,21.23125,27.578,381.5435,89.0575,1.8,48.0275,555.58675,230.45175,115.194,-0.0335,0.6555,0.211,0.698,-2.311
2,13.25,-2.1285,15.24,29.3925,382.06375,89,1.93275,45.56475,547.6865,228.62325,106.9,-0.02,0.683,0.202,0.80075,-2.01275
2,13.75,-2.3505,16.14575,25.9095,382.02775,89.054,2.222,43.6,515.997,231.694,107.4,0.033,0.656,0.2,0.811,-2.26475
2,14.25,-2.31625,13.90425,18.709,381.903,89.054,2.315,42.369,456.458,164.4,86.9,0.059,0.71,0.21325,0.7735,-2.164
2,14.75,-2.09175,14.5045,14.04225,382.001,89.04375,2.505,42.58,374.5,138.601,77.9,0.079,0.711,0.21075,0.85325,-2.33075
2,15.25,-1.703,11.1765,6.559,381.38775,89.022,2.22825,42.525,303.88975,117.822,53.802,0.121,0.77,0.204,0.865,-2.062
2,15.75,-1.66925,9.277,2.18,380.1945,89.013,2.098,42.87,232.121,92.056,34.82,0.128,0.814,0.1845,0.803,-1.626
2,16.25,-1.3115,4.2475,-7.362,381.01375,89.03,1.675,44.39325,152.582,62.235,13.286,0.148,0.774,0.1465,0.7155,-1.1685
2,16.75,-0.7435,1.2,-15.3815,380.6605,89.03625,1.169,44.91425,77.294,34.76475,-10.5965,0.172,0.825,0.135,0.602,-0.645
2,17.25,-0.511,-0.224,-20.669,380.89875,89.069,0.726,50.35,18.102,0,-42.2075,0.166,0.838,0.08725,0.576,-0.1225
2,17.75,-0.27625,-0.58625,-29.774,381.26625,89.0895,0.175,56.4935,0,0,-50.03,0.09,0.804,0.07325,0.5575,0.511
2,18.25,0.124,-0.63,-27.068,381.10075,89.1,-0.272,60.50675,0,0,-50.452,0.056,0.816,0.068,0.657,0.445
2,18.75,0.2475,-0.97225,-27.42875,381.84,89.098,-0.615,65.724,0,0,-48.353,0.037,0.832,0.071,0.616,0.484
2,19.25,0.1865,-0.493,-25.7495,382.894,89.1195,-0.901,70.05775,0,0,-44.6,-0.036,0.856,0.06275,0.61075,0.47
2,19.75,0.126,-0.311,-20.7955,382.213,89.135,-1.414,70.19175,0,0,-44.673,-0.124,0.887,0.05875,0.639,0.51675
2,20.25,0.197,-0.07225,-12.90225,382.17675,89.1475,-1.605,71.56225,0,0,-51.5,-0.179,0.9,0.0575,0.56825,0.461
2,20.75,0.1675,-0.202,-25.7525,383.21225,89.18,-1.945,72.98975,0,0,-51.161,-0.232,0.896,0.062,0.5745,0.5135
2,21.25,0.22475,-0.1235,-16.691,384.372,89.1815,-2.16,74.059,0,0,-49.253,-0.242,0.891,0.054,0.5785,0.511
2,21.75,0.1265,-0.342,-18.982,384.06225,89.121,-2.206,74.62,0,0,-49.181,-0.304,0.809,0.058,0.58775,0.45825
2,22.25,0.12,-0.34725,-17.866,383.7225,89.186,-2.389,76.01925,0,0,-50.173,-0.317,0.817,0.057,0.526,0.474
2,22.75,0.1795,-0.1275,-15.136,383.95375,89.186,-2.626,74.85,0,0,-47.313,-0.327,0.748,0.051,0.568,0.448
2,23.25,0.15625,-0.1655,-17.00225,384.819,89.166,-2.849,75.275,0,0,-49.051,-0.349,0.738,0.058,0.5385,0.47975
2,23.75,0.1895,-0.2565,-18.4225,385.66425,89.118,-3.1,75.825,0,0,-48.629,-0.403,0.787,0.055,0.55,0.4385
3,0.25,0.19325,-0.678,-36.028,385.674,89.38275,-1.4025,70.2175,0,0,-56.645,-0.02625,3.42575,0.0585,0.5365,0.41925
3,0.75,0.319,-0.447,-34.102,385.978,89.38625,-1.5975,70.8,0,0,-58.168,-0.08025,3.292,0.06025,0.5845,0.5115
3,1.25,0.257,-0.323,-31.96,386.877,89.36875,-1.86675,71.8,0,0,-52.21975,-0.183,3.2895,0.058,0.598,0.45825
3,1.75,0.354,-0.4015,-42.4125,386.743,89.37125,-2.05525,71.2325,0,0,-55.47,-0.13775,3.3275,0.062,0.5515,0.49475
3,2.25,0.1955,-0.38725,-38.067,385.894,89.372,-2.23575,71.624,0,0,-54.3765,-0.2835,3.26425,0.06375,0.58975,0.4975
3,2.75,0.3055,-0.211,-38.553,385.75575,89.3755,-2.08525,71.126,0,0,-54.0665,-0.333,3.2835,0.0555,0.60575,0.435
3,3.25,0.206,-0.876,-33.162,385.4205,89.3675,-2.3365,72.9895,0,0,-48.5995,-0.311,3.29475,0.06,0.604,0.29175
3,3.75,0.27025,-0.418,-38.534,385.593,89.371,-2.239,72.9995,0,0,-52.758,-0.376,3.18775,0.06325,0.5655,0.43725
3,4.25,0.284,-0.143,-29.13025,385.7155,89.3925,-2.35925,71.328,0,0,-52.2825,-0.406,3.183,0.06025,0.577,0.49375
3,4.75,0.28,-0.49075,-40.03475,385.683,89.3925,-2.578,72.0755,0,0,-52.73075,-0.3845,3.0975,0.073,0.6065,0.466
3,5.25,0.1805,-0.1855,-39.63625,386.382,89.41525,-2.465,72.19275,0,0,-51.7425,-0.535,3.0275,0.0515,0.6235,0.50425
3,5.75,0.1485,-0.35,-32.749,386.362,89.416,-2.504,72.022,0,0,-52.195,-0.662,2.993,0.063,0.56075,0.46225
3,6.25,-0.1925,-0.484,-31.07175,386.581,89.4335,-2.675,72.005,0,0,-51.53025,-0.635,2.944,0.05925,0.5295,0.194
3,6.75,-0.5865,-0.254,-24.871,386.3645,89.4295,-2.14675,71.0645,31.91775,6.069,-21.81875,-0.443,2.91575,0.067,0.48875,-0.36975
3,7.25,-0.8155,0.225,-19.3995,386.97,89.39825,-1.0265,69.659,107.0055,45.3525,4.42275,-0.561,2.87575,0.073,0.499,-1.01675
3,7.75,-1.432,6.21975,-8.8545,385.5375,89.3785,0.058,65.66275,188.286,80.9045,36.271,-0.5445,2.606,0.08475,0.4415,-1.92
3,8.25,-2.332,11.082,1.7135,384.8315,89.402,0.87975,61.42,304.64325,133.63225,74.75,-0.263,2.1035,0.1175,0.4165,-2.8025
3,8.75,-2.719,24.906,19.96375,384.266,89.401,1.86325,57.0095,422.835,184.9035,112.7035,0.02775,2.04975,0.171,0.644,-3.16475
3,9.25,-3.2005,27.624,42.755,383.995,89.4095,2.356,52.5955,553.31775,195.965,151.80425,0.70425,2.125,0.19225,0.71975,-3.6395
3,9.75,-3.603,35.956,65.559,383.706,89.3915,2.9145,51.31125,628.08275,269.569,152.5615,1.317,2.20775,0.22075,0.852,-3.9355
3,10.25,-3.6635,41.009,64.4835,383.457,89.3725,3.478,47.013,659.12,272.9095,180.936,2.27675,2.39475,0.238,0.85475,-4.01625
3,10.75,-3.72425,39.871,84.6585,383.4315,89.367,4.107,44.381,837.06,351.45,228.5685,2.662,2.792,0.255,0.88125,-3.962
3,11.25,-3.629,46.659,95.2695,383.016,89.3445,4.23,43.05,857.718,407.611,262.996,3.54,2.78925,0.282,1.019,-4.093
3,11.75,-3.995,58.0995,123.36375,382.752,89.3175,4.26,40.394,982.8,450.6515,284.859,4.0535,2.93,0.3145,1.0975,-4.266
3,12.25,-3.97325,55.367,136.76275,382.6615,89.3035,4.381,37.7,970.107,433.432,287.712,4.41825,2.962,0.301,1.1075,-3.83575
3,12.75,-3.994,57.69825,132.989,382.576,89.2485,4.813,34.2935,1111.83,541.208,348.448,4.63125,2.97175,0.302,1.185,-4.09
3,13.25,-4.211,58.372,114.1825,382.594,89.21725,5.047,33.467,920.354,421.839,272.65,5.066,3.143,0.3125,1.2905,-4.3295
3,13.75,-3.7125,44.6325,86.6325,381.9,89.18875,4.80925,32.7345,805.2705,371.735,234.756,5.48775,3.13825,0.33675,1.326,-3.78875
3,14.25,-3.602,44.53925,84.6765,381.6275,89.21,5.0295,32.63075,719.747,293.3305,188.4515,6.36225,3.18975,0.342,1.477,-3.7295
3,14.75,-3.669,37.337,67.942,381.16825,89.19725,4.89725,31.8455,654.19875,280.179,167.154,5.93525,3.1615,0.367,1.5275,-3.6525
3,15.25,-3.74275,39.822,63.556,381.548,89.197,4.87825,33.59875,645.424,289.455,170.33,6.51325,3.30275,0.37825,1.66975,-3.724
3,15.75,-3.332,35.693,50.166,381.40975,89.197,4.27375,34.64175,479.1815,204.499,121.445,6.17625,3.3265,0.382,1.95325,-3.2635
3,16.25,-3.098,23.0215,27.45,381.1315,89.196,3.8625,36.27075,383.03125,166.278,88.2385,5.87575,3.53875,0.381,1.68025,-3.1105
3,16.75,-2.633,20.478,0.035,381.29925,89.19175,3.77925,39.428,235.52925,96.783,31.7,5.0415,3.577,0.326,1.595,-2.5205
3,17.25,-1.512,11.562,-20.59,381.5525,89.2,3.2305,42.7845,123.1585,46.634,-8.033,4.2745,3.546,0.2935,1.39925,-1.30125
3,17.75,-0.75775,4.577,-31.657,380.747,89.253,2.6695,46.1075,39.31975,10.478,-50.0065,3.1655,3.5635,0.204,1.229,-0.33675
3,18.25,-0.114,1.0125,-47.14375,381.20775,89.2645,1.98825,50.123,3.81275,0,-72.3895,2.29775,3.6285,0.138,0.9615,0.18325
3,18.75,0.218,-0.19325,-47.39175,381.298,89.2615,1.8245,55.377,0,0,-70.358,1.881,3.69975,0.1145,0.953,0.51125
3,19.25,0.32375,-0.4375,-47.609,382.1,89.26075,1.48775,59.22,0,0,-66.143,1.63275,3.75075,0.116,0.826,0.415
3,19.75,0.26275,-0.226,-45.1455,382.3095,89.281,1.16025,62.544,0,0,-64.872,1.48475,3.64275,0.0885,0.7595,0.20275
3,20.25,0.352,-0.579,-42.1025,382.459,89.313,0.8785,62.84975,0,0,-63.701,1.4035,3.61175,0.09,0.77,0.496
3,20.75,0.188,-0.08675,-41.451,382.9415,89.32325,0.32675,63.525,0,0,-62.427,1.2105,3.70125,0.078,0.76025,0.2665
3,21.25,0.24975,-0.359,-42.14075,383.5455,89.349,0.025,66.08,0,0,-60.098,0.92125,3.8165,0.078,0.6795,0.50425
3,21.75,0.25275,-0.13025,-33.157,383.74075,89.35775,-0.29375,67.34,0,0,-58.117,0.7395,3.77575,0.069,0.696,0.50375
3,22.25,0.20625,-0.292,-41.559,384.67675,89.3775,-0.59725,68.94,0,0,-56.942,0.69125,3.76175,0.07325,0.67625,0.12425
3,22.75,0.28525,-0.4205,-37.98575,384.09325,89.39725,-0.83525,68.305,0,0,-56.9855,0.4765,3.639,0.0635,0.639,0.14475
3,23.25,0.192,-0.24425,-33.221,384.251,89.396,-0.993,70.449,0,0,-59.35,0.16475,3.612,0.06,0.6015,0.448
3,23.75,0.267,-0.645,-35.47575,384.225,89.386,-1.25925,70.5285,0,0,-59.927,0.01575,3.654,0.064,0.595,0.48225
4,0.25,0.463,-0.6375,-30.232,385.029,89.434,0.10525,70.19225,0,0,-60.452,1.074,7.2255,0.05475,0.649,0.646
4,0.75,0.367,-0.414,-28.6155,385.064,89.42325,-0.216,70.6075,0,0,-57.97325,0.652,7.123,0.055,0.65975,0.72825
4,1.25,0.367,-0.62475,-39.11,385.3295,89.44425,-0.427,69.9625,0,0,-54.3065,0.306,6.92675,0.0585,0.6265,0.711
4,1.75,0.461,-0.6205,-27.31,385.55075,89.4125,-0.72825,71.5005,0,0,-57.06475,0.152,6.82275,0.055,0.614,0.6145
4,2.25,0.3175,-0.2565,-33.9335,385.82275,89.419,-1.069,70.6815,0,0,-58.75,-0.288,6.63,0.051,0.628,0.61975
4,2.75,0.43125,-0.54025,-34.593,386.946,89.394,-1.547,73.539,0,0,-57.531,-0.2725,6.5665,0.05475,0.65375,0.63875
4,3.25,0.364,-0.4125,-28.6285,387.115,89.401,-1.833,73.4695,0,0,-58.32,-0.343,6.5615,0.05,0.636,0.60775
4,3.75,0.298,-0.67325,-26.927,386.224,89.42,-1.804,75.0915,0,0,-57.37,-0.28325,6.422,0.05,0.623,0.58825
4,4.25,0.353,-0.426,-23.9555,386.955,89.42575,-1.7615,73.9075,0,0,-56.994,-0.1315,6.3225,0.054,0.6325,0.542
4,4.75,0.341,-0.68475,-20.026,387.673,89.428,-1.982,74.033,0,0,-55.71,-0.195,6.179,0.048,0.609,0.50175
4,5.25,-0.142,-0.5415,-20.568,387.16625,89.45425,-1.9825,74.309,0,0,-55.32,-0.3385,6.0455,0.051,0.575,0.325
4,5.75,-0.254,-0.926,-15.528,387.156,89.469,-2.023,74.239,19.0805,0,-35.459,-0.2765,5.912,0.051,0.5585,-0.36225
4,6.25,-0.7095,-0.335,-10.1565,387.635,89.47,-1.047,72.2825,84.5585,41.912,0.462,-0.32675,5.776,0.0505,0.43,-1.3765
4,6.75,-1.404,5.57675,-5.4085,385.89425,89.48525,0.397,66.9995,187.5845,110.983,27.564,-0.218,5.194,0.06275,0.3295,-2.402
4,7.25,-2.36325,18.92,5.172,384.851,89.5015,2.073,61.397,312.875,159.963,75.3,0.9555,4.961,0.10175,0.39725,-3.30175
4,7.75,-3.3065,28.1325,34.141,384.392,89.5005,2.841,56.0505,475.44,212.192,126.917,1.7285,4.855,0.16275,0.6005,-3.75025
4,8.25,-3.29725,33.329,58.185,383.67475,89.507,3.048,51.64,600.4965,303.244,171.854,2.914,4.9535,0.1915,0.755,-3.85125
4,8.75,-3.8345,44.33,101.0875,382.389,89.507,3.669,49.4,725.824,399.442,207.915,4.079,4.9645,0.22375,0.8115,-4.058
4,9.25,-4.3865,49.17075,119.2105,381.718,89.50575,4.1375,46.8655,794.36,389.438,225.078,4.896,5.1035,0.2465,0.8675,-4.343
4,9.75,-4.144,53.0495,131.07425,382.162,89.445,4.633,42.721,951.9675,480.36,277.178,5.4395,5.264,0.25775,1.033,-4.453
4,10.25,-4.25475,62.233,137.676,381.4475,89.426,4.817,40.132,919.6815,451.394,287.58,6.939,5.491,0.30925,1.0325,-4.3185
4,10.75,-4.37925,63.794,164.0045,381.24925,89.4055,5.0555,37.716,1113.87,602.627,323.3,8.015,5.7235,0.3095,1.0485,-4.359
4,11.25,-4.57425,62.704,166.50425,381.1415,89.39475,5.542,35.3015,1112.275,548.226,380.14,9.1065,5.9545,0.2975,1.089,-4.48675
4,11.75,-4.30625,69.395,188.31,380.7635,89.442,5.914,34.459,1133.455,640.28,341.212,9.9765,6.007,0.3265,1.206,-4.49625
4,12.25,-4.44725,72.425,188.5605,380.6755,89.422,6.079,33.195,1116.725,607.252,348.4,10.215,6.277,0.34225,1.27575,-4.57675
4,12.75,-4.1,74.398,177.367,380.912,89.411,6.1335,30.815,1096.105,538.219,308.81,11.0955,6.517,0.32475,1.3825,-4.147
4,13.25,-4.259,68.02875,176.93875,379.845,89.42375,6.5835,30.62,1169.47,538.403,321.417,11.53,6.72675,0.3555,1.4245,-4.518
4,13.75,-4.55325,66.592,163.45475,379.728,89.43375,6.714,31.83,1005.0955,486.5,297.40775,11.85975,6.85825,0.396,1.66625,-4.50025
4,14.25,-4.7025,60.51,146.653,379.3665,89.4285,6.47125,31.223,882.2645,406.847,259.578,12.3905,7,0.412,1.7595,-4.6375
4,14.75,-4.1175,55.63975,117.66775,378.726,89.436,6.41425,29.5025,755.7265,433.417,207.08125,12.483,7.2065,0.44125,1.9565,-4.307
4,15.25,-4.1415,48.24,89.647,378.147,89.46,6.09275,30.78525,638.488,285.296,159.4515,12.575,7.55525,0.428,2.065,-4.01875
4,15.75,-4.019,45.354,69.72725,377.943,89.4675,5.974,30.73075,495.6015,251.644,126.3075,12.152,7.71325,0.436,2.141,-4.104
4,16.25,-3.94925,39.40275,64.38275,378.2105,89.462,5.713,32.24,445.515,213.612,103.65525,11.78,7.768,0.42,2.044,-3.6345
4,16.75,-3.1,29.919,30.684,378.665,89.4645,5.435,33.505,296.831,153.056,64.997,11.312,7.9025,0.39525,1.96575,-2.9115
4,17.25,-2.797,27.19125,14.57325,378.53675,89.447,5.003,37.115,210.82675,120.117,31.72725,9.87025,8.00275,0.353,1.758,-2.627
4,17.75,-2.0105,19.611,-7.609,378.924,89.456,4.57375,41.36375,127.778,67.386,3.0185,9.042,8.10475,0.3075,1.622,-1.5085
4,18.25,-0.71725,8.3135,-27.052,378.924,89.474,4.344,43.26075,51.863,22.8255,-38.99675,7.81675,8.1105,0.26575,1.37675,-0.455
4,18.75,0.04,2.3715,-37.6365,379.389,89.4765,3.73275,47.4085,7.025,0,-61.65675,6.28175,8.082,0.1775,1.06625,0.5655
4,19.25,0.536,0.716,-40.219,379.7195,89.491,3.17725,52.34025,0,0,-68.2955,5.1015,8.11775,0.15225,0.91,0.829
4,19.75,0.5835,-0.223,-40.317,380.3585,89.494,2.64525,56.813,0,0,-65.17975,4.7105,8.1145,0.13325,0.901,0.80975
