DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,PPFD_BC_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,W_SIGMA,V_SIGMA
1,0.25,-1.213525,-1.102125,-4.1166,-84.531,0.0393,-1.70635,327.909325,359.425,1.092075,-80.475425,0,0,-0.051,-4.218975,-0.185575,173.485025,233.729225,-16.55225,56.67,0.915,99.8,-0.8098,-0.219,0.164,0.738,1.833,3.64,-1.3,-0.907,-0.195,0.508,1.74465,3.156,-11.424,-10.332,-13.818,-14.364,0.065,0.2011375
1,0.75,-1.0367,-1.5154,-7.5927,-93.217625,0.04105,-2.11815,328.33495,358.455,1.096075,-80.98115,0,0,-0.0506,-4.17735,-0.076075,173.215725,234.397175,-16.86475,56.482,0.871125,99.7,-0.8258,-0.1966,0.1667,0.74545,1.827,3.65315,-1.331,-0.912,-0.19095,0.49905,1.75075,3.15655,-11.7117,-10.4328,-14.0427,-14.2128,0.066805,0.217355
1,1.25,-1.4395,-1.0022,-7.02775,-94.787,0.053625,-1.4394,329.59655,358.3325,1.072125,-80.72365,0,0,-0.051,-4.1741,-0.15485,173.436125,231.916225,-17.151,58.4035,0.977875,99.7,-0.8408,-0.216,0.16805,0.72615,1.83095,3.635,-1.3691,-0.90785,-0.1909,0.4879,1.756125,3.15085,-12.0057,-10.9788,-14.196,-14.0868,0.0907875,0.2491125
1,1.75,-1.114,-1.6341,-5.8738,-86.8602,0.0588,-2.04835,329.70705,358.1875,1.0789,-81.24205,0,0,-0.06,-4.105,-0.1799,171.68005,234.4139,-17.344,57.97325,0.862025,99.7,-0.85775,-0.219875,0.16865,0.73455,1.8309,3.652575,-1.427,-0.9085,-0.191725,0.50955,1.7405,3.155025,-12.39,-11.298,-14.364,-13.986,0.084315,0.22369
1,2.25,-1.0261,-1.0709,-6.8577,-92.890075,0.062175,-1.692925,329.453775,358.375,1.103,-80.122475,0,0,-0.051,-4.115025,-0.124425,176.166,234.1493,-17.40675,58.2645,0.703625,99.7,-0.8778,-0.21905,0.15505,0.74225,1.8111,3.651,-1.4445,-0.937,-0.19685,0.49155,1.744,3.15445,-12.7134,-11.5584,-14.2737,-14.7651,0.088535,0.2054375
1,2.75,-1.097025,-1.533,-6.835,-88.34995,0.0348,-1.2861,329.20465,359,1.10005,-80.713325,0,0,-0.0508,-4.2425,-0.277675,175.9547,233.7275,-17.65,57.931,0.8965,99.7,-0.8804,-0.2246,0.16225,0.7411,1.81835,3.6457,-1.45335,-0.95905,-0.2065,0.5136,1.7296,3.1523,-13.09245,-11.8671,-14.44275,-15.0024,0.0785125,0.1931875
1,3.25,-1.332,-1.15105,-5.57055,-95.45885,0.05545,-1.5675,329.35,359.345,1.122,-81.07635,0,0,-0.052,-4.1588,-0.2583,173.1227,230.52215,-18,59.396,0.94825,99.7,-0.8968,-0.22935,0.15775,0.71715,1.82415,3.65325,-1.46105,-1.00295,-0.187,0.4922,1.736375,3.1449,-13.2216,-12.0351,-14.5635,-15.0843,0.078515,0.200375
1,3.75,-1.067825,-1.5718,-4.6962,-82.290125,0.0502,-1.8897,329.67775,358.625,1.0975,-80.926775,0,0,-0.068,-4.1274,-0.1541,170.23465,230.28815,-16.93525,59.8565,0.76825,99.605,-0.8996,-0.23625,0.16175,0.72735,1.8151,3.65025,-1.4813,-1.01545,-0.19975,0.49275,1.7355,3.1535,-13.47885,-12.201,-14.6496,-15.2082,0.09748,0.18561
1,4.25,-1.12275,-0.7791,-4.29005,-94.63465,0.0399,-2.124,330.4399,358.65,1.086,-80.91725,0,0,-0.068975,-4.2014,-0.1021,170.17335,230.8686,-16.96025,59.13475,0.810125,99.7,-0.8916,-0.2385,0.16405,0.72085,1.8308,3.64045,-1.5151,-1.0392,-0.1845,0.5046,1.7332,3.15695,-14.14035,-12.3249,-14.7,-15.16935,0.06968,0.19999
1,4.75,-1.039,-0.9976,-3.8164,-86.677525,0.0546,-1.3888,332.4657,358.8,1.09145,-80.376825,0,0,-0.051,-4.1588,-0.0644,174.13825,229.1671,-17.04,58.15475,1.026125,99.7,-0.8917,-0.2417,0.15395,0.72775,1.83045,3.6555,-1.5379,-1.052,-0.20075,0.48845,1.7233,3.15915,-14.48475,-12.4089,-15.2754,-15.0171,0.0664625,0.208555
1,5.25,-1.1281,-0.865375,-4.6535,-90.596,0.0455,-1.76405,332.2424,358.61,1.0798,-81.750325,0,0,-0.043,-4.166,-0.1489,180.35255,228.67485,-16.58775,58.60325,0.968375,99.7,-0.8984,-0.2248,0.15985,0.72455,1.80595,3.652,-1.5415,-1.05775,-0.19665,0.4897,1.727875,3.1485,-14.98875,-12.55065,-15.3594,-14.90895,0.061915,0.1636425
1,5.75,-1.1708,-1.49025,-4.2702,-93.185275,0.04445,-2.0397,331.7858,358.855,1.036925,-81.992175,0,0,-0.051,-4.1727,-0.1859,179.7824,228.63085,-16.54375,59.22,1.01825,99.705,-0.89915,-0.2213,0.16875,0.73135,1.8128,3.6499,-1.5601,-1.09915,-0.2005,0.4994,1.725,3.15005,-15.2838,-13.0116,-15.1557,-15.435,0.0686125,0.257155
1,6.25,-0.8728,-0.932125,-4.0612,-92.595,0.039875,-1.93345,331.3682,359.91,1.0315,-78.629475,0,0,-0.051,-4.1317,-0.1794,180.84735,228.1447,-16.3135,58.107,0.834625,99.8,-0.8923,-0.2188,0.17055,0.7264,1.79605,3.6386,-1.6133,-1.1134,-0.19555,0.48025,1.7207,3.15365,-15.57675,-13.21845,-16.79475,-15.3888,0.0690125,0.241725
1,6.75,-1.2025,-1.1595,-5.5881,-101.132,0.04275,-1.704475,331.8925,360.355,1.04535,-78.8354,0,0,-0.051,-4.1119,-0.16185,178.586025,230.127225,-16.9125,57.98,1.010825,99.7025,-0.897875,-0.221175,0.153975,0.712775,1.81575,3.6473,-1.60775,-1.0978,-0.2042,0.49055,1.7168,3.1414,-16.002,-13.356,-17.43,-15.078,0.0644375,0.1795
