DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,PPFD_IN,SW_IN
1,0.25,92.8689717825507,30.2092560256264,8.27519481967028,0.09975195,-3.52937090000001,-1.0669549,-1.88100940000001,90.907122075832,4.13528489988649,66.8045795,1.488851625,24.806792,426.116986197552,6.14909900044423,-2.414553375,0.02127535975,0.0906757916666666
1,0.75,78.5253679886309,27.7748099851304,8.34808880377132,-0.63191416750001,-4.1860811,-1.20989405,-2.06824305,91.3397860848515,3.97829244062527,66.8193005,1.591565375,24.655117,426.232370104699,6.13782594203207,-2.4781645,0.02010255525,0.0897384833333334
1,1.25,78.7105912680004,31.4604413964405,7.5056725512142,-1.16413196499999,-5.03429475,-1.35432565,-2.4948985,91.5666115257159,3.98811979259613,66.835399,1.5464097,25.23758175,426.263983647852,5.99752427803366,-2.4849848,0.01950938425,0.0838306000000001
1,1.75,67.5647391203954,31.5463869614022,7.42293157755577,-1.04257815499999,-5.22251665,-1.419542225,-2.245408,91.5234448916135,4.12118883550702,66.8545,1.51217105,24.791747,425.989219367067,5.90331228003117,-2.4973604,0.01927744475,0.0898281916666668
1,2.25,72.3399518441947,42.4848389568217,8.55906890053043,-1.09350603,-5.22950785,-1.27153635,-1.9920492,91.3144421381519,4.0484121195395,66.88024925,1.445457975,24.82482975,426.511838552214,5.86889913334432,-2.5273433,0.02156883725,0.0944247916666668
1,2.75,77.4471446264454,41.228259694785,8.64711199897287,-1.24080725,-5.07905282500001,-1.33662265,-2.19646870000001,91.4790994705743,3.99054096276111,66.88558475,1.490387275,24.69761,425.678363698821,5.79262986539353,-2.5331308,0.023499701,0.088474325
1,3.25,76.2603716400241,38.9576315090376,7.43193939121701,-1.18463665,-5.1754856,-1.2374626,-2.02120535,91.3983996591357,4.27386506295955,66.87246,1.5099684,24.691714,426.225340545927,5.75156880919481,-2.548119,0.02113245775,0.0776421916666667
1,3.75,73.6004775054551,52.6798562660282,7.79172516857473,-0.7711455,-5.09416595,-1.435423875,-2.1443985,91.518484167821,4.30390483385611,66.88821925,1.5244967,25.20300375,425.929593735417,5.7090727147095,-2.5862499,0.02013051925,0.08377125
1,4.25,71.8050226187667,60.0711700179154,8.88313235754443,-1.0392799,-4.51178415,-1.6372715,-2.55709325,91.7246005555883,4.07628864294665,66.90391,1.4810339,25.611759,425.371436711,5.64784491966535,-2.62909,0.0249319625,0.0871779500000001
1,4.75,66.5765772917044,49.6122824416675,7.32177462228393,-0.963880275,-4.8391716,-1.511072375,-2.82076185,91.8985424649187,3.97550279473109,66.874319,1.54353225,25.3604675,426.406215440817,5.72874666346444,-2.62544405,0.0254841505,0.10188095
1,5.25,72.7367403197357,49.9683520514572,7.97886787527341,-0.461214619999995,-5.29783905,-1.419597625,-2.88529285,91.4489388529591,4.0709539921617,66.86389825,1.5660856,25.49480375,426.244961696563,5.57542805770808,-2.62253915,0.022624352,0.102203758333334
1,5.75,50.4570541972536,45.038269222426,8.40009911393177,-0.402528634999995,-5.1028198,-1.424327375,-2.72583725,91.2973358743935,4.13216081384553,66.846779,1.523698875,25.44320125,426.302092982314,5.51239405627437,-2.5902603,0.02289734675,0.111508558333333
1,6.25,84.3686145895443,43.6556569600171,7.60926615114405,-1.1289082,-4.6092157,-1.416142475,-2.7487764,91.9065410190454,4.22018338883856,66.88366,1.512915175,24.4922915,426.432559431388,5.51563623560275,-2.60689875,0.024200706,0.105586366666667
1,6.75,72.920635317127,46.8360211860023,8.05707939648109,-1.114689625,-4.41988325,-1.26670515,-2.61824085,92.0845125232246,4.19836548898705,66.87605325,1.5587956,25.5983275,426.256162588913,5.48920672046537,-2.70192725,0.4202996225,1.12507740833333
