DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,414.39977175,7.73033925,2078.049558,0.460673,1.42824725,-9.4481815,-14.208334,3.93691725,0.84408725,0.08207775,-0.0419495,0.32756525,0.0919935,101.61225,83,5.523,0.59632,12.21976075,0.224403,5.838875,9.765,10.17375,10.3575,10.97125,-63.74416875,0,0,-3.39439675,0.72896,287.45021975,340.855718
1,0.75,414.78865475,7.6046715,2070.126266,0.36202025,4.966368,-9.48480875,-11.052791,4.498003,0.74764025,0.08670425,-0.0420055,0.33071575,0.085621,101.611,84.4,5.363,0.551038,11.759572,0.20241225,5.76525,9.645,10.075,10.3625,10.98,-63.29049375,0,0,-3.520115,0.72896,286.356592,340.0176675
1,1.25,413.31867625,7.587179,2095.153256,0.40934,5.617667,-9.1829385,-11.697865,3.7968465,0.74080575,0.077562,-0.0615895,0.3147705,0.0811425,101.6235,84.8,5.19,0.540049,11.560824,0.19331,5.620125,9.59875,10.065,10.3875,10.97375,-60.72859375,0,0,-3.304598,0.72896,288.5447325,339.7186925
1,1.75,414.401071,7.4616785,2101.76926925,0.876185,0.97530375,-9.7499925,-14.7727665,5.092681,0.915911,0.0885175,-0.04388925,0.309476,0.079977,101.638,85.2,4.807,0.47253,11.20664575,0.203135,5.54,9.55875,10.05125,10.39,10.97,-66.83585,0,0,-3.448276,0.662691,284.593937,339.39828525
1,2.25,412.8501335,7.1606345,2098.969389,0.432756,6.51182525,-10.61387375,-15.8488775,4.503909,0.82473225,0.071689,-0.0576635,0.28224175,0.08924525,101.65675,84.8,4.708,0.413215,11.1180945,0.200692,5.47675,9.51,9.99375,10.3775,10.9725,-63.79446425,0,0,-3.25071875,0.795229,287.03846175,337.91910875
1,2.75,413.371464,7.218945,2075.376989,0.7753455,5.83504425,-10.74599325,-16.416615,4.96660075,0.9106405,0.0825835,-0.054177,0.29111175,0.09320125,101.673,84.4,4.678,0.365932,10.88653275,0.195469,5.03725,9.46375,9.95,10.3575,10.9775,-62.1548945,0,0,-3.232759,0.662691,287.69839575,337.40773225
1,3.25,413.55290175,7.355137,2075.4552625,0.508054,11.0626635,-10.36617475,-10.977004,4.1350705,0.756496,0.0831185,-0.046813,0.3059415,0.0937935,101.63975,85.6,4.314,0.363612,10.46419325,0.19934775,5.1555,9.38875,9.9275,10.345,10.97375,-60.97116975,0,0,-3.39439675,0.596421,288.00106325,337.01497025
1,3.75,414.0466935,6.705795,2109.757921,0.789197,4.183715,-10.9082235,-16.2764075,5.2627415,0.82454825,0.07611625,-0.047025,0.27229225,0.0877175,101.56975,87.2,4.151,0.31594,10.4109195,0.1995305,4.74475,9.38375,9.89875,10.3475,10.98,-57.6893365,0,0,-3.39439675,0.530152,289.76159375,337.05638475
1,4.25,412.589864,7.230378,2069.04370575,0.584721,2.6532925,-10.9971675,-14.701773,5.102839,0.74556125,0.0775775,-0.0411815,0.2709195,0.082446,101.54175,86.9,4.254,0.281593,10.5156725,0.19772825,4.93525,9.34875,9.87,10.3625,10.98625,-57.090105,0,0,-3.304598,0.530152,289.4910905,336.90251875
1,4.75,414.747274,7.2751335,2097.25877,0.772264,2.0577595,-11.682414,-10.9070045,7.76729725,0.72532475,0.08668,-0.048463,0.32507175,0.08623425,101.55075,86.9,4.491,0.301179,10.1257245,0.199369,5.08,9.31125,9.83375,10.34,10.99,-55.6778135,0,0,-3.17887975,0.662691,291.13934325,336.53069625
