DOY2,HR2,FC,H,LE,CO2,USTAR,TA,RH,PA,WS,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,8.75,1.899625,61.777934675,258.8642287,404.934985375,0.5020805395,25.37,93.55,99.330332195,2.2645,312.55,454.85,61.615,435.4,457.8
1,9.25,-2.8328,80.03555946,287.374494575,401.55077835,0.53508,25.9675,92.8,99.337,2.53,398.8,557.35,72.23,435.9,463.5
1,9.75,-4.522325,98.319219975,350.8737229,397.58017355,0.552525054,26.7425,90.775,99.336,2.654,484.725,642.75,78.4525,437.2,468.95
1,10.25,-6.026819816,109.84,410.7100528,393.7515477,0.594520697,27.155,88,99.3258319025,2.76275,539.15,702.825,85.85,439.475,471.525
1,10.75,-8.55368095475,126.485,452.28567735,389.88322045,0.6113575,27.43,86,99.314419795,2.90425,574.575,732.825,93.225,441.575,474.975
1,11.25,-11.563306595,120.186440325,480.699762175,388.88054305,0.60306,27.865,84.8,99.289659345,2.88575,621.45,793.05,97.55,441.775,477.475
1,11.75,-10.4400315675,126.728952175,489.7007534,386.0841224,0.60381,28.29,84.825,99.2782052625,2.859,672.875,838,102.1,443.5,479.7
1,12.25,-10.905061065,122.9908321,501.9733104,383.3098556,0.5746442035,28.42,82.4,99.247462435,2.7965,647.2,805.75,96.9,444.75,482.45
1,12.75,-11.28717511,119.7325,482.99,382.374685525,0.57936,28.59,82.1,99.216867595,2.809,648.8,804.25,94.7,445.375,482.775
1,13.25,-9.86385,109.872755275,483.4275,381.37,0.56651,28.715,82.6,99.162930335,2.711,615.6,767.7,92.85,445.675,482.7
1,13.75,-10.405323465,94.93825,435.845,380.585,0.56171,28.835,83,99.09837648,2.665,588.95,722.625,88.075,445.5,485.1
1,14.25,-9.349976703,94.985,425.035,380.7310117,0.50747446975,28.885,84.55,99.05836343,2.5615,540,677.725,83.525,443.575,482.625
1,14.75,-7.24435792375,68.945,379.95,380.61,0.51468,28.73,83.4,98.997,2.6,483.9,607.1,74.745,442.575,481.675
1,15.25,-5.75172698,64.059374635,356.192151,380.34472325,0.48838,28.725,86.225,98.9605,2.38825,423.375,524.15,65.765,439.775,479.575
1,15.75,-4.3322,39.3164502775,284.497168425,379.9199882,0.46563325425,28.715,87.075,98.94475,2.308,333.1,427.1,54.015,438.1,477.825
1,16.25,-3.1275920475,22.9565148925,239.54,381.1225,0.44694,28.175,87.275,98.93282259,2.1355,231.2,314.4,40.12,436.775,474.05
1,16.75,-1.43791355425,16.4765,174.1209295,381.43,0.37975,27.975,88.925,98.933,1.98475,134.5,213.65,30.575,433.875,469.65
1,17.25,0.051454222,4.479317801,105.32,381.261093475,0.3179418325,27.64,89.675,98.94,1.78275,56.61,114.75,18.2,432.25,465.15
1,17.75,0.83431324875,1.885818273,59.3433128,381.38,0.270015,27.105,90.8,98.939912605,1.7755,2.5395,45.88,8.59,429.55,459.95
1,18.25,1.47155,0.18531,33.0633721025,381.074734425,0.242211186,26.62,91.5,98.949224965,1.822,-20.125,5.0535,2.448,428.1,455.75
1,18.75,1.9771360725,-0.79859,32.70325,381.8209305,0.24697,26.155,92.05,98.97022901,1.8305,-22.4725,0,0,426.7,452.7
1,19.25,2.731881633,-0.26745,25.617833415,383.239730875,0.241984152,25.93,92.1,99.00599648,1.8155,-20.1925,0,0,427.4,450.75
1,19.75,2.910686548,-0.658218631,22.43545916,385.341538625,0.2211127545,25.755,93,99.0428788325,1.808,-20.86,0,0,427.15,449.05
1,20.25,4.096,-0.436539382,25.84225,386.5516636,0.212598421,25.545,93.1,99.083,1.7825,-20.7,0,0,426.25,447.65
1,20.75,4.22865597625,-1.18807239925,23.568575075,388.0142004,0.231727126,25.17,92.85,99.128884625,1.7615,-19.725,0,0,427.7,446.45
1,21.25,4.5076,-1.273382337,13.46501285,391.19,0.21257,24.995,93.15,99.16422742,1.735,-18.96,0,0,427.6,445.6
1,21.75,4.40680866025,-0.7843431435,10.742200105,391.6335667,0.2027027785,24.74,93.3,99.19,1.67475,-19.185,0,0,426.5,444.75
1,22.25,3.53876456075,-0.9479036055,9.4351,393.08082605,0.16597,24.685,93.5,99.20220436,1.6275,-18.14,0,0,426.35,444.15
1,22.75,4.40825715175,-0.7755125,7.43889615625,394.4567827,0.17138,24.485,93.5,99.205,1.6465,-16.2,0,0,427.15,443.25
1,23.25,4.4823,-0.59797275525,8.558779711,398.05171485,0.176675,24.49,93.6,99.20451703,1.652,-15.6,0,0,427.4,442.3
1,23.75,5.23862715825,-0.777662193,8.1507357335,399.79769915,0.178234944,24.37,93.6,99.19166642,1.668,-15.265,0,0,427.65,441.8
2,0.25,5.1312,-1.319194952,5.980427841,408.5234803,0.162500347,24.14,93.9,99.16934853,1.6005,-15.13,0,0,427.525,440.4
2,0.75,5.167216754,-0.444807567,6.338,409.5381195,0.172821528,23.9875,94,99.1462345,1.53974999975,-15.3975,0,0,427.825,439.75
2,1.25,5.3656315565,-0.9342925,8.72999692,414.6004281,0.16752751125,23.9075,94.1,99.132,1.635,-14.42,0,0,427.75,439.385
2,1.75,5.690402409,-1.1375,9.3409116595,414.364103,0.172793059,23.76,94.225,99.1215,1.5845,-13.13,0,0,427.925,438.7
2,2.25,7.0487,-0.77403642225,8.586814948,415.9581184,0.1757325,23.66,94.3,99.09960616,1.5905,-12.815,0,0,428.3,438.325
2,2.75,7.6357636875,-0.72575,7.546,413.948589825,0.179780704,23.58,94.4,99.09131231,1.59325,-12.575,0,0,428.325,437.6
2,3.25,7.053651722,-0.611265,7.7321372655,416.88,0.17686934975,23.45,94.425,99.087389805,1.566,-10.94,0,0,429.2,437.425
2,3.75,7.9976473305,-1.1018,6.9760968255,421.0586061,0.16884906,23.33,94.6,99.0819449625,1.5875,-10.62,0,0,428.55,436.85
2,4.25,9.496719125,-0.0784035905,5.236,422.38,0.1726852125,23.325,94.6,99.093,1.51175,-9.77,0,0,428.7,436.5
2,4.75,8.27026007275,-0.6592,4.33672357,423.92163195,0.184252135,23.17,94.6,99.097,1.571,-9.09,0,0,429.225,436.4
2,5.25,8.98527928025,-0.54567,6.5837,426.4751353,0.1868525,23.17,94.6,99.108310185,1.577,-9.7825,0,1.0265,429.125,436.025
2,5.75,8.1029635725,-0.62797744625,6.2401,425.38691955,0.187916463,23.05,94.725,99.130270975,1.626,-9.1,0.1,1.32428333325,429.325,435.9
2,6.25,8.91861627575,-0.600159069,10.76085166,430.5511377,0.19199006,23.02,94.7,99.15346098,1.61325,-3.90125,10.8175,3.2205,429.5,435.725
2,6.75,8.4657,0.0991385,18.33563739,431.669953,0.2127053705,22.98,94.7,99.187,1.61175,20.9445666675,57.375,10.1975,430.7,437.125
2,7.25,11.427,5.5155657805,49.43275,433.5711831,0.25999277,23.26,94.55,99.227706265,1.632,64.1175,129.525,19.715,432.425,440.3
2,7.75,11.5995,16.752,106.8597697,427.454656,0.3372982195,23.895,94.4,99.2705,1.7825,126.55,220.475,30.9325,433.375,444.6
2,8.25,6.038847866,36.66625,175.241000625,420.65,0.400095,24.33,94.2,99.321698365,1.939,191.648166675,315.2,41.54,435.425,449.425
2,8.75,2.600079682,52.64015779,251.446903675,409.0739748,0.477723802,25.1325,93.7,99.346434755,2.242,294.89825,434.55,54.5432499975,436.525,454.8
2,9.25,0.6252486285,77.36975,329.3746497,406.930225475,0.54008976725,25.855,92.65,99.370932455,2.5085,370.925,528.125,65.285,437,460.225
2,9.75,-3.04379811575,87.005732435,392.5055056,402.925332975,0.58864393875,26.5575,90.125,99.36803542,2.704,446.28166665,613.533333325,73.64,439.025,465.45
2,10.25,-4.609,97.08865927,432.72,405.2028342,0.61259816625,27.07,88,99.3749531175,2.79425,510.925,672.875,81.3,440.4,469.075
2,10.75,-7.264,106.456584325,455.7476328,399.5048118,0.606877847,27.56,85.65,99.347723375,2.791,564.775,715.425,86.9,441.8,472.625
2,11.25,-9.324730895,123.65705555,497.8975031,394.23,0.614031305,27.915,84.3,99.31844698,2.8845,615.825,776.783333325,92.925,443.9,475.5
2,11.75,-8.178469841,118.01314075,504.842392925,391.737373225,0.626415784,28.07,84.85,99.29232994,2.87175,649.275,799.45,93.95,444.8,478.8
2,12.25,-8.634472288,105.96,521.4534069,389.121215875,0.62345,28.4625,84.575,99.26125,2.814,657.75,812,97.175,445.1,479.85
2,12.75,-9.6186,106.57,514.66,387.787136025,0.5908265635,28.755,84.6,99.2155,2.827,670.1,837,95.875,446,480.9
2,13.25,-9.150908837,96.3382827875,484.9,384.9681528,0.55725,28.9,84.4,99.19024664,2.717,617.625,765.525,89.8,446.1,481.7075
2,13.75,-9.659,105.21175225,486.97270845,386.2659313,0.57830228175,29.05,84.675,99.125501015,2.6345,613.275,757.325,87.25,445.05,482.45
2,14.25,-9.98905,87.57925,453.235,386.200881175,0.5378875,28.955,86.55,99.0728758875,2.621,565.1,670.775,79.82,445.1,482.725
2,14.75,-8.9503528185,75.73527759,420.11,385.21,0.54360464775,28.87,87,99.03586132,2.619,498.5,597.35,72.7,442.1,480.05
2,15.25,-7.0586740985,66.650873105,382.5702335,384.1078173,0.5367364345,28.69,87.2,99.0054694775,2.448,431.575,529.15,62.795,441.5,478.325
2,15.75,-5.497258903,58.7125,342.011356,383.7570678,0.52633654575,28.45,88.25,98.97239155,2.4495,351.175,438.05,53.77,438.225,475.05
2,16.25,-4.012556286,36.23676552,280.79,382.7906349,0.49132671425,28.29,88.725,98.9545,2.301,256.1325,338.525,41.0525,435.8,472.1375
2,16.75,-2.397686265,16.76857408,202.2006954,382.09,0.424686683,28.25,90,98.9479280925,2.0915,153.425,223.125,27.915,433.5,467.825
2,17.25,-0.23873,7.4705909785,128.515936,381.34084895,0.372931501,27.6625,90.2,98.93391396,1.90341666675,68.695,125.65,16.38,431.625,462.95
2,17.75,1.1395,0.786003012,64.674,382.6366209,0.3198434565,27.2,91.4,98.943185925,1.777,9.6675,51.0625,7.98225,429.8,457.9
2,18.25,1.70196994675,0.087975,48.889,384.985068175,0.26601,26.6225,91.85,98.946201425,1.7825,-17.37,6.6995,2.475,428.025,453.75
2,18.75,2.46345,-0.09228315925,36.633016355,386.11100595,0.228815,26.255,92.4,98.94825,1.8135,-21.1475,0,0,426.05,450.9
2,19.25,3.17725,-0.53254,31.12681622,387.457952,0.24712732725,25.82,92.725,98.9796612725,1.785,-19.925,0,0,427.3,449.025
2,19.75,4.3713,0.136134297,34.8583035925,390.78371405,0.252023325,25.63,93,99.014546085,1.766,-19.935,0,0,426.7,447.15
2,20.25,3.75285,-0.019211148,27.2372702325,392.7448063,0.221575,25.49,93,99.0476303325,1.81825,-19.055,0,0,426.625,445.825
2,20.75,4.402525,-0.874241766,34.318113225,395.744759875,0.22481,25.21,93.2,99.087681995,1.738,-19.21,0,0,425.825,444.9
2,21.25,4.523682869,-1.031495,16.453723525,396.8890505,0.2038775,25.0175,93.4,99.13117712,1.784,-17.735,0,0,426.75,444.025
2,21.75,3.892425,-1.66074344925,12.356,399.6908205,0.19538592875,24.8975,93.6,99.1688519125,1.6975,-17.1425,0,0,427.225,443.025
2,22.25,4.302431968,-0.895668537,8.2299,402.84,0.193180302,24.655,93.675,99.187596185,1.727,-16.825,0,0,427.825,442.625
2,22.75,4.48776064525,-0.67022626925,8.3111,402.444406725,0.178921265,24.61,93.8,99.20177471,1.63575,-16.52,0,0,427.95,442.1
2,23.25,4.3892,-0.69305635125,8.713628392,403.12802115,0.1692252785,24.42,93.7,99.2011589325,1.57,-15.915,0,0,428.25,441.125
2,23.75,5.0750967365,-1.21772969075,8.20207292,407.1,0.18698,24.29,93.8,99.18582607,1.61775,-15.2275,0,0,427.725,440.825
3,0.25,5.36027127125,-0.7483565825,4.8741,411.386622725,0.185975712,24.325,94.1,99.2197091575,1.6105,-13.5825,0,0,431.2,441.9
3,0.75,5.764579831,-0.7679095555,4.3582,411.8000452,0.190238072,24.19,94.175,99.1894757325,1.626,-14.13,0,0,430.9,441.4
3,1.25,6.1665397755,-0.56720582675,5.95715,415.05017695,0.19764,24.075,94.1,99.169,1.5955,-13.48,0,0,430.2,440.7
3,1.75,6.146879068,-0.3509648575,5.14618241,417.33132455,0.19426,23.9325,94.2,99.149409005,1.5315,-11.5075,0,0,430.1,440.3
3,2.25,7.0008213585,-0.7340865825,5.168625,420.35662855,0.1882525,23.835,94.325,99.1283735,1.5605,-10.545,0,0,430.7,440
3,2.75,6.986816135,-0.719223975,6.037025,420.3275,0.18962238425,23.7,94.5,99.11,1.5285,-11.375,0,0,430.4,439.6
3,3.25,7.94252662975,-0.61279269,6.3965322475,425.110901725,0.196246243,23.6175,94.575,99.104,1.594,-11.335,0,0,430.6,439.2
3,3.75,8.2159045425,-0.4011257615,6.7339,428.869962775,0.21979,23.445,94.6,99.108646385,1.5885,-10.46,0,0,430.9,438.8
3,4.25,8.900775,-0.39695967,7.459675,431.89745315,0.215905,23.34,94.625,99.1203136975,1.6215,-10.2725,0,0,430.6,438.5
3,4.75,10.248,-0.2293,6.5121373755,435.170921725,0.2318225,23.275,94.6,99.11787835,1.6515,-9.7175,0,0,430.6,438.2
3,5.25,8.8022129315,-1.199281508,6.2637957895,437.84503175,0.231680442,23.16,94.6,99.134744615,1.616,-8.535,0,1.284,430.8,437.4
3,5.75,8.873,-0.864844545,5.74595,435.57077395,0.20188627525,23.04,94.6,99.163,1.5955,-8.955,0.194,1.417,430.8,437.2
3,6.25,10.3444397975,-0.80626,9.6076,440.72902295,0.23121,23.01,94.7,99.19525,1.6145,-2.76825,14.34,4.378,430.7,437.3
3,6.75,11.523,-0.087667719,22.062,439.39933315,0.244394179,23.05,94.7,99.23525,1.598,24.48,64.03,11.47,431.6,438.8
3,7.25,13.403,6.5766,56.53800415,440.566520825,0.30699,23.4475,94.6,99.282078855,1.64925,75.47,141.1,21.43,434.1,442
3,7.75,9.0595,28.188,128.7006287,432.0007789,0.362886322,24.05,94.5,99.3254372125,1.7425,135.675,240.4566667,33.39,436.7,446.8
3,8.25,7.0584,46.447,195.37,427.4849858,0.449145,24.9175,94,99.35801981,1.9525,212.75,345.5,44.58,438.8,451.7
3,8.75,1.37008000425,66.42725,252.7565901,417.48,0.5055460395,25.57,93.6,99.3993311,2.172,308.8,469.2,58.9,439.5,458.1
3,9.25,-2.7434,85.20375,343.7,407.8828549,0.538448777,26.465,91.8,99.4324385425,2.3985,401.925,585.3,70.23,438.5,463.5
3,9.75,-7.9851584225,106.06,379.56,403.890039025,0.55010161075,27.1325,88.8,99.4424237275,2.61025,481,664.6,77.83,438.2,468.3
3,10.25,-9.67918014,108.1192287,433.26863255,398.65848875,0.58652412125,27.52,85.15,99.43346683,2.69275,531.6,707,82.52166667,441.2,471.4
3,10.75,-12.38625,115.220872275,469.2138428,394.56087535,0.58875,27.8625,84.3,99.41078037,2.719,597.85,758.8,88.4,443.7,474.8
3,11.25,-11.46969816,115.217221825,465.9234317,392.48,0.6107596135,28.38,83.75,99.3708609625,2.69,639.975,781.6,90.9,445.1,477.9
3,11.75,-12.037,114.92,518.87850665,390.435,0.60494987775,28.61,83.875,99.326953105,2.716,670.4,806.094166675,94.3,446.2,480.525
3,12.25,-10.5354815175,114.07574175,518.768692925,387.400225,0.58143,28.82,82.95,99.286886855,2.642,666.9,809.25,94.925,447.225,481.425
3,12.75,-12.08367999,106.11952755,535.44,385.11257585,0.568475,28.965,82.925,99.22903994,2.693,668.8,792.05,93.05,446.675,482.95
3,13.25,-10.11625,105.3564362,491.9225,383.42,0.568345,29.0325,82.2,99.17107026,2.6375,649.775,795.8,89.65,447,483.1
3,13.75,-11.367835035,93.602165865,485.835,385.012782025,0.543741945,29.0725,82.2,99.12247626,2.669,578.125,712.25,81.05,446.3,483.5
3,14.25,-9.6863921935,75.630958905,460.449420925,382,0.52942691825,28.96,83.45,99.06052788,2.542,556.1,685.1,76.085,445,482.3
3,14.75,-8.3457,66.3225572825,384.8450491,380.5315028,0.512268582,28.79,84.1,99.0223093075,2.552,471.85,570.45,66.195,444.18166665,480.47
3,15.25,-7.0480221045,50.46983654,360.9443587,379.45,0.49344,28.625,85.7,98.983007145,2.424,396.95,497.7,56.195,442.4,476.1
3,15.75,-4.325903489,37.649224355,287.3,380.69607765,0.4310549185,28.4,86.6,98.97031843,2.2895,322.35,399.675,44.415,439.625,473.9
3,16.25,-2.710757486,23.6605,217.43,380.549531475,0.4244567,28.035,87.7,98.962,2.15525,221.625,291.7,32.5575,437.325,470.825
3,16.75,-0.982033469,7.037471822,159.562119325,379.10856165,0.391745,27.93,89,98.9535,2.0045,129.65,195.325,23.425,435.225,466.125
3,17.25,0.33689765225,1.0699031395,102.335,380.7244392,0.3513480545,27.4,89.6,98.95521004,1.915,54.7525,106.15,13.65,433.3925,462.1
3,17.75,2.088664292,-1.45221770575,58.09237195,381.5334289,0.28053041875,26.8425,90.625,98.9696811725,1.809,0.2085,39.96,6.748,431.45,457.4
3,18.25,2.45829405875,-0.86273,25.98159141,384.703060825,0.2186675,26.3525,91.475,98.9885,1.714,-21.09,2.8465,2.15025,430.925,453.025
3,18.75,3.289011978,-0.321891881,18.16238588,386.239487725,0.1941026125,26.0325,91.8,99.0064435,1.76825,-22.2575,0,0,430.925,451.125
3,19.25,3.393625,-0.109199117,17.986858075,389.215115175,0.2102413825,25.92,92.2,99.0367081775,1.75325,-20.97,0,0,430.4,449.325
3,19.75,3.71751158,-1.1076,14.2470067375,391.234666125,0.203614767,25.68,92.7,99.0825,1.71925,-19.61,0,0,430.9,448.3
3,20.25,3.074,-0.774825,7.2686,392.911541875,0.184709647,25.44,92.775,99.121365615,1.728,-19.4475,0,0,430.5,447.15
3,20.75,3.59085,-0.741135,8.30577241175,397.18,0.182630232,25.37,93.1,99.1656385275,1.6895,-17.7925,0,0,430.525,446.7
3,21.25,4.937588329,-0.545687265,8.793341849,399.20651005,0.184805,25.07,93.4,99.2027854475,1.68325,-18.03,0,0,430.5,445.75
3,21.75,4.42605,-0.689505,6.9543,402.2998193,0.1830989205,24.88,93.2,99.232654185,1.655,-17.73,0,0,430.65,445.1
3,22.25,5.8648,-0.51489,6.777375,404.92,0.18471,24.715,93.4,99.256049755,1.659,-17.05,0,0,431.1,444.2
3,22.75,4.628355594,-1.16765,7.04189620325,405.083780025,0.16847833525,24.66,93.6,99.26925,1.6915,-16.695,0,0,431.325,443.7
3,23.25,4.967965458,-0.58334556,4.7276,405.7598199,0.17796166,24.5075,93.7,99.258,1.71,-15.0585,0,0,431.125,443.2
3,23.75,5.34177323325,-0.60607007875,5.5763824125,409.41,0.1823,24.35,93.9,99.247,1.7055,-13.64,0,0,431.8,442.375
4,0.25,6.0937074525,-0.501379456,3.483025,414.93240265,0.16280063075,24.07,94.1,99.24915981,1.53675,-15.6025,0,0,432.5,442.5
4,0.75,7.20894551625,-0.34999859,7.352473737,416.52353705,0.1671600925,23.93,94.1,99.227,1.515,-15.08,0,0,432.3,441.6
4,1.25,7.3614197455,-0.485490109,4.931625943,417.625420275,0.1685425,23.7275,94.2,99.192405475,1.4795,-14.08,0,0,432.5,441.2
4,1.75,6.6602298005,-0.6030725,4.0087,420.18057215,0.1864860565,23.5425,94.2,99.1625,1.523,-13.7825,0,0,432.4,440.7
4,2.25,6.838901766,-0.55588,2.871526233,423.97,0.16066484575,23.46,94.3,99.141,1.4275,-13.66,0,0,432.5,439.9
4,2.75,7.2818,-0.562932858,4.9943,424.5,0.15715491675,23.4275,94.4,99.122591005,1.409,-12.465,0,0,432.5,439.9
4,3.25,6.74474132675,-0.9060047575,5.1445061665,426.59,0.161986989,23.3525,94.45,99.12555446,1.4655,-11.18,0,0,432.4,439.5
4,3.75,7.3601,-0.11731510225,6.103343117,429.87016395,0.166055,23.28,94.475,99.128378315,1.424,-10.91,0,0,432.4,439.1
4,4.25,6.819804659,-0.108479589,5.06538957625,435.9082942,0.17913324,23.21,94.575,99.13904894,1.53,-11.115,0,0,432.5,438.5
4,4.75,7.106256875,-0.08683455175,5.0119971905,439.1776894,0.18702,23.16,94.6,99.151842325,1.496,-11.23,0,0,432.7,438.3
4,5.25,8.999575,0.60633348,3.9037140285,440.74825205,0.187136807,23.14,94.6,99.177,1.457,-11.4075,0,2.122,432.5,438.1
4,5.75,8.27,-0.00753987749999999,4.3014046545,442.62801255,0.20336,23.0925,94.7,99.2064573,1.492,-10.855,0.898,2.364,433,438.1
4,6.25,9.55903266125,-0.0633185,7.81177928375,445.8658018,0.19033,23,94.7,99.235,1.467,0.452,23.41,6.223,433.4,438.3
4,6.75,11.991698325,2.24445,28.54615188,444.3766018,0.248529172,23.1975,94.6,99.2696925025,1.41775,37.35,87.9,14.99,434.9,439.9
4,7.25,11.844,12.605,79.070091055,442.33642135,0.2844,23.48,94.5,99.31598349,1.471,99.5,181.6,26.2,437.9,443.5
4,7.75,10.08909435,31.794,155.6541498,431.0638401,0.33891,24.005,94.2,99.3631126025,1.69525,159.25,309.8,39.69,440.9,449.1
4,8.25,3.9778291005,55.377,213.734633975,423.865,0.4013659365,24.8,93.8,99.3905,1.906,242.25,412.1,50.12,443,455
4,8.75,-2.968,80.6021356625,295.8369759,412.4,0.450422626,25.54,92.95,99.419600565,1.98325,344.6,532.1,59.86,441.4,460.4
4,9.25,-4.766592936,101.3472099,326.655,403.428384025,0.47603,26.43,90.7,99.4425,2.189,431.55,615.2,67.81,441.9,465.4
4,9.75,-8.4355,103.39662735,407.6725,396.0710439,0.5142475,27.08,87.525,99.44675957,2.3905,496.25,673.7,73.27,441.9,469.8
4,10.25,-10.754833445,109.84,439.19739215,393.56190105,0.51877,27.555,85.55,99.439753695,2.40875,553.025,710.2,77.27,442.6,473.8
4,10.75,-11.735795535,123.4344807,470.8544971,389.412972475,0.560985,28.03,83.55,99.4145,2.4865,605.3,754.7,82,444.3,476.6
4,11.25,-10.96,122.585,490.527750525,388.2908215,0.54196,28.35,82.5,99.377716515,2.4495,651.1,792.275,88.725,445.45,480.325
4,11.75,-13.84074875,116.8534965,537.1631172,385.0665753,0.56164,28.665,82.65,99.325292535,2.519,669.7,828,93.15,446.575,482.9
4,12.25,-12.314554715,112.3519297,528.0132811,386.81,0.5230548145,29.04,82.025,99.2619749975,2.467,687.425,822,94.65,448.5,484.95
4,12.75,-11.099475065,103.975,499.64,385.121371,0.5146909915,29.24,82.8,99.194,2.37925,629.4,783.55,86.7,449.25,485.65
4,13.25,-10.28144476,96.830591975,464.9401798,387.675386125,0.5253,29.28,84.875,99.14225,2.40075,618.85,764.55,83.35,448.05,484.5
4,13.75,-8.956902325,85.7545822425,452.2451181,384.29649095,0.49024184825,29.34,84.875,99.091,2.36175,570.65,695.7,73.475,447.15,482.85
4,14.25,-7.639975,80.84725,408.6725,383.47218035,0.5223625,29.25,85.15,99.0405,2.312,542.25,661.5,71.485,444.8,483.3
4,14.75,-6.78075,59.22679718,369.6174731,383.917758025,0.50065,29.1075,85.525,98.99940605,2.2825,441.05,546.2,59.56,444.65,479.8
4,15.25,-6.1771,39.08,321.16335055,381.28301625,0.452912498,28.615,85.85,98.96019163,2.206,377.35,469.475,49.095,442.525,476.95
4,15.75,-3.591975,27.5492977,293.4,380.677611725,0.43606321825,28.58,87.2,98.9415,2.21825,306.6,392.3,40.825,439.3,474.6
4,16.25,-1.56695,14.8509660875,195.74,384.748738975,0.419330798,28.36,87.65,98.933,2.11225,235.6,306.8,31.15,437.7,470.675
4,16.75,-0.705166585,6.5981973455,131.58781135,383.6377392,0.353044276,27.7975,89.05,98.93793475,1.897,111.5,170.05,20.8675,435.225,465.325
4,17.25,0.68436,-0.570415,60.4736392,380.9209236,0.25844485225,27.15,90.5,98.9596898725,1.752,28.7,72.79,11.09,434.1,461.1
4,17.75,2.5238779265,-1.1668656445,31.169,385.6524561,0.2252389045,26.585,91.2,98.971,1.6655,-10.935,20.78,4.782,432.4,456.2
4,18.25,2.776625,-0.727219101,17.147824315,385.5114443,0.192835,25.9975,92.125,99.0055,1.7515,-21.25,0.478,2.411,431.8,452.6
4,18.75,3.263728905,-1.623331713,13.681400945,385.3016221,0.188813726,25.7325,92.5,99.041,1.702,-20.53,0,0,431.6,450.5
4,19.25,4.427763976,-0.637515,11.839507575,391.761502975,0.19004,25.5425,92.8,99.0877949875,1.70975,-20.29,0,0,431.5,448.9
4,19.75,3.851,-0.8164125,11.063,393.9125,0.1909375,25.1975,92.9,99.12172505,1.63275,-20.43,0,0,431.6,448.4
4,20.25,4.76785,-0.8303875,7.819657116,396.175,0.17143,24.9575,93,99.168,1.6355,-18.8875,0,0,431.8,447
4,20.75,4.4826,-0.7011,6.690875,397.31916765,0.1603825,24.8125,93.175,99.21981896,1.567,-18.4775,0,0,432,446.7
4,21.25,4.015,-0.846426788,6.8732,399.72,0.15653,24.605,93.3,99.2525,1.5455,-17.4425,0,0,432,445.6
4,21.75,5.350839229,-1.0785545005,4.525794321,404.0646696,0.1491515275,24.44,93.5,99.279,1.577,-17.045,0,0,432.8,445
4,22.25,4.31570294675,-1.10525390025,5.72726867,405.584011125,0.16600189825,24.33,93.6,99.29725,1.52,-16.6,0,0,432.4,444.1
4,22.75,5.1517,-0.5939075,3.9508,408.09708,0.1646925,24.37,93.6,99.293423725,1.52425,-15.1,0,0,432.7,443.6
