DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,G,SG
1,0.25,-27.76875,71.76925,3.254,100.275,-0.1985,-0.0945,-22.6725,-0.907255,0,179.56,190.435,0.178605,-31.0855,-3.360925,-3.16765,-2.948275,-2.44485,-3.715425,-0.108455
1,0.75,-27.60625,71.439,3.0585,100.275,-0.2425,-0.087,-24.32075,-0.7116775,0,178.1275,190.105,0.182085,-31.6175,-3.36385,-3.16615,-2.94715,-2.44285,-3.7223,-0.11432
1,1.25,-27.52875,71.859,3.19,100.275,-0.2755,-0.1165,-29.2635,-1.0375625,0,176.355,189.075,0.18161,-31.801,-3.366525,-3.164975,-2.94595,-2.44315,-3.71955,-0.0967295
1,1.75,-27.4875,71.76425,2.915,100.3,-0.256,-0.12425,-27.91525,-1.330215,0,173.71,187.115,0.18145,-32.122,-3.369475,-3.163425,-2.944825,-2.444025,-3.7237,-0.1099175
1,2.25,-27.3025,71.88625,3.07725,100.3,-0.2675,-0.12925,-28.181,-1.59215,0,173.695,186.725,0.18389,-32.1425,-3.372725,-3.162,-2.94325,-2.444525,-3.7223,-0.11725
1,2.75,-27.075,72.126,3.075,100.4,-0.238,-0.122,-19.491,-1.3031,0,170.98,184.79,0.18658,-32.333,-3.37,-3.147,-2.9327,-2.4463,-3.703,-0.11725
1,3.25,-26.95,72.12,2.587,100.4,-0.233,-0.139,-18.048,-1.53725,-0.02015475,176.5,182.9975,0.18883,-32.39975,-3.3747,-3.145,-2.9307,-2.4457,-3.7085,-0.10552
1,3.75,-26.835,72.305,2.603,100.4,-0.309,-0.102,-17.77725,-0.7983,0,176.29,183.66,0.17736,-32.265,-3.379,-3.1423,-2.929,-2.4467,-3.6975,-0.12311
1,4.25,-26.845,72.253,3.07,100.4,-0.206,-0.11,-18.33925,-1.580175,0,176.81,183.27,0.18301,-32.1895,-3.3843,-3.1407,-2.9273,-2.447,-3.6975,-0.10552
1,4.75,-26.785,71.964,3.291,100.3,-0.236,-0.092,-27.518,-1.8899,0,176.5225,184.2225,0.18605,-32.23625,-3.39,-3.1387,-2.926,-2.4483,-3.6864,-0.09526375
1,5.25,-26.645,72.432,2.788,100.3,-0.23,-0.096,-24.77975,-1.6185,0,178.035,184.6375,0.18828,-32.25525,-3.395,-3.1427,-2.9247,-2.4493,-3.6699,-0.11139
1,5.75,-26.375,72.719,3.001,100.2,-0.246,-0.108,-17.034,-1.7163,0,178.42,182.7,0.19267,-32.717,-3.3953,-3.148,-2.9227,-2.4507,-3.6644,-0.10552
1,6.25,-26.295,72.584,3.186,100.2,-0.293,-0.13,-17.071,-1.1297,0,177.49,184.83,0.1972,-32.778,-3.3957,-3.1523,-2.9217,-2.4513,-3.6699,-0.10552
1,6.75,-26.265,72.74,2.73,100.2,-0.218,-0.09,-17.80175,-2.61875,0,174.025,178.065,0.19661,-33.197,-3.395,-3.1577,-2.9203,-2.4527,-3.6644,-0.10552
1,7.25,-26.325,72.395,3.014,100.2,-0.237,-0.112,-19.264,-2.958675,0,176.37,177.8825,0.19846,-33.53025,-3.3943,-3.1627,-2.919,-2.4537,-3.6533,-0.10845325
