DOY2,HR2,FC_1_1_1,LE_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_2,LE_1_1_2,CO2_1_1_2,H2O_1_1_2,H,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.30238,0.89027569,413.27875,6.86535585,0.058086,0.3889505425,417.109565,4.62732735,-0.71971531,0.1913755825,3.00618,70.09918,84.4793325,3.974822,2.19852635,-58.03373025,0.1155921725,0,250.423935,2.3916315,311.71863
1,0.75,0.31892,0.708053845,413.3445975,6.79980435,0.048578,0.171688105,417.221075,4.61823625,-0.0485695095,0.174544615,2.58688,71.42026,84.476865,3.7197906,2.171907925,-58.04393575,0.1145688475,0,251.789175,2.428188175,310.891825
1,1.25,0.33305,0.687071965,413.6313725,6.74455765,0.03917575,0.249601875,417.08418,4.5743724,-0.6105693,0.164560995,2.1690125,72.456815,84.48222,3.6434697,2.1501433,-57.68909,0.1113938475,0,249.9581,2.3752018,309.95105
1,1.75,0.35358,0.651296885,413.74151,6.7515377,0.0550525,0.206623555,417.13287,4.5083703,-0.41831458,0.180393055,1.99651,72.9014975,84.49246,3.46593015,2.1356443,-55.870647,0.1127460275,0,251.4416075,2.4250495,308.95124
1,2.25,0.33817,0.55097699,413.80426,6.70094935,0.08110075,0.153048555,417.407205,4.51861575,-0.39962713,0.166611695,1.63421,74.3091075,84.4944025,3.3128252,2.128543275,-56.274594,0.1121918175,0,248.581585,2.4776555,307.5569775
1,2.75,0.35371,0.57858969,413.50388,6.6821673,0.052463,0.138040535,417.616425,4.4496003,-0.444665005,0.1504430325,1.66361,75.04754,84.4926175,3.2165113,2.1056753,-54.8722805,0.1116769375,0,248.1650525,2.4610534,305.9438375
1,3.25,0.367675,0.60158871,413.212125,6.6527178,0.0522,0.20233578,417.567215,4.4265207,-0.41102538,0.157157155,1.01213,76.108155,84.482725,3.00543775,2.057561675,-55.55940925,0.1113228975,0,245.397725,2.417877,304.2382375
1,3.75,0.3744675,0.429445965,413.6946525,6.713717,0.05723875,0.0645259285,417.91996,4.48050015,-0.22527695,0.1509407875,0.616117500000043,77.097165,84.47591,2.911959525,2.0083451,-56.325317,0.1133180875,0,245.98335,2.44734,303.855215
1,4.25,0.3851325,0.44971089,413.79672,6.656482,0.0366255,0.1461130975,418.1490675,4.47750635,-0.0111826882,0.15530582,0.71021000000002,77.5745725,84.4717475,2.7329242,2.069875,-54.17539525,0.1121828125,0,248.169035,2.458828,303.8766975
1,4.75,0.392495,0.475764005,413.806605,6.6388093,0.045426,0.04601489975,418.1659375,4.4561726,-0.2393565,0.14774702,0.550725,79.778755,84.477075,2.6366664,2.042722925,-54.317447,0.11255916,0,246.6964125,2.440016525,302.946165
