DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,428.652,1.3235,425.6905,1.0425,2052.372,428.692,1.32925,425.5085,0.995,2051.56925,426.68225,1.419,424.49,1.012,2048.8355,428.8775,1.25325,426.432,1.03525,2060.6865,9.9595,-16.66625,0.20525,423.765,1.01325,0.14875,0.054,0.094,0.0605,0.221,0.35375,-4.588,0.6285,0.6735,7.73,7.36,-16.23625,-17.837,-16.63275,-16.684,102.588,83.13,0.25425,-15.785,-15.45,-10.89,1.4,-0.6,2.9,-0.08,232.3,242.2,-3.02,252.2,261.1,0.07,0.59,0.61,0.08,0.03,0.02,0.16,0.05,-7.616,-7.258,-6.83875,-5.535,-4.834,-4.224,-3.294,-3.359,-8.289,-7.436,-4.379,-3.57275,-2.4885,-1.999,-5.923,-5.761,-6.58425,-6.3375,-3.224,-3.32,-2.557,-2.2725,-2.168,-9.329,-9.025,-7.9,-7.627,-6.427,-5.758,-4.574,-4.439,-10.843,-9.506,-8.444,-7.6655,-6.261,-4.744,-3.832,-3.346,-5.31225,-6.196,-2.08375
1,0.75,428.51175,1.336,425.3815,1.05025,2048.78925,428.5715,1.29,425.13725,1.049,2047.51,426.695,1.418,424.05925,1.064,2048.2605,428.55025,1.255,426.6015,0.964,2063.08375,10.084,-16.5215,0.2005,423.824,1.016,0.113,0.0465,0.05475,-0.028,0.148,0.364,-5.237,0.772,0.723,7.71,7.2675,-16.17,-17.8685,-16.65625,-16.59825,102.616,83.1525,0.2575,-15.83,-15.23,-10.77,1.5,-0.63,3.1,-0.09,229.7,242.6,-3.42,252.2,260.6,0.07,0.59,0.61,0.08,0.0325,0.02,0.15,0.04,-7.615,-7.266,-6.8425,-5.539,-4.854,-4.23,-3.297,-3.361,-8.284,-7.417,-4.383,-3.576,-2.49125,-1.99425,-5.92,-5.767,-6.5805,-6.3425,-3.228,-3.329,-2.56,-2.24575,-2.169,-9.354,-9.0365,-7.902,-7.627,-6.434,-5.76,-4.576,-4.44,-10.847,-9.531,-8.44,-7.66325,-6.2655,-4.73375,-3.82725,-3.3475,-5.279,-6.213,-1.96875
1,1.25,429.139,1.333,425.40225,1.05,2046.4995,429.094,1.34225,425.1035,1.023,2050.932,426.5845,1.28125,424.327,0.98825,2045.94,429.046,1.166,425.8845,1.04,2062.044,10.163,-16.4335,0.2055,423.80075,0.9955,0.128,0.03275,0.043,-0.04225,0.20275,0.348,-4.697,1.44925,0.6635,7.61,7.235,-16.1485,-17.91225,-16.697,-16.7275,102.578,82.9475,0.2625,-15.8375,-15.27,-10.83,1.5,-0.55,3,-0.0675,232.1,242.4,-2.25,251.6,260.2,0.07,0.59,0.61,0.08,0.0325,0.02,0.15,0.04,-7.615,-7.273,-6.84525,-5.543,-4.874,-4.236,-3.301,-3.363,-8.275,-7.391,-4.3875,-3.57975,-2.49225,-2.0095,-5.918,-5.773,-6.57675,-6.349,-3.23275,-3.337,-2.562,-2.248,-2.17825,-9.365,-9.0475,-7.898,-7.628,-6.441,-5.763,-4.577,-4.443,-10.867,-9.545,-8.437,-7.66025,-6.2725,-4.736,-3.829,-3.35,-5.27675,-6.014,-2.104
1,1.75,428.7975,1.3915,425.5505,1.031,2045.23225,428.9925,1.372,425.92025,0.9875,2049.691,426.4295,1.401,423.9975,1.007,2043.575,428.9995,1.25575,425.772,0.941,2051.4425,10.142,-16.218,0.206,423.741,0.981,0.11225,0.0425,0.1015,0.076,0.168,0.346,-3.37175,0.897,0.677,7.79,7.415,-16.4375,-17.9395,-16.327,-16.7465,102.595,83.0425,0.261,-15.65,-15.41,-10.89,1.5,-0.6,3,-0.1175,232.1,241.5,-2.98,251.9,259.8,0.07,0.59,0.61,0.08,0.03,0.02,0.16,0.04,-7.627,-7.281,-6.849,-5.545,-4.876,-4.242,-3.304,-3.365,-8.258,-7.355,-4.3915,-3.583,-2.451,-2.0095,-5.915,-5.78,-6.57375,-6.35475,-3.236,-3.347,-2.565,-2.223,-2.179,-9.375,-9.0585,-7.895,-7.628,-6.449,-5.765,-4.579,-4.445,-10.89,-9.563,-8.434,-7.6645,-6.2805,-4.739,-3.83125,-3.3515,-5.24125,-6.00075,-2.104
1,2.25,428.92475,1.3465,425.405,1.019,2044.8655,428.80375,1.311,425.617,0.9985,2043.4595,426.389,1.4025,424.421,0.993,2042.769,429.00075,1.264,426.751,0.913,2054.29225,9.557,-16.6255,0.21125,423.817,0.987,0.085,0.046,0.0765,0.064,0.1465,0.357,-1.979,1.1275,0.64825,7.9225,7.3,-16.08825,-18.084,-16.494,-16.769,102.604,83.115,0.2605,-15.7,-15.23,-10.82,1.6,-0.58,3,-0.1,230,241.1,-3.08,252.3,260.6,0.07,0.59,0.6025,0.08,0.04,0.0275,0.15,0.04,-7.642,-7.289,-6.85175,-5.544,-4.878,-4.248,-3.308,-3.367,-8.262,-7.355,-4.396,-3.587,-2.4535,-2.01525,-5.944,-5.787,-6.571,-6.3605,-3.24,-3.357,-2.568,-2.226,-2.18,-9.387,-9.07,-7.891,-7.629,-6.456,-5.767,-4.58,-4.446,-10.908,-9.559,-8.432,-7.6695,-6.29,-4.742,-3.8315,-3.35375,-5.46275,-5.874,-2.1205
1,2.75,428.517,1.39625,424.859,1.02775,2043.17325,428.52,1.40075,424.71,0.996,2043.98625,426.6,1.3925,424.13575,0.994,2041.5125,428.357,1.31775,425.909,1.004,2056.766,9.70475,-16.611,0.21025,424.06375,0.99,0.0935,0.025,0.048,-0.023,0.2025,0.35275,-2.331,1.6455,0.6485,8.115,7.495,-16.021,-18.283,-16.2085,-16.6225,102.604,83.17,0.262,-15.595,-15.43,-10.8,1.5,-0.56,3,-0.06,230.9,241.5,-3.1625,251.9,260.8,0.07,0.59,0.6125,0.08,0.03,0.02,0.16,0.04,-7.657,-7.297,-6.8545,-5.543,-4.88,-4.254,-3.311,-3.369,-8.274,-7.358,-4.39975,-3.59,-2.456,-2.01525,-5.979,-5.794,-6.56725,-6.36625,-3.24475,-3.365,-2.571,-2.228,-2.172,-9.399,-9.0805,-7.888,-7.63,-6.461,-5.769,-4.582,-4.448,-10.866,-9.558,-8.429,-7.66925,-6.3,-4.74475,-3.8335,-3.35575,-5.242,-5.6175,-1.9855
1,3.25,428.933,1.39725,425.294,1.06625,2041.592,429.08925,1.3785,425.419,1.005,2044.0835,426.186,1.42625,424.3595,1.07725,2042.6895,428.77275,1.3025,425.878,1.0015,2049.626,9.654,-16.896,0.214,423.967,0.954,0.101,0.038,0.049,0.037,0.14875,0.378,-1.5475,1.295,0.662,7.975,7.47,-15.9255,-18.198,-16.36775,-16.1135,102.597,83.21,0.264,-15.545,-15.41,-10.83,1.4,-0.55,3,-0.08,232.35,240.425,-2.89,251.8,260.6,0.07,0.59,0.61,0.08,0.03,0.03,0.16,0.04,-7.673,-7.305,-6.8575,-5.541,-4.882,-4.26,-3.315,-3.371,-8.297,-7.363,-4.4045,-3.59325,-2.459,-2.01525,-5.991,-5.801,-6.5645,-6.37225,-3.2485,-3.373,-2.573,-2.231,-2.173,-9.411,-9.092,-7.885,-7.63,-6.462,-5.772,-4.583,-4.45,-10.845,-9.553,-8.426,-7.66825,-6.31,-4.74675,-3.837,-3.35725,-5.3585,-5.798,-2.118
1,3.75,428.1025,1.4545,425.24675,1.0655,2045.14425,428.104,1.432,424.883,1.09,2044.08325,425.7345,1.472,424.0015,1.074,2043.3995,428.016,1.404,425.87375,1.01925,2065.762,9.769,-16.38,0.193,423.884,0.97875,0.09,0.046,0.07575,0.0155,0.262,0.37,-1.563,0.70825,0.681,7.815,7.4,-16.1165,-18.223,-16.4595,-16.6005,102.5855,83.2075,0.26175,-15.72,-15.465,-10.8275,1.5,-0.5825,3.075,-0.1,231.575,241.075,-2.595,252.15,260.275,0.07,0.59,0.61,0.07,0.03,0.02,0.15,0.04,-7.70725,-7.31525,-6.899,-5.54575,-4.89725,-4.291,-3.32975,-3.373,-8.31125,-7.40225,-4.458,-3.597,-2.461,-2.01625,-6.002,-5.93775,-6.612,-6.456,-3.2745,-3.40225,-2.593,-2.2415,-2.1765,-9.43975,-9.12525,-7.89175,-7.63175,-6.467,-5.779,-4.5935,-4.45825,-10.8265,-9.56,-8.43375,-7.66725,-6.34275,-4.7675,-3.8465,-3.3605,-5.3075,-5.6405,-2.00075
1,4.25,428.708,1.505,425.311,1.0535,2042.973,428.905,1.452,425.2275,1.0285,2047.405,426.1845,1.54775,424.3625,1.074,2045.72525,428.915,1.404,426.133,1.051,2051,10.036,-16.87,0.192,423.734,0.965,0.09625,0.052,0.0825,0.04,0.18375,0.347,-2.221,0.7675,0.654,7.6525,7.36,-15.9025,-18.29325,-16.53825,-16.29575,102.59025,83.265,0.2615,-15.585,-15.59,-10.86,1.5,-0.64,3,-0.1,229.3,241.4,-3.2,251.8,260.1,0.07,0.59,0.6125,0.08,0.03,0.02,0.16,0.04,-7.705,-7.321,-6.86425,-5.539,-4.886,-4.273,-3.322,-3.375,-8.318,-7.379,-4.413,-3.60025,-2.464,-2.01625,-5.998,-5.817,-6.56075,-6.38475,-3.258,-3.392,-2.578,-2.236,-2.174,-9.436,-9.109,-7.892,-7.632,-6.463,-5.777,-4.586,-4.454,-10.801,-9.551,-8.423,-7.66775,-6.33,-4.75075,-3.8415,-3.361,-5.3615,-5.62025,-2.04925
1,4.75,429.11,1.446,425.239,1.054,2048.7025,429.052,1.459,425.29775,1.0695,2046.434,426.2785,1.5575,424.026,1.11,2044.19125,429.407,1.479,425.838,1.1,2060.4595,9.698,-16.7815,0.2195,423.85575,0.98,0.0505,0.0365,0.0375,-0.017,0.165,0.3415,-1.7645,0.93775,0.672,7.85,7.295,-15.853,-18.3055,-16.46375,-16.35775,102.595,83.2,0.26,-15.63,-15.5075,-10.8975,1.5,-0.6025,3,-0.09,228.975,240.775,-3.26,251.6,259.825,0.07,0.59,0.615,0.08,0.0325,0.015,0.16,0.04,-7.70575,-7.3265,-6.832,-5.5325,-4.872,-4.2665,-3.30425,-3.35825,-8.32825,-7.39675,-4.3665,-3.561,-2.44825,-2.021,-5.989,-5.81525,-6.5155,-6.312,-3.242,-3.377,-2.57675,-2.22775,-2.1675,-9.41975,-9.0935,-7.89875,-7.61075,-6.4555,-5.7795,-4.5735,-4.4455,-10.77975,-9.54625,-8.399,-7.659,-6.33525,-4.734,-3.837,-3.36,-5.221,-5.56575,-2.06
