DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,G_1_1_1
1,0.25,400.944243325,3.1250773065,2067.42326125,0.57784067775,6.88,-6.0477139785,7.07225008725,6.00713172175,0.3362386955,-0.0372,1.1470305976632,0.859830603580141,0.389844507657328,101.393434675,93.025,-6.9995,2.080635002,0.638977175000008,0.403599306563244,-2.69349999999999,-0.0755,-0.07375,-0.3075,1.0695,288.2,282.85,-0.57775,-0.9065,-0.5685,-0.682,-21.131085
1,0.75,401.197655475,3.1250773065,2067.38179325,0.6189437752,10.6,-6.3671902825,7.07225008725,5.7238280395,0.29725496875,-0.0425,1.06771930469845,0.773606288335624,0.352252939795931,101.45726035,90.5,-6.66175,2.080635002,0.586390850000029,0.428831653556977,-1.81999999999999,-0.0765,-0.0665,-0.24275,2.599,285.5,283.025,-0.5795,-0.91175,-0.5635,-0.73425,-21.11014
1,1.25,400.980990875,3.1250773065,2059.50070925,0.66004687265,3.96,-7.09686052825,7.07225008725,5.34400544775,0.2833807085,-0.04655,0.961082262983211,0.714871587938948,0.321845803792287,101.4600457,88.275,-6.37525,2.080635002,-0.574315849999962,0.403935449331728,-8.64450000000004,-0.0735,-0.07,-0.49775,2.55525,283.8,284.15,-0.57775,-0.9175,-0.5625,-0.69625,-21.04563
1,1.75,403.048585925,3.1250773065,2064.869939,0.7011499701,4.58625,-6.19528439525,7.07225008725,5.489015649,0.318142799,-0.03825,0.990034673113049,0.766062623590661,0.334550269749118,101.4544574,88.725,-6.454,2.080635002,-1.17637444999997,0.416495266380916,-7.02350000000001,-0.087,-0.07675,-0.1575,2.6945,284.6,283.925,-0.58175,-0.92475,-0.57075,-0.664,-20.955735
1,2.25,401.097335475,3.1250773065,2063.735598,0.74225306755,5.2125,-4.753373343,7.07225008725,6.5253232625,0.292060522,-0.0325,1.08801823908947,0.757939126647126,0.364985663606343,101.5111506,90.025,-6.398,2.080635002,-2.02419612499999,0.426563704149745,-8.03674999999999,-0.085,-0.07725,-0.12525,2.4235,285.575,284.65,-0.583,-0.921,-0.56525,-0.696,-20.950465
1,2.75,400.443325975,3.1250773065,2067.902603,0.783356165,6.9225,-2.9109557645,7.07225008725,5.863682823,0.284892452,-0.02085,1.04195545366649,0.744233514347839,0.351253911772521,101.46785505,88.4,-5.785,2.080635002,-1.50434994999998,0.378761010364336,0.841500000000025,-0.083,-0.0765,-0.093,3.239,285.525,285.725,-0.582,-0.9285,-0.5685,-0.72,-20.9629525
1,3.25,400.5806255,3.148052001,2066.4384605,0.745658638666667,10.065,-3.294362187,7.07225008725,6.0242150975,0.363752071,-0.03755,1.09449380949784,0.785297892382565,0.397139582340025,101.43648375,88.25,-5.4655,2.22598675675,-1.50050929999997,0.454344845801275,-6.81699999999999,-0.085,-0.07825,-0.1925,1.3055,286.05,285.725,-0.5795,-0.9275,-0.56475,-0.7735,-20.984485
1,3.75,401.45535875,3.714218769,2069.0228225,0.707961112333333,7.9,-2.78401885075,7.07225008725,5.96341455,0.2968074165,-0.035425,1.02135345105189,0.763294292102671,0.36132761637414,101.4299308,87.35,-5.71575,2.03389852025,-1.29353784999998,0.367551905554441,-12.6445,-0.082,-0.07625,-0.265,2.9785,286.825,285.825,-0.5845,-0.93325,-0.567,-0.769,-20.9494775
1,4.25,401.0701163,4.18596195575,2073.25797275,0.670263586,4.9225,-2.935375702,8.976498111,6.143796571,0.288053426,-0.031925,1.03819488744692,0.701647491819554,0.334318445531277,101.4560256,86.9,-5.6795,1.957946057,-1.29876844999997,0.425526591906882,-13.253,-0.0825,-0.079,-0.31475,3.575,284.6,286.275,-0.5765,-0.93225,-0.56825,-0.73475,-20.87701
1,4.75,401.907436175,3.53873377125,2065.7649525,0.866785461,5.39583333333333,-1.408466214,5.909847706,6.7712729975,0.264286336,-0.0238,1.01302273026193,0.733995392841605,0.367231087030138,101.459286525,85.825,-5.6085,2.081136502,-1.58927499999999,0.414589023517164,0.17599999999996,-0.085,-0.07675,-0.0575,4.0815,290.025,287.65,-0.58025,-0.936,-0.56175,-0.6825,-20.8125275
