DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,TS_1_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,W_SIGMA,WS
1,0.25,453.0744938125,32.3434336797499,20.807676721,4.96005360082501,11.24953571625,36.6056542505,7.72225,-5.5233934149,32.590511781,101.3,93.46179655525,23.617843981,0.6321924027,18.6279665865,8.02401522399999,17.16125,17.22225,-0.000740734975,1.9332803777,0.909824971199999,1.0198457215,5.153375
1,0.75,441.81545565,27.7826705309999,21.003751722,7.1441888035,18.004168667,30.37165027525,8.23124999999999,-3.7626528866,45.1572254,101.3,92.92934558575,23.822525243,0.5448240934,18.664068294,7.64819035374999,17.1785,17.1195,-0.0008661272,1.9743157556,0.8665231998,1.005782265,5.263
1,1.25,436.8522191625,23.7292291555,21.39999288275,4.22747669325,9.59934801035,13.231841154,9.04300000000001,-3.795155718175,45.18200670775,101.33,93.053329645,23.98595910675,0.58236258325,18.847710536,7.654853244,17.135,17.347,-0.001082283875,2.045637836375,0.924987463875,0.947144866875,4.79179999999999
1,1.75,465.581128475,48.4131035975,21.783697424,4.68719529705,7.45224823975,14.77221722475,8.66800000000001,-3.6414191575,35.62586119,101.4,93.126538065,24.1651858365,0.5441258032,18.9519676705,7.508750739,17.08,17.364,-0.001157891,1.9303767624,0.95044789955,1.037336482425,4.5534
1,2.25,450.7548723,40.15119192375,22.081264319,4.75664075724998,19.01168444,18.896744775,7.01454999999997,-0.8913129565,29.8417220975,101.4,94.4039668485,23.68624261275,0.950099002799999,19.19060685375,7.03519812125,17.219,17.41225,-0.0014329632,1.988755559,0.8884982236,1.0478269831,4.666025
1,2.75,467.87431636,39.6563270600001,21.68216528575,4.38585918745,12.870434957,23.59518899725,7.29100000000003,-1.56867807925,44.0397480629999,101.4,94.644308786,23.02200775025,0.884826525875,19.2266562655,6.905392118,17.103,17.295,-0.0013273912,1.79882585975,0.873620160475,1.075754100475,4.8072
1,3.25,488.4231724,56.9823683645,21.3515316275,5.335155222,13.2479651575,24.7239034719999,9.35674999999998,-2.449049672525,37.864073043,101.3275,94.43195803375,22.80344178375,0.61685827525,19.10213026,6.8114085895,16.98,17.036,-0.00132435385,1.851515187225,0.90223470755,0.9918901151,5.132875
1,3.75,529.0979033325,53.4949022265,21.583821418,3.95415748459999,19.9613088325,33.6736958939999,8.743,-1.5162220295,33.148823535,101.3275,93.9600098527499,23.975976638,0.9499981405,19.048513595,6.41175576,16.9255,17.006,-0.00108236212500001,2.120604512225,0.943504977299999,1.0579468252,5.377
1,4.25,481.016263535,44.86954882,20.763028517,3.46426011325,24.575945055,59.1605104775,7.77900000000001,-0.0345891582500008,51.55255953575,101.33,94.067846661,24.178498873,1.0027309694,18.85641276,6.231044241,16.89,16.965,-0.00169927105,2.098204968025,0.905638370399999,1.0896619168,5.2112
1,4.75,482.50347676,48.8275023019999,21.2080446375,5.7437992054,28.4642901535,30.2019358185,6.94194999999999,-0.0860114721250016,35.8646081815,101.3275,94.6578706095,23.5425629815,0.997704352299999,19.098832305,6.106920629,16.89275,16.965,-0.00108308405000001,2.02758161625,0.956532397225,1.026485351075,5.415625
1,5.25,477.8752192325,46.0064004557499,21.795076034,6.37848796895,17.11155572375,19.25040666,6.809075,-0.601341272799998,44.0286074670001,101.3275,96.06339548825,23.2647615185,0.858751318150001,18.68382996725,5.959673479,16.89825,16.957,-0.000842147399999998,2.2021232994,0.973700377,1.105539524,5.366125
1,5.75,488.208095805,59.1395780569998,22.390847775,5.144072015,9.1618184691,18.0774975385,6.8544,-1.69683289015001,38.029716887,101.4,96.97107776225,23.92049784525,0.9315521847,18.698589059,5.7391398495,16.8545,16.9795,-0.0009311387,2.3293496547,1.01350816825,1.01096874855,5.20125
1,6.25,506.5757260625,28.70566830375,20.6278827725,6.04063475752499,21.56910861375,15.45907895675,6.805525,-0.356403460250009,46.97783750575,101.4,96.53448196225,23.48200790325,1.259866839875,18.48173847625,5.577185678,16.813,16.897,-0.000905827875,2.033994141875,0.91539505775,1.093513092,5.1823
1,6.75,527.707422625,34.0385327875,20.5986581565,5.3394830704,21.335303402,42.5179185794999,7.69949999999999,-1.2756403264,39.496689461,101.4,97.2589478315,23.827910826,1.2319850472,18.536766664,5.5540539205,16.818,16.874,-0.00100098625,2.216381381,1.0535683226,1.0952490916,4.95675
1,7.25,494.74310229,60.3202030487501,20.508455386,4.06345579694999,9.83492423354999,35.79246839875,6.707375,-3.47199265935,38.1869779755,101.4,96.434712828,23.70596698,1.04615965025,18.52835831625,5.38527286875,16.7275,16.79875,-0.00088475545,2.050427854,0.904025257125,1.013288238,5.033275
1,7.75,530.5118268,57.2532152959999,19.836587388,4.132902342875,24.0288006034999,31.615351676,6.75115,2.34137809439997,56.8519260439999,101.4,98.341223785,24.13671421,1.4207065016,18.4651522,5.34602726325,16.65875,16.71275,-0.000855611,2.1658993082,1.046166891,1.065073691625,5.152
1,8.25,535.21046345,44.977916216,20.380123335,1.6743548908,13.1588212525,30.1442690875,7.021275,12.47763140225,49.8280101677499,101.4,98.3667789885,24.413156114,1.31867435745,18.56189471,5.3187255415,16.844,16.767,-0.00106723445,2.09325347725,1.13326008925,1.031745225625,5.506625
1,8.75,488.33385746,41.62001825375,21.013314465,5.4838199568,16.55333969525,42.451463722,7.94025,52.61938838275,67.736721544,101.4275,97.4285327719999,23.95867450875,1.24415801195,18.80722351775,5.3821484535,16.90825,16.7995,-0.0027912414,2.182294402875,1.2698691433,1.1669434805,5.252
1,9.25,488.836857115,49.13101863825,21.45165306825,3.38935118432501,11.719050108,24.2415295075,10.0815,113.350285,94.157665752,101.4275,96.3114499194999,24.5294615075,1.121393137,19.139770849,5.89190916275,17.12925,16.95975,-0.0049149,2.4312761802,1.02490911875,1.2182749245,5.5405
1,9.75,476.377695815,59.9845425359999,21.689616322,2.678596996075,12.860637352,27.78448876,15.48425,155.9225742125,134.7607006375,101.4,94.78472874025,24.022917968,1.2666932113,19.2785737375,6.65992950625,17.2355,17.15925,-0.018169268575,2.44683091065,1.0970059852,1.24370927265,5.74925
1,10.25,448.722204205,35.7921659555,21.522434023,3.08510691167497,13.531019209,27.975640066,22.682,225.267058055,147.18530622,101.4,93.181673567,24.346436582,1.04328931525,19.93912325825,7.5120520585,17.509,17.269,-0.01620242705,2.3966520008,1.0305413205,1.1841355004,5.82275
1,10.75,445.47071345,30.51518870075,22.11009530875,2.71286781254999,14.867663309,18.2462968539999,31.772,257.39063501,161.105049235,101.4,92.57509235325,24.27439191525,0.820302744775,20.642736835,8.571422081,18.13,18.491,-0.036816724875,2.453703720775,1.09064295105,1.20624769,6.076
1,11.25,459.666282975,12.977403554,21.99893580275,3.338997348475,8.854026418375,9.60030763239999,33.398,310.64520528,173.50882742,101.4,92.36473964325,25.30897732775,0.968800837799999,21.3738215345,9.84467979275,18.012,18.796,-0.0547245902,2.4000331064,1.0752720552,1.1630634548,6.07899999999999
1,11.75,450.90610322,14.5879748675,21.5973391525,2.5699431192,4.84835189942499,6.75768408725,42.991,332.556324095,199.3075941,101.3,92.3579366705,25.579342855,0.7152423341,22.1003439325,11.07973362725,18.726,18.923,-0.03417973425,2.47816415955,1.1451558519,1.24824542175,6.3024
1,12.25,449.47907636,6.74324705859998,21.524794213,4.00267947155,3.70586452760001,28.326912566,55.29925,343.991600935,184.44002052,101.3,91.56986561675,25.847037575,0.827429495,22.79595361575,12.17730866075,19.0875,21.1475,-0.058470757375,2.529017099375,1.180915107875,1.21163351775,6.639
1,12.75,450.1495427775,12.8716416525,21.166753715,1.791144289,8.76461322284999,11.218156618,51.60075,344.25234378,187.05004729,101.3,91.67454115025,25.986046117,0.74099292925,23.155807315,13.3594896695,19.35375,22.5965,-0.05418736775,2.647717903875,1.164440634625,1.223865009625,6.6222
1,13.25,432.7042633,15.107702454,20.91250434875,4.0579498422,19.90930993,19.450941737,54.27625,375.15175331,201.2684486,101.2,89.9113238885,26.24768242675,0.6765349455,23.527132286,13.92603737125,19.57025,24.744,-0.0769879875,2.658591478525,1.184063033625,1.244847887675,6.7042
1,13.75,438.59046339,16.076542617,21.2620909325,2.01398207859998,1.432411213525,4.510331489125,54.64,360.54300399,186.37070631,101.2,88.3944646484999,26.54265829975,0.643602560825,23.68425426625,14.773965896,20.1175,23.91825,-0.0519239664,2.588601611475,1.20563091025,1.23383903505,6.394
1,14.25,436.553149025,24.8374119479998,20.968279579,2.58245562249999,8.3639564168,7.8784225007,53.89625,307.1621532,193.589566025,101.1,88.20457800425,26.65921692075,0.618422272499999,23.76031502,15.217650012,20.432,23.136,-0.04595196075,2.63917881115,1.16958139545,1.2093614672,6.7206
1,14.75,442.7374532375,26.020179271,20.92843544,1.3134941317,3.1381300745,9.34467237689999,51.93425,289.7723757425,156.8762678575,101.1,87.336516236,26.838157408,0.642631266625,24.02123550875,15.57786303875,20.24675,24.02725,-0.05688869775,2.72144080725,1.24549415675,1.174922934125,6.6308
1,15.25,457.822060615,17.7616696019999,22.22551881875,2.53244598972499,2.49828320105,15.148095266,48.173,257.148458,165.4960828,101.1,87.5806483635,27.08976216,0.6445431634,23.980342785,16.09356416525,20.1945,23.757,-0.0559171424000002,2.62158293725,1.2090168707,1.3050966911,6.30525
1,15.75,434.7080158,10.743313948175,22.48043822,1.4908830441,1.8123468892,11.851734007,43.127,197.13968585,139.98542706,101.1,88.134550872,27.07099319725,0.4792925346,24.113663206,16.2105276535,19.95,23.5225,-0.040164009125,2.6408914242,1.2224402084,1.266194585,6.3012
1,16.25,431.1163689275,4.111112073,22.10731282,3.42928665600001,1.918167336125,14.30690673625,38.6792499999999,161.21161408,116.48358983,101.1,88.37240274225,26.873571085,0.708521014599999,23.982114927,15.970402029,19.52375,20.39125,-0.0366078924,2.5834081586,1.250713927,1.247097093175,5.825375
1,16.75,429.60273663,32.00243033775,21.8561772845,1.0478902818,3.8489447678,2.69593478839999,33.242,107.00231741,83.663577682,101.1,88.3527219715,26.993609695,0.465087197749998,23.811465784,15.9210289755,19.3595,18.95925,-0.0201012445500001,2.41412707535,1.1136656031,1.18635039335,5.637125
1,17.25,425.29649364,4.631659748,21.858482621,0.99627239725,14.43908416775,5.12951851669998,27.3395,78.585365035,65.366787355,101.1,89.124441964,26.433579646,0.577756647724996,23.39639473,15.50673940975,19.08475,18.3765,-0.00612647225000001,2.219864069625,1.033608149575,1.1168648002,5.762125
1,17.75,447.475664875,14.4000299935,22.203352226,3.46605288059999,4.96500142375,13.76607768625,21.4549999999999,42.2405097080001,54.490527254,101.2,88.6410950195,25.797425467,0.6159254672,22.884151872,14.58109134575,18.9565,18.31375,-0.002296097975,2.186826128525,1.00181467905,1.105502786325,5.2676
1,18.25,443.567923265,35.9471074644998,21.6406849635,2.136380516475,11.56733926625,8.9313405364,18.887,-0.0498014781000079,42.9779559094999,101.2,89.547893723,25.33564583025,0.5226433124,22.357789812,13.495508596,18.511,18.057,-0.0011342721,2.1513579546,1.023482926375,1.131540146075,4.9522
1,18.75,450.68800774,17.32092592875,22.433211296,1.61849496879999,4.84073938925,6.1629365958,14.8295,-3.5886276247,44.3111031705,101.2,89.903686089,24.83285158825,0.51411128055,21.85316877,13.027551627,18.28275,17.953,-0.00106542325,2.24170446735,0.943739368849999,1.07315133565,5.1098
1,19.25,431.12810024,13.4524848945,21.48876606325,3.61327719364999,4.92827131305,6.0892483945,12.5655,-2.43815788760002,43.602294076,101.2275,89.85682794125,24.346707265,0.533288004275,21.558273946,12.178506027,18.15275,17.97425,-0.001081824,1.93381548155,0.877829529,0.9599628505,5.0104
1,19.75,443.779768255,20.878477777,20.4383926475,6.34579232199999,11.4167735698999,8.49149626432497,10.45275,1.38977362799997,33.9377107115,101.3,91.50168224175,24.041754905,0.675018292975001,21.178416852,11.86773909275,18.10475,18.005,-0.0005960406,1.9989335474,0.884148516775,1.014927449,4.9798
1,20.25,442.253580115,26.6983687775,21.44964965125,3.18587860632499,6.48130589877499,8.29431403119997,9.24749999999997,-5.786793294325,37.84180656025,101.3,92.6776328825,23.788638261,0.7252935128,20.562217172,11.19380015325,17.884,17.82925,-0.0008820538,1.9604180452,0.931368929499999,1.10097710985,4.8984
1,20.75,432.146578005,23.9544435775,22.401718604,4.64418036175,5.45663426725,11.36435909,8.62249999999998,-6.20667692047501,29.5286292284999,101.3,92.0485987625,23.2595234145,0.530639844375,19.96061412975,11.032551975,17.7165,17.7285,-0.000933314,2.1519597804,0.946397438,1.0447169508,5.14779999999999
1,21.25,436.28178458,15.798767058,21.7464289125,2.4291622765,10.850095279,11.0441736095,8.46100000000001,-6.39275592660001,64.088850343,101.3,92.893429564,22.890198171,0.520900391625,19.6843287175,10.377839911,17.596,17.772,-0.0006869804,2.08771936225,0.996143587199999,1.18916463835,5.32470000000001
1,21.75,439.5039687525,14.51458782325,20.85418486,0.960737359,7.02549197019999,3.04895811109999,7.74124999999999,-4.11420887275,43.3796349,101.3325,92.881154996,22.7380482405,0.743143397625,19.431716929,10.051651515,17.513,17.5125,-0.00115929625,2.2135142408,0.987544699,1.123872561125,5.11795
1,22.25,448.35363014,22.5119904024999,21.5825109265,1.76345958679999,6.5148813295,10.46971806745,7.47574999999999,-3.729142319275,50.33155764125,101.3325,92.88661133375,23.0510035945,0.6366021332,19.25650847475,9.69056880575,17.4355,17.47925,-0.000989445625,2.051851736,1.0413917262,1.237309354125,5.0136
1,22.75,462.2636354025,27.15540247375,21.42832967775,2.37737133339999,5.766829106225,11.6654079625,7.58675,-5.75080488080001,35.2287286689999,101.3325,93.64876399675,22.963495892,0.716554610725,18.904558649,9.571801009,17.472,17.476,-0.000868299425,2.02696988105,0.8947881092,1.09951770595,4.9836
1,23.25,460.98442654,24.669997244,21.15390701875,2.865402142175,12.22864361325,6.71485333925,6.5059,-5.559454235225,54.0368838132499,101.33,93.962539747,23.573452405,0.926067815374998,18.8090869655,9.009331144,17.316,17.357,-0.00163789585,1.87171189545,0.859022525424999,1.031956781925,4.830575
1,23.75,478.9409694575,49.2839267510001,20.782649198,4.83997284604996,11.665737029925,14.1065633425,7.09324999999999,0.1217964719,37.55919659,101.3275,94.0360892415,23.7824539405,1.20494007545,18.649833772,8.6607730695,17.22475,17.2855,-0.00121506995,2.03338196715,0.970613955649999,1.08243005395,4.7982
2,0.25,434.7161477775,26.73876327375,21.77892002225,1.79122215679999,7.34246543,10.8622106475,6.08877499999999,1.96576832215,70.09252527025,101.3,93.154931355,23.141777675,1.51010078324999,19.496560028,8.81497283525,16.95925,17.30025,-0.00130761140000001,2.29237784775,1.047384752375,1.122410471775,5.1942
2,0.75,447.31643568,25.2638999319999,21.59358331,1.52352259784999,7.88247768319999,8.295906092,6.2841,5.7632854436,43.996499432,101.3275,93.5251378375,23.403513805,1.344493695,19.41336330975,8.90323052475,16.8475,17.0765,-0.001004059125,2.283156477125,1.0489525615,1.171298697525,5.6633
2,1.25,444.54146215,27.290569426,21.760793411,2.3157418616,7.067985111,9.659484403375,6.6565,-0.91085382237501,43.3934067075,101.33,93.658740277,23.8062286365,0.755281679549999,19.255716124,8.707260934,16.699,16.899,-0.000974634,2.097938612375,0.982333868675,1.10908712175,5.0053
2,1.75,458.9036133625,36.592241837,21.716640003,1.866806504575,6.61394190775,10.46840982975,7.14324999999999,-3.715392907625,43.90120755775,101.3275,94.1732375385,23.314158785,0.73355114295,19.094026047,8.34015881799999,16.75,16.8,-0.00122262715,2.14089188205,0.933221690375001,1.0474157718,4.9393
2,2.25,483.1275555375,28.65821718775,21.744235231,5.90196488725,17.415573239,22.6158688615,7.67274999999999,-1.575795517,42.477329525,101.3275,94.8686611635,23.72734733625,0.979609436199997,19.0565924285,8.0261126345,16.70375,16.80275,-0.0010281986,1.979806997075,0.921680491275,1.152594681125,4.9591
2,2.75,444.1580689,30.416272665,21.7903026065,6.45636158539999,10.450878037625,13.4156009075,6.30819999999997,-0.191879929749992,39.07948674675,101.4,95.00619652225,24.240332618,0.7043140172,18.8680849265,8.03512762025,16.731,16.7755,-0.001139368875,1.9523125722,0.87157301045,1.04916177205,5.0252
2,3.25,460.12000298,34.7354507495,21.3730452875,2.5716884218,6.606278513375,24.651007466,6.20210000000002,-0.1119474845,46.78314848,101.4,94.897790599,24.267869475,1.9962736774,18.7974021365,7.132231008,16.674,16.716,-0.000478878400000001,1.7730978421,0.79257518755,0.985303277575,4.7023
2,3.75,460.502939375,40.3911927525,21.44280269225,3.58771900842498,7.436867691,25.2911745145,7.87425,5.325824410425,55.032115818,101.4,94.48333493675,24.31642325625,0.935494114,18.99323594625,6.74892148275,16.61,16.65325,-0.001222701925,1.765083105,0.870487915325,0.923001359,4.460025
