DOY2,HR2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,USTAR_1_1_1,TS_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,PA_1_1_1,FC_1_1_1,SC_1_1_1,LE_1_1_1,SLE_1_1_1,H_1_1_1,SH_1_1_1,NEE
1,0.25,0,0,0,1,267,308,-48,-0.710287,71.91837,406.272916,3.822323,3.040515,0.3571625,2.623307,-7,-8.080614,-6.961017,98.8210625,0.288825,0.0747475,0.19578,-0.079118,-10.827936,-0.036335,0.6055985
1,0.75,0.025805,0,0,1,266,307,-43,-0.7435,73.199175,406.5052975,3.8862235,2.987513,0.34909,2.572599,-7.5,-8.48214,-7.174398,98.8166825,0.2456195,0.0415395,0.2084245,-0.03432,-10.842198,-0.023644,0.543924
1,1.25,0.043015638,0,0,1,265.056829,307,-41,-0.97,73.87672,407.0338785,3.905215,2.938284,0.345843,2.5387195,-7.919328,-8.728642,-7.652595,98.82449,0.2477655,0.03908,0.251556,-0.148127,-10.243456,-0.00506,0.428427
1,1.75,0.029240041,0,0,1,263.18649,307,-43.014357,-1.13,74.54211,406.881642,3.8733055,3.009203,0.346192,2.516792,-8,-8.978097,-7.851182,98.82492,0.257251,0.039192,0.1676095,-0.21011,-11.11911,0.018355,0.494221
1,2.25,0.022547,0,0,1,263.608313,306,-44,-1.18,75.00044,407.332961,3.895217,2.965369,0.342867,2.488449,-8,-9,-7.917303,98.8307,0.2523225,0.08805,0.127346,-0.174104,-10.49924,0.019963,0.50831
1,2.75,0.003637719,0,0,1,263.2401095,306,-43,-1.24,75.5,406.852788,3.870922,2.9616745,0.344897,2.492929,-8,-9.2539555,-8,98.84005,0.2594535,0.052286,0.1002345,-0.269047,-9.3925655,0.006792,0.4734705
1,3.25,0,0,0,1,264.0740914,305,-42,-1.415,76.05,407.542223,3.850501,3.007343,0.35427,2.4719255,-8.065205,-9.430552,-8,98.81567,0.305157,0.042121,0.215189,-0.126799,-9.314636,-0.031371,0.526834
1,3.75,0,0,0,1,265.9131781,304.6507521,-41,-1.456618,76.687265,407.30046,3.851832,2.8627695,0.344545,2.461955,-8.154092,-9.3794335,-8,98.8,0.29356,0.0734605,0.1219725,-0.049264,-9.076988,-0.0149675,0.467016
1,4.25,0,0,0,1,265.1409328,304.051266,-33.76359104,-1.576,77.219435,407.11591,3.87435,2.931025,0.338601,2.466282,-8.181425,-9.249442,-8,98.8,0.288909,0.067437,0.13056,0.0126745,-8.762458,-0.013197,0.493245
1,4.75,0,0,0,1,264,303.5139317,-36.971205,-1.688101,77.5,406.4133935,4.0046825,2.938446,0.337952,2.431317,-8.260661,-9.387806,-8,98.79849,0.284382,0.0463525,0.3939765,-0.1844,-8.4718985,0.00095,0.488864
