DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,407.278,407.5935,407.485,407.565,408.0195,408.44675,410.0975,413.646,1.2835,0.678549999999999,0.03305,36.5959999999999,8.15049999999998,112.022,-0.548300000000001,8.065,3.48775,1.07975,0.51135,-0.121400000000001,3.1715,284.12525,316.5485,-1.69625,0.10195,0,70.933,2.04,95.382,5.514,1.0645,92.39325,5.14,0.1975,90.741,4.53,16.30275,2.53,1.14,6.6445,6.99424999999999,-0.19445,0.381025
1,0.75,407.638,407.924,407.83125,408.0095,407.892,410.39,411.76825,413.51975,1.388,0.65525,0.029,37.71125,5.189,111.29675,-0.547450000000001,8.81375,2.988,1.04,0.490549999999999,-0.1364,3.29,284.0235,316.7625,-1.689,0,0,70.9235,1.95,95.432,5.306,1.181,92.7355,5.064,0.637875,90.4915,4.4405,16.13225,2.54,1.173,6.54649999999999,7.02549999999999,-0.193525,0.380025
1,1.25,407.26,407.49,407.413,407.53825,407.77,408.39,409.547,411.522,1.32825,0.47595,0.0231,28.6427499999999,6.2355,116.71,-0.547500000000001,9.62625,2.47,0.547124999999996,0.488125,-0.1,3.116,282.559,316.6815,-1.298,0.1,0,70.907,1.76,95.1445,5.3205,1.13075,92.4325,4.922,0.346625,90.5745,4.53975,16.18,2.49225,1.138,6.544,7.052,-0.193525,0.381
1,1.75,407.29925,407.6035,407.67,407.785,408.03675,410.24175,412.06,413.0845,1.3545,0.64015,0.028625,46.7075,1.605,127.4635,-0.547075,8.79625,2.21,1.06624999999999,0.482,-0.0384500000000008,3.129,283.65425,316.74375,-1.56125000000002,0.1,0,70.8965,1.74,94.396,5.374,1.08,92.43975,4.89399999999999,0.552625,90.667,4.492,16.362,2.45,1.046,6.47875,7.00675,-0.194375,0.38
1,2.25,406.84775,407.36875,407.28,407.2325,407.2385,408.45775,409.84,411.302,1.46825,0.7756,0.031875,37.002,3.915,133.263,-0.547175,9.10125,2.82,2.08,0.482,-0.0900000000000009,3.306,285.25075,317.385,-1.6175,0.1,0,70.8875,1.7205,93.74575,5.51175,0.942100000000005,92.224,5.069,0.34275,90.7135,4.5825,16.25625,2.52,0.9916,6.40825,6.92074999999999,-0.19515,0.381
1,2.75,407.1075,407.47625,407.4605,407.4505,407.47575,408.48275,410.3875,411.503,1.40225,0.63515,0.0343,43.534,3.18554999999992,117.84,-0.547225,9.245,3.17199999999999,1.58275,0.482,-0.0922500000000001,3.3515,285.3915,316.704,-1.989,0.100624999999999,0,70.89,1.7005,94.16,5.464,0.840000000000005,92.052,5.1225,0.19775,90.607,4.698,15.986,2.46275,0.9863,6.43775,6.81374999999999,-0.1903,0.381
1,3.25,406.915,407.24675,407.13,407.44,407.39625,408.43125,409.26,410.5655,1.393,0.637375,0.041125,51.7044999999998,3.3485,131.7795,-0.550425,11.30125,2.79925,1.0825,0.481025,-0.11905,3.283,284.07675,317.77375,-1.57775,0.101649999999999,0,70.87,1.84025,93.364,5.394,0.8801,91.898,5.08225,0.340625,90.615,4.61,16.2225,2.475,0.9058,6.47074999999999,6.72149999999999,-0.190225,0.381025
1,3.75,407.04025,407.50675,407.4255,407.453,407.83325,408.88225,410.499,412.967,1.382,0.563375,0.028625,56.6975,6.74999999999993,109.346,-0.558325,11.11375,2.84975,1.56025,0.482,-0.10985,3.318,283.2445,317.8595,-1.88125000000002,0.1,0,70.864,2.00674999999999,93.16275,5.577,1.089,91.936,5.095,0.3125,90.65725,4.65325,16.29375,2.542,0.859,6.2235,6.66724999999999,-0.19015,0.381
1,4.25,406.8015,407.067,406.9775,407.0475,407.197,408.7985,410.5925,412.61575,1.299,0.5607,0.0373000000000001,47.2725,11.26375,124.655,-0.5699,10.9975,3.17,1.02,0.482025,-0.1578,3.173,281.81325,317.82175,-1.863,0.1,0,70.86,1.975,93.06775,5.64,1.154,92.198,5.2725,0.455375,90.8455,4.81975,16.52375,2.57275,0.8034,6.14025,6.61249999999999,-0.19,0.381
1,4.75,407.31575,407.62525,407.681,407.7145,407.7255,410.3545,411.8275,414.451,1.24175,0.534999999999999,0.03525,36.0197499999999,9.19,124.866,-0.57485,9.11,3.52375,1.03025,0.478025,-0.12685,3.1515,281.78025,316.425,-2.17575000000001,0.1,0,70.86,1.93075,94.1142499999999,5.68425,0.965125,91.93675,5.24,0.564375,91.125,4.8825,16.3405,2.56,0.724100000000001,6.05699999999999,6.56299999999999,-0.19015,0.381
1,5.25,406.65775,406.8765,406.88,406.8875,407.43525,408.40975,410.875,412.388,1.21725,0.705125000000001,0.0312,43.968,9.00749999999996,132.7225,-0.5779,7.5075,3,0.546149999999996,0.433149999999999,-0.1305,3.2005,280.39325,316.53025,-1.9,0.1,0,70.85,1.99599999999999,95.415,5.548,0.974899999999995,91.729,5.201,0.775875,91.52875,4.80325,16.645,2.56,0.690500000000001,5.99949999999999,6.51349999999999,-0.19015,0.382
1,5.75,407.316,407.702,407.62175,407.62125,407.736,409.636,410.8255,413.30825,1.2935,0.760999999999999,0.031,68.404,5.518,130.71775,-0.579425,9.20875,2.7,0.547124999999996,0.478025,-0.1349,3.43,280.8995,316.445,-1.58350000000001,0.057099999999999,0,70.86,1.9925,94.767,5.5745,0.73325,91.8625,5.0725,0.619875,91.0595,4.6245,16.94125,2.59325,0.6327,5.94674999999999,6.40099999999999,-0.19015,0.380025
1,6.25,406.96,407.38,407.29975,407.34225,407.54,408.45,410.87,413.0065,1.2715,0.6647,0.0261499999999999,55.306,7.613,129.364,-0.58775,9.87799999999999,2.26,1.573,0.47905,-0.0748500000000005,3.406,282.12675,315.57375,-2.02,0.0249249999999982,0,70.86425,1.76325,94.324,5.51975,0.722199999999993,91.915,5.04275,0.48825,90.99475,4.56,16.4485,2.6,0.566400000000001,5.93374999999999,6.19975,-0.19015,0.381
1,6.75,407.6695,408.46025,408.67,409.135,409.59025,411.61925,411.88,413.948,1.42125,0.7001,0.038175,57.23,9.707,113.7115,-0.590225,9.53799999999999,2.51,1.02025,0.476125,-0.0979000000000003,3.2415,282.58325,315.52475,-1.552,0.304375,0,70.8945,1.6545,93.167,5.577,0.736299999999998,91.215,5.012,0.333699999999998,91.491,4.73775,16.808,2.58,0.518600000000002,6.04,6.02525,-0.19,0.38
1,7.25,407.49,407.7,407.726,407.78225,408.63,410.64,412.484,413.998,1.327,0.608975,0.04415,62.3010000000001,9.76999999999993,126.11,-0.59495,11.41,2.68975,1.0205,0.441949999999999,19.0185,11.7225,283.52425,316.345,-0.49,18.01,3.24,70.93,1.57699999999998,92.00275,5.53425,0.691399999999991,90.8045,4.965,0.608349999999999,90.6975,4.7075,16.75175,2.577,0.505400000000002,6.15124999999999,5.97,-0.19,0.379025
1,7.75,408.313,408.725,408.9705,409.183,410.075,411.0955,412.365,413.676,1.2855,0.377975,0.037,71.565,21.5025,136.5625,-0.59895,19.6775,3.0925,1.04075,0.44225,117.2115,39.806,284.1855,317.845,54.5375,132.28,23.606,70.9085,1.9805,91.7065,5.667,1.2705,90.9879999999999,5.107,0.556399999999998,90.762,4.73799999999999,16.4245,2.487,0.500500000000001,6.07675,5.9425,-0.18815,0.38
1,8.25,407.456,407.66825,407.573,407.582,407.8375,409.346,410.9315,412.618,1.2885,0.4465,0.0191,126.4,66.3415,147.614,-0.602325,24.7259999999999,3.7925,1.06599999999999,0.479,213.097,57.5995,283.62675,319.8615,151.64875,303.70525,50.44,70.92,2.5515,91.665,5.745,1.71599999999999,90.94925,5.4,1.0735,91.194,4.78475,16.088,2.4875,0.498100000000001,6.06625,5.96699999999999,-0.189075,0.381
1,8.75,407.652,407.83475,407.831,407.95125,408.4895,409.53875,411.589,413.514,1.43,0.420925,0.01,180.0075,123.50125,155.442,-0.603325,25.6755,4.55075,1.56,0.481025,297.6115,70.2269999999999,286.15575,322.8845,240.41,463.5865,65.912,70.9545,2.69724999999998,92.164,6.0495,2.401,91.7805,5.4825,1.54874999999997,91.1665,4.96,15.91575,2.5105,0.585600000000001,6.17875,6.08749999999999,-0.18815,0.38
1,9.25,407.38,407.55,407.4965,407.5485,407.6,408.572,410.6,413.289,1.3965,0.40525,0.008,222.393,179.575,147.63125,-0.60575,21.87375,3.772,1.02025,0.479075,393.4305,78.3975,287.64475,328.498,314.085,625.17,92.4240000000001,70.9845,3.45849999999999,92.536,6.388,3.598,91.34075,6.0525,2.347,91.53725,5.25424999999999,15.9445,2.46,0.728000000000002,6.25825,6.23124999999999,-0.1863,0.382
1,9.75,407.1585,407.3225,407.25725,407.56925,407.70475,408.01075,410.4375,413.03,1.38,0.31445,-0.000825000000000046,277.5585,230.2595,164.4955,-0.61385,17.97875,3.32325,1.0205,0.482,481.8735,87.7655,286.1835,330.476,369.025,771.88,100.638249999999,71.0085,3.83199999999999,92.67,6.546,4.00500000000001,92.3905,6.44,2.94375,91.6,5.6175,15.53,2.45325,0.892600000000002,6.48675,6.41074999999999,-0.187225,0.381
1,10.25,406.8525,407.025,407.02125,407.06875,407.09125,407.95875,408.99975,411.846,1.4045,0.497774999999999,-0.0067750000000002,326.0045,266.272,165.5945,-0.622825000000001,14.7405,3.59599999999999,0.547124999999996,0.482,534.5415,87.8919999999999,284.79375,333.59075,417.56,904.81,98.3634999999999,71.01,3.98300000000001,92.71,6.88,4.18200000000002,91.579,7.06,3.48424999999999,90.15625,5.91375,15.29975,2.40325,1.082,6.70524999999999,6.655,-0.1863,0.38
1,10.75,407.225,407.405,407.315,407.375,407.425,408.59,409.183,411.925,1.3775,0.630799999999996,-0.00192500000000007,358.0425,296.495,176.945,-0.627100000000001,14.3335,3.31674999999999,1.02025,0.399849999999999,594.57875,90.8825,284.966,335.182,448.175,1014.418,99.9624999999999,71.01,4.47,92.534,7.011,4.97,89.8835,7.3575,3.804,90.00675,6.399,15.516,2.44,1.305,7.01749999999999,6.7315,-0.185375,0.38
1,11.25,406.89875,407.063,407.02125,407.0315,407.12225,407.449,408.504,410.856,1.4845,0.600399999999999,-0.0199000000000001,386.125,329.69075,183.06,-0.62165,12.4595,2.862,1.02025,0.479,632.48625,91.45625,285.814,336.808,481.3205,1087.609,109.0835,70.973,4.69,92.652,7.19699999999999,5.19,89.002,7.5265,4.372,89.49,6.82599999999999,16.055,2.452,1.58,7.27725,6.841,-0.1843,0.38
1,11.75,407.10175,407.296,407.284,407.29725,407.48025,407.98075,409.18,410.8975,1.60375,0.53,-0.0368500000000001,393.8425,333.168,194.333,-0.6157,13.2225,3.28225,1.02025,0.476075,648.9475,90.21375,287.062,338.054,481.545,1124.97875,100.414,70.95325,4.75825,92.239,7.14625,5.505,88.9515,7.6545,4.76575,89.4015,6.72025,15.7235,2.45175,1.621,7.593,7.013,-0.18525,0.38
