DOY2,HR2,FC_1_1_1,LE_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_2,LE_1_1_2,CO2_1_1_2,H2O_1_1_2,H,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.07086,-0.0219096295,392.1978,5.5152003,-0.00183,-0.059594224,415.06459,3.6649424,-7.8746394,0.10072124,0.42249000000004,57.47641,84.082595,2.6016211,1.6932851,-69.5455765,0.07978052,0,225.34928,1.8459303,296.0929
1,0.75,0.08507,-0.043584465,392.17252,5.4823338,-0.0085722,-0.21366772,415.0526,3.6167049,-6.22129795,0.10436649,0.21723000000003,58.38069,84.07915,2.4394834,1.632534,-67.9127475,0.0790879715,0,225.37913,1.9558277,294.20261
1,1.25,0.15759,-0.013972131,392.3402,5.5177438,-0.010075,-0.110911655,415.26845,3.6908277,-6.5353023,0.097549097,-0.145534999999965,60.08378,84.07274,2.330405,1.5623273,-68.124933,0.0775939005,0,224.81323,1.8783655,293.1887
1,1.75,0.169355,-0.043599687,392.19341,5.5300202,-0.0132065,-0.18215343,415.363,3.7101782,-6.6140763,0.09665598,-0.47323,59.763945,84.07563,2.2101663,1.5154981,-67.230956,0.0780019535,0,224.07771,1.9237737,292.23673
1,2.25,0.19338,-0.07857055,392.61355,5.4785736,-0.006768,-0.23753468,415.62022,3.7157363,-5.6918095,0.0964768945,-0.69448999999997,60.41661,84.08771,2.1504145,1.5145101,-66.373874,0.0775150125,0,223.458165,1.9376227,290.915725
1,2.75,0.21822,-0.086670811,392.5247,5.4914643,0.0055649,-0.15924096,415.56771,3.6979399,-5.1225027,0.0969656115,-0.96049999999997,62.27171,84.095255,2.0553589,1.51254525,-66.157837,0.076094853,0,224.195505,1.899975,289.973505
1,3.25,0.2319,-0.0671431705,392.850195,5.4637847,-0.0011844,-0.11009276,415.7426,3.7004607,-4.8462313,0.097353979,-1.30558,63.50998,84.09748,1.9631446,1.44452675,-66.5363905,0.0750543975,0,223.07598,1.93882,288.832
1,3.75,0.271135,-0.069804813,393.30576,5.4472941,-0.00567095,-0.17044472,415.3759,3.6677235,-4.6004018,0.08882186,-1.75108,65.419705,84.09241,1.8249663,1.49005975,-66.269644,0.0729824905,0,222.066585,1.878233,287.43352
1,4.25,0.27484,-0.076954825,393.40736,5.4441244,-0.004689,-0.0538027915,415.67408,3.5991149,-3.61448425,0.091043709,-2.0541,66.608915,84.08471,1.7161193,1.493446,-65.2060185,0.0724989085,0,221.726845,1.882311,286.354835
1,4.75,0.29487,-0.064128174,394.22918,5.4315962,-0.0036593,-0.202274865,415.81528,3.6551429,-4.2440986,0.085462824,-2.22,67.37559,84.07719,1.6300621,1.52535635,-64.4071,0.07222136,0,221.523985,1.9310725,284.964865
1,5.25,0.29744,-0.0597547755,394.23742,5.3794415,-0.00850175,-0.14066446,415.913915,3.6812715,-3.8044329,0.086022045,-2.38691,68.24488,84.08273,1.5994619,1.4597867,-64.192572,0.070453727,0,220.847935,1.960433,284.965495
1,5.75,0.30241,-0.047124424,394.16765,5.3632142,-0.0254495,-0.2112465,415.91508,3.6514266,-3.0834189,0.088177602,-2.62102,69.6073,84.09356,1.5839948,1.458853,-64.492691,0.070555491,0,221.0199,1.92143855,284.62511
1,6.25,0.30388,-0.062862606,394.51102,5.315302,-0.017103,-0.092265811,415.93589,3.5850452,-3.6226278,0.087851032,-2.8193,70.17561,84.115955,1.4765168,1.42327155,-63.528733,0.071057265,0,220.21028,1.8536276,283.408235
1,6.75,0.31658,-0.04281962,394.81895,5.3595408,-0.0024146,-0.024994269,416.129905,3.514561,-3.7563,0.0844915595,-2.98783,70.35737,84.14349,1.4125956,1.43379825,-62.691738,0.28319257,0,221.39728,1.92556225,283.26742
1,7.25,0.31958,0.019957984,394.87745,5.3859389,-0.01007785,-0.057654584,415.71254,3.5845555,-3.2836837,0.0838878645,-3.20721,70.30425,84.16846,1.38714175,1.41849325,-47.9704495,15.291681,3.856517,219.82227,3.4863527,282.77045
1,7.75,0.25033,1.7574611,395.134455,5.3851481,-0.045918,0.59325039,415.981395,3.5011037,-2.5314789,0.089383293,-3.08555,65.77434,84.1778,1.604897,1.209156,-23.303381,97.399927,65.8599575,218.2864,20.645015,288.60861
1,8.25,0.269885,4.64154685,394.73456,5.47120455,-0.081688,2.3718203,416.48576,3.6756774,11.348387,0.136908165,-1.92559,59.493505,84.165355,2.08027815,1.182474,32.87056,260.58144,152.72708,218.315595,35.52402,300.01309
1,8.75,0.0690075,8.6520953,395.20804,5.4809439,-0.078952,4.7035601,416.84616,3.6652471,35.4418155,0.181416875,-0.72642999999999,54.44681,84.19063,2.59934575,1.5140726,99.89956,457.77126,248.686785,219.405515,49.0672025,312.25427
1,9.25,0.023565,10.322862,395.64939,5.5062396,-0.0556735,7.766832,417.433325,3.7070189,62.31519,0.21413843,0.45944000000003,50.27974,84.20985,3.1175458,1.7293122,164.63587,627.319085,341.2695,221.18731,62.4811665,323.7839
1,9.75,-0.029474,12.7908155,395.26238,5.558321,0.00481725,9.593647,417.86185,3.7616066,83.470974,0.23045279,1.31307,45.82,84.204785,3.64434365,1.9603081,222.26237,774.448675,423.50493,223.67201,76.2225425,335.36796
1,10.25,0.00137515,15.301764,394.98392,5.526205,0.0204155,11.6302155,417.952705,3.780387,104.39592,0.25060654,2.32091,42.09549,84.21337,4.00476325,2.18267955,268.500675,904.45224,494.8773,225.62718,89.12241,347.62652
1,10.75,0.0021137,16.618835,394.8336,5.4862896,0.058508,13.92264,417.714925,3.7630616,121.695945,0.27630156,3.192345,39.24551,84.20068,4.4900923,2.3509442,304.46242,1008.0231,551.9443,228.97589,101.6548,359.40805
1,11.25,-0.004996,18.347052,394.41767,5.5122019,0.068911,15.130773,417.314605,3.7490913,137.05048,0.289036205,4.05269,36.40882,84.1672,5.075137,2.4518987,328.44133,1080.17195,593.40228,231.720385,110.230585,369.933165
1,11.75,-0.0814175,18.671984,393.88346,5.4209761,0.10949,15.524947,416.580045,3.75215315,149.41382,0.29259626,4.78821,33.58012,84.11181,5.5716927,2.4660862,339.243085,1128.1497,617.863215,234.531425,115.861535,380.28893
1,12.25,-0.10001,18.663601,393.37221,5.3597999,0.1108,15.2723765,415.324585,3.6609764,154.28774,0.30494928,5.50858,31.701745,84.07472,6.065557,2.40945475,341.81669,1142.32285,626.0941,236.57671,118.79903,388.42323
1,12.75,-0.0892235,18.1735395,393.103795,5.3118255,0.08225,15.364491,415.10348,3.5524052,155.078875,0.30238856,6.13136,30.38717,84.02335,6.44442285,2.44749475,332.17143,1132.54515,617.53375,238.58174,118.46438,392.7212
1,13.25,-0.0623635,17.872272,392.66147,5.2608388,0.130235,14.073235,415.17875,3.5590392,151.89173,0.3093836,6.748025,28.546485,83.98259,6.9027875,2.5477775,310.81104,1093.3921,591.6518,239.77858,113.90532,394.37299
1,13.75,-0.0795825,16.0999815,392.17223,5.19756615,0.10373,13.298389,414.67568,3.6681577,143.335385,0.30594055,7.26269,27.39479,83.934375,7.2112139,2.51402195,280.35357,1018.34005,552.05055,241.05498,106.3009,394.04438
1,14.25,-0.064276,14.88472,392.29503,5.07335645,0.1001,13.44878,415.10694,3.5558581,130.54395,0.31192147,7.66207,26.325415,83.916425,7.58049385,2.58869895,238.48075,920.873425,494.2474,241.48309,95.824525,391.8467
1,14.75,-0.0669685,13.2640635,392.0751,5.0214324,0.071744,10.288636,414.65223,3.598318,111.675545,0.3137112,8.03103,25.74144,83.89407,7.8290285,2.58941565,188.18628,782.52089,421.11575,242.42843,82.491855,386.6166
1,15.25,-0.066644,10.822781,391.94818,5.088706,0.039594,8.74273855,414.54446,3.5492405,87.883876,0.31155626,8.309215,25.578245,83.889885,7.9592768,2.6445479,131.421605,642.598765,340.03387,241.6234,68.59462,378.68736
1,15.75,-0.043582,8.28499955,391.85422,5.1228815,0.030764,5.6318534,414.64203,3.5632741,58.77238,0.302545135,8.543365,25.03161,83.89339,7.9070033,2.7469395,66.5581105,476.26028,249.080295,241.36418,54.75825,369.377915
1,16.25,-0.0265155,5.566276,391.727035,5.0767902,0.07236,3.5972627,414.695695,3.5536332,28.385933,0.28663823,8.55541,25.7148,83.90452,7.7600126,2.6184044,5.466228,290.72567,155.5929,240.50391,39.825353,358.51192
1,16.75,-0.011432,3.58096805,391.58291,5.15858625,0.0619245,2.1110996,414.65937,3.5592789,1.11012255,0.23239252,7.97126,27.658555,83.90216,7.24245185,2.27207715,-52.3719835,116.28269,60.552385,239.28629,22.1303005,346.99115
1,17.25,-0.0011796,1.1477178,391.88147,5.1887579,0.017861,0.39085892,415.27004,3.6142806,-6.9041304,0.15619937,6.848815,30.88719,83.91273,6.3950813,1.85471205,-83.249127,22.746387,4.135105,239.689195,3.6130015,333.407185
1,17.75,-0.0012694,0.060005572,391.839955,5.2355069,0.014633,-0.044270927,414.974525,3.6320603,-9.8191418,0.12036501,5.676015,34.72366,83.932675,5.6821838,2.00612055,-85.825156,0.55736271,0,238.994725,1.5856065,323.832775
1,18.25,-0.0069113,0.024950286,391.39288,5.26550355,0.014161,-0.030860242,415.13887,3.5775916,-10.644378,0.122975575,4.903945,37.12599,83.952845,5.2314982,1.9963212,-83.0946955,0.089252193,0,237.459155,1.813889,318.3029
1,18.75,-0.0018437,0.0351069815,391.26648,5.2939066,0.0067606,-0.051150233,415.394655,3.51574615,-11.856272,0.1248226,4.38144,39.39049,83.980545,4.9330862,2.04703375,-80.729991,0.085911981,0,236.155695,1.9007345,314.672665
1,19.25,-0.0044318,0.0168594955,391.28035,5.352909,0.0010278,-0.10727825,415.34982,3.5105752,-12.176601,0.11616708,3.875335,40.577385,83.99741,4.5599542,2.0653677,-78.8581435,0.085559346,0,235.69333,1.8544954,312.33423
1,19.75,-0.011447,0.0399871145,391.3741,5.3609633,-0.015263,-0.17585841,414.95161,3.5274261,-11.5892415,0.11089274,3.69467,42.66887,83.99917,4.3653027,2.0700739,-77.846289,0.087076017,0,233.91991,1.857077,310.19125
1,20.25,-0.0063194,0.0053938724,391.398,5.38460515,-0.013685,-0.143580245,415.17275,3.5902685,-12.197451,0.11993439,3.02446,43.81085,84.011785,4.0240881,2.02700065,-76.4690825,0.086038082,0,233.09019,1.81498,308.4681
1,20.75,-0.0118395,0.035894796,391.523915,5.3772178,-0.0022008,-0.21883654,415.29387,3.580534,-12.531573,0.12235325,2.83063,45.26194,84.023155,3.91187425,2.01812465,-74.8381895,0.086549041,0,232.29348,1.824585,306.946705
1,21.25,-0.0022987,-0.0020950623,391.44479,5.4342928,-0.01398,-0.079562649,415.45249,3.6612269,-12.284003,0.11451294,2.39305,47.129615,84.04591,3.7241511,1.9412301,-74.306783,0.08502477,0,231.33872,1.850487,304.62848
1,21.75,0.00838905,0.0089392946,391.500295,5.48191725,0.00793435,-0.096837683,415.448035,3.59745275,-9.9171435,0.111376785,2.05236,48.87578,84.05046,3.5728686,1.8362548,-73.114331,0.0840293,0,230.65195,1.84095535,303.037635
1,22.25,0.0099405,-0.0236154025,391.701195,5.4502549,0.01132,-0.11171666,415.67029,3.6731994,-8.4333236,0.10775517,1.84378,50.317365,84.06331,3.4140765,1.7267116,-71.805375,0.083184424,0,229.74103,1.909015,301.31279
1,22.75,0.011982,-0.057679038,391.93462,5.4681962,-0.0078236,-0.158894905,415.55708,3.6488844,-9.01250085,0.10321737,1.4131,52.3055,84.06895,3.1605987,1.7520222,-71.39922,0.0832610415,0,229.234925,1.8759375,299.65827
1,23.25,0.060981,-0.0395898095,392.07013,5.4360545,-0.010705,-0.14419687,415.294475,3.5830626,-8.0417195,0.10772788,1.028775,53.58009,84.08098,2.9892107,1.67394805,-70.607336,0.0811847365,0,228.145975,1.8933222,298.521115
1,23.75,0.035395,-0.0098142465,392.12432,5.5041708,-0.003629,-0.090141715,415.14956,3.6174021,-7.8512726,0.102644895,0.77791000000002,55.102335,84.07971,2.85037295,1.6408019,-69.610699,0.081706881,0,226.86725,1.9189416,297.28114
2,0.25,-0.0053046,-0.0734862845,391.72824,5.3290129,-0.0051156,-0.099342324,416.31225,3.0715412,-11.7606955,0.12774768,3.69643,45.76401,83.742465,4.07997795,1.87272725,-75.02321,0.08673619,0,237.86327,1.905776,311.01336
2,0.75,-0.00541475,-0.11051604,391.68528,5.3664517,-0.00742625,-0.092279415,416.47592,3.0826376,-12.432083,0.12379534,3.33149,46.67848,83.74587,3.93589665,1.84615145,-73.715011,0.085368882,0,237.92522,1.86843,310.08441
2,1.25,0.00289,-0.019178542,391.76512,5.3591741,-0.014451,-0.16020588,416.45367,3.0692581,-10.265881,0.12029172,3.15386,47.77178,83.744195,3.70598405,1.81633935,-73.071776,0.086707489,0,236.63528,1.87382215,308.43466
2,1.75,-0.0018966,-0.055078246,392.03049,5.3667919,-0.00014235,-0.1520175,416.52601,3.1556551,-10.9125145,0.12404948,2.92799,49.84525,83.743025,3.53417535,1.81142635,-72.163879,0.084311827,0,235.48156,1.9047428,307.48484
2,2.25,0.0099635,0.0147220405,391.9209,5.4194918,-0.0077219,-0.059108398,416.43696,3.0861173,-8.6192496,0.11663,2.57834,49.55195,83.736185,3.4319483,1.7478723,-71.723699,0.082031625,0,235.34278,1.8937519,305.83019
2,2.75,0.012605,-0.047064555,391.816155,5.4234588,1.326e-05,-0.086549662,416.320355,3.0724734,-8.2647601,0.11896258,2.24335,51.52021,83.7319,3.3112223,1.69356565,-71.311128,0.082036164,0,233.27939,1.95733845,304.76257
2,3.25,0.0134965,-0.053712251,392.08486,5.4469484,-0.013927,-0.10577803,416.329135,3.1335716,-9.08607505,0.11035655,1.98846,53.43492,83.72251,3.1817006,1.6998699,-70.9805445,0.08370912,0,233.21405,1.9508535,303.59005
2,3.75,0.0253295,-0.02818137,392.203805,5.4229229,-0.0053846,-0.10929856,416.66342,3.0860172,-7.3797336,0.10637001,1.533235,54.71159,83.73358,2.9834991,1.7032883,-69.943475,0.081439747,0,232.08525,1.9020639,301.66604
2,4.25,0.018916,-0.076222155,392.226195,5.4384999,0.0061335,-0.072374082,416.62689,3.13811385,-6.9175127,0.10030194,1.2741,55.54281,83.74404,2.90079945,1.7132183,-69.020828,0.080169025,0,232.52571,1.8941906,300.81819
2,4.75,0.037606,-0.0815107355,392.11088,5.4205453,0.015614,-0.13586448,416.47662,3.0812,-7.4298525,0.10253232,1.00086,56.96628,83.75857,2.7445818,1.69306,-67.837284,0.080253709,0,230.18391,1.9215772,299.13822
2,5.25,0.058982,-0.042569042,392.23577,5.4653059,-0.000868126,-0.0169422205,416.545395,3.214323,-5.7485028,0.095455982,0.72445000000002,57.409035,83.76418,2.62912785,1.6478321,-67.669153,0.077196389,0,229.74437,1.905228,298.35645
2,5.75,0.078729,-0.081030165,392.120905,5.4671605,-0.0025188,-0.084291667,416.658975,3.2045822,-5.9392237,0.10031313,0.29553000000004,57.65297,83.7794,2.60375175,1.64461,-67.561623,0.076697291,0,228.14071,1.8002645,296.81905
2,6.25,0.11049,-0.050599742,392.3248,5.4155904,-0.0128435,-0.044322337,416.62023,3.1528036,-5.54926165,0.095211,0.034100000000024,58.11547,83.80583,2.5508567,1.6540142,-66.7105745,0.11245061,0,227.53668,1.86702445,295.61916
2,6.75,0.1042,0.056242289,392.49154,5.38799045,-0.0328,-0.0989022325,416.70189,3.1328729,-4.7720928,0.0957482195,-0.11709999999999,58.01701,83.81622,2.52138115,1.6378521,-64.5121945,5.0749852,0.2753287,227.92689,2.262379,295.60104
2,7.25,0.072652,1.4564615,392.53262,5.4242687,-0.027853,0.32892742,416.72479,3.1143999,-3.1068253,0.10346503,-0.29708999999997,56.28749,83.844,2.5679152,1.47491325,-38.9592805,58.395821,45.41865,226.51375,13.30393,298.14563
2,7.75,-0.0751525,4.07944805,393.05445,5.4141381,-0.0747675,0.93000641,416.89013,3.1539304,4.90633095,0.13797623,0.53374500000001,52.09849,83.8618,3.0301759,1.3066039,14.53769,206.25706,124.76375,226.35889,30.807594,308.94626
2,8.25,-0.1499,7.9416505,393.07583,5.5038647,-0.04938,3.18720505,417.823235,3.2197715,31.369808,0.182486325,1.797165,46.50122,83.87238,3.6443006,1.5099546,84.006273,401.3171,228.25064,228.58566,46.373086,321.50435
