DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,1.1650587205,2.31270351075,1.757046975,0,-12.19025,-0.399731,82.98825,0.138762,100.0635,0.791221,-0.40769,0.0266883,-0.344145,1.344325,-3.663925,-4.553765,-4.81299,-4.5626925,-4.33036625,-4.6537325,257.8375,273.33,0.560535,466.8071
1,0.75,1.127944105,1.7685,1.535337453,0,-11.415925,-0.4192205,82.1961,0.1451145,100.086,0.8223325,-0.495613,0.02927855,-0.33103,1.384225,-3.65237,-4.61793,-4.999625,-4.9169925,-4.4703175,-4.8513975,258.92,274.7525,0.7563375,467.022875
1,1.25,1.179447083,1.05840754775,1.0372252295,0,-11.718225,-0.411927,82.654325,0.15592,100.06325,0.80858275,-1.03554,0.029147625,-0.341624,1.2631175,-4.0735175,-4.8772125,-5.0754625,-4.6547425,-5.00079375,-4.87685875,259.565,271.7875,0.694265,466.2571
1,1.75,1.1088725,2.07565,0.982492882,0,-11.71775,-0.41520125,82.76905,0.146237396,100.05725,0.83823,-0.5334395,0.02677785,-0.3205725,1.2610675,-4.170805,-4.876935,-5.09319,-4.650375,-5.08151,-4.90644625,263.065,272.53,0.60158,463.5077
1,2.25,1.342193198,1.435134131,0.31626174675,0,-11.6234,-0.4162755,83.01145,0.141965,100.064,0.83738425,0.150256,0.02814785,-0.33034775,1.094615,-4.270675,-4.9388475,-5.0971675,-4.602335,-5.14605125,-4.9127375,264.085,272.955,0.5354725,464.895
1,2.75,0.9085496165,1.566,0.937211522,0,-11.56925,-0.4226965,83.176525,0.139430553,100.05725,0.83810875,-0.89756575,0.02813775,-0.33456175,1.288475,-4.2846275,-4.907775,-5.106105,-4.624695,-5.1814625,-4.993705,260.28,271.0525,0.50799,464.20625
1,3.25,1.03397,1.6341609075,1.50673934575,0,-11.68515,-0.4130225,82.7185,0.1688195,100.0455,0.829955,-0.247124,0.028259325,-0.3442485,1.320605,-4.28453,-4.935785,-5.139745,-4.6234425,-5.18594375,-4.96775125,261.37,271.845,0.476255,462.46245
1,3.75,1.2044849955,1.302522092,0.56990673325,0,-11.76775,-0.42678625,82.5488,0.15158,100.05225,0.803499,-0.36483775,0.023939075,-0.3572435,1.2896675,-4.2655575,-5.060255,-5.1419375,-4.6450125,-5.185675,-4.96140375,261.19,273.63,0.51517,461.68345
1,4.25,1.09332,1.6902789905,1.4197768765,0,-11.69465,-0.4309575,82.697775,0.141585,100.093,0.817379,0.418709,0.0259665,-0.3486415,1.3876,-4.2394025,-5.01021,-5.13336,-4.7207025,-5.16769125,-4.9617,260.725,274.5,0.54768,459.9702
1,4.75,0.85538325,2.2296375,0.81250390175,0,-11.813525,-0.439947,82.554125,0.13796509,100.02875,0.8338765,0.80757225,0.024916325,-0.340405,1.3632,-4.2209925,-5.018985,-5.1274375,-4.7705275,-5.18951875,-4.97440625,262.65,273.45,0.53,460.502125
1,5.25,1.061713033,1.8479556845,0.24954960075,0,-12.05575,-0.439345,82.852225,0.1492356735,100.094,0.84721225,1.21232,0.0248925,-0.36100275,1.43984,-4.20466,-5.0079975,-5.1619575,-4.7851275,-5.188205,-4.8978525,262.4875,273.505,0.5596,452.237
1,5.75,1.07255168225,2.0398376115,1.144056918,0,-12.455375,-0.43685225,82.91575,0.137149533,100.0975,0.85937825,1.72382,0.0260794,-0.35257725,1.3099,-4.1938225,-4.9987975,-5.187155,-4.79912,-5.1798275,-4.9164325,257.56,271.6525,0.65652,453.146325
1,6.25,1.125150493,2.1365,0.5250501195,0,-11.878225,-0.42506,82.6257,0.143834,100.0895,0.8353245,1.51374,0.02593215,-0.3526865,1.48268,-4.21874,-4.9722925,-5.16156,-4.8072475,-5.18578625,-4.843665,257.84,272.875,0.5471675,455.849725
1,6.75,1.2575283615,2.15024,0.943094429,0,-12.4208,-0.4517075,82.0709,0.15293,100.10125,0.73031,1.0891315,0.0245734,-0.364752,1.47592,-4.2231125,-4.98457,-5.133585,-4.8269475,-5.12581125,-4.77360625,258.13,275.39,0.5037,456.2843
1,7.25,1.032006775,1.933702395,1.646953314,0,-12.365875,-0.44923575,82.50795,0.13970825,100.09225,0.7484555,0.599786,0.0260789,-0.35845,1.44875,-4.2083025,-4.99695,-5.14392,-4.8446425,-5.16045625,-4.85049875,256.86,273.89,0.49214,455.011525
1,7.75,1.18747477925,2.113053745,1.13457512725,0,-12.67505,-0.4432575,82.2317,0.14615625,100.09,0.72859425,0.782285,0.02375255,-0.370745,1.4342,-4.22845,-5.036375,-5.1543775,-4.834185,-5.18093875,-4.79606875,256.57,273.68,0.501265,460.088
1,8.25,0.853545,1.93443673,1.041362,0,-12.65345,-0.44491975,82.47615,0.13769,100.1025,0.80350325,0.421866,0.0347986,-0.36098675,1.62795,-4.22387,-5.048575,-5.1729875,-4.826965,-5.1323775,-4.812445,259.34,271.58,0.54329,461.127
1,8.75,0.964433365,1.4715091935,0.72554697625,0,-12.5825,-0.46229,82.6895,0.1497375,100.107,0.8955875,0.418251,0.1005735,-0.38316575,1.66338,-4.209595,-5.028695,-5.173365,-4.828025,-5.12395625,-4.81080875,257.04,269.08,0.5264025,464.3495
1,9.25,1.244346472,2.022581759,0.0997285,0.283969,-12.55175,-0.47265,83.09995,0.150057876,100.12875,1.51945,0.24931,1.16934,-0.39519125,1.67965,-4.2685875,-5.05191,-5.2112525,-4.8338525,-5.1352975,-4.84937625,257.545,271.1875,0.56816,461.176
1,9.75,1.013637633,2.690875,1.598911242,2.30654,-12.719625,-0.48571925,83.331175,0.1444415,100.14875,3.62916,0.480937,6.06696,-0.408419,1.5728,-4.334055,-5.043015,-5.19927,-4.8330325,-5.17691125,-4.8627425,256.0825,270.8525,0.5468125,462.725925
1,10.25,1.0642404975,2.130647732,0.62992725,8.5603,-12.22,-0.4717265,82.408675,0.14577,100.1785,9.5695425,0.99718,17.9867,-0.40802375,1.70794,-4.3450375,-5.0088725,-5.2070825,-4.8397825,-5.20711375,-4.88315625,259.04,273.3825,0.578705,460.6651
1,10.75,1.133565,1.5394425,1.37391802,20.3772,-12.36075,-0.45713575,82.5898,0.154401,100.19925,20.556775,2.63232,35.86585,-0.407318,1.8160325,-4.3544975,-5.0278875,-5.2205725,-4.8788375,-5.25012,-4.82414875,258.7,272.0475,0.57865,458.656
1,11.25,1.09398002675,2.82975276775,0.8747560685,41.34945,-12.1718,-0.45907525,81.5154,0.157403,100.1945,37.023025,5.15042,55.34535,-0.392957,1.8045175,-4.3540975,-5.02254,-5.2263225,-4.9070875,-5.283605,-4.81749375,260.21,275.2325,0.58836,458.296425
1,11.75,0.97782858,2.8526364365,1.21466724875,60.2125,-11.913,-0.45899925,82.180675,0.1514021995,100.234,47.34015,8.87949,75.2782,-0.38519875,1.7556575,-4.3653125,-5.0104625,-5.1609975,-4.9211725,-5.302755,-4.81976625,263.6575,274.4325,0.57089,454.1809
1,12.25,0.9042003655,3.45055,0.738906813,65.8885,-11.2845,-0.44472075,81.30455,0.1454714685,100.2595,55.298575,8.4383,83.93325,-0.376126,1.75155,-4.3747225,-5.0069225,-5.21024,-4.9371575,-5.316935,-4.81522125,261.9675,275.715,0.8388775,450.29
1,12.75,0.91045634925,2.011736441,0.93772,73.8129,-10.909525,-0.4544325,80.87145,0.146385255,100.2585,58.029,10.059,89.294925,-0.3880635,1.864475,-4.364495,-5.01101,-5.16204,-4.7881325,-5.3129625,-4.81486375,264.06,280.3725,0.8401325,450.178575
1,13.25,0.81774874525,2.603839639,1.23373282675,73.94215,-10.274,-0.4622935,80.9886,0.15122,100.27025,55.750575,8.8045875,88.7412,-0.39792575,1.826395,-4.33334,-5.00821,-5.1581225,-4.80485,-5.31272875,-4.7901675,262.385,281.0125,0.96805,447.6521
1,13.75,0.86952446125,1.66959074225,1.12021,64.8578,-10.069225,-0.4615985,81.0698,0.136580258,100.2775,51.0238,7.896505,78.001725,-0.3921185,1.8554475,-4.36546,-5.0059375,-5.127085,-4.82159,-5.30509125,-4.8252225,262.62,282.2775,0.9557375,445.718
1,14.25,0.8958620165,1.6782611945,1.202115,43.62005,-9.749825,-0.451936,81.6687,0.15182118075,100.292,36.54765,4.6265525,59.0294,-0.38314,1.8768175,-4.35835,-5.010675,-5.08957,-4.84295,-5.29815,-4.830505,262.75,280.9925,0.9213825,440
1,14.75,0.91829363625,1.79219,0.75025553525,29.1075,-9.6781575,-0.4330615,82.3591,0.13750875,100.3015,25.98205,3.2463275,38.00405,-0.34683425,1.70293,-4.3591775,-5.0222525,-5.130965,-4.8335775,-5.294725,-4.87173375,263.8525,280.265,0.80561,438.71785
1,15.25,0.9402545935,1.8190676225,0.66197,12.8159,-10.16675,-0.40755425,82.841225,0.13983486575,100.325,13.37875,2.011695,19.534325,-0.32649425,1.71482,-4.3548125,-5.01353,-5.1294,-4.80135,-5.304865,-4.80949,264.2625,277.5575,0.8136925,438.67
1,15.75,1.265325,1.6144934365,-0.571175109,2.70265,-10.535,-0.37276,83.634775,0.1544025,100.33575,4.71851,0.7161505,6.591555,-0.3059455,1.65677,-4.35784,-4.99557,-5.10726,-4.73396,-5.29007,-4.75494,263.22,279.395,0.7488,438.5858
1,16.25,1.0336142275,1.51055,0.780323,0.478549,-10.4136,-0.36326,83.85235,0.13644180725,100.354,1.39652,0.452194,1.3033825,-0.2994305,1.671745,-4.343305,-5.00166,-5.02157,-4.64828,-5.28167,-4.76011,263.96,278.945,0.60079,439.67325
1,16.75,0.92856,1.317032617,0.48593694275,0,-10.4836,-0.3866175,83.4005,0.14950642125,100.31425,0.784229,0.62444425,0.1283205,-0.3134105,1.9435525,-4.32741,-5.020335,-5.10235,-4.58487,-5.27461,-4.77849,265.955,277.955,0.60755,443.6975
1,17.25,1.182073287,2.111475,0.259882698,0,-10.7095,-0.4155245,83.504725,0.15154516,100.274,0.653325,0.684842,0.050744,-0.3352645,2.08238,-4.37615,-5.01963,-5.14932,-4.55838,-5.24054,-4.769255,268.035,278.16,0.65873,443.716
1,17.75,1.17909136975,2.1287,1.0132163325,0,-10.9579,-0.418972,82.697925,0.15281477575,100.2275,0.732287,0.376222,0.03598255,-0.343437,1.77555,-4.374985,-5.029425,-5.15702,-4.54915,-5.243095,-4.750435,270.595,278.65,0.67229,444.951
1,18.25,1.1265977915,1.8129669,1.204561295,0,-10.71365,-0.44663,83.4196,0.150867,100.246,0.7112485,0.62938175,0.03382175,-0.343341,1.81354,-4.35896,-5.02371,-5.15339,-4.53303,-5.264685,-4.739455,266.83,276.57,0.73884,447.4363
1,18.75,0.97835254175,1.43200582175,1.25898,0,-11.6131,-0.4345815,82.49915,0.157943455,100.244,0.6881135,0.8455735,0.0317492,-0.3596875,1.9081,-4.33065,-5.02923,-5.16908,-4.52335,-5.24994,-4.723195,264.465,277.295,0.61924,449.1835
