DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,479.300819475,12.892711825,8494.42357265,2.812895,3.3186255,8.2623425,0.281547,11.269810975,4.68189117499999,1.4959197,0.0355389,1.445894975,0.873748824999997,103.177,98.3851,12.5434,3.2932466,15.2965582,1.3879118,11.157875,10.990175,10.634125,9.9347475,9.58216,7.14836255,1.285848,0,0.1421835,2.9413175,376.7851412,379.14686355
1,0.75,473.62462345,12.925231525,7804.189869,3.42261385,4.90457005,9.302125,3.54021075,11.269810975,4.334429225,1.5561784,0.029951625,1.2693748,0.863382675,103.2055,98.54015,12.476,3.0787194,16.97510595,1.2920396,11.1892,10.99145,10.596775,9.91902,9.5825625,6.97618915,1.285848,0,0.114724,3.227975,374.8071444,378.1550196
1,1.25,480.8376312,12.8597518,9031.302100225,2.7117078,5.44507425,8.93983125,2.561961375,19.896506,4.99125922499999,1.41722405,0.032844975,1.907827175,0.874229124999999,103.2145,98.5585,12.37435,3.0684477,17.4680731,1.32459935,11.1998,11.006425,10.556875,9.88813,9.5817475,6.78042825,1.285848,0,-0.019551,2.4300025,374.92783435,376.336312175
1,1.75,470.8513488,12.9789442,7466.35289025,2.707241275,6.467514375,8.16230624999999,13.646380975,28.523201025,4.698023025,1.58787085,0.050516625,2.74417229999999,0.75601385,103.1955,98.68745,12.0311,3.46000035,17.952689225,1.33279905,11.1841,11.02,10.52645,9.8880325,9.5796875,6.96178685,1.285848,0,0.382425500000001,2.530775,374.52179775,374.221838075
1,2.25,476.56051375,13.02355075,9737.7496227,1.658792925,9.583980425,7.55815874999999,4.87776742499999,14.5701456,4.4703255,1.296244375,0.0985959999999999,1.2487194,0.815489824999999,103.196,98.70965,12.1287,3.5209373,18.5552098,1.5680005,11.1273,10.9985,10.520625,9.9004225,9.5754075,7.569533,1.285848,0,0.174495,2.898745,374.03804455,375.079555575
1,2.75,474.7340548,12.948605125,10895.52278135,3.40711525,8.11711749999999,7.22989874999999,-4.694334,104.12331005,5.313945525,1.267474025,0.0806669499999999,1.691177075,0.76883115,103.206,98.7473,12.19595,3.1786318,17.0200288,1.617995125,11.1132,10.95215,10.5222,9.897905,9.581125,7.15638275,1.285848,0,0.2078605,3.5158425,373.44154605,375.640768525
1,3.25,494.79464975,12.62759825,9252.2789358,2.302229375,6.00238745,8.23157624999999,12.6086531,193.6764745,5.51711774999999,1.1886865,0.06327825,1.920695925,0.7988437,103.217,98.4949,11.90395,3.21941295,16.911771175,1.7729752,11.211825,11.062575,10.54615,9.89726,9.57438,7.30365475,1.285848,0,0.256872,3.1858,373.3767713,376.932479875
1,3.75,480.875608725,12.335354125,8593.88173594999,7.523684375,8.3813496,8.48446374999999,8.207091325,71.19846375,5.84736944999999,1.326061,0.0380895,1.303381375,0.879147874999998,103.1705,98.48075,12.10585,3.9099054,16.525935625,1.70547335,11.202025,11.105025,10.579425,9.9176,9.568215,7.36433885,1.285848,0,0.100053,2.9987475,376.79101,378.02173215
1,4.25,488.378183975,12.017924225,8190.691870125,3.600202475,4.56234085,9.24876249999999,17.0671243,47.947042075,5.1716593,1.049642725,0.047498,1.23515075,0.71414305,103.143,98.71455,12.11735,4.0942281,16.378363025,2.07651969999999,11.152675,11.1158,10.616125,9.93161,9.5773275,7.5722654,1.285848,0,0.2135195,3.0375575,377.8673634,378.2721892
1,4.75,487.69019325,11.83629065,7282.24616765,2.187321775,1.4145641,9.33269749999999,-1.36257799999999,33.426901275,4.9713752,1.131926125,0.0680018,1.763701825,0.745643149999998,103.1435,98.69945,12.20555,3.70965015,17.4247704,1.483267275,11.021725,11.0694,10.630575,9.9249225,9.5682575,7.2555871,1.285848,0,0.731408500000001,2.9176375,374.7820952,376.35949315
1,5.25,485.2225975,11.7521165,5303.438447475,2.883446325,3.549789,7.87013499999999,-6.0601866,42.2432082,4.3253458,1.3276626,0.0606282000000002,1.4730492,0.8183938,103.154,98.7727,12.49195,3.47873695,16.5454956,2.48127645,10.833675,10.95655,10.633675,9.914595,9.5621375,7.48636635,1.285848,0,0.192164,3.02335,373.7626293,375.595496825
1,5.75,475.506913375,12.0530555,7224.0944879,6.1037131,15.8302474,7.60642999999999,0.795178799999999,108.9239272,5.2429218,1.8232886,0.0502974,1.2179088,0.8043516,103.1445,98.8714,12.848,3.4118845,16.8466862,1.31363955,10.72105,10.847875,10.63325,9.9347925,9.56436,7.6061731,1.285848,0,0.169185,2.9928575,375.464984,375.318546025
1,6.25,472.1718496,12.6487581,9020.017744625,2.26969945,1.82794125,7.29112499999999,16.160977675,52.810850775,5.3485678,2.0354342,0.0443543999999999,1.5426978,1.1098806,103.154,98.7602,12.63045,3.2718177,17.2677454,1.446515625,10.707675,10.751,10.61595,9.9351025,9.5728575,7.39293245,1.285848,0,0.12949,2.6935075,374.53627715,374.5657791
1,6.75,473.560667625,12.26025135,6833.264247425,2.48761175,6.4034355,6.90812124999999,-6.44557625,50.9109862,5.57004705,1.832953775,0.0757553499999996,1.608719375,1.041863525,103.1825,98.81555,12.4243,3.18352925,16.1352857,1.89927415,10.690725,10.733475,10.5955,9.952905,9.576245,7.3553928,1.38983675,0,0.2019045,2.853125,375.19153465,374.798796725
1,7.25,466.169746,12.34982225,6330.801871875,3.1675999,3.43079025,6.21119124999999,16.892565175,49.011121625,5.0429836,1.1609468,0.043556,1.853914,0.7064702,103.2015,98.8072,12.24565,3.30873105,16.4011958,1.508434625,10.679225,10.718225,10.571125,9.9478775,9.58025,9.5063629,18.500988,1.2192625,13.65395,5.0956275,375.1636326,375.514797325
1,7.75,468.3608948,12.1490278,7543.941914675,2.300757825,6.0943224,6.02336249999999,-6.559982225,51.6127976125,4.5960636,1.3658276,0.0390971249999999,1.5214634,0.733433599999999,103.2215,98.8284,12.118,3.08151965,16.0262034,2.409717325,10.664975,10.715575,10.54775,9.948955,9.59159,38.92790315,143.9387616,12.447625,68.65605,20.877075,375.73565255,375.94550785
1,8.25,477.5918372,12.420334,6089.4049662,4.213724225,18.3921635,5.42523749999999,13.649614,54.2144736,4.2584294,1.2028226,0.11826225,1.7922236,0.7029996,103.214,98.8435,12.1288,3.21888895,17.0442706,1.1073072,10.6084,10.675225,10.521975,9.9635925,9.6187775,89.40608285,301.19407645,26.608875,140.332,29.657675,376.82879405,378.0757261
1,8.75,472.38214635,12.7984953,5516.839078,2.601085,28.8356937,4.64876625,37.2190602,92.80927825,4.7907228,0.9132632,0.035418125,1.4685628,0.62672,103.253,98.66095,12.9093,3.8671464,16.7018688,1.3356438,10.584925,10.679925,10.500175,9.9754,9.6793775,187.53722055,504.62017375,48.099275,242.042,44.519875,377.85586255,377.598831075
