DOY2,HR2,FC_1_1_1,LE_1_1_1,H_1_1_1,SW_IN_1_1_1,VPD_1_1_1,RH_1_1_1,TA_1_1_1,USTAR_1_1_1,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,PA,LW_IN_1_1_1
1,5.75,-0.910257875,0.396965875,-9.01033725,0,0.2763885,70.12915,-13.05473,0.202528025,403.578125,1.237671,0.7358139,97.008535,198.750825
1,6.25,-1.04985675,1.4330585,-13.06896,0,0.2773547,70.9167,-13.318645,0.22828705,403.2095,1.265711,0.8132746,97.013825,196.82
1,6.75,-0.99225,-1.190459,-12.0068975,0.0011155685,0.2747489,71.376385,-13.69336,0.2200261,403.32525,1.2820195,0.82231,97.01684,198.3633
1,7.25,-0.745032625,0.2262851,-11.00284,0.87740335,0.2556566,72.372205,-13.564865,0.2430988,405.396775,1.1945005,0.82034555,97.027365,200.07335
1,7.75,-0.79103345,1.115751,-11.89273,9.7541815,0.25811575,72.33611,-13.5092,0.220135675,401.9251,1.278845,0.82045985,97.04885,200.433325
1,8.25,-1.01526835,-0.457728006,-6.265946,27.74228,0.31207675,71.066665,-13.366535,0.2588043,406.564025,1.3909445,0.9024097,97.078325,199.646675
1,8.75,-1.23467125,2.1070695,-7.630751,52.48264,0.3278177,70.16111,-13.208165,0.228006075,404.9,1.2601965,0.9738413,97.0977,204.632525
1,9.25,-2.05658125,2.34358775,-8.9887815,80.21197,0.3679123,68.0722,-12.757925,0.2388347,400.2814,1.278823,0.9864358,97.09743,201.81335
1,9.75,-2.26027475,7.189675,-5.7241935,102.598325,0.395118,66.57775,-12.496325,0.268425325,404.18315,1.3886815,1.0869385,97.0979,200.0425
1,10.25,-2.90979975,4.077596,0.065463645,122.30765,0.45271445,64.7486,-12.338715,0.281494575,405.2972,1.375039,1.116895,97.1338,203.86245
1,10.75,-2.9042935,2.808234,-11.36498,149.14305,0.49921235,62.9,-11.925625,0.2992625,404.8552,1.4467745,1.12790025,97.156,209.543325
1,11.25,-1.33387,1.59619275,-8.05456,143.052675,0.56280035,61.2,-11.458425,0.308875875,404.719725,1.454554,1.1481335,97.12201,212.1125
1,11.75,-2.20722475,4.176366,-9.290011,150.0412,0.593752,59.7389,-10.781035,0.3163368,403.2013,1.5327225,1.1977685,97.0666,210.44835
1,12.25,-2.307809,4.185275,-8.915167,152.109725,0.62708545,59.164575,-10.365285,0.30108665,402.028,1.596174,1.262319,97.03424,210.0725
1,12.75,-3.160244,5.003915,-11.76535,153.60475,0.660676275,58.0617975,-9.96238225,0.3069502,402.8092,1.55108625,1.208906,97.0184575,206.433325
1,13.25,-1.741914,3.8926075,-9.896186,145.6304,0.692572825,57.013175,-9.3608505,0.317287875,401.041275,1.58020325,1.1981405,97.007305,205.1966
1,13.75,-2.419197,7.6692035,-11.370465,128.856475,0.699056025,55.27362,-8.81467675,0.29239925,401.926725,1.588788,1.2317725,97.00969,206.696675
1,14.25,-2.500357,0.9384501,-19.98722,106.436325,0.752234925,55.3097225,-8.708788,0.2948552,402.0962,1.6804545,1.2860375,96.9995025,205.84
1,14.75,-2.0034115,4.01034325,-22.8679675,78.37624,0.781440375,54.7389225,-8.66827825,0.289467275,400.1779,1.595793,1.22470475,97.019965,204.579975
1,15.25,-2.2962195,9.34187075,-20.5928325,61.1497075,0.772789775,55.188885,-8.6505025,0.2995379,400.0201,1.55208225,1.15021325,97.0214725,207.9225
1,15.75,-1.104937,8.770843,-27.82102,36.0015525,0.774184,55.074315,-8.88066075,0.303103525,401.0518,1.43356975,1.0609905,97.013725,208.48
1,16.25,-1.66195475,11.09234,-20.1862,15.64856,0.77346355,55.46597,-9.12639625,0.246898625,401.2047,1.49163925,1.001839125,97.0389,212.8575
1,16.75,-1.1277805,8.609885,-25.43139,2.3770115,0.697794825,56.5736,-9.08792125,0.25317235,402.752,1.502764,0.8776473,97.05905,209.879975
1,17.25,-1.46274875,8.995407,-22.2209,0.0206528525,0.68228105,57.824305,-9.37941825,0.2296945,402.931575,1.45008675,0.8413844,97.07095,205.84745
1,17.75,-0.5248447,4.2836055,-19.570415,0,0.64607515,57.50485,-9.474892,0.2424078,402.622925,1.473161,0.8032287,97.0572325,205.356675
1,18.25,-1.4476055,5.805387,-39.59362,0,0.62982515,58.78985,-9.356838,0.226899675,403.656875,1.556131,0.83243305,97.039125,207.592525
1,18.75,-2.54629975,6.66284125,-39.737845,0,0.62289835,59.915965,-9.492036,0.23772795,404.2095,1.5952955,0.8329027,97.06095,207.07505
1,19.25,-1.1246797,4.2071725,-23.02367,0,0.597082225,60.511125,-9.8482655,0.2213427,403.350425,1.56987025,0.8572572,97.02625,208.285
1,19.75,-0.7499329,4.980618,-28.259145,0,0.561444075,61.989585,-10.3737075,0.21780015,402.062475,1.54158825,0.86872055,97.004065,203.284175
1,20.25,-1.1028605,2.0566215,-33.40765,0,0.517787425,62.219445,-10.6183225,0.21046925,401.612225,1.5367585,0.840465225,97.013575,203.6292
1,20.75,-1.9412165,4.043541,-22.7353325,0,0.52975115,62.374975,-10.668615,0.249684225,402.9235,1.48434375,0.79342895,97.00975,201.886675
1,21.25,-1.8395115,2.50950225,-34.04692,0,0.4820603,63.2263925,-10.6282775,0.2253792,402.2146,1.4896415,0.85315165,97.002465,202.4792
1,21.75,-1.8526105,4.4580735,-26.786455,0,0.4678156,64.39653,-10.673145,0.215132675,400.4385,1.52561675,0.895291925,97.0163325,203.157525
1,22.25,-1.26840225,5.13977075,-21.71675,0,0.393123625,64.823625,-10.84725,0.2300699,399.3564,1.5000675,0.88456245,97.0159,201.03165
1,22.75,-2.1687585,7.0862525,-15.98194,0,0.386336175,65.0805875,-10.9475625,0.2301588,401.3957,1.4557975,0.9071104,97.0231,202.8217
1,23.25,-1.078068,1.3184415,-25.67771,0,0.366323575,65.229835,-10.8588225,0.208840525,400.887775,1.457849,0.8396552,97.0138,207.76
1,23.75,-1.872802,5.88257725,-31.412585,0,0.359492575,65.4291675,-10.84097,0.209119575,399.199675,1.44938025,0.856454,96.9654975,206.005025
2,0.25,0.3272133,-0.3424092,-46.25909,0,0.510077325,61.61667,-10.6076275,0.1739732,403.9349,1.2569095,0.740247925,97.064125,205.5225
2,0.75,0.1007597,-2.2224855,-44.27898,0,0.493162825,62.32709,-10.64617,0.2065946,403.8988,1.285022,0.757483975,97.0631775,204.679975
2,1.25,0.2921622,1.248173,-46.96717,0,0.4709076,63.629825,-10.6849375,0.1796065,402.4621,1.253569,0.7073846,97.0733675,204.1625
2,1.75,-0.3357811,0.2512002725,-38.5816,0,0.4435434,63.43889,-10.938915,0.1976168,399.94855,1.24129575,0.7481282,97.04303,205.005
2,2.25,-0.744955675,1.24646925,-33.499555,0,0.4150109,64.81111,-11.0993075,0.199004375,401.87615,1.182921,0.7297618,97.05925,205.524175
2,2.75,0.1843081,0.0345244,-30.39037,0,0.4025772,65.1972,-11.2085275,0.17445435,401.514475,1.125333,0.694525575,97.04118,204.009975
2,3.25,-1.386588,-0.0458565000000001,-32.203905,0,0.364162,65.67778,-11.42706,0.1755765,402.8023,1.131044,0.7001994,97.0296,201.939975
2,3.75,-0.58013005,-4.73078325,-28.92776,0,0.3813937,65.72222,-11.41095,0.1649818,402.6098,1.053061,0.6908504,97.04487,204.547525
2,4.25,0.138940425,2.957529e-05,-29.80538,0,0.3541873,65.6556,-11.51755,0.156220825,404.6664,1.11298,0.6615469,97.0614,202.700025
2,4.75,-0.0493269,-1.8644415,-29.440715,0,0.3626721,66.56667,-11.51534,0.1577279,404.7025,1.081061,0.6770282,97.06,202.9067
2,5.25,0.1813574,1.454378,-29.80091,0,0.3348873,66.7694,-11.71774,0.193104475,404.02265,1.072749,0.696868325,97.08775,197.5225
2,5.75,-0.0173098975,-1.93768775,-31.46041,0,0.3374282,68.1528,-11.9688925,0.20163075,406.1641,1.064433,0.7531105,97.0899,201.233325
2,6.25,0.1187288625,1.5898205,-25.571095,0.00020323085,0.323188475,67.803475,-11.8876025,0.1949029,406.3852,1.075821,0.6681881,97.10025,201.8392
2,6.75,-0.2639099,0.38180055,-27.7434075,0.52889655,0.3431218,67.7437425,-12.2138975,0.204336275,406.5727,1.030815,0.7482111,97.1022,210.09
2,7.25,-0.42898635,-2.3774125,-28.26961,8.7616,0.330876275,67.9187475,-12.170805,0.2090264,406.89725,1.047589,0.77921135,97.089875,211.1775
2,7.75,-0.447877763,-0.7090414,-19.529375,33.0703825,0.330220475,67.4069375,-12.19303,0.20959645,406.25185,1.06433775,0.75681415,97.09128,206.682525
2,8.25,-0.7477703,-3.465072225,-22.634045,62.56168,0.340539,67.0194525,-11.97115,0.2104604,405.1382,1.011963,0.84450225,97.082125,205.500825
2,8.75,-0.9276062,2.487752,-18.3555,100.54213,0.38798485,65.2375,-11.79282,0.22605475,404.846675,1.082255,0.90557015,97.08888,199.9125
2,9.25,-1.106141725,1.8386245,-10.3478825,136.574775,0.4818392,62.1861,-11.82515,0.241106275,403.5354,1.113255,1.043809,97.12952,202.455
2,9.75,-1.5458275,7.5529425,-13.5924125,171.10635,0.5536387,60.3167,-11.41192,0.2566519,405.911,1.10090775,1.106221,97.12739,203.444175
2,10.25,-1.9651265,-0.370144475,-18.720725,223.080125,0.6298376,58.1194,-11.1629025,0.28857815,405.8755,1.1564995,1.194238,97.1266,206.357475
2,10.75,-1.843902,5.381754,-25.37961,243.584175,0.7017984,55.7056,-10.7408,0.3271938,405.18445,1.19251675,1.30250425,97.1266,205.13
2,11.25,-1.72339,10.14339,-13.8015775,254.858475,0.7476604,54.1944,-10.3661425,0.326964825,404.527575,1.2670655,1.393353,97.1166,208.61995
2,11.75,-1.407062,8.2254505,-20.022465,264.0317,0.803223,52.7806,-9.96970525,0.34999635,405.8103,1.16948875,1.284627,97.11155,210.6425
2,12.25,-1.8711395,16.49301,-33.39466,267.6671,0.8866262,51.82222,-9.53595875,0.3488165,403.4525,1.29145325,1.29721925,97.0711,210.025
2,12.75,-2.90992225,11.63676,-38.80922,268.226675,0.8935134,50.5417,-9.17535875,0.299861,402.09185,1.15674375,1.367171,97.04194,207.7625
2,13.25,-1.748142,7.954983,-28.15772,254.2166,0.967929,49.5556,-8.8601075,0.305281,400.35035,1.30352625,1.393288,97.0882,204.7475
2,13.75,-2.035656,10.8388405,-22.2411,222.11385,0.9923177,47.7306,-8.3351815,0.3197788,400.4857,1.3124415,1.3068125,97.07472,205.985
2,14.25,-0.6799399,9.78800475,-36.72911,192.2898,1.015898,47.25555,-8.25521825,0.3082194,400.89665,1.22715575,1.26739775,97.0781,206.395
2,14.75,-1.129407,11.02573,-36.0365,156.2742,1.048018,47.0222,-8.27196525,0.311083425,401.4118,1.2713025,1.25621,97.0693,207.91335
2,15.25,-1.168524,4.579482,-40.564925,126.229475,1.092683,46.85,-8.4474975,0.291286475,400.83975,1.34959425,1.15293725,97.0453,208.91
2,15.75,-0.21866735,-0.1661334,-49.13808,94.4865625,1.119559,46.71944,-8.44428075,0.2608138,404.199325,1.29225225,0.979248,97.052,209.8075
2,16.25,-0.459772175,4.2102055,-44.14655,63.4583325,1.096106,47.2139,-8.416618,0.2512024,402.2984,1.40238,0.8768455,97.0905,207.370775
2,16.75,-0.4075635,5.116578,-39.0173975,28.782425,1.065938,48.1083,-8.4283635,0.2395047,402.6941,1.37700725,0.7950969,97.14619,206.91415
2,17.25,-0.38876045,0.4305000325,-47.54658,5.5878035,1.018085,48.63611,-8.61424,0.20911765,403.6551,1.35108675,0.7426869,97.1701,206.44835
2,17.75,0.92547965,1.78346075,-36.28381,0.1404856,0.9095416,51.44167,-8.860577,0.19835085,403.1875,1.3656535,0.6867589,97.1868,205.670825
2,18.25,-0.7190244,3.418436,-58.4074025,0,0.8617429,52.1958275,-9.017091,0.1936891,402.59095,1.29786525,0.6584936,97.1977525,204.1767
2,18.75,-0.01749539,0.817112675,-54.5359175,0,0.799294375,52.547875,-8.98584775,0.185247725,400.6225,1.30099625,0.6362432,97.19343,205.1667
2,19.25,-0.2406444,-0.0938063,-45.8988075,0,0.775219025,53.6229175,-9.17327725,0.1890288,401.9839,1.2417975,0.6871981,97.210225,205.34
2,19.75,-0.3743296,-0.273533175,-54.5860325,0,0.722131025,53.3868075,-9.217644,0.181712625,403.989425,1.210102,0.6749263,97.211015,203.93
2,20.25,0.110884825,2.2743665,-42.271375,0,0.683822625,53.977775,-9.23747225,0.197087675,403.1744,1.2879335,0.7114173,97.2127775,204.54
2,20.75,-0.5467762,-0.82336475,-43.240425,0,0.64128245,54.798605,-9.54790875,0.19640795,403.969975,1.23324075,0.7159372,97.2039275,205.57
2,21.25,-0.16706057,-5.01257625,-55.4415675,0,0.64826115,56.206225,-10.0459825,0.219979875,403.5858,1.27487625,0.7013117,97.177625,203.1
2,21.75,0.1885495575,-0.1470932,-43.278065,0,0.638454825,57.287495,-9.685333,0.197166875,402.8514,1.26623,0.712417625,97.1839025,205.3467
2,22.25,-0.791769625,-1.693621,-39.92805,0,0.621420575,57.614625,-10.28548,0.1871275,404.293875,1.276033,0.7061169,97.14935,205.14
2,22.75,-0.8090751,-0.20515315,-38.2658525,0,0.614085725,58.252765,-10.4330075,0.208667075,406.50575,1.2105275,0.69824045,97.15639,207.4867
2,23.25,0.154288375,-3.026601,-46.379085,0,0.577773325,60.004825,-10.6281,0.215223,406.5685,1.19499275,0.70948915,97.1386525,205.4967
2,23.75,0.1763754,-0.01246166,-41.710115,0,0.5183931,60.973625,-10.29755,0.2065583,404.4371,1.22363225,0.707205425,97.1331,209.5233
3,0.25,-1.54835,5.129968,-31.60639,0,0.853083875,56.2118175,-3.145367,0.1754992,412.3142,1.55335225,0.6421763,97.33617,228.25
3,0.75,-1.780592,3.105852,-38.180085,0,0.79293205,57.679845,-3.302997,0.2060446,414.1902,1.57324475,0.6894946,97.34775,229.2433
3,1.25,-1.62413825,4.112014,-32.071955,0,0.77094605,58.0375325,-3.46123325,0.19349295,414.396675,1.61303325,0.6773401,97.348365,227.3567
3,1.75,-1.297479,-0.224005525,-49.4901525,0,0.747304625,58.4263925,-3.5400465,0.187371575,415.19545,1.49930975,0.6642945,97.35128,226.76
3,2.25,-0.709763275,4.190832,-32.54526,0,0.68204565,58.3937525,-3.789336,0.1694776,413.3349,1.59727625,0.678808375,97.34335,225.7067
3,2.75,-0.810277875,2.88552775,-30.23254,0,0.64744975,59.644445,-3.944438,0.1673993,414.53275,1.6115635,0.693200675,97.3229675,225.19
3,3.25,-0.67850105,7.300958,-33.4255225,0,0.620419225,60.04441,-4.158227,0.18565075,413.908875,1.623615,0.650875225,97.325325,226.46
3,3.75,-0.89143705,0.9899744,-31.389615,0,0.578651675,61.1090225,-4.441645,0.1766914,411.9453,1.6300455,0.6615276,97.3432775,224.4333
3,4.25,-1.33602,1.205162,-25.24374,0,0.62219215,61.786125,-4.49418025,0.1647751,412.4018,1.52549075,0.6624483,97.333085,226.2667
3,4.75,-1.528822,2.21290225,-32.75857,0,0.6307585,61.30485,-4.55422375,0.1769091,414.25295,1.48869475,0.6890302,97.3570775,222
3,5.25,-1.420345,-0.70634295,-33.729385,0.00021063495,0.578604775,61.9687575,-4.928007,0.15421775,411.569975,1.4851855,0.70150125,97.34005,223.85
3,5.75,-2.02013425,1.834415,-15.3258,0.10277275,0.54066565,62.499975,-4.84547325,0.176642525,414.05165,1.4750095,0.65902535,97.3351,223.11
3,6.25,-0.94132375,2.780741,-32.8830225,2.6917355,0.591481475,62.784035,-4.9117855,0.17411985,414.47435,1.54285025,0.67903975,97.3359025,220.15
3,6.75,-2.03698425,2.37261075,-19.708615,17.9147075,0.591982975,63.214585,-4.84886175,0.190490325,416.734225,1.38016225,0.726985825,97.348175,219.54
3,7.25,-2.20492075,5.937429,-21.9943125,43.797075,0.6052628,62.5292,-4.5848225,0.2029117,416.62545,1.43696025,0.8229238,97.3601,219.81
3,7.75,-1.56527725,2.09279,-26.1550425,75.54591,0.69163935,62.0875175,-4.38049325,0.2036224,417.68745,1.36020025,0.9153046,97.367875,221.86
3,8.25,-1.915796,0.7647268,-28.89427,122.80235,0.71054035,60.204165,-4.087991,0.2467302,417.41475,1.4798815,0.9271612,97.36025,222.09
3,8.75,-1.6510605,5.280187,-25.554975,155.32975,0.806903775,57.031275,-3.71576175,0.2494573,416.26495,1.4189975,1.071031,97.329925,222.93
3,9.25,-2.11211175,2.885685,-18.61225,214.91015,0.897619025,55.0222375,-3.5379915,0.274858825,413.0948,1.540416,1.130697,97.348925,225.9725
3,9.75,-2.294828,3.15971175,-31.76719,244.767775,1.0303875,53.32778,-2.87501075,0.29841065,408.74115,1.55642725,1.15469,97.3251025,227.94
3,10.25,-1.67712,5.986219,-27.205915,304.605825,1.1764545,50.788925,-2.5038225,0.3004141,411.8341,1.53627075,1.1829075,97.320425,230.9567
3,10.75,-1.30251845,3.0314735,-27.24267,319.281375,1.395612,48.8388975,-2.365738,0.3186929,410.0754,1.5566635,1.146203,97.3250775,232.765825
3,11.25,-1.3284645,3.48243775,-47.5292675,360.236925,1.46789825,46.548575,-1.83366125,0.32805305,406.804175,1.5887105,1.2344065,97.326025,234.400025
3,11.75,-1.91532525,5.453719,-31.653395,334.166325,1.578604,44.5806,-1.4219495,0.2917765,405.1089,1.78850575,1.260071,97.3321,233.965875
3,12.25,-1.9216965,2.796514,-74.7730775,345.3468,1.65812,44.11945,-0.964248675,0.3217927,403.5002,1.58907375,1.226255,97.3273,236.23
3,12.75,-1.690567,3.8748815,-33.9062375,297.74775,1.731319,40.97222,-0.630401625,0.3495488,402.659425,1.78601425,1.223047,97.3142,235.025
3,13.25,-1.83086125,0.779438775,-28.816805,297.0518,1.83716825,39.6860775,-0.407532025,0.324821725,402.52245,1.728846,1.1762825,97.2972525,240.9967
3,13.75,-1.74989075,7.11423475,-48.7522,290.139225,1.9193345,39.15624,-0.33294845,0.31936105,403.577675,1.78606475,1.180969,97.2951,242.74085
3,14.25,-1.97507975,0.316655175,-37.81126,264.2612,1.95908325,38.65765,-0.304696,0.307392325,403.224325,1.81512525,1.1626635,97.2794925,246.373325
3,14.75,-1.922613,2.312451815,-47.1647525,229.3208,2.01530775,38.8,-0.287205875,0.335330575,402.856225,1.7420145,1.1654925,97.2596025,243.235
3,15.25,-1.632634,7.5861635,-53.218905,189.25615,2.102886,38.39514,-0.1232503575,0.3178344,402.217775,1.81172725,1.09291225,97.2391125,242.2
3,15.75,-1.38711275,2.722525,-54.96202,137.3342,2.14130225,37.39095,0.0085711805,0.2942991,402.5002,1.67135075,0.989840825,97.2063675,241.02
3,16.25,-1.303426,3.949608,-68.855105,103.168275,2.15536825,38.4576475,-0.1259069275,0.256735175,402.674525,1.78609125,1.00528975,97.210025,241.925825
3,16.75,-0.8770023,15.217635,-55.696225,68.034955,2.17597175,38.1888925,-0.091685665,0.262489025,403.073925,1.88235725,0.9839354,97.209045,242.5675
3,17.25,-0.8126975,9.925959,-71.71909,32.0776325,2.1371965,39.41805,-0.11944786,0.2278324,404.1265,1.872787,0.8896293,97.2021,243.195
3,17.75,-1.09371525,5.043524,-49.7904125,8.97437775,1.991501,40.0889,-0.362215125,0.2026366,404.87745,1.90828925,0.744544625,97.2416,242.3017
3,18.25,-0.4511365,4.3893915,-50.86506,0.591354325,1.9032375,41.618725,-0.541932725,0.174683,407.4401,1.92644975,0.728090325,97.260675,238.205
3,18.75,-0.758262925,7.7566525,-55.1470175,0.000210891425,1.76041825,43.195135,-0.624316275,0.1881352,406.1127,1.8696045,0.65989115,97.26365,236.4425
3,19.25,-1.1228585,5.68350125,-37.90254,0,1.603098,44.684,-0.8828133,0.19244685,408.09105,1.84216175,0.699573625,97.282,235.6283
3,19.75,-0.3615224,5.120697,-40.5731,0,1.5367375,47.18193,-1.18157125,0.19621625,410.542275,1.801471,0.703306675,97.30247,233.669975
3,20.25,-0.994111925,11.60947,-47.59982,0,1.4366245,47.999305,-1.34369475,0.18529735,411.48465,1.93055025,0.741814125,97.33515,232.63505
3,20.75,-0.8426239,13.465265,-44.3836175,0,1.43195975,48.3003225,-1.66895075,0.19309815,411.583,1.8824385,0.70137225,97.34545,232.965825
3,21.25,-0.55997545,9.51442325,-36.1297,0,1.25242175,49.9972,-1.82954,0.198150725,413.606025,1.89669625,0.7550687,97.3601425,231.73085
3,21.75,-0.3422629,14.09645125,-39.61728,0,1.191568,50.6298875,-2.10360675,0.18981045,413.73215,1.8056575,0.6918674,97.368475,231.194175
3,22.25,0.106190435,10.42444,-39.5295025,0,1.15576175,51.976375,-2.226729,0.19561935,414.674725,1.69690475,0.66393395,97.3317975,231.5725
3,22.75,-0.52063525,2.9923755,-40.1889525,0,1.155484,52.763885,-2.35981,0.1842035,414.154,1.94134275,0.696534225,97.3222,231.59
3,23.25,-0.3748085,5.81508,-37.46887,0,1.09365475,53.77985,-2.524472,0.18263405,415.5008,1.73560475,0.69566265,97.340105,229.875825
3,23.75,-1.23947825,11.1061425,-50.339275,0,0.9601346,55.455575,-2.6629465,0.18434055,413.267625,1.6977305,0.6515179,97.3442,229.295
4,0.25,-1.866046,17.425035,-1.690168,0.000430190575,1.174497,55.749975,2.908768,0.23290895,408.17705,2.21995975,0.8927312,97.0690525,257.35
4,0.75,-2.20198525,30.2364775,-6.379672,0.00131210075,1.16391825,56.80605,2.950394,0.22429205,406.2498,2.23332825,0.822882825,97.0413025,256.47
4,1.25,-2.415071,27.679635,-13.12004,5.047415e-05,1.151418,56.042275,2.75901825,0.20960215,405.745875,2.24549875,0.801003025,97.0334,254.822525
4,1.75,-3.428058,31.2665825,0.85256305,0,1.1568735,57.029845,2.7453005,0.20076485,405.4572,2.21782475,0.7754827,97.013445,253.9
4,2.25,-2.231308,32.390615,-1.262325,0,1.064524,57.6538,2.307404,0.20248,404.820325,2.212796,0.7776734,97.0080575,251.935825
4,2.75,-2.424539,38.4244975,7.724754,0,1.17070175,59.69195,2.238326,0.195710175,405.75345,2.3251145,0.77827565,97.00355,251.17
4,3.25,-3.200535,39.57526,2.72904425,0,1.135963,61.1504925,2.01674875,0.1995503,405.33925,2.20244725,0.717571875,96.99095,249.9242
4,3.75,-2.4222235,28.583865,3.0207355,0,1.130763,60.483325,1.8122875,0.1932947,405.933225,2.16968,0.748381525,96.987325,250.210025
4,4.25,-2.7310175,32.0883,7.35775125,0,0.99593335,61.983325,1.6724455,0.221681,408.4228,2.2382865,0.7315881,96.9836875,248.342475
4,4.75,-3.895257,33.6983975,5.919584,0.21780005,0.90747955,62.519475,1.631563,0.197655,407.442,2.210334,0.7362313,97.0137125,248.815
4,5.25,-2.51537725,47.22391,5.487231,1.301562,0.91367305,63.43125,1.58051325,0.20474225,406.02215,2.2206845,0.8055055,96.9968275,247.75
4,5.75,-3.874051,20.44027,8.8680035,11.224795,0.957978225,63.645125,1.4668965,0.2192022,407.3056,2.31126625,0.8853164,97.027075,247.29
4,6.25,-3.0306575,18.033115,8.8523685,33.497755,1.029641,63.082625,1.5780715,0.21828295,409.644725,2.48885975,0.9691914,97.070995,246.965
4,6.75,-3.565492,17.28119,4.36444775,57.5145,1.03580625,62.401075,1.63230875,0.22353515,407.7954,2.380572,0.93959115,97.1012275,249.0775
4,7.25,-3.78780925,20.165325,7.403979,86.89285,1.07029975,59.579175,1.93841375,0.23332885,407.236775,2.35249025,0.9931419,97.09245,251.42
4,7.75,-2.716847,19.7001125,1.44661365,108.574275,1.24614275,58.42295,2.3809125,0.2638639,404.8299,2.30882425,1.131226,97.0882225,253.255
4,8.25,-2.37308675,18.904765,-7.020643,151.148725,1.323482,56.534,2.75904075,0.2728784,403.5907,2.35852425,1.2243755,97.0704875,253.782525
4,8.75,-3.374773,27.547525,-7.765064,181.363075,1.5148495,53.73406,3.21375425,0.30380165,401.981725,2.213063,1.2517165,97.066865,257.52505
4,9.25,-3.111757,26.4061475,-8.30666825,237.695075,1.752643,51.1666675,3.6004865,0.2786732,401.781175,2.3733795,1.351371,97.0475475,260.830825
4,9.75,-3.1985815,28.26999,-30.99233,274.34685,1.85695325,47.778475,4.01855425,0.31078655,401.101125,2.343547,1.38781975,97.05952,265.33165
4,10.25,-2.262508,22.69249,-18.121655,286.163425,1.908764,44.8715275,4.37943725,0.3067223,405.6308,2.311315,1.3399275,97.06552,268.4925
4,10.75,-2.148705,19.175065,-32.13559,324.19625,2.222511,43.19578,4.575371,0.331269925,403.92475,2.35500575,1.3958105,97.048735,271.76495
4,11.25,-2.616605,24.4182725,-69.3163825,295.482075,2.3650855,41.475,4.987317,0.3581817,402.3567,2.3056695,1.485449,97.0325,273.997475
4,11.75,-2.447582,39.41353,-66.97807,315.844125,2.45519825,39.87015,5.144009,0.337760225,403.6712,2.136677,1.65591175,97.02205,276.020025
4,12.25,-2.17074925,29.66876,-47.72931,270.8526,2.7294675,38.06672,5.7215525,0.3558963,403.534525,2.236342,1.539459,97.013945,279.020825
4,12.75,-2.588264,22.20697,-50.0933625,284.756825,2.7595455,37.83475,5.77717675,0.37491555,401.4,2.08623725,1.640011,97.0205575,281.71255
4,13.25,-2.0051295,38.0958475,-39.82196,246.4484,2.9093805,37.059,5.714409,0.35892655,402.0451,2.132084,1.64348,97.0280125,283.0533
4,13.75,-2.308589,17.087725,-51.7544025,221.791125,2.9347925,35.2942275,6.05838975,0.38421825,400.901775,2.094233,1.6634045,97.025175,282.1025
4,14.25,-1.973212,42.10312,-51.19948,218.91005,3.068604,35.23611,6.15963775,0.3383153,400.6698,2.124682,1.58931,97.006925,282.871675
4,14.75,-1.523339,18.84919,-83.4640325,213.374675,2.97232525,35.363875,6.222984,0.334765025,396.0495,2.198029,1.5193515,97.0096925,285.0233
4,15.25,-0.9574974,29.728525,-79.3781775,155.55965,3.07137525,36.1430525,6.35377675,0.3547551,399.944725,2.423337,1.53268225,96.9912875,282.9825
