DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,1.21545,3.4857125,6.04867,2.0680625,1.87240749999999,7.04870000000001,8.95943999999999,1.64165,1.65,99.321,99.8028,430.0675,1.73027999999998,0.0241,2.7539125,4.6657,323.88755,326.6355,6.9179375,1.0933,2.167325,2.66825,3.780125,4.7178,6.767325,8.033,0.5578405,1.19525475,99.3,99.2325
1,0.75,1.1564025,3.634025,6.0927475,1.89529,1.6704225,12.3385,9.0448,1.64085,1.6668,99.321625,99.7938,429.65625,1.79785,0.023564174875,1.508,4.04692249999999,324.2215,326.72025,6.8941625,1.13666,2.21895,2.7398,3.85375,4.7449,6.83555,8.07195,0.4716405,1.1497025,99.3,99.2325
1,1.25,1.17358,3.760175,5.7714,2.0051725,1.91894,19.3453499999999,10.1572,1.63385,1.667,99.33125,99.7758,429.44,1.45737999999999,0.027,1.645185,4.51929999999998,324.29515,326.4999,6.8908125,1.225825,2.23435,2.7313,3.82315,4.752,6.80495,8.10495,0.42333225,1.07800475,99.3,99.2325
1,1.75,1.1863,3.593325,5.968625,1.949675,1.9602,20.4910499999999,12.171,1.6344,1.6668,99.337375,99.7638,429.52375,1.30807500000001,0.02585110685,1.439,4.72125,325.386,326.454225,6.899725,1.04046,2.21055,2.73555,3.82195,4.735,6.833,8.04305,0.344305,1.06352475,99.321775,99.2325
1,2.25,1.16644,3.3398125,5.7744,1.80375,1.91668,14.4271,9.44940000000001,1.6277,1.6632,99.329875,99.7858,429.765,1.6777625,0.02435,1.90827499999999,4.7038,323.8645,326.98995,6.888225,0.914906,2.19695,2.7512,3.8155,4.7282,6.80495,8.048,0.321055,1.0722475,99.3325,99.210725
1,2.75,1.135575,3.1385625,5.7957875,2.1239375,2.0732075,12.932075,11.569525,1.63595,1.668,99.329625,99.7868,429.455,2.54355,0.026025,1.57065,4.70204999999999,323.336525,325.71,6.8820125,0.973058,2.22755,2.73435,3.83555,4.7401,6.7905,8.04305,0.26896775,1.00139775,99.310725,99.2
1,3.25,1.1721725,3.0069375,5.83525,2.3564,1.83745,16.44715,10.2925775,1.6402,1.6568,99.34025,99.8062,429.595,2.5925,0.02385,1.91276999999999,4.57434,321.46,325.681,6.88525,1.027225,2.2182,2.72075,3.842,4.7282,6.782,8.07195,0.224307474999999,0.941799999999999,99.310725,99.2
1,3.75,1.1578,3.084,5.69008,2.306875,2.24362,14.025775,16.2828,1.6457,1.6802,99.33925,99.803,429.51375,2.18795,0.0251071765,3.1515,4.78041,322.01975,325.67775,6.864875,0.934116,2.20935,2.7512,3.84575,4.7282,6.8194,8.04305,0.304972274999999,0.961372499999999,99.3325,99.2
1,4.25,1.2005675,3.11085,5.79193,2.081855,1.96661,13.2729,9.256705,1.64185,1.6734,99.33225,99.7968,429.6375,2.0245,0.02595,1.8315,4.69919999999999,321.755,326.694,6.8866,0.9792225,2.19815,2.7444,3.8194,4.735,6.8194,8.04305,0.23504275,0.941495249999999,99.421775,99.2
1,4.75,1.1399325,3.04369999999999,5.7580075,1.9774,1.732325,15.147175,8.8013875,1.6404,1.65,99.329375,99.797,429.38125,2.14585,0.026025,2.137,4.76912,320.695,326.338,6.9239375,0.9457125,2.2012,2.7262,3.82875,4.7401,6.833,8.04305,0.226650225,0.939099749999999,99.3325,99.2
1,5.25,1.13848,3.0586,5.5974875,2.00706,1.8195625,12.199925,7.76685499999999,1.64125,1.653,99.326625,99.8072,429.6225,2.6205,0.027,1.7045,4.5770225,320.46,325.6745,6.9843125,1.152525,2.2007,2.7131,3.83555,4.7282,6.81245,8.04305,0.26181775,0.980622749999999,99.3325,99.2
1,5.75,1.122425,3.09430999999999,5.8084,2.2602425,1.7834625,13.53125,7.35838,1.64465,1.65,99.325625,99.8158,429.50625,2.773,0.0254,2.247575,4.53703999999999,323.395,327.27775,7.0907125,1.4397125,2.19575,2.73555,3.83675,4.7119,6.84305,8.01005,0.2788345,1.044925,99.365,99.210725
1,6.25,1.11002,3.05145499999999,5.477945,2.0041425,1.982075,11.6111,5.4508375,1.6547,1.6402,99.3245,99.8352,429.56,2.3434525,0.0239499999999999,2.717,4.9323525,323.29925,326.41,7.0818375,1.22027,2.1837,2.73555,3.833,4.7231,6.7694,8.04305,0.23777275,1.0270025,99.365,99.210725
1,6.75,1.10255,3.09099,5.692,1.81435,2.0202375,12.6469,7.8892375,1.64985,1.652,99.325625,99.8696,429.42625,3.86937499999998,0.022225,2.236005,4.4584,322.1165,326.62325,7.060875,1.120205,2.1769,2.733,3.80495,4.7119,6.7769,8.0381,0.147217975,0.984029749999999,99.354275,99.2
1,7.25,1.07576,3.208875,5.54912,1.8301925,1.96184,17.78665,7.74625,1.6497,1.652,99.3255,99.8644,430.185,3.88025000000001,0.0262860176,1.35625,4.53241,320.515,326.05925,7.0306625,0.973505,2.19815,2.7262,3.82075,4.735,6.767,8.07195,0.134007475,0.97540225,99.410725,99.2
1,7.75,1.16694,3.2082375,5.52716,1.7904225,1.8766,10.7282,7.17512,1.6548,1.6466,99.322625,99.875,430.555,2.5351,1.42275,1.722375,4.73899,320.045,325.7345,7.01845,1.0073745,2.1881,2.717,3.83435,4.7231,6.7694,8.04305,0.1059822725,0.92550025,99.4,99.210725
1,8.25,1.137545,3.099185,5.6624175,2.110375,1.9021875,11.7109,9.43808749999999,1.6578,1.6398,99.32875,99.876,430.21625,4.814775,28.586,18.4775,20.3165999999999,319.652,324.98,7.0195,1.23422,2.1837,2.7182,3.8444,4.7068,6.82945,8.04305,0.104375,0.915245,99.3325,99.210725
1,8.75,1.0972825,2.77225,5.69781,2.233225,2.0978225,17.5741999999999,9.22948999999998,1.6543,1.6302,99.3275,99.9096,430.2325,26.728925,119.44375,93.302175,26.03015,319.63925,324.097,7.0134375,1.23921,2.1825,2.7194,3.825,4.7231,6.80495,8.07195,0.1337677725,0.935975,99.377725,99.2325
1,9.25,1.17065,2.8443625,5.9299175,2.5236925,2.1684275,32.6012999999999,12.150925,1.63775,1.6234,99.33275,99.9334,430.588,69.76785,253.935,153.246,33.825775,320.05875,324.83575,7.09236,1.24428,2.1757,2.717,3.8131,4.7,6.75495,8.015,0.34860225,1.00194975,99.3325,99.221775
1,9.75,1.177635,3.0278875,5.907765,2.545335,2.58539,58.771625,13.47325,1.5991,1.6466,99.322875,99.9386,430.466,133.2908,389.411875,234.4142,43.65685,322.006,328.308,7.0938,1.18574,2.1813,2.70375,3.833,4.735,6.80495,8.0381,0.441675,1.0876025,99.3325,99.2325
