DOY2,HR2,T_SONIC_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_2_1_1,WS_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,USTAR_1_1_1
1,0.25,5.18555,100.5925,4.290275,95.04825,-0.185,1.85875,319.85,326.175,0.1940575,3.3510125,2.709175,5.24565,3.88845,1.405725,0.69062225,0.764819,0.29196875,436.295,5.508485,1.35638,5.619155,-0.6522505,0.19662675
1,0.75,5.28275,100.52,4.0967,96.267,-0.235125,1.758125,320.1,325.35,0.2015775,3.2696,2.823275,5.2331,3.9774,1.530615,0.7065485,0.7941935,0.285607,436.9,5.222475,0.904232,7.20688,-0.220823,0.200402
1,1.25,5.045575,100.49625,3.7605875,96.825125,-0.21425,1.82375,314.8875,321.5875,0.219635,3.2591625,2.605375,4.6887,3.547525,1.54949,0.667571,0.7798035,0.2802355,438.435,5.42045,0.960833,5.522475,-0.3047145,0.1916815
1,1.75,4.84295,100.46875,3.628025,97.674875,-0.2775,1.75075,314.75,319.1875,0.14593,3.102175,2.2222,4.651425,3.5061,1.54173,0.654179,0.7816495,0.2713205,439.897,5.28734,1.1757975,4.520115,0.02456855,0.199295
1,2.25,5.288225,100.48,4.0589375,98.17175,-0.16275,1.883875,319.575,323.75,0.2166125,3.1126625,3.5530625,5.053475,3.9229625,1.5443125,0.65618,0.7967845,0.2664905,431.99725,5.34249,1.37196,7.03689,0.0236748,0.19255125
1,2.75,5.2165,100.45,3.4478,98.0585,-0.13625,2.013875,314.3,321.4625,0.23656125,3.404775,4.181075,4.31955,3.24065,1.56229,0.6780145,0.690375,0.2746075,436.531,5.3300025,1.19742,5.678625,-0.25824725,0.185
1,3.25,4.581925,100.43125,3.171475,98.228,-0.15,1.8195,313.375,318.2625,0.14508575,3.38295,2.39765,3.9039,2.96585,1.5646275,0.66860325,0.7591715,0.2962935,436.496,5.256005,1.282965,6.17484,-0.0794668,0.20273225
1,3.75,4.433275,100.405,3.396075,98.19275,-0.216875,2.0015,315.5625,321.025,0.18727375,3.2729625,2.5,4.70645,3.43065,1.4430625,0.6551185,0.718038,0.275666,435.9865,4.9344775,1.25057,3.96847,-0.439659,0.18935925
1,4.25,5.07535,100.435,3.6450625,97.934875,-0.194,2.246,315.175,321.1,0.1929075,3.163075,5.3027,4.7056875,3.6444875,1.4270975,0.62850775,0.73298975,0.26256875,442.123,4.17058,1.22204,4.17668,-0.18710725,0.20378875
1,4.75,4.21005,100.4875,3.4589,97.538,-0.194,2.215375,314.7625,319.3875,0.14285875,3.304225,5.212425,4.79305,3.5471,1.5138575,0.67065325,0.737168,0.28134875,438.361,4.806355,0.831467,4.3940125,-0.48061825,0.19377
1,5.25,4.14585,100.5225,3.3044875,97.572625,-0.295125,2.141625,313.65,319.05,0.1280175,3.9634625,3.921725,4.8864,3.6910125,1.583375,0.64876625,0.752079,0.285694,438.18575,4.83094,1.147475,5.661465,-0.20165925,0.22261175
1,5.75,3.959975,100.495,3.1447,98.1415,-0.2675,2.194,315.6875,319.85,0.14342875,4.22665,2.63305,4.752925,3.532775,1.560755,0.64416375,0.79758625,0.2846225,438.493,4.7532025,0.991897,3.436595,-0.135548,0.20098675
1,6.25,3.872825,100.52,3.5519,98.116125,-0.178,2.12975,316.7,321.35,0.24868,4.239975,4.126,4.7538,3.829625,1.6094275,0.64337125,0.78742775,0.26719825,439.5995,4.7467025,0.869927,3.71106,-0.218707,0.1962445
1,6.75,3.580625,100.57,2.8016375,98.111375,-0.240875,2.178875,315.575,318.45,0.226655,4.398225,3.432,4.578675,3.0218125,1.361865,0.623051,0.725452,0.2698425,442.703,4.8174425,1.2534125,4.6188925,-0.32830975,0.1870585
1,7.25,3.48445,100.555,2.8113,98.048875,-0.16725,2.09475,316.9,318.5,0.30355,4.6875875,2.81275,4.3798875,2.909275,1.247935,0.605626,0.703525,0.2644145,443.96775,4.87895,1.04721,4.547715,-0.1768815,0.192861
1,7.75,3.7003125,100.5225,3.16805,98.3275,-0.11875,2.146,316.6,319.8875,0.40404375,4.47775,3.3691,4.38455,2.86435,1.39892,0.652013,0.6982525,0.267449,445.149,4.8153525,0.830974,5.113185,0.34949425,0.210788
1,8.25,3.475625,100.5225,3.727775,98.623375,1.9405,3.385,318.2,320.95,5.74255,4.6819375,4.8072875,4.7953375,2.9724,1.3573,0.6358465,0.706808,0.2631345,440.35125,4.62746,0.962601,6.170965,-0.0685999,0.1686915
1,8.75,3.86915,100.57625,4.6845125,98.6825,18.1325,10.0105,320.85,324.4,38.708125,4.75255,4.3416875,5.5226,3.4427625,1.41986,0.592779,0.72547,0.265312,444.555,4.365595,0.7560435,4.817295,1.922275,0.183602
1,9.25,4.3847,100.685,4.96375,98.2265,94.81,36.945,321.55,326.8,131.897,4.5508625,4.2511,5.540625,3.3509,1.69237,0.691289,0.830056,0.296026,438.2005,4.3895325,0.5015175,9.6019725,5.2089875,0.226772
1,9.75,4.583625,100.71375,5.0565,95.5595,188.95,68.165,321.85,328.3,266.35,4.00205,3.3916375,5.33805,3.178225,1.813355,0.7859905,0.9558305,0.3307825,431.778,4.41289,0.210528,18.8321,16.357575,0.23010475
1,10.25,5.988,100.7525,6.0057,94.18,265.35,76.17,323.55,332.05,380.99,2.99565,4.3395625,5.219025,3.2148,2.06197,0.8605485,1.0331125,0.37215125,428.3745,4.549345,-0.00794846,23.3772,28.5525,0.24367675
1,10.75,6.61055,100.84875,7.269575,94.39325,351.825,88.425,325.2,340.575,509.18,2.86065,6.363275,4.98275,3.39485,2.195385,0.92149125,1.1146975,0.3971025,426.17625,4.4886175,-0.310568,36.8813,46.0982,0.26010575
1,11.25,7.68285,100.81,8.11735,95.0885,404.775,110.25,325.625,346.35,601.135,2.3991,7.2960125,5.09,3.75825,2.33465,0.901551,1.14298,0.386724,425.447,4.31758,-0.3691795,37.8257,61.0126,0.259746
1,11.75,8.424525,100.7625,8.84135,92.78125,456.15,122.175,325.525,349.075,673.09,1.82415,8.3989125,5.186,4.0159,2.3129975,0.94823,1.12216,0.402426,425.48375,4.682355,-0.36068375,38.1578,76.692,0.2617315
1,12.25,8.5880375,100.755,8.9598375,90.731125,483.85,135.45,328.45,354.6,733.34875,1.425765,8.843225,5.3726,4.30635,2.2513325,0.985122,1.1419475,0.41575025,425.9675,4.84416,-0.4971195,46.662725,77.223675,0.28779475
1,12.75,9.220975,100.685,8.88525,90.862,500.425,138.7875,327.825,356.1,768.225,0.94911,6.617225,5.314575,4.2632625,2.4585,1.087,1.2512825,0.437469,425.09625,4.62393,-0.58876175,43.42855,82.6466,0.289458
1,13.25,9.6343375,100.6725,9.2137,88.682,513.3,127.85,326.9,358.9,787.31,0.5773175,8.36785,5.530775,4.5752,2.38782,1.04892,1.24425,0.432551,426.30225,5.0676375,-0.49981275,42.88265,98.9538,0.293302
1,13.75,9.8015625,100.645,9.347275,88.02675,497.725,126.225,326.475,359.25,760.3425,0.627275,8.5453625,5.46615,4.8838,2.452065,0.992018,1.23291,0.42235825,426.778,4.95223,-0.417438,40.0496,79.067325,0.27867325
1,14.25,10.0100375,100.62,9.462675,86.712,461.25,117.2,326.35,361.225,718.5925,0.470125,10.0471625,5.45095,4.995,2.5223,1.0271425,1.19419,0.41355375,426.74475,4.9705875,-0.43729625,34.53825,71.96245,0.30497825
1,14.75,9.874375,100.6125,9.57575,88.18075,424.8625,109.975,326.2,360.6875,666.82,0.433615,10.2308,5.5507,5.07335,2.464825,1.038975,1.1718675,0.426594,427.37225,4.68787,-0.23288575,36.364175,66.3102,0.28422
