DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.0204,-0.6608,-43.65445,0,-30.065,-8.56,62.4,0.085673,89.1,0,-46.52,0.0258768,0.184614,-8.27,0.64775,-9.4735,-7.1375,-8.26,-9.3,-8.99,-5.834,379.625
1,0.75,0.02,-0.80688475,-40.45828335,0,-29.48,-8.4725,62.08,0.07316,89.175,0,-46.57,0,0,-8.27,0.61925,-9.283,-7.1565,-8.11,-9.22,-8.95,-5.807,379.95
1,1.25,0.0002525,-0.353326434,-44.9929,0,-29.68,-8.5,61.8125,0.0783,89.2,0,-45.735,0,0,-8.255,0.5775,-9.30625,-7.07225,-8.21,-9.38,-9.01,-5.805,379.5
1,1.75,0.0276,-0.4673229625,-48.233131605,0,-29.6025,-8.595,62.0225,0.0793,89.2,0,-46.58,0,0,-8.225,0.601,-9.38625,-7.058125,-8.2025,-9.375,-9.0325,-5.7705,380
1,2.25,0.054,-0.73395,-46.292,0,-29.7075,-8.5275,62.4375,0.07455,89.1,0,-45.9375,0,0,-8.215,0.5785,-9.422375,-7.076625,-8.2175,-9.395,-9.0725,-5.76725,379.925
1,2.75,0.0338,-0.81185159575,-42.7651843,0,-29.365,-8.7425,62.48,0.080181,89.1,0,-43.9925,0,0,-8.25,0.6135,-9.50375,-7.08775,-8.2625,-9.52,-9.0625,-5.773,379.95
1,3.25,0.04445,-0.5891669795,-40.459804975,0,-29.62,-8.615,62.1825,0.080325,89.1,0,-46.9475,0,0,-8.245,0.5995,-9.542375,-7.05375,-8.28,-9.575,-9.07,-5.79675,380.5
1,3.75,0.05025,-0.46951791,-42.4545,0,-29.5725,-8.66,62.4175,0.069375,89.1,0,-44.9975,0,0,-8.3,0.6055,-9.5425,-7.067625,-8.33,-9.585,-9.08,-5.80375,379.9
1,4.25,0,-0.41252420625,-44.534800105,0,-30.1025,-8.695,63.2975,0.07744,89.1,0,-45.31,0,0,-8.27,0.5515,-9.5425,-7.069875,-8.29,-9.585,-9.0525,-5.80375,380.075
1,4.75,0.0217,-0.40744004175,-39.31175356,0,-29.8725,-8.52,61.955,0.073375,89.1,0,-45.34,0,0,-8.24,0.47,-9.4995,-7.05725,-8.3125,-9.585,-8.93,-5.8045,380.25
1,5.25,0.0361,-0.5656620135,-42.2811380725,0,-29.665,-8.4625,62.715,0.0847,89.1,0,-43.965,0,0,-8.315,0.485,-9.5025,-7.057,-8.255,-9.595,-8.9425,-5.796,379.9
1,5.75,0.043225,-0.50978,-41.18344561,0,-29.245,-8.54,62.8,0.0694,89.1,0,-45.445,0,0,-8.305,0.5615,-9.5,-7.07625,-8.245,-9.595,-8.96,-5.79025,379.9
1,6.25,0.0338,-0.5180155,-41.051134895,0,-29.8725,-8.5325,62.43,0.07951,89.1,0,-46.48,0,0,-8.295,0.58225,-9.48,-7.048,-8.27,-9.575,-8.95,-5.80025,379.975
1,6.75,0.0357,-0.938353,-42.09031574,0,-29.53,-8.505,62.65,0.0778675,89.1,0,-46.74,0,0,-8.23,0.594,-9.551375,-7.04325,-8.2975,-9.575,-8.9675,-5.816,380.125
1,7.25,0.047,-0.609348745,-42.605608745,0,-29.4975,-8.5275,62.475,0.08385,89.1,0,-46.67,0,0,-8.23,0.578,-9.60275,-7.05,-8.32,-9.56,-8.965,-5.793,379.825
1,7.75,0,-0.6305847225,-44.66985,0,-29.39,-8.48,61.845,0.08275,89.1,0,-47.11,0,0,-8.225,0.511,-9.6,-7.071375,-8.295,-9.6,-9.0075,-5.77575,379.8
1,8.25,0.041,-0.83741,-49.0494059625,0,-29.17,-8.475,61.585,0.0856875,89.1,0,-47.5975,0,0,-8.315,0.569,-9.575,-7.13075,-8.275,-9.6,-9.105,-5.7595,379.7
1,8.75,0.051375,-0.985927098,-43.3156138975,0,-29.13,-8.51,62.785,0.082495,89.1,0,-47.0325,0,0,-8.26,0.474,-9.53,-7.15075,-8.335,-9.58,-9.155,-5.7345,380.075
1,9.25,0.04335,-0.594938027,-47.9237454925,0,-29.46,-8.475,61.59,0.078475,89.1,0,-47.76,0,0,-8.2525,0.582,-9.5225,-7.155,-8.33,-9.58,-9.12,-5.7445,379.925
1,9.75,0.02089,-0.5547099715,-40.035692765,0,-29.4375,-8.59,62.61,0.08069,89.1,0,-48.52,0,0.004667975,-8.275,0.551,-9.515,-7.1715,-8.29,-9.59,-9.12,-5.7675,380.425
1,10.25,0.0092575,-0.704517473,-42.95,0,-29.5825,-8.555,62.505,0.0834425,89.1,0.0185,-49.24,0,0.0723605,-8.2675,0.5575,-9.477,-7.16,-8.245,-9.585,-9.105,-5.7925,381.35
1,10.75,0.04,-0.61632625,-40.24979526,0,-29.6,-8.67,62.1975,0.0767225,89.1,0.326,-48.635,0.451459,0.57042225,-8.265,0.584,-9.5425,-7.146125,-8.28,-9.6225,-9.1325,-5.843,381.075
