DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1
1,12.25,0.671,4.6805,2.4,-0.032,0.231,-0.259,161.987,23.043,-1.3945,5.29,51.35,101.3005,395.578,3.645,172.25,297.45,40.705
1,12.75,0.6195,4.709,2.3585,-0.3065,-0.066,-0.132,125.5955,21.065,-1.066,5.4,51.14,101.3,394.824,3.77,145.8,249,34.29
1,13.25,0.639,4.636,2.2565,-0.0075,0.025,-0.0755,111.006,17.229,-0.743,5.439,49.19,101.3005,394.578,3.78,121.8,234.9,32.715
1,13.75,0.626,4.8985,2.348,0.278,0.196,-0.015,71.041,16.315,-0.5845,5.505,48.775,101.3005,394.4085,3.68,97.25,195.45,25.305
1,14.25,0.6135,4.8475,2.207,0.031,-0.001,0.0395,40.015,14.5235,-0.633,5.54,48.58,101.3005,394.241,3.64,76.65,172.5,21.69
1,14.75,0.566,4.8315,2.18,0.7685,0.28,0.2355,22.764,10.919,-0.891,5.6,49.77,101.3005,394.575,3.695,43.26,120.7,14.185
1,15.25,0.475,4.5145,2.082,0.842,0.487,0.237,11.272,8.1505,-1.1365,5.5955,50.3,101.3005,395.188,3.685,28.53,68.585,9.37
1,15.75,0.42,4.073,1.891,0.886,0.208,0.258,-1.329,4.156,-1.4765,5.56,51.275,101.301,395.552,3.535,5.2695,47.55,4.8985
1,16.25,0.342,3.8875,1.985,0.958,0.2975,0.3075,-8.7085,3.09,-1.787,5.55,51.72,101.3,395.174,3.42,-13.88,24.08,2.711
1,16.75,0.271,3.2145,1.7,1.281,0.3675,0.4565,-16.9865,1.05,-2.1195,5.465,54.075,101.3,396.76,3.1,-41.78,5.4375,-1.1725
1,17.25,0.273,2.8595,1.689,1.3025,0.466,0.543,-16.0725,0.653,-2.548,5.385,57.91,101.301,396.279,2.845,-54.07,0.1095,-2.2425
1,17.75,0.248,2.2835,1.502,0.989,0.4425,0.3955,-16.563,0.2335,-2.8345,5.325,59.43,101.4,396.15,2.565,-50.55,-0.03,-2.3605
1,18.25,0.252,2.185,1.624,1.1335,0.461,0.37,-16.266,0.462,-3.0645,5.31,60.92,101.4,396.825,2.48,-47.915,-0.0455,-2.326
1,18.75,0.2465,2.0435,1.56,0.9875,0.536,0.3725,-18.893,0.63,-3.242,5.23,62.74,101.4,396.892,2.31,-46.405,-0.049,-2.3145
1,19.25,0.27,1.7745,1.645,1.2265,0.583,0.318,-17.4715,0.388,-3.3265,5.135,64.51,101.4,397.342,2.09,-47.815,-0.059,-2.092
1,19.75,0.271,1.5745,1.593,0.983,0.625,0.308,-20.9425,0.046,-3.4415,5.06,67.445,101.4,397.5565,1.98,-42.755,-0.045,-2.2765
1,20.25,0.277,1.538,1.696,1.159,0.657,0.227,-22.382,0.4495,-3.512,5.025,67.705,101.4,397.608,1.865,-44.655,-0.043,-2.283
1,20.75,0.293,1.337,1.678,1.272,0.831,0.238,-21.532,0.592,-3.661,5.015,68.52,101.4,396.956,1.795,-47,-0.0525,-2.212
1,21.25,0.282,1.3265,1.748,1.1765,0.713,0.268,-17.673,0.423,-3.7505,4.985,70.045,101.301,396.332,1.76,-44.135,-0.0535,-2.2205
1,21.75,0.294,1.4285,1.714,1.284,0.633,0.244,-18.146,0.2795,-3.8145,4.96,71.5,101.4,398.147,1.745,-42.065,-0.042,-2.256
1,22.25,0.302,1.2595,1.67,1.1785,0.657,0.165,-18.007,0.2835,-3.863,4.94,72.6,101.4,397.322,1.64,-42.63,-0.041,-2.285
1,22.75,0.322,0.942,1.715,1.021,0.7,0.1265,-21.3355,0.343,-3.861,4.915,73.6,101.4,398.0745,1.56,-40.785,-0.054,-2.281
1,23.25,0.332,0.7905,1.74,0.855,0.7855,0.1185,-21.101,0.366,-3.9495,4.89,73.75,101.3505,398.2545,1.57,-39.615,-0.07,-2.17
1,23.75,0.329,0.879,1.657,0.988,0.74,0.117,-19.77,0.555,-3.916,4.85,75.55,101.3505,398.069,1.535,-40.22,-0.0595,-2.192
2,0.25,0.342,-1.0335,1.6345,0.832,0.541,0.067,-22.9635,0.258,-3.0895,2.305,69.675,101.3,396.537,1.53,-48.395,-0.036,-2.2065
2,0.75,0.324,-1.104,1.611,0.8605,0.4695,0.013,-23.0065,0.222,-3.1245,2.3,70.095,101.3,396.96,1.42,-48.3,-0.0295,-2.353
2,1.25,0.333,-1.164,1.583,0.7935,0.478,0.0685,-21.7075,0.195,-3.169,2.3,71.4,101.3,397.442,1.43,-42.52,-0.022,-2.424
2,1.75,0.336,-1.255,1.622,0.887,0.48,0.12,-16.052,0.112,-3.167,2.3,74.2,101.3,397.414,1.39,-43.26,-0.028,-2.51
2,2.25,0.3215,-1.445,1.57,0.791,0.482,0.116,-18.48,0.2415,-3.166,2.27,74.9,101.3,397.8545,1.37,-39.15,-0.031,-2.5335
2,2.75,0.3225,-1.506,1.559,0.838,0.5425,0.1695,-17.566,0.507,-3.152,2.27,74.7,101.301,398.674,1.35,-37.5,-0.02,-2.4865
2,3.25,0.333,-1.958,1.559,0.863,0.5685,0.173,-18.2765,0.44,-3.159,2.25,76,101.3,398.746,1.26,-45.39,-0.015,-2.415
2,3.75,0.3475,-2.11,1.584,0.749,0.5605,0.1245,-21.597,0.335,-3.16,2.22,75.7,101.2,398.542,1.2,-45.62,-0.014,-2.39
2,4.25,0.302,-1.985,1.538,0.922,0.393,0.14,-21.92,0.3145,-3.1825,2.195,75.45,101.2,399.26,1.285,-47.415,-0.0085,-2.351
2,4.75,0.285,-2.1065,1.573,0.953,0.423,0.2285,-18.91,0.26,-3.201,2.155,75.75,101.3,399.1615,1.225,-49.265,-0.001,-2.1745
2,5.25,0.314,-2.391,1.603,0.773,0.341,0.168,-13.486,0.368,-3.244,2.1,73.8,101.3,399.806,1.26,-47.92,0,-1.812
2,5.75,0.329,-2.3735,1.565,0.7845,0.5675,0.069,-10.819,0.493,-3.319,2.055,73.1,101.301,399.814,1.275,-31.67,0,-1.8
2,6.25,0.36,-2.1815,1.569,0.64,0.594,0.0195,-8.684,0.98,-3.323,2.05,71.85,101.3,398.872,1.33,-24.67,0,-1.861
2,6.75,0.378,-2.0105,1.619,0.658,0.5,-0.1345,-7.75,0.907,-3.3185,2.08,72.5,101.301,399.059,1.32,-23.4,3.306,-0.323
2,7.25,0.4175,-1.908,1.654,0.587,0.728,-0.207,-2.2535,1.6115,-3.3635,2.08,72.3,101.301,399.53,1.455,-10.965,30.32,14.055
2,7.75,0.517,-1.4545,1.833,0.603,1.004,-0.466,15.98,4.327,-3.3715,2.096,68.725,101.4,397.776,1.62,14.4,96.4,27.005
2,8.25,0.636,-0.346,2.039,0.167,0.9285,-0.6915,68.887,7.542,-3.3925,2.114,65.795,101.301,396.9615,1.985,54.955,174.25,34.41
2,8.75,0.7475,0.053,2.471,0.85,1.283,-0.59,102.153,9.942,-3.3445,2.135,60.385,101.4,396.434,2.365,100.95,252.45,37.11
2,9.25,0.7645,0.772,2.694,0.337,0.906,-0.542,148.606,12.171,-3.1945,2.15,58.58,101.4,395.5435,2.54,155.5,325.65,43.795
2,9.75,0.7755,1.393,2.838,0.232,0.828,-0.509,196.5325,13.085,-3.0555,2.18,54.93,101.35,394.3895,2.96,205.75,397.15,48.625
2,10.25,0.815,2.0255,2.957,0.5525,1.016,-0.438,231.9675,12.273,-2.987,2.215,50.145,101.301,394.541,3.265,256.05,446.9,55.925
2,10.75,0.7845,2.689,2.936,0.3965,0.7595,-0.293,238.767,18.372,-2.865,2.285,48.21,101.3,393.906,3.485,285.95,489.3,59.06
2,11.25,0.798,3.0515,2.918,0.303,0.6985,-0.356,251.424,17.301,-2.7295,2.305,45.535,101.3,392.95,3.755,299.75,507.35,60.34
2,11.75,0.8065,3.298,2.9985,0.287,0.476,-0.223,243.9565,16.4905,-2.352,2.365,45.15,101.3505,392.766,3.845,293.3,494.55,60.825
2,12.25,0.81,3.499,2.869,0.0925,0.441,-0.276,242.9165,17.435,-2.016,2.435,42.455,101.301,392.061,3.99,278.55,473.7,60.255
2,12.75,0.769,3.561,2.8875,0.344,0.426,-0.172,194.622,15.8295,-1.545,2.43,41.57,101.2,391.997,4.16,227.8,401.6,50.51
2,13.25,0.7905,3.8425,2.953,0.211,0.35,-0.162,191.096,12.657,-1.161,2.671,41.525,101.2,391.896,4.2,218.05,380.05,44.515
2,13.75,0.757,4.0975,2.8475,0.624,0.6305,-0.035,163.456,14.207,-0.966,2.695,40.18,101.2,392.057,4.205,171.75,292.75,35.265
2,14.25,0.772,4.2465,2.763,0.605,0.627,-0.043,132.036,11.7865,-0.781,2.815,39.97,101.2,391.836,4.265,120.2,229.15,26.91
2,14.75,0.747,4.1995,2.687,0.716,0.471,0.1065,81.1225,5.672,-0.7295,2.77,40.53,101.2,391.59,4.19,108.95,190.5,18.99
2,15.25,0.678,4.2165,2.5345,0.5015,0.3935,0.168,65.067,5.1915,-0.7215,2.775,42,101.2,391.5475,4.2,83.4,171.85,12.155
2,15.75,0.588,3.914,2.3855,0.663,0.3355,0.15,27.869,4.681,-0.6155,2.705,43.95,101.2,391.457,3.93,50.18,130.4,6.1325
2,16.25,0.53,3.622,2.198,0.9275,0.504,0.239,3.991,3.844,-0.6285,2.66,43.74,101.2,391.4,3.76,13.61,80.05,4.7905
2,16.75,0.444,2.9905,1.9195,1.037,0.519,0.309,-9.793,2.466,-0.877,2.59,45.695,101.3,391.801,3.505,-14.285,33.215,2.222
2,17.25,0.419,2.465,1.6645,1.251,0.483,0.4495,-15.996,0.934,-1.1435,2.535,48.305,101.25,392.233,3.245,-47.605,8.515,-0.574
2,17.75,0.332,1.664,1.5915,1.207,0.3985,0.536,-18.87,0.334,-1.299,2.495,50.61,101.2,392.782,2.96,-62.22,0.356,-1.945
2,18.25,0.33,1.157,1.473,1.335,0.323,0.5195,-20.746,0.323,-1.6595,2.425,55.33,101.3,392.85,2.725,-59.505,-0.0215,-2.321
2,18.75,0.2885,0.8255,1.4265,1.091,0.496,0.375,-19.536,0.244,-1.9125,2.41,56.59,101.3,394.059,2.545,-59.795,-0.041,-2.3515
2,19.25,0.297,0.406,1.591,0.954,0.425,0.2845,-17.11,0.3395,-2.223,2.395,58.29,101.3,394.1815,2.345,-57.44,-0.054,-2.3475
2,19.75,0.272,0.212,1.432,1.0745,0.366,0.321,-19.0655,0.2315,-2.401,2.38,61.17,101.3,394.684,2.135,-60.09,-0.052,-2.235
2,20.25,0.265,-0.0645,1.407,1.011,0.345,0.291,-21.34,0.1835,-2.562,2.355,62.82,101.3,395.262,2.035,-56.125,-0.065,-2.221
2,20.75,0.224,-0.2925,1.489,0.8325,0.37,0.267,-20.3145,0.361,-2.753,2.33,64.14,101.301,395.1095,1.935,-58.005,-0.076,-2.3335
2,21.25,0.309,-0.494,1.553,1.1605,0.368,0.279,-22.14,0.403,-2.847,2.322,66.27,101.301,395.124,1.86,-56.51,-0.068,-2.0625
2,21.75,0.35,-0.8,1.557,0.9125,0.442,0.215,-24.412,0.35,-2.911,2.31,67.97,101.301,395.955,1.69,-54.79,-0.045,-2.0725
2,22.25,0.3555,-0.771,1.528,0.7775,0.588,0.221,-29.077,0.074,-2.884,2.31,68.44,101.3,396.573,1.72,-54.56,-0.058,-2.0855
2,22.75,0.345,-0.9285,1.546,0.959,0.647,0.146,-27.76,0.101,-2.879,2.295,70.15,101.3,397.047,1.54,-54.03,-0.0485,-2.1425
2,23.25,0.3265,-0.953,1.66,0.875,0.47,0.153,-26.664,0.259,-2.916,2.29,70.3,101.301,396.867,1.515,-51.335,-0.0405,-2.115
2,23.75,0.361,-0.939,1.5905,0.8685,0.483,0.032,-23.75,0.209,-2.965,2.3,68.75,101.3,396.843,1.52,-50.17,-0.03,-2.2755
3,0.25,0.305,1.985,1.567,1.262,0.941,0.166,-26.319,1.204,-2.633,4.742,64.94,101.6005,395.372,2.24,-50.99,-0.059,-2.418
3,0.75,0.333,1.753,1.579,1.174,0.8765,0.1145,-29.059,0.996,-2.697,4.71,66.79,101.601,395.568,2.18,-50.93,-0.05,-2.4535
3,1.25,0.317,1.445,1.558,1.212,0.8515,0.1685,-27.023,0.518,-2.793,4.63,68.69,101.6005,394.9825,2.15,-52.37,-0.043,-2.3645
3,1.75,0.2855,1.309,1.605,1.048,0.636,0.157,-25.8545,0.827,-2.822,4.59,69.54,101.6,395.0885,2.13,-49.55,-0.035,-2.4045
3,2.25,0.293,1.29,1.556,1.048,0.6385,0.2695,-24.89,0.609,-2.83,4.57,70,101.6,395.8415,2,-48.22,-0.044,-2.5695
3,2.75,0.258,1.04,1.411,1.063,0.6035,0.198,-23.427,0.6065,-2.849,4.46,69.86,101.6005,395.905,1.97,-46.9,-0.031,-2.536
3,3.25,0.2555,0.951,1.411,0.9485,0.657,0.187,-26.542,0.823,-2.894,4.43,70.3,101.7,396.442,1.86,-46.31,-0.046,-2.5735
3,3.75,0.298,0.816,1.46,0.9645,0.67,0.2,-26.786,0.541,-2.896,4.382,71.1,101.7,398.103,1.84,-50.23,-0.045,-2.5745
3,4.25,0.2525,0.608,1.409,1.1235,0.607,0.157,-22.888,0.56,-2.893,4.35,70.9,101.7,397.613,1.8,-50.4,-0.011,-2.5085
3,4.75,0.264,0.619,1.448,0.817,0.6335,0.2315,-21.82,0.592,-2.989,4.27,71.8,101.75,398.398,1.77,-48.8,-0.008,-2.5335
3,5.25,0.279,0.4825,1.466,0.874,0.648,0.149,-22.315,0.499,-2.908,4.185,72.55,101.8,398.68,1.755,-45.465,-0.007,-2.2955
3,5.75,0.2885,0.4545,1.52,0.9455,0.707,0.134,-20.491,0.587,-2.925,4.185,72.95,101.8,398.536,1.645,-41.22,0.1895,-2.16
3,6.25,0.308,0.79,1.476,0.771,0.5655,0.151,-12.507,0.4,-2.958,4.175,72.15,101.801,398.6805,1.68,-27.51,8.08,1.0285
3,6.75,0.3905,1.1105,1.5605,0.625,0.4885,-0.1535,-3.133,3.054,-2.861,4.17,72,101.8505,399.0715,1.71,-1.618,43,13.015
3,7.25,0.4475,2.308,1.7405,0.111,0.7355,-0.4605,26.771,8.664,-2.7805,4.22,69.905,101.9,398.231,2.025,29.23,114.2,20.86
3,7.75,0.5655,2.888,2.042,-0.088,0.515,-0.8,78.0235,13.697,-2.737,4.325,64.6755,101.9,397.3135,2.52,81.5,199.8,29.58
3,8.25,0.591,3.414,2.4765,-1.139,0.175,-0.775,135.204,15.745,-2.387,4.48,58.005,101.801,397.11,3.06,149.65,293.3,36.105
3,8.75,0.648,4.1925,2.671,-0.837,0.204,-0.657,189.232,20.631,-1.876,4.68,52.615,101.801,395.491,3.775,216,377.45,42.745
3,9.25,0.6935,4.8545,2.5725,-0.9775,-0.2365,-0.613,236.3475,30.11,-1.4525,4.8955,48.25,101.801,394.981,4.155,282.95,460.3,50.685
3,9.75,0.6665,5.534,2.658,-1.04,-0.543,-0.505,254.729,32.883,-0.803,5.145,44.7,101.801,393.885,4.545,328.75,537.45,56.53
3,10.25,0.6975,6.3815,2.752,-1.398,-0.6505,-0.461,280.228,37.262,0.2925,5.295,42.805,101.8,392.584,5.165,376.55,589.6,60.73
3,10.75,0.6985,6.6185,2.886,-1.205,-0.8345,-0.432,324.8935,37.554,1.321,5.72,41.18,101.8,392.2935,5.5,416.3,634.75,62.445
3,11.25,0.726,7.265,2.9685,-1.7075,-1.031,-0.3625,312.091,38.082,2.571,5.97,38.755,101.8,391.7175,5.995,433.1,668.85,67.83
3,11.75,0.721,7.75,3.007,-1.3665,-1.045,-0.3445,318.388,37.233,4.0865,6.338,37.44,101.7,391.286,6.155,448.65,671.8,69.55
3,12.25,0.731,8.02,3.0445,-1.554,-1.009,-0.288,326.453,36.765,5.6175,6.72,35.78,101.7,391.139,6.355,437.05,652.55,67.745
3,12.75,0.755,8.165,3.032,-1.1715,-0.907,-0.203,319.196,37.632,7.013,6.87,35.57,101.601,391.393,6.515,438.3,660.6,64.955
3,13.25,0.787,8.46,3.231,-1.1045,-0.911,-0.153,301.978,37.08,7.9785,7.209,36.045,101.6005,391.19,6.73,392.7,579.85,56.59
3,13.75,0.773,8.69,3.1335,-0.8705,-0.677,-0.112,254.159,33.732,8.2015,7.19,34.955,101.5,390.829,6.755,338,535.8,55.095
3,14.25,0.7635,8.665,3.222,-1.013,-0.949,-0.093,221.532,30.1665,8.013,7.13,34.245,101.5,390.805,6.9,296.85,476.55,48.425
3,14.75,0.756,8.54,3.126,-0.593,-0.63,0.004,191.718,27.387,7.711,7.12,34.29,101.5,390.425,6.7,249.15,404.7,40.01
3,15.25,0.7015,8.545,3.0805,-0.3175,-0.2695,-0.022,153.444,25.024,7.395,7.15,34.995,101.5,389.94,6.645,216.3,367.45,35.935
3,15.75,0.669,8.635,3.0365,-0.054,-0.221,0.125,93.64,19.895,6.5885,7.1245,36.865,101.5,390.282,6.645,162.1,291.35,26
3,16.25,0.6715,8.41,2.891,0.414,0.1535,0.213,58.332,19.3955,5.7345,6.9425,38.33,101.5,390.094,6.385,84.3,202.95,20.26
3,16.75,0.61,8.045,2.705,0.6245,0.2965,0.2975,17.9285,12.008,4.815,6.745,39.69,101.5,390.568,6.24,38.305,129.4005,14.705
3,17.25,0.507,7.505,2.55,1.0675,0.68,0.393,-4.853,8.033,3.761,6.52,43.485,101.6,390.643,5.84,-3.968,72.65,7.745
3,17.75,0.443,6.854,2.326,1.401,0.821,0.536,-21.184,4.286,2.605,6.31,46.635,101.6,390.944,5.375,-45.215,18.945,0.9375
3,18.25,0.441,5.8155,2.11,1.5045,0.983,0.552,-24.2685,1.9,1.553,6.1,48.79,101.7,391.45,4.8,-59.715,0.9755,-2.037
3,18.75,0.3825,5.107,1.9185,1.5735,0.9955,0.4585,-22.888,2.106,0.6605,5.915,50.34,101.75,391.812,4.22,-59.255,-0.013,-2.501
3,19.25,0.359,4.6215,1.8815,1.435,0.9575,0.4205,-26.8825,1.317,-0.2055,5.835,52.385,101.7,392.755,3.885,-58.79,-0.0365,-2.4815
3,19.75,0.342,4.2155,1.885,1.215,0.814,0.315,-28.0805,1.4335,-1.0085,5.72,54.76,101.75,392.508,3.55,-58.125,-0.0395,-2.283
3,20.25,0.315,4.051,1.719,1.331,0.8765,0.2495,-23.846,1.098,-1.492,5.6,58.14,101.7,393.285,3.27,-57.03,-0.035,-2.269
3,20.75,0.366,3.6425,1.6925,1.257,0.849,0.319,-29.432,1.4935,-1.694,5.485,61.105,101.7,393.781,3.03,-56.145,-0.0435,-2.305
3,21.25,0.3365,3.502,1.64,1.219,0.8335,0.201,-23.898,0.837,-1.91,5.37,62.83,101.7,394.14,2.91,-51.79,-0.044,-2.39
3,21.75,0.302,3.369,1.721,1.178,0.894,0.18,-24.9205,0.569,-2.05,5.27,63.07,101.6505,393.8835,2.74,-51.28,-0.046,-2.395
3,22.25,0.31,3.127,1.671,1.144,0.882,0.1465,-28.663,0.812,-2.15,5.18,64.871,101.6505,394.583,2.61,-52.21,-0.055,-2.4735
3,22.75,0.325,2.693,1.696,1.205,0.905,0.145,-24.4475,0.407,-2.373,5.09,65.07,101.7,394.198,2.5,-50.19,-0.057,-2.4255
3,23.25,0.317,2.5995,1.702,1.247,0.682,0.148,-26.4225,0.508,-2.4805,4.985,65.45,101.7,394.7825,2.39,-49.59,-0.059,-2.452
3,23.75,0.313,2.38,1.592,1.314,0.882,0.162,-22.395,0.6285,-2.545,4.94,63.58,101.7,394.544,2.37,-49.3,-0.0535,-2.402
4,0.25,0.281,7.215,1.532,1.498,0.958,0.232,-23.865,0.079,-2.1675,9.61,74.55,101.3,399.045,2.455,-52.07,-0.059,-2.7215
4,0.75,0.2835,7.08,1.58,1.5565,1.0165,0.186,-26.4155,0.5395,-2.363,9.515,75.25,101.3,398.7235,2.475,-48.46,-0.0475,-2.6265
4,1.25,0.27,7.1,1.504,1.3795,1.015,0.117,-24.955,0.511,-2.537,9.41,76,101.3005,399.618,2.32,-46.69,-0.061,-2.822
4,1.75,0.282,6.696,1.4695,1.5055,0.9075,0.253,-24.823,0.638,-2.6785,9.3125,76.05,101.301,399.028,2.2,-46.515,-0.0665,-2.8155
4,2.25,0.275,6.932,1.4985,1.911,1.06,0.124,-26.043,0.963,-2.813,9.29,77.05,101.3005,399.1205,2.145,-44.34,-0.064,-2.6975
4,2.75,0.304,6.7345,1.522,1.477,1.1055,0.207,-25.243,0.9975,-2.816,9.25,78.6,101.301,400.2555,2.085,-42.81,-0.0715,-2.6375
4,3.25,0.2625,6.8615,1.5015,1.689,1.055,0.2325,-26.242,0.916,-2.864,9.23,81,101.3005,400.535,1.935,-46.11,-0.085,-2.562
4,3.75,0.25,6.672,1.568,1.545,1.132,0.193,-23.807,0.527,-2.634,9.195,81.35,101.3005,400.849,1.78,-46.555,-0.0675,-2.81
4,4.25,0.309,6.5355,1.522,1.5285,1.1065,0.1505,-27.343,0.432,-2.735,9.085,81.1,101.3005,401.308,1.805,-43.665,-0.056,-2.67
4,4.75,0.2485,6.3915,1.506,1.458,1.0895,0.133,-22.579,0.639,-2.9935,9.02,81,101.3005,401.6,1.83,-37.92,-0.006,-2.604
4,5.25,0.292,6.2055,1.6175,1.267,1.023,0.092,-26.2405,0.148,-3.008,8.985,80.6,101.3505,402.369,1.655,-38.735,1.8995,-1.9135
4,5.75,0.285,6.1995,1.4765,0.913,0.6755,-0.02,-20.314,0.878,-3.092,8.995,80.65,101.3505,401.925,1.655,-17.8,21.11,4.969
4,6.25,0.315,6.6435,1.568,0.474,0.7075,-0.1595,-4.219,2.683,-3.0465,8.975,78.15,101.4,401.936,1.94,9.125,75.1,14.165
4,6.75,0.439,7.885,1.7915,-0.138,0.438,-0.449,20.115,14.403,-2.847,8.96,73.4,101.4,400.973,2.53,48.385,142.7,20.94
4,7.25,0.49,9.16,2.078,-1.5385,-0.254,-0.793,76.945,17.913,-2.1895,9.225,67.615,101.4,399.3715,3.215,117.7,250,31.005
4,7.75,0.5965,9.965,2.406,-1.676,-0.4865,-0.953,141.052,35.1725,-1.128,9.435,62.715,101.4,397.5,4.385,192.35,349.3,38.635
4,8.25,0.6105,11.03,2.4715,-1.447,-0.553,-0.7545,183.822,36.7455,-0.413,9.53,56.205,101.3505,396.513,5.045,268.7,422.7,43.14
4,8.75,0.709,12.005,2.7025,-2.12,-1.2075,-0.685,223.016,51.34,1.0535,9.735,52.995,101.301,395.192,6.6,333.4,489,52.215
4,9.25,0.758,12.695,2.861,-1.738,-1.109,-0.613,279.7215,62.099,2.7735,10.07,49.71,101.3,394.84,7.155,371.75,555.6,57.63
4,9.75,0.7045,13.235,2.881,-1.846,-1.27,-0.4175,313.697,63.847,4.1955,10.54,47.775,101.3,393.565,7.22,414.45,590.35,58.245
4,10.25,0.7535,13.57,2.907,-2.101,-1.844,-0.422,341.889,77.04,5.1515,10.87,45.55,101.2,392.926,7.7,444.5,655.35,65.7805
4,10.75,0.754,13.725,2.86,-2.024,-1.484,-0.427,352.595,68.928,5.9225,11.1875,43.41,101.2,392.483,7.935,467.55,675.7,68.695
4,11.25,0.7765,14.145,2.9835,-1.914,-1.5995,-0.33,360.8475,75.0535,6.695,11.475,42.13,101.2,392.341,8.64,492.85,689.8,70.6
4,11.75,0.785,14.505,2.881,-1.884,-1.6215,-0.3545,371.4975,84.2505,8.2895,11.705,40.915,101.101,392.185,8.925,518.45,714,72.25
