DOY2,HR2,USTAR_1_2_1,WS_1_2_1,FC_1_2_1,H_1_2_1,LE_1_2_1,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,SH_1_1_1,SLE_1_1_1,SC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,TA_1_1_1,PA_1_1_1,RH_1_1_1,VPD_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_SIGMA_1_1_1,H2O_SIGMA_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1
1,0.25,0.1485,1.06225,0.2595,-35.16325,-0.50925,-0.240533,-33.0349,-0.37089,-0.31187625,-8.38036,-1.79066,-0.10119,1.17238,0.121075,2.67556,2.06196,99.8839,66.934725,0.0151755025,350.81125,4.63781,0.356981,0.34284,0.147672,0.13815,0.018150725,0.024871045,1.436983,0.3514994375
1,0.75,0.13225,0.9545,0.169,-35.79825,-0.528,-0.25754975,-34.5188,-0.218776,-0.388654,-8.55736,-2.699725,-0.1719245,1.2267925,0.139638,2.46196,2.044215,99.887475,68.98795,0,351.5145,4.65426,0.39023675,0.34942375,0.17257425,0.1312495,0.017748525,0.0266670345,1.436983,0.3477711375
1,1.25,0.133,0.945,0.282,-38.927,-1.024,-0.19754,-32.947875,-0.106078,-0.2655775,-7.9101875,-2.56444,-0.24237,1.19889,0.133254,2.2838375,1.848725,99.8772,68.3445,0.153434,352.033,4.56819,0.3642085,0.33493,0.16734425,0.13735525,0.017151875,0.024614177,1.436983,0.36276016375
1,1.75,0.178,0.883,0.205,-39.961,-1.198,-0.2242725,-29.753125,0.1827225,-0.3561915,-7.4759825,-3.01431,-0.259231,1.217605,0.15152925,1.942075,1.481815,99.8676,67.402825,0.2096115,351.443,4.6526725,0.369795,0.35009,0.1842065,0.12794375,0.0171555,0.02513582325,1.436983,0.3999841625
1,2.25,0.133,0.899,0.223,-36.527,-0.906,-0.214036,-32.355975,0.10770025,-0.36844,-8.33131,-1.7328925,-0.3201545,1.12293,0.11768975,1.541895,1.06165125,99.858475,67.89655,0.1779355,350.584,4.5173325,0.379375,0.32567425,0.1512785,0.11837675,0.0172216,0.0232591915,1.436983,0.36012965
1,2.75,0.126,0.906,0.258,-34.393,-0.54,-0.181865,-30.1758,0.1447745,-0.34727275,-7.221295,-1.947015,-0.2017705,1.16923,0.134003,0.911146,0.545089,99.8549,69.384025,0.0057380745,351.253,4.5685775,0.414651,0.34831,0.168509,0.131744,0.0178196,0.023715551,1.436983,0.32437905
1,3.25,0.1405,0.84825,0.15725,-36.69725,-0.72325,-0.21443,-28.4483,-0.10246025,-0.272321,-7.73392,-1.73948,-0.16383425,1.20699,0.123599,1.13393,0.476492,99.8513,72.7764,0.0014444925,351.7605,4.589425,0.352355,0.301592,0.156678,0.136371,0.0175541,0.02320227525,1.436983,0.3385964
1,3.75,0.141,0.8345,0.18575,-37.38325,-1.7665,-0.23753775,-30.88645,0.13057475,-0.258609,-7.72975,-1.995435,-0.17328475,1.1613975,0.1396905,0.84722275,0.206655,99.849925,73.933325,0,352.593,4.5284775,0.38518125,0.33714775,0.16905475,0.11136975,0.0191223,0.023186197,1.436983,0.329944
1,4.25,0.1105,0.8005,0.0985,-41.0115,-0.822,-0.214398,-31.4998,-0.2165615,-0.4094675,-7.30568,-1.7979775,-0.220476,1.09296,0.135157,0.757881,0.477635,99.8494,73.933825,0,352.0815,4.50292,0.37993,0.321866,0.188608,0.122648,0.01793345,0.02533204575,1.436983,0.299808975
1,4.75,0.14,0.873,0.122,-35.986,-1.42,-0.229335,-34.0201,-0.154523,-0.362081,-6.6319975,-1.85632,-0.174437,1.15491,0.154169,0.205885,-0.156575,99.8599,74.3917,0,353.31375,4.46729,0.394698,0.314051,0.188889,0.126084,0.01730665,0.022740545,1.436983,0.3237275125
1,5.25,0.14425,0.8985,0.16475,-33.89175,-0.42525,-0.25429275,-31.75635,-0.0747849,-0.61627675,-7.35289,-1.7724275,-0.19211025,1.20449,0.13048825,-0.06248425,-0.57894825,99.8698,75.391225,0,352.2285,4.436625,0.37123375,0.32973775,0.16558175,0.1217565,0.018709175,0.02530770175,1.436983,0.374259975
1,5.75,0.115,0.83625,0.12025,-34.1845,-0.91775,-0.2339955,-32.0964,-0.00077645,-0.827823,-6.80272,-2.7064175,-0.0519127,1.135025,0.1358135,-0.3340285,-0.751185,99.90215,73.138025,0,353.353,4.4632025,0.3726745,0.3335445,0.161892,0.115595,0.0190614,0.024453262,1.436983,0.344249
1,6.25,0.134,0.937,0.178,-33.773,-0.561,-0.247164,-33.891675,0.297497,-0.83559275,-6.57158,-2.79144,-0.27756,1.1345525,0.1529795,-0.5393665,-0.908387,99.9294,74.6753,0,353.18625,4.3687,0.4157725,0.3319925,0.16400425,0.121085,0.018006775,0.021127226,1.436983,0.315903775
1,6.75,0.1375,0.873,0.09,-32.5025,-1.11325,-0.219298,-32.15335,0.0674374,-0.7685325,-5.93282,-2.7694775,-0.329404,1.226,0.154623,-0.7084065,-1.062045,99.966,74.990275,0,352.459,4.4036175,0.406869,0.3399605,0.1860095,0.11485,0.015686325,0.02157256575,1.436983,0.3449956625
1,7.25,0.15225,0.8505,-0.06425,-28.40925,-1.04575,-0.27161075,-27.196425,0.1606425,-0.93168175,-4.3733225,-1.58978,-0.4455905,1.1788925,0.18616825,-0.698995,-1.131061,100.0035,72.8844,0,353.33725,4.30164,0.448877,0.3439625,0.218731,0.09666585,0.017176825,0.0239572235,1.19429525,0.5064100125
1,7.75,0.1375,0.8355,-0.153,-29.0745,-0.2205,-0.28625425,-12.680975,0.430752,-1.8475475,0.06825055,-0.133487,-0.539251,1.1784,0.22652675,-0.31410525,-0.62769525,100.0495,75.4385,0,353.12425,4.2827,0.460698,0.3726345,0.266694,0.12034975,0.01845145,0.031762571,9.1911755,1.2891611125
1,8.25,0.125,0.783,-1.091,-14.051,0.884,-0.4364705,-3.5043975,4.86669,-2.684815,4.4261025,0.306365,-0.972508,1.1547925,0.2642095,0.5373095,0.163914,100.064,74.8049,0,352.8425,4.50901,0.573469,0.44106675,0.3368055,0.15526525,0.02477025,0.047014717,31.751135,3.493817
1,8.75,0.14775,0.812,-2.85375,-2.15025,3.7195,-0.52340425,6.9632425,8.18189,-4.099565,6.1372875,-1.10871925,-1.1345725,1.262285,0.331856,1.7850125,1.31346,100.0795,72.905825,0,351.999,4.5592625,0.648877,0.524844,0.39733475,0.175405,0.02753295,0.05583738025,67.246455,7.066744
1,9.25,0.233,0.8605,-3.3685,6.779,8.06125,-0.58884,21.6811,16.19385,-5.25797,7.04229,-1.3273875,-1.358955,1.27571,0.377503,2.63919,2.06046,100.088,68.83445,0.10471245,351.756,4.66626,0.763593,0.571112,0.431577,0.187945,0.0314534,0.069457935,99.523075,10.627075
1,9.75,0.27425,0.9315,-4.67075,12.573,12.43525,-0.6879795,23.99825,17.9255,-6.679315,7.56257,-2.69477,-1.529535,1.310725,0.403752,3.4539375,2.84687,100.0615,64.0043,0.146155,349.2065,4.80047,0.85107325,0.6194735,0.46125125,0.21321175,0.0329574,0.0850076035,138.6525375,14.40786
1,10.25,0.357,1.0915,-6.5715,27.717,24.962,-0.6998425,38.62105,24.5908,-7.51001,7.499555,-2.93803,-1.25664,1.40706,0.417496,4.08385,3.76765,100.063,61.3717,0.383143,347.591,4.66723,0.8538995,0.669918,0.4771585,0.2251795,0.0346108,0.090654893,187.2221,18.7639775
1,10.75,0.39975,1.2375,-7.123,58.54925,30.086,-0.69096625,45.555225,28.9145,-8.76355,8.0311975,-2.4056575,-0.94026275,1.2974925,0.41498475,4.7850425,4.3383275,100.05625,56.746175,0.633968,346.845,4.6336975,0.84834675,0.70190325,0.50399875,0.2428865,0.0378784,0.094139993,226.1602625,22.59142625
1,11.25,0.505,1.5205,-8.74875,77.1145,43.2815,-0.725319,49.7039,31.1673,-8.6100475,6.91372,-4.62459,-0.843486,1.34702,0.461227,5.34022,4.91221,100.027,55.1371,0.869561,346.591,4.65829,0.896301,0.74804,0.52664,0.27103,0.0390528,0.097176355,244.4412875,24.36242625
1,11.75,0.475,1.377,-9.95925,107.03675,46.6505,-0.76202625,53.73885,32.3195,-9.06899,6.07403,-3.8141975,-0.63051275,1.3152575,0.44275375,5.9519725,5.5713175,99.978525,51.7429,1.373705,346.351,4.687055,0.87034625,0.79055525,0.54326625,0.2588885,0.0382639,0.096144285,304.4322125,30.93452875
