DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.5170499,0.7510475,0.720413412499999,0.135845525,5.3244397,1.14863675,10.783558,0.3436458,444.24935,5.8739445,1.720709275,1.494502,1.5972632,1.6697593,0.98730425,99.902205,1.11331145,3.50425925,1.2377077,0.112481399999999,1.766668175,1.64955252325,4.6013981,317.869315,319.673675,0.248082945,100.43854
1,0.75,0.52215705,0.695937875,0.594670625,0.255510225,5.8115746,0.9944506,9.3917881,0.316502,445.804237525,5.5982096,1.742238175,1.4816708,1.590266325,1.665504125,1.400277,99.9023675,0.62484303,3.1598985,1.2044943,0.106278159999998,1.7633518,1.560557906,4.567438375,317.699,319.5344375,0.250671665,100.45311
1,1.25,0.50063215,0.680446,0.636244125,0.185866024999999,5.0571014,1.493562,9.74208289999999,0.368640599999999,443.735193325,5.896943375,1.653188025,1.4877236,1.593176325,1.672135275,1.298922375,99.895125,0.583816307500001,3.342669,1.11755031999999,0.104024869999998,1.7686273,1.487471299,4.5652126,318.492695,319.417625,0.248420015,100.4447125
1,1.75,0.5013008375,0.70991625,0.542386875,0.1957464,7.43027139999999,1.50947095,8.83935269999999,0.406310699999999,445.6816391875,5.834287375,1.42329085,1.4969154,1.59991125,1.679358375,0.827697525,99.8965375,0.5381325875,3.56641275,1.15297305,0.101736469999998,1.773303075,1.4453282805,4.3518773,316.987165,318.597525,0.25108905,100.45084
1,2.25,0.4872556,0.592475975,0.5249083,0.1247977,6.811319375,1.60996395,9.71800064999999,0.5350189,443.338161325,5.7634115,1.44651305,1.4983206,1.5998335,1.680466375,1.74412675,99.8973575,0.77390041,3.47589825,1.13901855,0.099388259999998,1.7699448,1.39193383625,4.33876545,317.34013,318.56905,0.25056835,100.46583
1,2.75,0.47628915,0.744988,0.543623575,0.253252375,5.249842275,1.5559569375,11.126804275,0.397049825,448.0561151,5.7805472,1.478775575,1.4930716,1.59415345,1.67478455,2.48809375,99.903585,0.4841622725,3.8104225,1.2345678356,0.0968831899999979,1.773034625,1.3708089645,4.307094025,316.910685,318.7929,0.24872053,100.4754668375
1,3.25,0.493274775,0.678434625,0.56858325,0.267422725,6.66644329999999,1.608595275,9.691723,0.5848828,436.4972987,5.69680865,1.489605125,1.4857654,1.5935841,1.6701572,1.91665375,99.90323,0.50697961,3.3410585,1.55832565274999,0.0975926999999981,1.76538845,1.35242538,4.201070525,317.844965,318.8365,0.246842745,100.502066425
1,3.75,0.4717202,0.7014590625,0.635103375,0.250438,7.10954619999997,1.41083,9.37603625,0.5258845,437.642281625,5.71870645,1.43666885,1.4759846,1.580354875,1.66308755,3.136954875,99.898635,0.5542280375,3.41823775,1.52794219999999,0.0998884299999984,1.758564625,1.4061445875,4.225083,316.83919,318.8880125,0.252022565,100.5160175
1,4.25,0.496257,0.8316476,0.56726145,0.1396796,7.39718058749999,1.65072215,9.66046995,0.5108608,429.9347335,5.63151865,1.4489685,1.4751422,1.576805725,1.6627576,3.35919,99.9002,0.688799240000001,3.446234,1.29813655,0.101745089999999,1.763053625,1.39603484525,4.442634625,317.265635,318.619925,0.25237821,100.503361375
1,4.75,0.4898327,0.585498749999999,0.49125435,0.244332125,7.31323504999999,1.5476295,9.130977225,0.475594825,435.0124645,5.77951595,1.333157175,1.4909874,1.584750375,1.670683475,2.996378375,99.90278,0.458498357500001,3.60483475,1.129727,0.103044599999999,1.77499215,1.38044677,4.443279625,317.84994,318.5006875,0.256252785,100.5044764125
1,5.25,0.4920357125,0.70870815,0.643894399999999,0.16356325,7.09708896249998,1.7356403,9.309336,0.5287242,444.840328225,5.7247136,1.3188604,1.4919112,1.5875069,1.6680583,6.211411375,99.896977,0.5720811275,3.2663147,1.08515075,0.103694569999999,1.7876741,1.384232830825,4.3357187,318.36431,318.3351,0.252880965,100.52360555
1,5.75,0.502968775,0.620227,0.637415449999999,0.1696464,7.7936512,1.55593065,9.7200825,0.48588575,446.9009611,5.6008266,1.1798526,1.4885864,1.5832475,1.664271825,4.700179375,99.89634575,0.761893110000001,3.45691345,1.0489482,0.103949229999999,1.757371225,1.39330296995,4.4681171,318.1302,318.3153625,0.251537815,100.533495
1,6.25,0.501586725,0.70286675,0.5347837,0.194395625,7.800286,1.5556570375,9.31599205,0.54685285,450.6468766,5.6797782,1.0785732,1.4795224,1.58632765,1.666046125,5.36197675,99.905457,0.745165062500001,3.299376675,1.00623875,0.103303429999999,1.768229325,1.3500154199,4.7192036,317.25077,318.3048125,0.25343375,100.5124825
1,6.75,0.505012,0.591247799999999,0.5639075,0.18831615,8.84076719999999,1.9138549,9.8046117,0.595841625,442.225853625,5.7109991375,1.093531,1.4876258,1.589128575,1.6704586,4.85340025,99.89520575,0.517502187500001,3.28130119999999,0.976918679999999,0.101936349999999,1.764634225,1.293724953625,4.617969925,317.414725,318.157775,0.250445985,100.4769875
1,7.25,0.5205185,0.73777505,0.587230625,0.1979668125,8.955710375,1.9077438,9.40432955,0.495126,447.97813415,5.61743675,1.1908488,1.4850344,1.59081635,1.6708082,4.5118205,99.889871,0.73135953,3.29435204999999,1.101941265,0.0916462499999998,1.765172125,1.300711888575,4.332481775,317.46146,318.232925,1.32929365,100.482315
1,7.75,0.515154625,0.706733325,0.63485655,0.216793125,9.44293535,1.7101857,9.7817335,0.732247899999999,457.56613695,5.668446325,1.3263968,1.504666,1.6076433,1.6930354,4.7395685,99.89036275,21.112551,13.61820175,1.119130255,0.0933937199999995,1.786380675,1.31603764475,4.290646275,318.15455,318.3462625,28.244523,100.4757488
1,8.25,0.5663916,0.7065535,0.604530049999999,0.223486925,15.713747075,3.781390575,11.57595695,0.85480305,447.7404495,5.6832475,1.1175628,1.4306844,1.53908595,1.617970575,58.03777375,99.88765275,108.02282,57.504287,1.00158187,0.0929120099999991,1.7154735,1.335920002475,4.25601095,317.19055,318.5595625,127.3034,100.491514625
1,8.75,0.5265608,0.6792535,0.667448,0.1304165,35.56979125,3.3109862,15.7571886,1.2092673125,445.393086825,5.737860425,1.2708024,1.4082724,1.516000425,1.602166725,109.0787875,99.86300625,192.12791,102.56412,1.00776849,0.0872102399999987,1.69561015,1.4497320664,4.50748575,317.927695,318.978525,247.139315,100.509804125
1,9.25,0.53358685,0.891392875,0.582576,0.1103038,65.223333475,3.728639025,17.063183,0.9777467875,437.74527985,5.92582,1.6792294,1.371132,1.4766805,1.56431445,158.11883,99.86518875,262.63579,146.351905,1.98017534999999,0.0789460399999982,1.657194225,1.734318399625,4.222892425,318.563105,320.371975,382.745215,100.532225875
1,9.75,0.56402495,0.7544652,0.6882625,0.1150821,104.633611175,3.2150709375,20.1004021,0.966846625,433.171216,6.0497847375,2.1261603,1.3598762,1.458491625,1.55024385,178.75581,99.8663815,342.4443,195.4681525,2.91677705,0.0729766299999978,1.642502075,1.9890544057,4.5207895,319.158485,323.651775,536.390215,100.5306335
1,10.25,0.5685951875,0.649602475,0.657060099999999,0.1214909875,140.850991225,3.2579655,23.3349721,0.7290852,434.560975125,6.0643135,2.683326,1.340513,1.44231755,1.5212089,199.715985,99.80710575,403.38198,242.165455,3.51657508875,0.0686919299999976,1.617396725,2.138218875525,4.70936935,319.898175,327.0779875,640.27787,100.5099739
1,10.75,0.604974875,0.530087325,0.589628125,0.0879785374999998,179.1990911,2.946364825,27.2055223,0.66268245,431.3384749,6.2814986625,3.457262,1.3466766,1.4409967,1.532591075,226.19974,99.41832175,457.05968,293.6017875,4.46317724999999,0.0650863799999974,1.620056125,2.4492202053,4.912933,320.22627,330.832025,740.501455,100.5191541
1,11.25,0.605829375,0.552104412499999,0.528777925,0.1002654,185.761252,2.722418,29.849939075,0.690464525,428.875774125,6.4098822,3.6043105,1.3428992,1.446367075,1.529559325,250.456805,99.0511245,498.38609,299.1886525,4.969828025,0.0733986699999983,1.62183755,2.512414896025,5.039700425,321.058885,332.6842,823.596265,100.49045315
1,11.75,0.627570225,0.605620875,0.562200574999996,0.0896744,220.08452015,2.6632808,34.5675321875,0.661792949999999,427.5118135,6.5717024,3.9555817,1.34155275,1.4493469,1.53765215,261.16956,98.72444425,521.0700975,335.68756,5.6980387,0.09142831875,1.63151835,2.5602536552,5.2159085,321.05754,331.606195,875.652135,100.438355
1,12.25,0.6432283,0.582786124999999,0.484177,0.1084239,214.990360975,2.05053425,32.19303,0.569078375,428.6191689625,6.4277395,4.4660322,1.36288525,1.471634,1.5990654,272.44045,98.491912,527.7118325,340.0837075,5.6834604,0.13908951875,1.69543855,3.02112012335,5.28569239999999,320.879975,332.10531,896.52491,100.4035525
1,12.75,0.629991375,0.533590999999998,0.453964,0.104885425,208.1039451,2.3111395,28.93778685,0.4809933,427.2010248375,6.548761625,4.7407523,1.4208245,1.51854725,1.6403332,276.79981,98.345648,525.62497,341.751875,6.1210742,0.17137448125,1.732924,3.202141148775,5.40289485,320.408925,338.036545,894.9803225,100.39304
1,13.25,0.6249569,0.35837485,0.428654699999999,0.0876275,200.40087315,1.72265125,28.05944965,0.5816781,425.803791,6.47469715,5.033989875,1.475753,1.576219875,1.67283745,254.7541,98.35583125,509.48289,330.4617,6.711858875,0.139247285,1.774694,3.42532477475,5.144518775,321.2576025,340.6538,862.08437,100.38244605
1,13.75,0.6690705,0.56370625,0.51454875,0.1144614375,184.867163675,1.6894086,27.2963618,0.624276999999999,426.4104062625,6.5991365,5.1874751,1.49329705,1.592539925,1.675254175,243.9243125,97.41492,480.2082075,305.3147475,6.765498375,0.111874911249999,1.777175625,3.680693034575,5.6517942,322.1631475,339.3495,793.21033,100.4011534
1,14.25,0.6439776875,0.4870150375,0.4477278,0.0941499749999999,143.6348305,1.4070322,26.7204473375,0.548366599999999,424.785075125,6.6505560625,5.545066775,1.495040625,1.5894578,1.673507875,226.046575,97.64271525,434.7921625,278.371675,6.683060225,0.111040641249999,1.77533775,3.6365146765,5.910664375,322.983975,335.7716625,717.45504,100.4358136
1,14.75,0.654392,0.663192625,0.552880075,0.1588986125,119.4624279375,1.11255325,25.3066871625,0.5046029375,425.5249753,6.6770729,5.774182075,1.502145075,1.61085535,1.7092918,174.0546625,97.802222,386.60365,229.7115,6.41259813865,0.158638899999999,1.827207175,3.701021306,5.448183375,321.3929525,336.943205,611.3505825,100.45797825
1,15.25,0.6271421,0.516615,0.48632205,0.155414549999998,82.5206368,0.9386177,22.0244198125,0.498883449999999,425.8223784375,6.5139889,5.6051452,1.5373879,1.644817225,1.75616525,134.80708,97.764386,316.1223875,177.4502525,5.6835430935,0.17159048375,1.86209895,3.65094798625,5.53697495,322.948395,332.869725,484.1352625,100.455931625
1,15.75,0.59895305,0.524211599999999,0.534867999999999,0.123866375,42.2757206125,0.758178649999997,16.466303625,0.494973575,424.240492075,6.5943186,5.23065885,1.5519142,1.666699525,1.747770875,84.4332325,97.803788,233.318375,128.45507,4.3749092511,0.208929978749999,1.8602226,3.386327719225,5.487439525,323.264635,329.69758,342.698615,100.4459314
