DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY,TS
1,9.75,0.0441522,-1.1581779,-1.084742589,-0.1831406728,-27.3130839,-0.6618221,-1.535214625,-0.4228575,315.003507,1.0074306,-25.6044,-25.20398123275,-7.35396,-12.346199997,-6.14053,-2.592747275,-41.61596,55.995425,0,0.2417625,51.7206620495,19.18215,156.8528625,213.6826225,121.2242454225,96.575735,-25.198473542,-12.43612933
1,10.25,0.0495176,-0.9664075,-0.8740944638,-0.153707475,-25.54269435,-0.6138745,-1.5225825,-0.335792,314.805327,1.112574525,-24.8259,-21.87861044925,-7.87053,-12.2067833335,-6.11622,-2.570957275,-35.2472,54.926875,0,0.38035,61.92575,18.699825,157.9679675,215.78775,166.9667226425,96.5768025,-23.751581252,-12.223970668
1,10.75,0.06272125,-1.14883665,-1.14750172705,-0.2403219695,-22.013192875,-0.5459816,-0.559730075,-0.326338,314.9494373,1.0790453,-23.9215,-19.505961046,-8.63838,-11.9909333365,-6.0928,-2.501367325,-26.491,53.4555,0,0.398152135,75.9775,27.566625,158.2238175,222.234,184.324769,96.61587525,-22.5482,-11.874652
1,11.25,0.0524726,-1.190044,-1.126536,-0.2019489,-23.89877075,-0.39601425,-0.3735618,-0.270318475,314.9650235,1.042924425,-23.3789,-20.58951345,-9.11466,-11.75074667,-6.07598,-2.41043335,-18.34572,50.108425,0.03088227075,0.477508382975,85.4097,31.492375,158.61225,227.15025,184.2909220675,96.5761595,-21.5544,-11.45873333
1,11.75,0.05856675,-1.107916425,-1.1143798756,-0.159966675,-24.87800895,-0.378754025,0.218362525,-0.212076075,314.8927537,1.0161175,-22.7406,-18.233499649,-9.2708375,-11.415880000025,-6.0407425,-2.281543275,-17.171415,48.99,0.04394270525,0.623156375,72.9327,30.55435,159.33525,230.158,161.88,96.55394,-20.874975,-11.049408002
1,12.25,0.0488634,-1.344964,-1.2006301916,-0.1540959668,-24.594675,-0.469402875,0.1381506,-0.18593725,314.8997584,1.074909575,-22.02333090225,-15.38430376,-9.441535,-11.092274999975,-6.07542,-2.25110685,-20.281525,49.215,0.05553583805,0.74101862,75.83,29.4306,161.3645,233.7026975,173.3401847,96.5271025,-20.174375,-10.60594167
1,12.75,0.060255,-1.1042999,-1.03190186125,-0.1463979205,-28.0880689,-0.684217075,0.2771579,-0.3478077,315.08506245,1.081856625,-21.4112,-17.15515730775,-9.42488,-10.80308333025,-6.0774525,-2.181068725,-20.442395,48.192,0.028066232425,0.9112889075,88.7805,26.135,162.7755,234.6733975,193.1799,96.4438275,-19.528457565,-10.25112000125
1,13.25,0.061580875,-1.193088,-1.124081825,-0.182755102075,-27.567832,-0.75891475,0.406045575,-0.304861025,314.754002025,1.0078164,-21.1156,-14.958575745,-9.307485,-10.4896366667,-6.0845,-2.240198825,-29.013915,45.71,0.001057063625,0.717137202,85.8313,24.05675,162.0175,234.7561,180.3178862,96.5049,-19.4266580335,-9.88133583325
1,13.75,0.053468425,-0.98555625,-0.95019809425,-0.14149305,-29.716753675,-0.557104,0.3429525,-0.2135831,314.6245455,1.056390125,-20.8718,-15.29690208,-9.230955,-10.274709997,-6.174425,-2.304480975,-31.969825,46.073,0.027416662,0.5943375,68.9288,20.68175,161.815,234.339525,144.3946391,96.531683,-19.6863859455,-9.628356667
1,14.25,0.0548570578,-0.938250825,-0.925486194375,-0.154893375,-29.78944125,-0.700690125,0.2312563,-0.263126575,314.43728275,1.1128481,-20.7116,-16.66,-9.059055,-10.114460003,-6.43239,-2.3307667,-52.83429,45.71,0.0529218412,0.7242203775,58.779572174,19.538,162.41,232.725,113.7976901,96.5011,-20.3200151325,-9.41069
1,14.75,0.05652245,-0.91684675,-0.85542738425,-0.1141185685,-30.2806773,-0.96542675,-0.6586756,-0.3933732,314.1876648,1.09443525,-20.42,-19.67,-8.953345,-10.001810003,-6.19414,-2.325539075,-74.26549,45.71,0.047551739975,0.658375,44.3721,17.0425,159.785,230.045,79.32725981,96.558185,-20.24515,-9.325549999875
1,15.25,0.05779925,-0.664367,-0.654416952625,-0.108072476825,-35.5862048,-0.9924038,-0.9806186,-0.3758418,313.949529875,1.099821625,-20.41548994,-25.21,-8.65674,-9.911579997,-6.20236,-2.32559385,-71.45582,45.56,0.02667518175,0.741998975875,34.727,12.126,158.625,228.655702675,58.60284455,96.445075,-20.0593,-9.20094166675
1,15.75,0.05331925,-0.6710469,-0.6640095,-0.1337558,-38.66634815,-0.811876825,-1.4491561,-0.41909105,314.19030535,1.1177278,-20.4245,-33.0396404,-8.552255,-9.8633333363,-6.13948,-2.28801,-78.504495,45.56,0.0248548221,0.60983125,19.8127,6.233975,159.7925,224.425,36.85,96.56157,-20.4573,-9.17367916675
1,16.25,0.042569125,-0.658329225,-0.70099385,-0.09726265,-42.0135288,-1.53273625,-2.557750325,-0.52506945,314.35120445,1.07281535,-20.4773,-41.0865039,-8.520555,-9.8229066637,-6.175565,-2.2641684,-82.531313198,47.46,0,0.62761371465,8.42689,2.74775,154.6025,221.4941,17.554905,96.5247,-20.9721,-9.1808875
1,16.75,0.0389641,-0.7678069,-0.810704325,-0.0924744462,-41.7386353,-1.7974596,-3.10102605,-0.572307425,314.305283075,1.061001425,-21.1105,-44.086006,-7.98262,-9.8265466697,-6.14233,-2.102989275,-79.2417107,49.29,0,0.5000875,1.40042,0.4691525,154.2428,214.235,3.196105757,96.6392175,-22.62665,-9.207647499875
1,17.25,0.034617475,-0.7893749,-0.847636,-0.1324132,-45.32006345,-2.046114,-3.5639605,-0.491115475,314.7196046,1.05253645,-21.722021,-49.09694447,-8.134015,-9.8707566697,-6.140105,-2.0380589,-79.60558684,51.41,0,0.299228125,-2.3690086662,-1.61635,152.45,210.7905,-1.282650516,96.63285,-23.69805,-9.384479166875
1,17.75,0.028639925,-0.7684184,-0.720074075,-0.1183795897,-44.0165243,-1.9805094,-3.54623055,-0.432458775,314.3479838,1.0415694,-22.126324,-53.71913686175,-7.35409,-9.9347866637,-6.35913,-2.072492675,-77.075508215,52.979,0.0031041179,0.193,-2.672,-1.98915,151.5346,208.415,-1.7469964564,96.6562,-24.5689,-9.659635
1,18.25,0.027201625,-0.7928983,-0.792998925,-0.14289389705,-43.309395,-1.2568822,-3.63833435,-0.56283075,314.441329775,1.032894025,-22.427225,-54.86213377425,-7.521395,-10.0011333363,-6.226045,-2.067306125,-77.313506995,54.311,0.0245577846,0.193,-2.6876593836,-1.803925,150.9275,208.1792448,-1.734508595375,96.6851,-24.7499328205,-9.967121666875
1,18.75,0.0308895,-0.784929575,-0.7398631,-0.1597094,-43.34089815,-1.44455025,-4.657839275,-0.53345925,314.766297525,1.029873375,-22.9181,-55.4474704,-7.431725,-10.0784766667,-6.15345,-2.00582375,-77.812734005,55.73,0.03099819255,0.193,-2.4103334492,-1.60096,150.5275,207.1925,-2.14435180735,96.673887,-25.2843,-10.25944167
1,19.25,0.0311191,-0.8984765,-0.9544726,-0.1084653126,-43.608943425,-1.38447,-5.419478625,-0.502267375,315.00551795,1.042540525,-23.49294625,-53.6621736,-7.27059,-10.1382266637,-5.95397,-2.026296775,-76.0911105,54.27,0,0.193,-2.4760316253,-1.532325,150.245,204.875,-3.7117594814,96.6425805,-25.8043,-10.510435
1,19.75,0.03154425,-0.8552309,-0.83705206735,-0.1338833557,-46.994966125,-1.578787275,-5.217725075,-0.5469399,315.15390075,1.038539025,-24.01015,-51.74920867,-6.803285,-10.169029997,-5.92786,-2.047848125,-76.2101415,54.27,0,0.193,-2.2798052197,-1.53935,148.42,204.455,-3.462940807475,96.6429085,-26.363032864,-10.70143750125
1,20.25,0.0252177,-0.684565225,-0.6178956508,-0.1745063013,-43.5524357,-1.370369625,-5.37938275,-0.67476425,313.344379,1.02331235,-24.34175,-51.09071733,-6.754675,-10.19888,-5.994375,-2.127178175,-76.540268,55.73,0.00573293625,0.193,-2.29519,-1.486425,148.3175,204.1475,-3.3471848933,96.62864875,-26.9239,-10.87129499875
1,20.75,0.02603375,-0.993910025,-0.8770908,-0.157900034575,-41.3423753,-1.18538545,-5.3909297,-0.4202496,315.144315,0.966807275,-24.52325,-49.96999527,-6.773645,-10.220043333,-5.77072,-2.220088575,-75.2160395,55.66003,0,0.198625,-2.32065,-1.57545,148.805,203.4275,-3.649775017425,96.674095,-27.072138615,-10.97599166875
1,21.25,0.02358165,-0.931070175,-1.043344396,-0.13179656945,-42.849543225,-1.270477,-5.360816175,-0.4633616,313.2509806,0.980365775,-24.59461125,-49.03628127,-6.76799,-10.311670003,-5.784815,-2.2250102,-77.02006254,55.63424,0,0.193,-2.1956713042,-1.47065,148.227871775,202.911261725,-3.1766517362,96.68724375,-27.203336146,-11.12654833
1,21.75,0.02697075,-0.73677375,-0.730729741075,-0.151209504525,-44.3536495,-1.321831475,-5.1642194,-0.408696075,314.595356375,0.9733553,-24.964455,-47.20131033,-6.793155,-10.541533333,-5.798395,-2.228279825,-78.909344,56.127,0,0.193,-2.3491487502,-1.418,146.55,201.395,-2.623023042075,96.687518,-27.52085,-11.30165666875
1,22.25,0.0295475,-0.913727175,-0.7540335224,-0.1540481368,-48.47194445,-1.22875605,-5.9644092,-0.367118875,314.3006337,0.853974925,-25.2733425,-48.22011427,-6.809065,-10.76354667,-5.822695,-2.216040675,-78.3317995,55.922,0,0.193,-2.3437802742,-1.444225,146.0825,199.975,-2.71218187705,96.658337,-27.541,-11.46293749875
1,22.75,0.028019775,-0.613805,-0.5776247016,-0.12826479775,-43.735669475,-1.269110475,-4.97888425,-0.334668375,313.2655487,0.8763669,-25.7974115,-48.17556603,-6.81988,-10.979426667,-5.83692,-2.19933555,-75.061476,57.14,0,0.193,-2.2078,-1.24405,145.7075,199.36,-2.16122717605,96.656406,-28.106571128,-11.59580583
1,23.25,0.0279712,-0.551298125,-0.547907447375,-0.105317283325,-41.4618834,-1.096392725,-4.945042,-0.5689038,313.9930844,0.8556184,-26.041,-46.72072,-6.863935,-11.04759,-5.86729,-2.20477195,-73.7323771,58.8,0,0.193,-2.5204,-1.323475,145.33,200.0525,-2.119547310275,96.596,-28.241227064,-11.75851083
1,23.75,0.02407425,-0.5997701,-0.56240596785,-0.1653670596,-40.0496032,-1.058216175,-5.085749675,-0.3702395,312.433432175,1.0223737,-26.364175,-46.87586667,-6.87794,-11.001569997,-5.8863,-2.203556125,-74.54067977,57.946,0,0.193,-2.4735974597,-1.389375,145.0375,199.2675,-2.088200966,96.6789695,-28.37775,-11.90499083
2,0.25,0.02302105,-1.203729875,-1.165420305925,-0.124453115425,-43.99972755,-1.0249988,-5.807299875,-0.4010039,317.746731475,0.97004365,-22.838675,-44.3327,-22.0695,-21.4796,-22.07615,-2.43468355,-79.6246823555,52.5851755,0,0.16914375,-3.224,-1.64906710785,154.871,209.3975,-0.674838720075,96.73902,-24.1188,-8.761650833425
2,0.75,0.0202285,-0.953858375,-0.9404754083,-0.151069058,-45.2971988,-1.2305275,-5.0905717,-0.4930426,317.74845,0.836282,-23.018691475,-44.63793367,-22.33685,-21.6324,-22.3445,-2.46578205,-79.5116545,51.9881,0,0.193,-3.1675475,-1.712875,154.60226,209.2025,-0.559480371225,96.725055,-24.13795,-8.8438395
2,1.25,0.0209363,-1.237826,-1.141427225,-0.124297,-44.7686524,-1.67409465,-4.10151355,-0.4658132,317.669161125,0.89460715,-23.1625796,-44.34725,-22.6988,-21.40535,-22.7051,-2.4906004,-79.13695825,52.8412,0,0.193,-3.1160675,-1.8104125,153.34982,208.679,-0.6780125025,96.712,-24.192825,-8.868722833575
2,1.75,0.018146975,-1.155703,-0.92790945,-0.1549615,-45.794903675,-1.45257115,-3.9558206,-0.4318458,317.9827636,0.8070576,-23.2822337,-44.4272443,-22.930675,-21.15215,-22.938825,-2.5164894,-79.01904175,53.1895,0,0.177434375,-3.2098025,-1.6673925,152.4067,208.60675,-0.62629015635,96.69445,-24.315125,-8.874669166425
2,2.25,0.018698,-0.9155234,-0.9050774889,-0.1212953258,-46.0544765,-1.546697425,-4.4151696,-0.544642275,317.0131188,0.8945125,-23.75875,-45.81094136925,-23.4465,-21.39295,-23.4546,-2.536749125,-78.66755,53.2863,0,0.13925,-3.577905,-1.7418325,151.754,207.576,-0.6693134625,96.670975,-25.117075,-8.883753666425
2,2.75,0.0248582,-0.9092234,-0.9056408,-0.1141208762,-46.8521203,-1.133861,-4.422635425,-0.4857995,317.3831724,1.07401915,-24.034271875,-44.911975,-23.56285,-21.792675,-23.571175,-2.552976975,-77.972044823,54.05225,0,0.1024074251,-3.487395,-1.81517,148.697,206.816,-0.609554448,96.71465,-25.59445,-8.949559444525
2,3.25,0.020106,-1.029888375,-0.9444281687,-0.16645115,-46.33024375,-1.1456407,-3.9558797,-0.3958395,318.132289,0.6612926,-24.529475,-46.72908688925,-23.899175,-22.31875,-23.907525,-2.569683975,-77.59760859525,53.9354,0,0.192725,-3.4491,-1.63023,149.25925,207.375294165,-0.6872371554,96.7379475,-25.76895,-9.019479444525
2,3.75,0.019526025,-0.800533125,-0.795358375,-0.144925449375,-44.32802635,-1.41747215,-5.2225852,-0.3229105,318.2905321,0.8175307,-24.636661375,-47.22175,-24.3003,-22.75495,-24.3077,-2.589218425,-77.6874285,54.77415,0,0.193,-3.7711825,-1.7488775,146.587,207.4415,-0.7608623525,96.68859825,-25.898475,-9.081121388475
2,4.25,0.018623,-0.840457,-0.7932106392,-0.207885,-39.8491448,-1.662695,-4.670552,-0.444376,317.950922875,0.77676125,-24.2041416,-46.798619815,-24.912175,-23.60445,-24.9459,-2.6297351,-78.08715875,56.068175,0,0.193,-3.0986375,-1.50995,146.40475,206.1865,-0.66649587735,96.5887625,-26.1212,-9.1249588891
2,4.75,0.025001,-0.901459575,-0.9341122353,-0.1655699966,-43.3161293,-1.136529,-4.9630872,-0.456806625,317.7353932,0.7496176,-25.12377975,-43.727050925,-25.22115,-23.432675,-25.2558,-2.657450275,-79.52825125,56.8162,0,0.193,-3.28276,-1.604035,147.0215,204.07275,-0.4975325435,96.56407625,-26.5266,-9.14373472195
2,5.25,0.022643,-1.114775275,-1.1020182,-0.12115746025,-44.26610435,-1.347139725,-5.7790641,-0.404023275,317.94170025,0.765934375,-25.32635,-43.68892389375,-25.178325,-23.2441,-25.211975,-2.673947775,-79.5742155,56.920025,0,0.193,-3.78124,-1.693325,147.62075,204.3265,-0.46184864535,96.7041,-26.4397,-9.095073333475
2,5.75,0.026767,-1.089363,-1.00339025,-0.117167196375,-40.269821225,-1.22443055,-4.822638,-0.422348625,318.1816653,0.7272854,-24.945425,-46.48019955325,-25.27435,-23.64055,-25.3079,-2.67440105,-80.0578895,57.518125,0,0.191278125,-3.73188,-1.682815,148.2745,204.43025,-0.62179959485,96.8289585,-26.29852323175,-9.120788333375
2,6.25,0.023477125,-0.993098975,-0.91828475,-0.1212848278,-39.3911565,-1.040963125,-4.778476375,-0.4344763,317.95957635,0.6575293,-25.00055,-49.050075495,-24.832525,-23.44375,-24.8651,-2.664582225,-78.317948,57.7345,0,0.176174876675,-3.7990675,-1.3640725,148.311,202.91825,-0.51623207285,96.75795,-25.98203146475,-9.13891333305
2,6.75,0.02176385,-0.78966125,-0.788773307875,-0.141492641525,-38.439610125,-1.02488215,-5.00118725,-0.5431406,317.1664936,0.68764575,-25.388675,-47.07317849925,-24.688775,-23.700375,-24.720525,-2.70901395,-77.32571625,56.8265,0,0.17490625,-3.64721,-1.16302,147.17275,202.2245,-0.14465,96.66840725,-26.33475,-9.16349388895
2,7.25,0.017546,-0.931734575,-0.9463353908,-0.129005117925,-37.900382475,-1.018111,-4.8427485,-0.634295,317.64476975,0.6461978,-25.22304085,-44.80057326925,-23.492975,-23.286475,-23.521475,-2.743896525,-71.3180775,55.92575,0,0.17465625,-0.658831,-0.28591325,147.94675,205.55725,0.9340883494,96.810575,-25.850675,-9.2631252779
2,7.75,0.022430875,-1.00771025,-0.91447881435,-0.145302915,-34.1209243,-0.9683055,-4.4433065,-0.43571895,318.006488825,0.679181,-24.999275,-43.64519432,-22.95165,-22.822375,-22.9606,-2.757190075,-64.576825,55.73,0,0.193,4.3410775,0.85255975,150.605,208.23225,13.10642083125,96.8392,-25.27365,-9.3767625
2,8.25,0.02374995,-0.8737201,-0.90270545,-0.12322645,-30.6674619,-0.706664,-3.79367645,-0.2488362,318.6783034,0.726790925,-24.715225,-37.222806685,-21.4618,-21.427025,-21.471675,-2.713451175,-55.290266,52.74,0,0.18975,16.812775,3.6438625,154.262,211.7015,40.457575,96.8804,-24.597825,-9.454675277525
2,8.75,0.024948952,-1.058060375,-0.967116875,-0.132649267525,-29.9780155,-0.55271095,-2.589743775,-0.2052072,318.8311826,0.786098025,-24.4862,-32.8438051185,-20.048525,-19.767075,-20.0701,-2.630325675,-55.28299,52.74,0,0.1934875,32.041475,5.1655575,157.288,215.63025,80.02406741675,96.6642,-23.6837,-9.434132222525
2,9.25,0.0333731,-1.13710245,-1.079609775,-0.156857,-26.56499445,-0.339989125,-1.9428274,-0.29871,319.9887649,0.8659323,-23.10725,-26.41409435,-18.783125,-18.704075,-18.7924,-2.43580095,-47.84109475,50.080825,0,0.194359375,48.4741,7.9179975,159.428,218.3415,117.021775,96.735875,-22.929425,-9.373391777525
2,9.75,0.03071895,-1.028446375,-1.0820097,-0.179466475,-23.166509875,-0.2768071,-0.58732475,-0.2811505,319.9886211,0.90443835,-22.34715,-24.9914201,-18.36985,-17.73735,-18.376775,-2.3933868,-38.164975,48.29,0,0.23045,69.98819575,10.830725,162.72525,225.03075,163.3982500425,96.70555,-21.598725,-9.294300666425
2,10.25,0.03541415,-1.183349,-1.1644019,-0.1783169427,-23.1216519,-0.4528234,-1.22857405,-0.38320425,319.8794925,0.93644595,-21.61249755,-21.5643857,-17.98355,-16.832825,-17.99155,-2.41369585,-23.98,44.951425,0,0.1986,70.65165,13.477175,165.93875,232.00275,144.74449449,96.6669,-20.50473044325,-9.07207588895
2,10.75,0.0399297,-1.2444187,-1.20528408425,-0.1900633591,-25.2894751,-0.5665493,0.469569,-0.2910366,318.7754545,1.28881185,-20.787310675,-20.236525638,-17.77,-16.362,-17.77695,-2.366612575,-6.6130375,44.0884,0.0012945745,0.279925,88.977625,14.5778475,168.6210875,238.57625,188.41125,96.6424,-18.956675,-8.88063111105
2,11.25,0.0431076,-1.1485943,-1.1559448202,-0.2128187242,-21.70987515,-0.36121205,1.0033009,-0.2816478,318.567763,1.319963,-20.20605,-17.967439134,-17.483125,-15.988875,-17.4901,-2.395789,-2.3021975,43.3828,0,0.4882125,99.957668,15.33835,170.12275,243.08225,222.842232605,96.6268,-18.0395,-8.72841361105
2,11.75,0.039665,-1.236687925,-1.2156559,-0.157408246775,-19.056206375,-0.240405925,1.7339031,-0.27939205,318.2941771,1.33144085,-19.5818,-16.3638862365,-17.30995,-15.719675,-17.317875,-2.47249705,-3.82455,41.1558,0.0262560766,0.61545,103.6752,21.5443485,169.994,245.37925,226.7746041225,96.6708,-17.5108,-8.60559611105
2,12.25,0.0337483,-1.37787165,-1.38106515,-0.118491125,-20.5159065,-0.4198973,2.06568095,-0.32329755,317.48561835,1.20742995,-18.9876,-14.08578055025,-16.86915,-15.3744,-16.87705,-2.46028105,-6.049,39.8557,0.0256186428,0.556875,103.87445,15.10365,172.4445,248.1705,263.154755,96.66225,-16.8748,-8.425636944475
2,12.75,0.052021425,-1.37210485,-1.36557239655,-0.145580875,-22.5851968,-0.3134498,1.83663475,-0.3265347,318.01749375,1.275297875,-18.35565,-15.24628973225,-16.3358,-15.029,-16.3427,-2.52257805,-12.163,39.348,0.027337608275,0.52812543,117.52425,17.2164,173.915,248.934,259.046759865,96.6768,-16.6473,-8.3552761109
2,13.25,0.041482125,-1.18386125,-1.17966418955,-0.1253949458,-22.210951675,-0.56830065,2.36385575,-0.4472118,317.3078009,1.1645714,-18.389675,-14.76378679675,-15.74885,-14.608,-15.75765,-2.5403875,-9.56024,38.387101,0.038793227,0.45296875,124.5710264125,17.674256,173.967,249.7765,259.5652977825,96.6662,-16.481065254,-8.2869817779
2,13.75,0.03642393305,-1.1580345,-1.1524843,-0.11443212735,-26.72893525,-0.721180875,1.2465802,-0.3972494,316.7590868,1.200473425,-18.11265,-13.551110066,-15.31855,-14.234,-15.32735,-2.539838275,-26.8425,36.7669,0.026066688475,0.473946875,115.0657675,15.95555,171.516,249.7785,214.052,96.60224375,-16.1839,-8.220899166425
