DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_4_1,TS_3_5_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.01297026928025,-4.66993194732109,0.164384330988903,-31.8211607798944,0.392452093754119,418.559496803563,20.7632519111119,2.33482183608212,24.3309081804463,0.202395470016063,1.5275,0.46,0.16,0.18,23.2546,22.8205,22.733125,21.777175,21.2318,21.209675,100.06217,68.59,6.72065,21.93,21.8825,22.375,21.515,0.025,-4.07,1,-1.6575,-0.28,359.1,430.6,417.55,426.85,-0.1,-0.12,-0.44,0.06,-0.59,-0.59,0.03,0.2625,-0.33,23.14575,23.4025,23.9475,24.3335,24.62175,25.4,25.9055,26.34375,22.95925,23.2735,24.0055,24.2265,24.571,25.8115,26.2045,26.7515,22.5565,24.146,23.75425,26.60775,22.9085,23.34425,23.6905,24.098,24.9185,25.41975,25.829,26.982,22.80325,23.4095,23.9015,24.37125,24.81725,25.66925,26.097,26.38925,26.94025,-3.084,-4.046,-4.532,-75.605
1,0.75,0.56585348904256,-8.23925570634614,0.148811594533421,-35.3604447514643,0.347081895800696,418.306741388843,20.6503998462057,2.22200555965043,24.3609723574436,0.203367275386241,1.5675,0.4925,0.16,0.2,23.2272,22.79075,22.7108,21.7857,21.253475,21.0422,100.0495,68.45,6.9953,21.76,21.7525,22.3925,21.27,0,-3.92,0.9,-1.62,-0.31,358,431,417.65,425.075,-0.1,-0.12,-0.44,0.05,-0.59,-0.59,0.03,0.2625,-0.33,23.075,23.33275,23.89875,24.3125,24.61775,25.4,25.9045,26.34375,22.7375,23.1895,23.9545,24.1915,24.56525,25.81125,26.2045,26.7515,22.44275,24.1285,23.75325,26.607,22.80225,23.26975,23.6285,24.0805,24.9145,25.41975,25.829,26.98175,22.68175,23.27125,23.8555,24.3465,24.81275,25.66825,26.096,26.38825,26.94025,-3.304,-4.3315,-4.693,-75.03
1,1.25,1.03076010079675,-8.97925719721437,0.154910173662229,-31.7109312275227,0.394704296603887,417.444459019578,20.3763148727192,2.1461778145657,24.2709588515117,0.199165341978622,1.51,0.4425,0.16,0.1925,23.207,22.7385,22.471,21.59805,21.012975,20.950075,100.02783,68.46,6.77785,21.505,21.48,22.1825,21.0675,0.1,-3.92,1,-1.58,-0.35,359.8,430.5,415.25,424.2,-0.1,-0.12,-0.44,0.0525,-0.59,-0.59,0.02,0.2625,-0.33,22.9795,23.2495,23.86025,24.29325,24.6155,25.4,25.90375,26.34375,22.645,23.09275,23.888,24.17125,24.56075,25.81025,26.20425,26.75125,22.33875,24.109,23.75125,26.607,22.65825,23.22475,23.59175,24.06,24.91075,25.41975,25.829,26.98125,22.52175,23.15225,23.8075,24.32,24.80775,25.66725,26.09575,26.388,26.94025,-3.295,-4.692,-4.99925,-73.39
1,1.75,1.05829777424555,-6.64228504563013,0.150221656017082,-31.53668364907,0.362999867872527,418.427784312044,20.1515967510042,2.32979721696725,24.2858739636436,0.195801205879251,1.56,0.51,0.17,0.1925,23.1889,22.777,22.5594,21.585,21.0166,20.710225,100.0083825,68.8325,6.919375,21.535,21.4575,22.16,20.89,0,-3.9,0.9,-1.55,-0.27,359.2,430.4,416.475,423.15,-0.1,-0.1275,-0.44,0.0475,-0.59,-0.59,0.03,0.265,-0.33,22.9235,23.20575,23.81925,24.27275,24.6125,25.4,25.9035,26.343,22.5045,22.97,23.83725,24.14475,24.5545,25.809,26.20425,26.75125,22.182,24.08825,23.74975,26.60675,22.574,23.12425,23.5375,24.03525,24.907,25.41975,25.829,26.981,22.42175,23.0475,23.75025,24.28875,24.802,25.667,26.095,26.388,26.94,-3.8695,-5.039,-5.499,-71.74
1,2.25,0.937971781203819,-2.5650380272811,0.141530080140817,-31.6427078046512,0.33200449698008,418.480042423144,20.3308480289417,2.22318288126722,24.2429230774904,0.197316613223835,1.46,0.48,0.17,0.1725,23.1561,22.651,22.4766,21.48615,20.977,20.645025,99.98615,68.8225,7.1289,21.5725,21.51,22.16,20.99,0.1,-4.03,1,-1.55,-0.27,358.8,429.6,416.35,422.575,-0.1,-0.12,-0.44,0.05,-0.59,-0.58,0.03,0.2625,-0.33,22.88425,23.16575,23.7905,24.25225,24.60975,25.39975,25.9035,26.34275,22.445,22.973,23.816,24.12,24.544,25.809,26.203,26.751,22.00775,24.072,23.74825,26.606,22.524,23.0335,23.51175,24.0135,24.90275,25.425,25.82875,26.981,22.25725,22.962,23.68475,24.2555,24.79725,25.66625,26.09475,26.38725,26.93925,-4.159,-5.227,-5.71075,-73.6675
1,2.75,0.69317307616342,-7.99627662766371,0.125411935437657,-22.747924632681,0.321954240874825,421.01053034359,20.3952914605556,2.21819740412222,24.1375105304339,0.1948790724604,1.43,0.4225,0.17,0.18,23.0598,22.56375,22.3779,21.458225,20.8188,20.4606,99.96386,68.365,6.90125,21.41,21.3075,22.03,20.765,0.1,-4.08,1,-1.605,-0.34,358.2,428.9,415.025,422.45,-0.1,-0.12,-0.44,0.045,-0.59,-0.6,0.03,0.27,-0.33,22.81475,23.0945,23.75125,24.23775,24.6065,25.399,25.9025,26.34275,22.398,22.931,23.76,24.108,24.535,25.808,26.203,26.75,21.90575,24.0615,23.74725,26.606,22.446,22.984,23.477,23.99725,24.8985,25.425,25.82875,26.98075,22.21475,22.87775,23.62425,24.22225,24.792,25.66525,26.09375,26.387,26.93925,-4.296,-5.234,-5.831,-75.94
1,3.25,0.793502255086069,-7.85190412442009,0.13357855883009,-27.2508223654533,0.336880606173869,418.510718896692,20.5068159552083,1.99573589527897,24.1269218679809,0.203554808295159,1.37,0.435,0.17,0.1825,22.975525,22.5045,22.3051,21.32665,20.82415,20.37915,99.9428,68.4425,6.751,21.2225,21.12,21.77,20.5675,0.025,-4.06,1,-1.6075,-0.36,357.6,427.9,413.925,420.525,-0.1,-0.13,-0.44,0.05,-0.6,-0.59,0.03,0.2725,-0.33,22.76275,23.02825,23.7255,24.22025,24.604,25.399,25.9025,26.342,22.362,22.848,23.721,24.086,24.525,25.808,26.202,26.75,21.93175,24.0405,23.745,26.605,22.4065,22.973,23.44175,23.98275,24.89525,25.41975,25.82775,26.98075,22.13975,22.809,23.57575,24.18975,24.78825,25.66425,26.093,26.38625,26.939,-4.022,-5.441,-6.085,-75.05
1,3.75,0.341849702308618,-7.2556006860964,0.107325155637719,-33.5395450606744,0.325420980551711,418.585649950513,20.6572407120468,2.38423387821476,24.1097939529451,0.201974823533273,1.52,0.475,0.17,0.2,22.97595,22.531,22.3167,21.1811,20.49565,20.35325,99.9188325,68.1675,6.8823,21.1175,21.08,21.67,20.3525,0,-4.01,0.9,-1.6375,-0.32,357.85,427.2,412.775,419.9,-0.1,-0.12,-0.44,0.04,-0.59,-0.59,0.03,0.2725,-0.33,22.62775,22.95725,23.6845,24.204,24.60025,25.39875,25.90225,26.342,22.249,22.75,23.662,24.05,24.516,25.807,26.202,26.75,21.807,24.0095,23.74525,26.605,22.3025,22.91925,23.41875,23.97875,24.8925,25.419,25.82775,26.98075,22.03025,22.754,23.534,24.158,24.784,25.664,26.09275,26.386,26.93825,-4.49875,-5.82,-6.204,-75.28
1,4.25,0.363652909882041,-5.18007299870019,0.10119034027436,-32.7314072370183,0.328618362593863,417.032510433081,20.2959399661819,2.17469060153489,24.0735414416665,0.199970376006014,1.425,0.46,0.16,0.18,22.971275,22.484,22.32455,21.1647,20.5975,20.564975,99.93157,68.12,6.8706,21.21,21.145,21.75,20.295,0.1,-4.025,1.025,-1.65,-0.3525,357.75,427.95,412.3,419.95,-0.1,-0.12,-0.44,0.0475,-0.59,-0.59,0.03,0.28,-0.33,22.531,22.88525,23.64,24.1945,24.5965,25.39875,25.9015,26.34175,22.099,22.658,23.609,24.023,24.506,25.807,26.202,26.749,21.68925,23.981,23.746,26.60475,22.30475,22.87075,23.39825,23.9745,24.88875,25.419,25.8275,26.98,21.97425,22.6765,23.4825,24.12725,24.78075,25.663,26.09175,26.386,26.93825,-4.776,-5.93825,-6.582,-75.91
1,4.75,-0.0930499567934125,-10.4328481640358,0.102384126592793,-31.448378015039,0.318231699263936,420.690479968968,20.1091293798711,1.98755149207955,24.0234281278632,0.185378717987867,1.5,0.455,0.16,0.18,22.9614,22.4795,22.2333,21.182175,20.4971,20.22555,99.93296,68.42,7.0756,21.17,21.0725,21.53,20.165,0.025,-3.94,1,-1.6775,-0.38,356.3,427.6,410.625,419.75,-0.1,-0.12,-0.44,0.05,-0.59,-0.59,0.03,0.28,-0.32,22.48125,22.8255,23.60125,24.18025,24.5925,25.39875,25.90125,26.34175,21.925,22.574,23.568,24.007,24.496,25.806,26.202,26.749,21.526,23.96625,23.74675,26.6045,22.228,22.81225,23.39175,23.96425,24.88425,25.418,25.8265,26.97975,21.8435,22.5985,23.40525,24.1015,24.778,25.662,26.09175,26.38575,26.938,-4.884,-6.239,-6.95675,-75.035
