DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.34,2.51,10.835,11.7925,49.145,-3.675,0.0875,-53.79,8.475,-1.3625,2.815,0.54,7.8825
1,0.75,0.4,2.73,10.855,11.76,51.025,-4.01,0.1675,-53.84,-5.425,-1.985,3.6,0.6,7.79
1,1.25,0.4,2.79,11,11.86,50.855,-4.1675,0.2,-53.8275,6.07,-1.7225,3.245,0.59,7.665
1,1.75,0.42,2.74,10.795,11.75,48.6775,-4.06,0.205,-53.3625,4.885,-2.49,2.945,0.62,7.58
1,2.25,0.3625,2.46,10.62,11.71,50.1725,-4.22,0.215,-52.1925,6.16,-2.2475,3.08,0.53,7.445
1,2.75,0.3525,2.39,10.59,11.73,49.595,-4.155,0.12,-54.315,-5.01,-2.3825,2.3475,0.51,7.37
1,3.25,0.34,2.405,10.54,11.595,47.9675,-4.2775,0.0475,-52.52,-2.275,-2.015,2.705,0.44,7.26
1,3.75,0.355,2.4325,10.52,11.485,47.535,-4.185,0.2125,-52.4725,-5.75,-1.965,2.335,0.51,7.175
1,4.25,0.34,2.315,10.47,11.475,48.335,-4.12,0.135,-53.3025,-14.635,-2.16,2.99,0.475,7.08
1,4.75,0.3,2.275,10.48,11.4625,47.445,-4.1375,0.165,-53.455,-2.8,-2.5025,2.33,0.46,7.01
1,5.25,0.34,2.3075,10.64,11.545,49.715,-4.18,0.1175,-53.565,-9.99,-3.26,1.925,0.57,6.94
1,5.75,0.305,2.2725,10.42,11.285,49.19,-4.2375,0.0675,-52.6875,5.02,-2.62,1.9675,0.39,6.87
1,6.25,0.31,2.35,10.34,11.02,48.845,-4.22,0.1275,-51.545,17.52,-1.59,2.255,0.3775,6.81
1,6.75,0.3225,2.3675,10.28,11.06,49.125,0.5125,0.7375,-47.9975,0.23,-2.7925,2.365,0.4,6.705
