DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,0.629,0.48,4.749,-7.444,0.694,0.22775,427.3175,410.29975,5.58,-9.865,0,0,0.39275,94.975,2.972,99.7,1.0505,2.273,2.208,2.2665,3.109,5.3405,1.201,0.69875,1.35475,1.6145,3.52725,4.3535,-1.67975,-1.9175,0.842,1.29505
1,0.75,0.898,0.951,5.559,-8.62475,0.706,0.171,429.6705,410.0455,5.833,-9.84,0,0,0.3085,95,2.8995,99.7,1.078,2.302,2.1865,2.2425,3.142,5.3655,1.1875,0.735,1.312,1.609,3.554,4.3125,-1.698,-1.969,0.8344,1.2939
1,1.25,0.855,0.846,5.176,-9.096,0.6955,0.196,430.0405,410.05,5.836,-8.9175,0,0,0.244,95.075,2.976,99.7,1.136,2.2615,2.171,2.22625,3.122,5.37475,1.2185,0.68,1.2975,1.6105,3.55075,4.3715,-1.668,-1.9715,0.83435,1.3181
1,1.75,0.862,0.817,4.918,-8.4645,0.67,0.2195,430.316,410.58425,5.826,-8.84825,0,0,0.235,95.2,2.9695,99.7,1.20225,2.277,2.0805,2.235,3.12175,5.3405,1.216,0.7005,1.274,1.63,3.581,4.339,-1.657,-1.96175,0.83435,1.2962
1,2.25,0.847,0.798,4.692,-8.259,0.69625,0.214,430.475,410.6,5.75325,-9.5325,0,0,0.171,95.2,3.02725,99.7,1.09725,2.27225,2.109,2.25525,3.1375,5.376,1.24275,0.672,1.31275,1.625,3.57375,4.3405,-1.658,-1.9755,0.82535,1.30015
1,2.75,0.80125,0.76025,4.4065,-7.566,0.6975,0.188,430.7825,410.45,5.71475,-9,0,0,0.183,94.8,2.958,99.7,1.159,2.3085,2.104,2.211,3.168,5.37,1.22275,0.6745,1.2435,1.6515,3.5515,4.32725,-1.686,-1.97,0.816925,1.319975
1,3.25,0.84625,0.822,4.9635,-7.58825,0.68325,0.19425,430.60475,410.425,5.71175,-8.89,0,0,0.141,94.775,2.85875,99.7,1.08925,2.29075,2.0785,2.204,3.1365,5.3685,1.26825,0.68425,1.24625,1.60875,3.5775,4.31375,-1.678,-1.915,0.807,1.2716
1,3.75,0.818,0.853,5.05875,-7.9975,0.67525,0.183,430.0835,409.8,5.632,-9.1575,0,0,0.101,94.6,2.92675,99.67725,1.1875,2.3,2.112,2.19425,3.14675,5.36625,1.27175,0.684,1.214,1.59825,3.56575,4.35825,-1.685,-1.99175,0.8045,1.29065
1,4.25,0.79,0.779,5.19,-7.633,0.6705,0.17675,429.568,410.089,5.614,-9.4275,0,0,0.081,95.0705,2.87275,99.65125,1.1255,2.302,2.077,2.23125,3.168,5.36025,1.22325,0.64275,1.2325,1.6355,3.556,4.3395,-1.728,-1.9865,0.80505,1.29005
1,4.75,0.8655,0.8465,5.15775,-7.88775,0.702,0.227,430.052,410.608,5.529,-9.375,0,0,0.079,95.0665,2.93,99.66875,1.11725,2.302,2.05825,2.205,3.159,5.361,1.234,0.6525,1.27575,1.6525,3.5875,4.29425,-1.749,-1.99175,0.81405,1.28325
1,5.25,0.834,0.823,4.752,-7.299,0.69925,0.195,430.3255,410.3255,5.62525,-9.15,0,0,0.039,95.325,2.95625,99.69525,1.09475,2.277,2.069,2.268,3.143,5.353,1.24325,0.651,1.27375,1.62875,3.57475,4.33225,-1.81,-1.994,0.8328,1.3083
1,5.75,0.83125,0.769,4.204,-8.145,0.688,0.2,430.69425,410.62775,5.53775,-9.4425,0,0,-0.017,95.2,2.94625,99.7,1.12525,2.2375,2.09,2.19575,3.163,5.356,1.247,0.632,1.23875,1.6595,3.573,4.3335,-1.837,-1.997,0.8252,1.286575
1,6.25,0.7835,0.772,5.167,-7.53825,0.6655,0.20125,430.76425,410.8,5.478,-9.87,0,0,-0.001,95,2.908,99.7,1.08,2.27025,2.068,2.2425,3.16125,5.332,1.19375,0.6455,1.2025,1.67225,3.553,4.31625,-1.837,-1.997,0.80095,1.2862
1,6.75,0.79575,0.819,4.55,-7.566,0.686,0.193,431.033,410.7,5.44,-9.3475,0,0,0.03,95.2,2.9605,99.7,1.05,2.201,2.1185,2.247,3.15,5.3385,1.17575,0.6755,1.2,1.652,3.563,4.31975,-1.83775,-1.997,0.81135,1.29255
1,7.25,0.8135,0.78625,4.44925,-6.7295,0.70175,0.195,430.682,410.877,5.458,-9.1075,0,0,0.019,95.2,2.9335,99.7,1.032,2.229,2.073,2.20425,3.1495,5.33,1.163,0.6435,1.2075,1.63775,3.576,4.30475,-1.84,-2.04475,0.82835,1.2915
1,7.75,0.788,0.7945,4.656,-6.08,0.6955,0.17275,430.788,410.775,5.47,-7.92,9.70225,1.077,-0.005,95.425,2.94075,99.7095,1.023,2.206,2.0765,2.1845,3.1215,5.3,1.218,0.6115,1.1915,1.65375,3.5455,4.32675,-1.84,-2.13525,0.82935,1.2869
1,8.25,0.81975,0.7965,5.703,-3.466,0.70775,0.20575,430.871,410.846,5.4855,-0.777,59.8455,4.5365,-0.065,95.2,2.934,99.73075,1.065,2.24125,2.04175,2.138,3.13975,5.353,1.1725,0.6235,1.20425,1.66375,3.524,4.33325,-1.841,-2.16375,0.817075,1.32705
1,8.75,0.713,0.754,6.9805,6.49625,0.73175,0.155,429.7725,411.25,5.52775,17.955,164.475,11.5475,-0.001,94.6,3.05625,99.771,1.047,2.224,2.06275,2.189,3.116,5.2875,1.142,0.59025,1.1685,1.631,3.56025,4.31175,-1.85975,-1.99975,0.87075,1.3803
1,9.25,0.7705,0.779,10.275,29.08225,0.762,0.147,430.069,410.5,5.53,54.507,294.05,19.01,0.098,94.3,3.15525,99.8,1.017,2.218,2.05175,2.223,3.12525,5.28625,1.20075,0.58225,1.2345,1.645,3.5515,4.33125,-1.889,-2.024,0.8713,1.40105
1,9.75,0.71,0.793,14.60125,63.01775,0.7785,0.103,430.163,409.9,5.54675,95.075,426.6,27.22,0.351,93.275,3.29575,99.8,1.034,2.226,2.0495,2.1975,3.097,5.28625,1.16225,0.642,1.1545,1.62825,3.545,4.3285,-1.841,-1.997,0.9208,1.4978
1,10.25,0.679,0.80275,17.822,99.2855,0.82725,0.09325,429.86,409.7,5.5495,144.3,553.325,33.81,0.696,92.4,3.40025,99.8,1.07475,2.211,1.9885,2.158,3.129,5.297,1.16525,0.601,1.1955,1.652,3.521,4.31125,-1.841,-1.99575,0.97915,1.525275
1,10.75,0.748,0.7885,19.539,126.308,0.8285,0.09475,429.206,409.4005,5.5755,176.03975,630.525,38.01,0.948,91.51675,3.45975,99.8,1.001,2.258,1.985,2.158,3.122,5.3095,1.126,0.56025,1.187,1.681,3.531,4.32325,-1.842,-1.953,0.9785,1.552975
1,11.25,0.6655,0.774,22.525,153.48575,0.83075,0.0785,429.192,408.7,5.585,209.05,734,42.04,1.174,90.3,3.5445,99.74475,1.099,2.2945,2.0195,2.15425,3.09975,5.2865,1.149,0.597,1.11,1.594,3.50425,4.299,-1.84,-1.8945,1.000975,1.6062
