DOY2,HR2,FC,H,LE,USTAR,WS,NETRAD,PPFD_IN,SW_IN,TA_1_1_1,RH,VPD,PA,G,TS_1_1_1,TS_1_2_1,TA_1_1_2,SW_OUT,LW_IN,LW_OUT,CO2
1,8.25,1.046,117.2555,76.812,0.96495,4.714025,24.0875,97.7225000000001,67.180625,8.9365,100,6.53775,91.5,-0.839,1.696575,1.14725,6.25938025,48.3182525,243.5419,296.032175,445.8278
1,8.75,4.25534999999999,139.074,46.423,1.15305,5.174175,54.8025,193.8505,136.728,9.3455,100,7.0335,91.5,-0.839,1.559775,1.1516,6.770477,54.988665,249.1146,301.995025,445.6906
1,9.25,1.02725,198.969,50.54425,0.938099999999999,4.94525,105.5875,333.745,200.7505,9.55675,100,7.171,91.52525,-0.839,1.511675,1.123925,8.4481135,76.202945,238.89875,312.34475,448.151275
1,9.75,3.17975,281.265,71.58175,0.8723,4.703375,203.1625,585.4025,294.52225,9.923,100,7.2805,91.52525,0.111299999999998,1.484775,1.107625,11.6763,81.824825,242.8878,321.58995,445.05595
1,10.25,3.45877499999999,231.4955,96.898,0.9531,5.06015,264.75,751.825,386.123,10.73775,100,6.9995,91.55,0.121599999999995,1.4719,1.09795,13.524115,103.2072825,243.68845,334.028525,435.41905
1,10.75,2.3789,293.365,116.13925,1.0629,5.0218,284.5,801.775,431.43675,10.784,100,8.09899999999999,91.62575,0.476474999999994,1.567475,1.046825,15.8919425,96.367915,246.6913,346.4109,429.80085
1,11.25,2.9522,333.052,97.1035,0.925,4.614025,308.4625,918.825,453.10275,12.84375,100,10.0505,91.601,0.875474999999991,1.6521,1.03855,17.35435,110.35595,244.5569,354.4804,429.882775
1,11.75,3.6646,307.215,56.165,0.9351,4.7719,327.4925,954.8255,496.10425,13.867,100,11.274,91.52525,1.30997499999999,1.776275,1.031375,18.1224375,123.988,240.773625,358.97025,438.8275
1,12.25,3.764,239.118,47.2025,0.9097,4.904225,340.4875,972.9555,505.0755,14.35825,100,11.742,91.5,2.14887499999999,1.764375,0.9429,18.9309375,116.00425,246.035875,363.426625,431.03325
1,12.75,4.57835,360.244,119.02875,1.05675,4.74625,341.6,962.3175,498.11325,14.3715,100,11.92975,91.5,2.96572499999999,1.72015,0.96085,19.312575,124.39175,244.273125,366.21375,435.66325
1,13.25,5.6793,247.498,44.76425,0.9126,4.502975,340.625,954.375,477.3465,14.37475,100,11.884,91.425,3.90085,1.734775,0.9891,19.901555,116.31165,248.03645,368.77665,438.3367
1,13.75,3.4578,273.485,329.4892,1.1772,4.8823,288.0025,859.935,442.79275,15.11275,100,12.23125,91.4,0.691724999999994,1.839875,0.996625,19.93732,113.4783,240.1064,368.4662,432.6329
1,14.25,3.9425,174.01,74.69236,1.081125,4.8555,262.8,774.269,331.205,14.94675,100,12.288,91.4,2.4396,2.027825,1.014425,20.1546,99.91335,245.5108,367.8385,428.45795
1,14.75,3.7625,106.951,41.19707,1.1168,5.5307,207.02625,643.3325,321.535,14.6375,100,12.376,91.4,1.19545,2.1948,1.020225,20.2921125,88.9893,249.004,366.613625,427.933625
1,15.25,2.18285,82.9865,39.1919525,0.9861,4.656425,162.475,515.4825,274.915,14.26075,100,11.95725,91.7135,-0.221075000000003,2.409675,1.0742,20.381125,77.209525,249.16625,365.49025,427.631125
1,15.75,2.603125,48.387015,40.9537175,0.930175,5.341875,107.91875,375.31,193.2725,13.9855,100,11.206,91.7135,-0.839,2.541975,1.13225,20.0922275,76.40516,247.77375,362.024725,427.18445
1,16.25,0.28355,9.62025,37.7367875,0.9568,4.708175,44.3396999999998,192.5875,105.3475,13.42525,100,10.442,91.630175,-0.84335,2.668075,1.155275,20.002705,50.7579175,248.63375,358.51905,427.1424
1,16.75,0.727674999999999,6.299,26.8605725,0.9898,4.77395,2.9697,53.418175,31.73385,12.6385,100,10.6475,91.630175,-0.8564,2.72185,1.24175,19.5875,40.31226,253.3074,353.9358,426.914
1,17.25,1.8989,59.90125,10.1720725,0.8562,4.21865,1.625,7.32075,3.977675,11.85075,100,10.1975,91.4,-0.849875,2.640725,1.29835,19.1133,28.04238,246.5886,348.8862,431.4062
1,17.75,1.2382,2.26875,7.4675,0.8749,4.58775,0.548725000000002,0,0,10.63025,100,8.769,91.4,-0.85015,2.455625,1.333325,18.3397,15.178525,252.65175,341.88525,436.962375
1,18.25,10.20035,1.8905,33.75322,0.7366,4.79735,0.433875000000001,0,0,10.34725,100,8.0475,91.425,-0.846075,2.216175,1.34355,16.7577375,4.37735375,248.267,333.734,431.011625
1,18.75,3.015,2.435,13.12012,0.8862,4.764925,0.428549999999997,0,0,10.29125,100,7.7985,91.5,-0.844175,2.044025,1.319975,15.673595,3.308201,248.79565,327.77625,427.9505
1,19.25,6.7006,6.389,29.9118,0.8438,4.70535,0.920399999999999,0,0,10.55925,100,7.55825,91.5,-0.8449,2.07845,1.24635,14.766825,3.64711125,238.907375,323.770375,430.499125
1,19.75,7.28505,3.535,18.731275,0.823175,5.046125,1.50244999999999,0,0,10.2755,100,6.95725,91.5,-0.84145,2.0411,1.220625,13.7804725,3.47807125,238.094875,318.2337,431.6418
1,20.25,3.06425,1.672,24.8613125,0.796599999999999,4.95245,2.14929999999999,0,0,10.191,100,7.083,91.5,-0.839,1.96775,1.20205,12.73682,3.6373795,243.2099,314.46515,430.02225
1,20.75,4.1925,12.023,21.3625,0.7241,4.8977,1.56334999999999,0,0,10.56025,100,7.7155,91.5,-0.839,2.064225,1.177475,12.413735,3.88595825,223.143,311.87585,432.438925
1,21.25,3.34305,0.433999999999999,74.3925975,0.82745,4.8549,1.90759999999999,0,0,9.881,100,7.61349999999999,91.5,-0.839,2.087275,1.156625,11.0241,3.9556875,229.4364,307.5169,434.01715
1,21.75,0.963075,15.29575,48.92437,0.7988,4.8462,1.22265,0,0,9.027,100,5.79424999999999,91.5,-0.839,2.06835,1.1506,10.7060335,3.8243945,234.1514,306.70955,437.3707
1,22.25,1.7894375,2.117,24.63335,0.84815,4.687075,1.189375,0,0,9.01025,100,6.1,91.5,-0.839,1.9868,1.131775,9.7582,3.562554,240.1706,302.3176,443.937
1,22.75,2.6158,7.71899999999999,34.5865675,0.7999,4.98365,1.51875,0,0,8.8475,100,6.116,91.5,-0.839,1.9688,1.1082,8.98868199999999,4.243388,230.582,300.5068,443.6888
1,23.25,5.9517,13.279,22.91358,0.8767,4.964725,0.94275,0,0,8.72825,100,5.97549999999999,91.5,-0.839725,1.9248,1.10345,8.26264199999999,4.489364,238.2226,299.0244,444.1204
1,23.75,5.9517,13.63875,32.313695,1.02945,5.118375,2.7835,0,0,8.85875,100,5.49,91.5,-0.839725,1.93765,1.09085,8.33629799999999,4.014248,235.3966,300.2032,438.2182
2,0.25,1.9936,2.78175,46.4471375,0.782199999999998,4.440725,0.54755,0,0,7.944,100,3.13,91.5,-2.0068,2.290375,1.40985,8.44979799999999,3.771884,237.855,300.7916,455.0138
2,0.75,5.5259,3.8645,36.1258325,0.744375,4.448075,0.188399999999998,0,0,7.93025,100,2.8135,91.4225,-2.0007,2.27275,1.36695,5.549853,3.942472,238.12895,290.99615,449.807025
2,1.25,4.25723,34.4895,23.4735025,0.817145,4.72515,1.8205,0,0,7.60625,100,3.1125,91.4225,-1.99625,2.288375,1.4044,5.4207225,3.84199225,239.084775,290.983925,443.5606
2,1.75,6.65860000000001,13.449,40.3209225,0.846053,4.919414,1.24435,0,0,7.66437075,100,3.64,91.5,-1.996075,2.20215,1.346,5.656794,3.916606,240.2618,290.2538,447.480875
2,2.25,4.545625,1.34425,23.674065,1.10616125,4.2203,0.759599999999992,0,0,7.69335825,100,3.12875,91.5,-2.005175,2.222275,1.364225,5.70886,3.365436,242.5662,291.5904,446.72
2,2.75,2.311775,6.91,16.60222,0.904849999999999,4.72875,2.297,0,0,7.7225,100,2.9315,91.5,-2.006975,2.23445,1.3717,5.7899975,3.59709775,239.415025,292.591075,441.0862
2,3.25,3.7539,8.3725,9.474376,0.72645,4.46125,2.31475,0,0,7.7475,100,2.557,91.5,-2.011975,2.332875,1.453375,5.8270175,3.193374,243.744875,291.327875,443.0436
2,3.75,7.463325,4.165,16.584188,0.64105,4.5705,0.981625,0,0,8.08,100,2.474,91.425,-2.014,2.248125,1.3852,6.09536,3.22131075,244.599125,292.224975,445.0026
2,4.25,1.76225,5.3225,11.46464,0.8009,4.114,-0.183125,0,0,7.64,100,2.5715,91.425,-2.01715,2.3248,1.441175,5.683782,3.26849,247.0086,292.1396,444.37775
2,4.75,2.266775,5.48,19.66,0.8537,4.2475,0.04325,0,0,7.815,100,2.82275,91.425,-2.01455,2.3152,1.4356,5.14342,2.804005,238.025,290.1305,444.72155
2,5.25,7.256,41.52475,12.422332,0.89225,4.38825,0.565875,0,0,8.0875,100,2.76175,91.35075,-2.010375,2.335375,1.44615,5.07336825,3.05083375,241.111,290.451175,446.89
2,5.75,6.17875,3.3075,17.674755,0.88935,4.36725,0.2005,0,0,8.2775,100,2.855,91.35075,-2.0198,2.41435,1.538425,4.84793,3.9617905,243.1023,289.28155,451.4028
2,6.25,1.8694,20.984,18.528,0.85175,4.36325,0.362625,0,0,8.585,100,2.92374999999999,91.425,-2.013725,2.317575,1.42735,5.10047925,4.99625499999999,243.575475,289.743875,448.11625
2,6.75,4.0862,51.84088,10.85825,0.817549999999999,5.15025,0.478,13.0175,3.82075,8.1,100,2.95975,91.4,-2.01735,2.315675,1.4239,5.1900035,8.02059349999999,241.366,289.63305,446.16695
2,7.25,0.815824999999998,18.58525,25.33925,0.773125,4.57825,9.691,76.6,24.1675,8.3025,100,2.75575,91.4,-2.017625,2.213925,1.324025,5.53432,12.11015,243.786,291.6275,448.522025
2,7.75,0.766749999999999,88.8969999999999,38.991,0.94895,4.256,37.81625,154.125,80.85,8.6275,100,2.843,91.4,-1.980325,2.104925,1.2101,5.8443185,24.846805,245.13715,292.8931,444.104875
2,8.25,1.0346,117.2555,76.812,0.930899999999999,4.3485,80.685,269.45,117.35,8.7525,100,2.89125,91.5,-0.891425000000002,2.027675,1.148275,6.25938025,48.3182525,243.5419,296.032175,445.8278
2,8.75,3.55914999999999,139.074,46.423,0.87725,4.42775,179.825,513.375,222.85,8.68,100,3.045,91.5,1.764825,1.992125,1.1122,6.770477,54.988665,249.1146,301.995025,445.6906
2,9.25,2.70505,198.969,50.54425,0.7205,4.18525,269.325,773.5,400.95,9.5325,100,3.6435,91.52525,6.5636,2.011075,1.129475,8.4481135,76.202945,238.89875,312.34475,448.151275
2,9.75,0.8157,281.265,71.58175,0.898375,4.502,339.2,928.25,473,9.7925,100,4.226,91.52525,8.59605,2.074425,1.053925,11.6763,81.824825,242.8878,321.58995,445.05595
2,10.25,2.9852,231.4955,96.898,1.006,4.78075,389.875,1061,534.175,10.2025,100,4.827,91.55,11.175475,2.1389,1.0252,13.524115,103.2072825,243.68845,334.028525,435.41905
2,10.75,3.3216,293.365,116.13925,1.0276,4.86175,436.4,1184.25,565.075,10.3475,100,6.0365,91.62575,12.973875,2.321425,1.3448,15.8919425,96.367915,246.6913,346.4109,429.80085
2,11.25,4.3367,333.052,97.1035,0.9885,5.19825,490.3,1326.75,677.8,10.685,100,6.885,91.601,17.92955,2.31285,1.4312,17.35435,110.35595,244.5569,354.4804,429.882775
2,11.75,6.976975,307.215,56.165,1.0389,5.2215,503.675,1329,652.025,12.115,100,8.24799999999999,91.52525,15.7612,2.101025,1.214625,18.1224375,123.988,240.773625,358.97025,438.8275
2,12.25,6.932625,239.118,47.2025,1.012,4.85475,488.025,1313.75,663.9,12.2925,100,8.35125,91.5,16.37255,2.442325,1.5111,18.9309375,116.00425,246.035875,363.426625,431.03325
2,12.75,3.857325,360.244,119.02875,1.083,5.17525,474.225,1255.25,626.8,12.88,100,8.5195,91.5,15.198075,2.631925,1.76275,19.312575,124.39175,244.273125,366.21375,435.66325
2,13.25,6.240525,247.498,44.76425,1.1004,5.34275,466.4,1248.5,678.7,12.9925,100,9.6925,91.425,17.23475,2.5449,1.672825,19.901555,116.31165,248.03645,368.77665,438.3367
2,13.75,4.807175,273.485,329.4892,0.9944,5.30225,445.85,1225.25,629.5,14.1375,100,10.4535,91.4,15.047925,2.643,1.78615,19.93732,113.4783,240.1064,368.4662,432.6329
2,14.25,6.134175,174.01,74.69236,1.107125,5.3265,435.975,1171.5,642.3,14.0825,100,10.822,91.4,15.9177,2.71375,1.86125,20.1546,99.91335,245.5108,367.8385,428.45795
2,14.75,7.97409999999999,106.951,41.19707,1.0495,4.9675,336.025,1008.5,565.725,14.465,100,11.305,91.4,12.660575,2.64785,1.801975,20.2921125,88.9893,249.004,366.613625,427.933625
2,15.25,4.945,82.9865,39.1919525,0.952,4.93375,313.025,881.25,527.45,14.515,100,11.535,91.4,12.010325,2.707925,1.859875,20.381125,77.209525,249.16625,365.49025,427.631125
2,15.75,4.9627,48.387015,40.9537175,0.88425,4.72975,218.625,624.675,307.6,14.3525,100,11.421,91.4,3.533575,2.905025,2.06395,20.0922275,76.40516,247.77375,362.024725,427.18445
2,16.25,3.05885,9.62025,37.7367875,0.969099999999998,4.576,127.525,463.375,217.975,13.63,100,10.9935,91.4,0.589249999999998,3.085025,2.24595,20.002705,50.7579175,248.63375,358.51905,427.1424
2,16.75,1.8787,6.299,26.8605725,1.03275,4.232,70.2675,290.225,166.65,13,100,10.031,91.4,-1.0226,3.120925,2.28755,19.5875,40.31226,253.3074,353.9358,426.914
2,17.25,1.4589,59.90125,10.1720725,0.83845,4.25825,9.3925,120.8,77.038825,11.83,100,8.314,91.4,-1.93405,3.13675,2.29705,19.1133,28.04238,246.5886,348.8862,431.4062
2,17.75,0.937149999999997,2.26875,7.4675,0.7233,4.88825,-0.447000000000015,18.9275,11.416425,11.9475,100,6.69325,91.4,-1.87965,3.18095,2.34985,18.3397,15.178525,252.65175,341.88525,436.962375
2,18.25,3.006338875,1.8905,33.75322,0.848,4.70125,-0.338500000000002,0,0,11.13,100,5.30625,91.425,-1.9325,2.9504,2.122475,16.7577375,4.37735375,248.267,333.734,431.011625
2,18.75,5.07552775,2.435,13.12012,0.661225000000001,4.444,-0.608100000000009,0,0,9.68925,100,4.65,91.5,-1.964675,2.6564,1.824575,15.673595,3.308201,248.79565,327.77625,427.9505
2,19.25,2.7017,6.389,29.9118,0.705750000000001,4.88745,-0.490675000000003,0,0,9.15975,100,3.975,91.5,-1.9951,2.605025,1.762625,14.766825,3.64711125,238.907375,323.770375,430.499125
2,19.75,3.296675,3.535,18.731275,0.644,4.57795,-0.813325000000001,0,0,8.44675,100,3.621,91.5,-2.007825,2.46205,1.59975,13.7804725,3.47807125,238.094875,318.2337,431.6418
2,20.25,3.445525,1.672,24.8613125,0.787718,4.774448,-0.157000000000007,0,0,7.83999999999999,100,3.34875,91.5,-2.0131,2.384725,1.530375,12.73682,3.6373795,243.2099,314.46515,430.02225
2,20.75,14.1707875,12.023,21.3625,0.846261949999999,4.375,0.114974999999999,0,0,7.79204575,100,3.126,91.5,-2.035,2.3492,1.497475,12.413735,3.88595825,223.143,311.87585,432.438925
2,21.25,4.00425,0.433999999999999,74.3925975,0.722625,4.419656,-0.221150000000003,0,0.186719200000003,7.97072,100,2.9475,91.5,-2.031075,2.3485,1.483,11.0241,3.9556875,229.4364,307.5169,434.01715
2,21.75,3.794441,15.29575,48.92437,0.6790584,4.2818,-0.0844750000000025,0,0,8.035384,100,2.81825,91.5,-2.023,2.26505,1.38855,10.7060335,3.8243945,234.1514,306.70955,437.3707
2,22.25,1.757488,2.117,24.63335,0.935025,4.2868,-0.0535000000000027,0,0,7.957555,100,2.88,91.5,-2.01485,2.29655,1.42595,9.7582,3.562554,240.1706,302.3176,443.937
2,22.75,6.64620000000001,7.71899999999999,34.5865675,0.71395,4.482,0.0843249999999986,0,0,7.74890399999999,100,2.89,91.5,-2.010675,2.29465,1.41335,8.98868199999999,4.243388,230.582,300.5068,443.6888
2,23.25,2.394255,13.279,22.91358,0.913575000000001,4.2822,0.00422499999999985,0,0,7.52277599999999,100,2.79,91.5,-2.007325,2.299275,1.42405,8.26264199999999,4.489364,238.2226,299.0244,444.1204
2,23.75,7.57787,13.63875,32.313695,0.5948618,4.030375,0.4588,0,0,7.3765,100,3.0865,91.5,-2.0066,2.28985,1.3995,8.33629799999999,4.014248,235.3966,300.2032,438.2182
3,0.25,4.6649,29.5604,60.31262,0.8304,4.0991,-1.4631,0.01595999,0,9.4095,100,4.91377649999999,91.601,-1.71135,4.3477,3.933525,8.44979799999999,3.771884,237.855,300.7916,455.0138
3,0.75,7.73979999999999,13.435455,42.92955,0.738325,4.183925,-2.0468,0.0145233,0,8.88999999999999,100,4.9595,91.6703,-2.053725,4.091175,3.9245,5.549853,3.942472,238.12895,290.99615,449.807025
3,1.25,12.84126,6.47844,37.66122,0.74133,4.2259,-1.638525,0.0130775,0,8.92724999999999,100,4.85325,91.667825,-2.4632,3.875075,3.66945,5.4207225,3.84199225,239.084775,290.983925,443.5606
3,1.75,5.7800075,41.0519375,39.848865,0.8368,4.3048875,-1.0868,0.01388001,0,8.476,100,5.27175,91.66535,-2.79785,3.7251,3.581125,5.656794,3.916606,240.2618,290.2538,447.480875
3,2.25,2.586954,6.999683,82.8557699999997,0.68775,4.048875,-1.0421,0.01585999,0,8.4445,100,5.6515,91.66535,-2.9397,3.613325,3.469675,5.70886,3.365436,242.5662,291.5904,446.72
3,2.75,10.314,14.323275,22.9891600000001,0.7824011,4.255563,-0.875775000000005,0.0158017,0,8.28224999999999,100,4.783,91.667825,-2.597,3.5029,3.444575,5.7899975,3.59709775,239.415025,292.591075,441.0862
3,3.25,9.73566125,19.582375,31.4361,0.78697585,4.38,-1.23325000000002,0.0154708,0,8.03425,100,5.1405,91.667825,-2.3487,3.4379,3.563875,5.8270175,3.193374,243.744875,291.327875,443.0436
3,3.75,9.1682,43.605575,35.8922549999999,0.83225,3.7136,-0.820950000000004,0.0137782999999999,0,7.86974999999999,100,4.691,91.736,-2.14585,3.5077,3.507825,6.09536,3.22131075,244.599125,292.224975,445.0026
3,4.25,14.529305,28.301,86.5564849999998,0.596447825,4.190625,-0.847799999999999,0.01376999,0,7.6295,100,4.79274999999996,91.69565,-1.9148,3.81145,3.4141,5.683782,3.26849,247.0086,292.1396,444.37775
3,4.75,7.3558,39.8008000000002,28.01795,0.562281399999999,3.9194,-1.02675,0.016474975,0,7.5625,100,4.61024999999998,91.751,-1.665675,3.96655,3.3837,5.14342,2.804005,238.025,290.1305,444.72155
3,5.25,7.41089999999998,34.7492625,31.3928875,0.6843,4.26825,-1.278525,0.0153425,0,7.416,100,4.1925,91.756,-1.494775,3.950325,3.3535,5.07336825,3.05083375,241.111,290.451175,446.89
3,5.75,4.549398,32.6548125,25.9785575,0.815874875,4.31223075,-1.3513,5.0243,2.4313,7.056,100,4.2,91.741,-1.370525,3.9324,3.2713,4.84793,3.9617905,243.1023,289.28155,451.4028
3,6.25,3.6322,20.160915,22.87664,0.72725,3.609241,2.19107499999999,45.928,25.93925,6.907,100,4.09,91.601,-1.1295,4.035125,3.15995,5.10047925,4.99625499999999,243.575475,289.743875,448.11625
3,6.75,6.70431875,10.19312,35.3014999999999,0.62675075,3.7415,22.05525,126.685,74.9261925,6.7545,100,3.98599999999999,91.84326,-0.804050000000002,4.205,3.053,5.1900035,8.02059349999999,241.366,289.63305,446.16695
3,7.25,8.310125,109.107,59.4342499999997,0.68213845,3.620875,60.549475,203.25,96.1,6.84975,100,4.29799999999999,91.85,-0.455475000000001,4.424,2.9153,5.53432,12.11015,243.786,291.6275,448.522025
3,7.75,7.39709999999998,109.08,72.5848,0.7789,4.233875,95.91,344.7009,197.6361,6.91099999999999,100,4.33323999999999,91.84,0.299275,4.6012,2.568775,5.8443185,24.846805,245.13715,292.8931,444.104875
3,8.25,4.18865,179.713,81.92,0.7593,4.0123,286.559999999999,780.675,412.0775,7.23224999999999,100,4.44217175,91.867825,1.35235,4.84145,2.424125,6.25938025,48.3182525,243.5419,296.032175,445.8278
3,8.75,5.867935,153.302,95.7017625,0.7553,4.4279,341.58,945.1057,498.24,7.98049999999999,100,5.008,91.867825,5.410575,5.0911,2.422125,6.770477,54.988665,249.1146,301.995025,445.6906
3,9.25,5.2169085,262.328,158.78125,0.874175,4.1957,409.14,1174.044,604.5112,9.51099999999999,100,6.414,91.87758,6.8596,5.4809,2.211,8.4481135,76.202945,238.89875,312.34475,448.151275
3,9.75,4.11119999999999,333.174,224.38815,0.9423,4.96215,483.66767,1300.11,666.0924,10.91281,100,7.80225,91.83594,7.51395,5.61015,2.1337,11.6763,81.824825,242.8878,321.58995,445.05595
3,10.25,3.06034999999999,299.25875,140.66885,0.914299999999999,4.735836,519.08575,1438.54425,714,12.5171075,100,8.748,91.849285,9.833275,7.215775,2.248725,13.524115,103.2072825,243.68845,334.028525,435.41905
3,10.75,1.8872,387.096525,240.7147,1.04600875,4.9499,567.18,1553.2975,790.425,14.4524325,99.78,10.27960925,91.8184,15.276575,8.473325,2.550575,15.8919425,96.367915,246.6913,346.4109,429.80085
3,11.25,2.0392355,488.160725,190.494,1.032443,5.211,632.69,1642.939,832.2966,14.888,99.46,11.884,91.79227,21.9234,12.2705,2.5329,17.35435,110.35595,244.5569,354.4804,429.882775
3,11.75,1.82832499999999,443.25325,153.963,1.270327,5.270375,632.8689,1749.85,835.3625,16.194375,97.9,13.47903,91.772875,28.746225,14.606375,2.533775,18.1224375,123.988,240.773625,358.97025,438.8275
3,12.25,5.392,354.50725,179.487325,1.139125,5.4865,654.6125,1720.55,856.330625,16.198125,94.4625,14.17025,91.7612875,33.475175,13.44925,2.5107,18.9309375,116.00425,246.035875,363.426625,431.03325
3,12.75,4.33147499999999,450.5315,237.266,1.12765525,5.10425,622.8041875,1702.2125,833.625,17.6523875,94.05,14.16875,91.6880375,34.3628,14.52775,2.553825,19.312575,124.39175,244.273125,366.21375,435.66325
3,13.25,4.3295,397.01435,221.387,1.082,5.114,597.32,1653.532,829.4182,17.636,92.8,14.054,91.73216,32.38515,14.17475,2.6098,19.901555,116.31165,248.03645,368.77665,438.3367
3,13.75,7.75735000000002,403.485,212.8798,1.090679,4.62765,592.190275,1564.2835,790.11625,18.5745,92.675,14.7015,91.647665,28.253125,15.4995,2.811875,19.93732,113.4783,240.1064,368.4662,432.6329
3,14.25,2.01444999999998,337.538375,305.873599999999,1.098,5.0672,534.3,1439.36,726.6,18.596,94.8,15.39996,91.64548,24.536125,14.771,2.97105,20.1546,99.91335,245.5108,367.8385,428.45795
3,14.75,3.14697,356.65,168.068,1.065087,4.734875,516.7125,1364.5,659.2,18.3491875,93.4125,16.247805,91.64255,21.719975,14.383125,3.04385,20.2921125,88.9893,249.004,366.613625,427.933625
3,15.25,2.54700675,353.1443,121.8298,1.0734725,5.099,455.125,1189.5,635.736875,18.253125,92.5625,15.5622275,91.6377125,23.74005,13.779625,3.1674,20.381125,77.209525,249.16625,365.49025,427.631125
3,15.75,0.869860799999998,248.4973,179.4118,1.014607,4.666575,373.4075,1068.45,554.59825,18.1815,95.4825,15.4414175,91.64631,21.5048,14.04275,3.204975,20.0922275,76.40516,247.77375,362.024725,427.18445
3,16.25,1.572025,172.9693,134.4952,1.129882,4.77844975,285.6638475,824.4,411.48035,17.637,96.035,15.30412,91.6449125,18.6832,14.175625,3.52215,20.002705,50.7579175,248.63375,358.51905,427.1424
3,16.75,3.76302499999998,88.8356,164.707625,0.95655,4.6238,178.525,561.78,306.1625,17.553,93.2,14.32799,91.647045,14.7044,13.2245,3.790725,19.5875,40.31226,253.3074,353.9358,426.914
3,17.25,3.0916,64.28075,120.175044999999,0.851875,4.11386,103.54,405.7865,206.91955,16.7105,97.135,13.528,91.65184,11.65245,12.602875,3.94305,19.1133,28.04238,246.5886,348.8862,431.4062
3,17.75,0.795302000000001,35.067275,56.7983,0.8766,4.445885,21.33375,177.09625,96.3005,15.7325,98.8875,12.46225,91.6494125,9.33115,11.908875,4.048375,18.3397,15.178525,252.65175,341.88525,436.962375
3,18.25,2.493285,13.64647,58.4486375,0.8144442,4.192875,-2.551875,37.05875,16.43,14.765,99.275,10.7894425,91.6562,7.0066,11.118875,4.21505,16.7577375,4.37735375,248.267,333.734,431.011625
3,18.75,4.78403975,27.0698624999996,30.5285399999999,0.78033875,3.851542,-3.0268,2.4222,0.6384,14.07002,100,10.3909575,91.66104,4.5628,10.289875,4.5011,15.673595,3.308201,248.79565,327.77625,427.9505
