DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_2,NEE,FC,SC,H,LE,G,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
1,5.25,0.04,20.906,0.83275,-8.37425,-3.31525,-14.099,-29.73,-7.84,-9.43825,23.79775,23.9285,75.4465,98.394,388.04,1.9875,-34.7685,-3.70775,-1.7765,0.27,-0.2835,383.92425,425.10475,21.875
1,5.75,0.04,20.62,0.759,-8.09,-1.927,-20.604,-31.242,-7.8055,-8.61425,23.78775,23.92775,78.515,98.44375,389.97,1.761,-28.1995,1.46925,0.702,0.58075,0.121,384.2815,425.17025,22.05375
1,6.25,0.054,20.599,0.68375,-16.3225,-1.36875,-24.50475,-30.28,-3.96,-8.4515,23.75925,23.91775,79.3201,98.46,390.998,1.836,-0.34,13.19175,6.3275,1.5995,0.78325,383.747,425.53625,22.29625
1,6.75,0.07,20.669,0.969,-11.98,-0.1325,-23.73175,-16.766,-0.0662500000000001,-7.68975,23.74,23.917,78.5085,98.486,391.01575,1.72625,4.0175,25.07525,12.0195,2.3185,3.84325,384.96275,427.4795,22.308
1,7.25,0.138,20.779,0.807,-27.32375,-6.866,-38.65275,-12.05,8.8605,-7.0105,23.72925,23.8985,76.583425,98.535,390.5995,1.6075,12.302,65.443,31.368,3.09,4.90825,390.73775,429.41325,22.4605
1,7.75,0.157,20.99,0.80375,-29.9,-11.7985,-36.486,-7.33,22.42,-6.732,23.7185,23.87925,74.5098,98.57,388.9335,1.722,14.3805,53.14325,25.47325,2.918,3.8205,400.324,432.1345,22.307
1,8.25,0.17,21.164,0.688,-37.239,-17.466,-40.855,-6.385,41.14775,-6.2485,23.70775,23.86,72.809125,98.6,388.627,1.99,20.804,77.92625,37.3525,4.27375,14.133,405.1855,432.8995,22.5305
1,8.75,0.208,21.48,0.542,-33.9325,-23.972,-25.541,0.31375,59.6215,-6.144,23.697,23.84925,70.024725,98.6225,386.2885,2.45125,43.1425,138.58,66.425,4.275,10.721,409.991,433.29825,22.45075
1,9.25,0.17,21.67375,0.786,-40.5755,-28.46,-20.2345,-0.579,75.2865,-5.00225,23.67775,23.84,66.0755,98.63,383.0325,3.495,69.877,222.4945,106.64375,5.8485,14.09375,415.23825,438.428,22.598
1,9.75,0.26425,21.705,0.7855,-36.7125,-25.655,-20.48275,-3.231,107.8645,-6.352,23.6585,23.8385,63.9811,98.63325,379.0225,3.7225,80.08,278.30625,133.39925,6.63725,20.864,418.88,442.54,22.4525
1,10.25,0.21425,21.985,0.682,-32.559125,-26.7425,-14.7665,3.27925,135.22125,-6.8395,23.6485,23.82775,59.82095,98.62,377.07,2.6555,61.59,302.4785,144.982,5.1365,20.9405,421.374,443.5875,22.11175
1,10.75,0.23,22.18125,0.7575,-31.6475,-27.05875,-11.55525,14.138,110.596,-6.571,23.638,23.826,58.00925,98.59,372.72175,3.66125,54.3565,290.4545,139.2205,6.6505,25.0055,424.474,448.54,22.0675
1,11.25,0.2545,22.403,0.637,-35.6325,-29.2675,-8.96,7.47875,175.2595,-5.95525,23.62925,23.82625,57.025,98.5565,368.9905,3.01875,88.1355,365.075,174.985,8.825,21.5085,427.38375,448.21225,21.75
1,11.75,0.188,22.485,0.36975,-29.165,-26.37625,-8.575,16.4885,142.1615,-4.84675,23.63925,23.8255,58.633625,98.55325,368.186,5.396,94.784,333.1075,159.67,9.94325,13.4925,430.88,443.5625,22.065
1,12.25,0.15,22.6525,0.946,-29.976,-27.22625,-7.4515,-8.2845,153.79325,-5.25275,23.64925,23.82625,55.58885,98.5045,369.77075,6.35875,81.65625,295.185,141.485,9.1125,17.9225,432.14,445.9475,21.5365
1,12.75,0.2535,22.56875,0.88875,-26.56125,-24.494,-5.45175,-0.26,86.73975,-4.51375,23.66,23.82625,52.136,98.4245,369.84,3.82,56.205,187.125,89.695,6.494,20.73,427.5675,448.3225,21.326
1,13.25,0.209,22.5925,0.7325,-23.2825,-24.29975,-5.4235,-0.7875,72.55275,-2.98725,23.67925,23.82475,51.744925,98.3325,368.39875,3.356,45.80375,169.82,81.4,6.85,15.2375,420.44875,451.1475,21.834
1,13.75,0.1795,22.311,0.59975,-22.471,-22.91125,-6.47575,-12.1825,115.483,-4.439,23.6985,23.82625,49.8045,98.29,367.3595,4.24625,50.627,165.478,79.31275,9.437,13.94075,421.83125,442.516,21.445
1,14.25,0.149,22.20625,0.47975,-19.664,-20.028,-4.7785,-22.73,44.9455,-3.7525,23.72625,23.84475,50.38125,98.24,365.6825,4.1615,25.39125,104.0735,49.882,6.297,9.5435,423.11325,440.216,21.86775
1,14.75,0.15425,22.8575,0.58,-16.8645,-16.4985,-5.415,-15.66,49.46,-3.23075,23.7555,23.84325,49.51435,98.194,366.6415,3.3105,21.823,86.19125,41.3115,4.393,5.62925,418.64975,444.818,21.74375
1,15.25,0.11425,22.193,0.4025,-19.7965,-17.07825,-5.68675,-19.5505,9.78999999999999,-1.8645,23.7655,23.84475,50.2358,98.17275,366,3.578,15.42375,93.92,45.015,4.149,5.7125,418.57325,441.66175,21.89225
1,15.75,0.14425,21.93,0.235,-15.0055,-13.86125,-4.335,-14.86275,7.73275,-1.388,23.7675,23.8975,47.978125,98.1535,365.46,2.90575,24.4935,112.08375,53.7235,4.377,7.945,412.11175,440.92675,20.908
1,16.25,0.095,22.00625,0.327,-14.014,-11.18575,-5.9185,-17.055,6.7365,-1.7265,23.778,23.9075,48.6224,98.15,365.245,3.122,24.2435,89.878,43.0785,4.03,5.50675,411.35,441.0215,21.1415
1,16.75,0.06,22.29,0.2325,-5.8575,-7.30175,-3.975,-12.551,-19.732,-3.5115,23.7885,23.908,50.12325,98.15,365.14075,3.288,8.3205,50.8375,24.3675,2.4355,3.246,409.13,443.11425,21.91975
1,17.25,0.06475,22.52375,0.27325,-2.87975,-5.359,-1.906,-18.68275,-19.42125,-4.4005,23.809,23.918,52.744125,98.17,365.57875,3.02375,-7.766,20.8355,9.98225,0.98375,1.946,405.66425,439.4545,22.202
1,17.75,0.03,22.463,0.46475,-2.4,-1.2835,-3.66075,-23.59,-8.542,-4.615,23.82,23.918,54.98205,98.2,367.916,2.924,-30.16,3.77175,1.8075,0.4925,0.6385,401.558,437.30375,22.125
1,18.25,0.02,22.28625,0.255,0.0902500000000001,-0.6255,-0.1195,-25.5595,-22.06225,-4.9935,23.829,23.928,56.0507,98.23475,371.574,2.56975,-41.495,-4.53075,-2.168,0.22,-0.2455,400.254,437.30125,22.07575
1,18.75,0.03,22.101,0.305,-0.0639999999999997,-1.6665,-0.7115,-28.956,-10.372,-5.9055,23.848,23.9285,57.6144,98.28,371.9015,2.59175,-40.04125,-5.165,-2.475,0.21,-0.369,397.398,436.7835,22.1415
1,19.25,0.03,21.937,0.49425,-1.012,-1.09,-3.152,-19.60025,-12.34125,-5.512,23.8485,23.9285,58.73975,98.3,372.5745,2.7775,-39.061,-5.12475,-2.45475,0.2095,-0.4535,398.434,435.51375,22.001
1,19.75,0.03,21.908,0.422,-2.358,-2.44,-3.81425,-24.41075,-8.86975,-6.631,23.8295,23.9385,60.0885,98.35,372.0065,2.7275,-38.2055,-4.9645,-2.38225,0.18975,-0.445,395.458,434.41575,21.8455
1,20.25,0.02525,21.87025,0.605,-3.246,-0.856,-5.047,-20.65125,-8.001,-5.905,23.82,23.939,61.13085,98.38475,373.81025,2.79625,-37.872,-4.8135,-2.3045,0.19,-0.4325,396.338,433.792,22.196
1,20.75,0.03,21.729,0.675,-8.6135,-1.2715,-9.0715,-25.524,-2.20375,-5.52,23.8295,23.9395,61.9162,98.4135,373.4035,2.549,-37.485,-4.655,-2.23,0.2,-0.42625,395.278,433.222,22.14
1,21.25,0.03,21.61525,0.39,-6.6735,-1.6835,-11.4475,-26.582,-5.1175,-5.4285,23.8395,23.9495,61.202475,98.4535,371.695,2.48725,-35.978,-4.557,-2.18375,0.2,-0.434,395.2865,432.74925,21.815
1,21.75,0.03,21.55675,0.626,-7.47,-0.80975,-13.827,-27.64,-5.25275,-5.824,23.84,23.95,63.0672,98.46,372.704,2.654,-35.26,-4.756,-2.278,0.18,-0.4735,394.5685,432.31425,21.728
1,22.25,0.03,21.53825,0.5675,-8.818,-1.3645,-9.895,-30.325,-10.4705,-6.3285,23.8495,23.9695,63.316825,98.46,373.78925,2.28975,-35.146,-4.63675,-2.22125,0.19,-0.47325,392.4065,431.62025,21.6315
1,22.75,0.02575,21.39925,0.651,-4.388,-0.469,-12.1295,-34.567,-4.09475,-6.9165,23.85,23.979,65.326025,98.455,375.5995,2.138,-34.724,-4.46525,-2.1455,0.18075,-0.479,393.517,431.42025,21.408
1,23.25,0.02,21.287,0.811,-7.5585,-0.305,-10.81425,-31.828,-4.403,-6.803,23.85,23.989,69.544,98.45,375.64,2.095,-33.784,-4.41325,-2.11375,0.19,-0.417,393.7145,430.90475,22.028
1,23.75,0.04,21.5395,0.579,-9.167,-1.5765,-11.12975,-30.9675,-5.371,-6.7485,23.8595,23.989,63.6525,98.44,375.699,2.6,-33.172,-4.362,-2.086,0.19075,-0.43275,394.247,429.898,22.365
2,0.25,0.03,21.6285,0.93175,-7.3375,-1.51,-11.042,-33.276,-10.907,-7.67,24.0795,24.16,80.470775,98.393,378.522,0.53675,-31.19,-3.95925,-1.89825,0.2205,-0.23625,392.3295,431.25225,24.494
2,0.75,0.0465,21.6725,0.514,-7.14,-1.39,-14.534,-35.76975,-8.04225,-8.006,24.079,24.1695,71.314025,98.3635,380.37,0.77375,-29.3525,-3.89825,-1.8655,0.23025,-0.22125,396.4225,430.5565,22.0695
2,1.25,0.03575,21.5315,0.571,-10.5905,-0.24675,-15.919,-29.592,-5.02,-7.414,24.0695,24.1695,72.46025,98.343,380.816,0.716,-33.506,-3.92925,-1.881,0.22,-0.2215,392.06325,430.1415,22.06025
2,1.75,0.036,21.4595,0.69,-10.8085,-0.371,-18.6105,-28.79,-5.895,-7.5335,24.05,24.1695,71.92675,98.33,379.2005,0.705,-33.835,-4.1425,-1.9825,0.21025,-0.25725,391.85275,429.71625,21.9025
2,2.25,0.0355,21.407,0.659,-10.54075,-1.58125,-16.235,-27.91,-6.365,-7.164,24.0395,24.169,74.2755,98.3335,380.70925,0.7325,-33.311,-4.065,-1.9525,0.23,-0.24125,391.28425,429.0905,21.9705
2,2.75,0.04475,21.32925,0.5795,-5.661,-1.6315,-16.6005,-22.86875,-3.8365,-10.1305,24.029,24.159,74.9138,98.3195,384.834,0.728,-34.34675,-4.041,-1.9355,0.26125,-0.223,390.378,427.4965,22.13675
2,3.25,0.0355,21.31275,0.65,-7.80675,-0.90475,-22.6665,-38.27,-4.3295,-10.649,24.0095,24.159,75.08275,98.3375,389.75125,0.6625,-33.85,-3.92,-1.88,0.2635,-0.208,387.876,427.7805,21.73725
2,3.75,0.0455,21.2265,0.4045,-4.256,-1.307,-13.7035,-39.822,-5.2975,-11.4935,23.999,24.1585,75.36295,98.34275,388.9275,0.563,-31.65025,-3.7,-1.77,0.2175,-0.212,389.259,427.2805,21.85
2,4.25,0.03525,21.21725,0.555,-6.5355,-0.106,-11.85825,-32.49125,-5.2365,-9.3045,23.9885,24.158,76.73725,98.36275,391.93125,0.5,-32.09575,-3.69475,-1.771,0.2845,-0.18875,388.6115,428.36,21.9795
2,4.75,0.045,21.24325,0.788,-5.44825,-0.503,-14.77975,-30.325,-7.001,-8.752,23.9785,24.1485,77.207,98.3845,391.012,0.504,-29.25825,-3.435,-1.6475,0.31,-0.222,388.9345,427.7875,22.082
2,5.25,0.07,21.116,0.79175,-4.8655,-2.05125,-13.9265,-28.93125,-6.836,-8.959,23.968,24.1385,77.71155,98.41,391.73,0.513,-26.076,-3.38,-1.6175,0.316,-0.143,390.449,426.099,22.138
2,5.75,0.054,21.14075,0.66375,-6.4945,-3.0885,-14.8575,-29.959,-9.541,-8.6205,23.958,24.1195,78.3474,98.446,392.124,0.486,-16.9,0,0,0.40375,0.12275,390.697,426.1905,22.168
2,6.25,0.0595,21.14025,0.5725,-5.05,0.69,-18.049,-26.003,-2.5655,-8.072,23.9475,24.1095,79.03745,98.4445,389.9715,0.48025,-2.14,4.25075,2.03725,1.203,0.7625,390.003,427.9865,22.2
2,6.75,0.06425,21.205,0.45,-9.605,-0.21125,-17.2095,-25.49375,-2.876,-8.626,23.8995,24.09,78.8604,98.49225,391.3135,0.52,1.23,11.79825,5.65325,2.085,1.40425,392.955,429.6815,22.106
2,7.25,0.118,21.35375,0.408,-29.229,-3.4415,-41.10075,-12.769,18.2675,-7.576,23.8785,24.08,77.362,98.55,392.1025,0.666,5.19,24.658,11.824,2.91825,1.776,397.3875,429.456,22.2515
2,7.75,0.17,21.64475,0.6405,-32.176,-11.962,-31.64075,-19.03075,20.69,-7.41625,23.86775,24.06925,74.387925,98.582,390.2525,0.76275,7.42,32.61075,15.63275,2.90125,2.9955,402.791,430.704,22.38925
2,8.25,0.15575,21.78325,0.78375,-35.749,-15.523,-28.542,-6.67,54.875,-6.7695,23.84775,24.05,71.67575,98.6235,386.96175,1.37,22.38,63.182,30.2875,3.7435,8.20125,406.197,431.61,22.58475
2,8.75,0.24,21.9055,0.84,-38.135,-22.81875,-21.894,-3.3475,84.054,-6.6235,23.827,24.0485,68.69325,98.65,383.454,1.63625,29.3,113.0335,54.17875,4.49425,9.952,415.0145,432.2235,22.8575
2,9.25,0.24,22.15825,0.766,-33.3175,-22.108,-22.9035,7.8945,73.53325,-5.61425,23.8155,24.0285,67.386475,98.667,379.146,1.33975,56.93,180.183,86.3635,6.008,13.139,418.73,433.99,22.799
2,9.75,0.2475,22.27875,0.8925,-39.134,-23.92525,-20.67675,-1.246,98.044,-5.38325,23.80475,24,65.243025,98.68,377.59225,1.39475,66.74675,217.995,104.492,7.383,20.232,421.41,437.27925,22.365
2,10.25,0.215,22.422,0.83,-37.792,-28.417,-15.15575,2.44425,85.1125,-4.618,23.792,23.99,63.52265,98.69,374.943,2.426,81.43775,308.2825,147.76675,7.926,24.986,426.837,436.602,22.482
2,10.75,0.25875,22.7075,0.978,-34.077,-30.21,-12.787,3.286,126.532,-4.24,23.782,23.987,62.4045,98.6445,371.99575,5.2155,134.5295,387.566,185.76825,12.1525,30.078,430.14,442.6475,22.526
2,11.25,0.2105,23.1235,0.731,-31.00025,-27.62,-9.36625,15.87,126.2355,-3.396,23.79,23.977,59.1761,98.61525,370.0865,6.7175,149.448,464.864,222.818,11.761,28.1725,430.556,443.10525,22.86625
2,11.75,0.242,23.30575,0.808,-35.90875,-31.413,-6.4305,-0.845,116.715,-2.396,23.79,23.984,64.66415,98.57,368.6435,1.923,134.055,458.12625,219.58625,11.56775,27.60025,430.6485,441.8555,24.525
2,12.25,0.232,23.3715,0.69025,-32.69,-31.12425,-6.0905,0.50375,135.90925,-0.881,23.8,23.974,63.028175,98.50275,367.531,1.2565,115.106,365.99125,175.43125,10.2865,20.06925,430.3115,442.571,24.3565
2,12.75,0.21575,23.638,0.605,-26.9,-27.5775,-7.166,-3.28075,99.755,-0.6325,23.80625,23.9725,54.63535,98.44375,367.1,4.088,52.52075,246.505,118.158,9.42025,12.9465,427.9775,442.68,22.42
2,13.25,0.1655,23.67,0.685,-28.8925,-27.7445,-4.864,0.996,58.551,-0.1225,23.825,23.98125,54.24145,98.373,366.48125,3.084,117.54675,341.911,163.885,10.28375,19.0695,426.51,445.67,22.347
2,13.75,0.17675,23.7875,0.576,-22.6975,-22.175,-5.997,5.44825,68.822,0.4145,23.841,23.98475,51.999,98.296,364.848,5.685,72.223,231.2825,110.86,7.1275,16.7585,427.3175,444.60875,22.70625
2,14.25,0.22,23.11,0.5105,-26.5315,-25.935,-4.834,-2.379,113.461,0.0290000000000003,23.85175,23.9855,50.7206,98.26,363.489,6.05525,90.634,265.58575,127.304,10.714,20.7995,426.058,438.5485,22.33375
2,14.75,0.14675,23.19475,0.2995,-20.77625,-21.9945,-3.991,-8.49025,43.83425,-1.1985,23.874,24.025,50.981775,98.2125,362.74825,3.905,56.265,195.82175,93.85875,6.852,13.222,423.09,437.521,22.6135
2,15.25,0.15,23.10575,0.37675,-16.005625,-16.336,-4.903,-20.041,62.1155,-2.764,23.8945,24.027,52.2633,98.18,363.8765,4.467,33.18,126.565,60.661,4.9395,11.32625,419.26,436.51,22.819
2,15.75,0.126,23.025,0.39625,-14.0005,-14.01825,-4.6515,-18.83175,32.049,-4.33775,23.92175,24.0525,53.013,98.15,363.8955,4.24,36.23,120.86125,57.92875,4.239,8.7715,417.19375,440.4745,23.078
2,16.25,0.11,22.81,0.32625,-11.5845,-9.54575,-5.21325,-17.55,-9.739,-3.248,23.9455,24.064,54.8298,98.136,365.49125,2.934,9.04125,49.4565,23.7055,2.8875,5.77475,415.1265,437.4385,23.16625
2,16.75,0.09,22.56775,0.50625,-10.36,-8.945,-4.71625,-16.65465,-6.82625,-3.21875,23.964,24.0625,54.0042,98.1485,365.033,1.92725,2.3165,37.41775,17.936,2.225,3.595,410.7045,435.319,22.6695
2,17.25,0.07,22.438,0.5525,-6.80475,-5.898,-4.0245,-16.461,-8.76475,-5.617,23.9855,24.06475,54.8536,98.138,363.6145,1.6745,-3.215,28.4775,13.65075,1.16,2.3975,404.7075,436.4925,22.8075
2,17.75,0.04,22.3985,0.309,-0.658,-1.96125,-2.102,-19.536,-16.206,-4.74625,24.007,24.07625,57.471025,98.15,367.40275,2.16175,-22.3195,4.75125,2.2725,0.6515,0.682,403.9765,434.9375,22.9575
2,18.25,0.03,22.30225,0.284,1.394,-1.65925,-0.885,-22.3055,-5.037,-6.1455,24.0095,24.098,59.29655,98.18525,370.058,1.422,-36.8,-3.9675,-1.9055,0.1715,-0.4875,400.3205,434.2545,22.10975
2,18.75,0.04,22.2725,0.27075,0.67,-0.948,-0.78325,-23.652,-8.272,-6.158,24.039,24.1085,61.3749,98.2155,372.4875,1.8995,-35.21275,-4.65,-2.23,0.162,-0.2865,398.11,434.108,22.71375
2,19.25,0.03,22.33525,0.548,-1.898,-3.30125,-5.2055,-22.3205,-8.8825,-5.72,24.0585,24.129,63.304175,98.25,373.652,1.92425,-34.8715,-4.4575,-2.13875,0.15925,-0.34375,396.50925,434.78,22.6345
2,19.75,0.04,22.125,0.356,-6.7965,-1.336,-5.2425,-29.406,-7.059,-5.8005,24.068,24.1395,64.695,98.296,372.362,1.5725,-33.73175,-4.35375,-2.08875,0.1785,-0.3325,397.0735,433.28675,22.7535
2,20.25,0.03,22.132,0.68375,-2.472,-0.742,-5.9025,-24.4895,-8.096,-5.965,24.06775,24.14,63.783,98.35325,371.8985,1.3935,-33.88425,-4.28125,-2.05375,0.15,-0.37125,396.3565,433.8585,22.5775
2,20.75,0.02,22.104,0.8575,-6.1275,-1.145,-12.006,-24.49,-8.16375,-5.825,24.07775,24.15,64.22225,98.42,370.67,1.585,-33.3915,-4.2825,-2.05125,0.1785,-0.376,394.7165,433.43475,22.68725
2,21.25,0.027,22.022,0.66,-5.499,-2.9165,-11.1155,-28.784,-10.022,-5.91975,24.07925,24.15975,67.259,98.4545,371.681,1.5625,-34.997,-3.95375,-1.89575,0.18025,-0.23,394.776,432.809,22.75575
2,21.75,0.02,21.973,0.68425,-6.7435,-1.8975,-14.973,-31.16775,-12.3995,-5.821,24.079,24.169,66.590375,98.47,372.40025,1.24825,-33.57975,-4.1875,-2.0075,0.18975,-0.2425,398.805,433.45425,22.29
2,22.25,0.03,21.996,0.87525,-4.1045,-0.30325,-16.182,-32.775,-5.244,-6.555,24.079,24.1695,65.678925,98.47,373.516,1.35775,-33.12425,-3.9475,-1.89375,0.1905,-0.222,397.054,433.011,22.39
2,22.75,0.027,21.968,0.852,-0.85,-1.974,-15.046,-30.25,-8.1525,-7.4985,24.0795,24.1695,66.63065,98.44375,373.689,4.304,-33.698,-4.105,-1.966,0.184,-0.24,392.92475,432.21075,22.378
2,23.25,0.03,21.6925,0.54725,-2.328,-0.616,-18.66475,-28.96,-14.1015,-7.4985,24.0795,24.1695,66.3576,98.43,374.7805,4.422,-33.9215,-4.0235,-1.92675,0.201,-0.27,391.50675,431.52325,22.207
2,23.75,0.03,21.6585,0.734,-6.57925,-2.83,-14.226,-32.684,-9.089,-7.494,24.0795,24.1695,77.522875,98.414,375.29125,0.91225,-32.6215,-3.9255,-1.88275,0.1875,-0.275,393.3735,431.55,24.38625
3,0.25,0.03,21.57,0.82,-6.535,-3.293,-10.986,-28.5715,-8.34025,-7.1245,24.501,24.61,75.6669,98.45275,382.1905,0.4195,-28.264,-4.01,-1.925,0.23075,-0.262,393.564,430.544,23.692
3,0.75,0.03,21.47375,0.70125,-6.57225,-0.3515,-16.09075,-31.384,-7.81,-7.19,24.4955,24.6,66.527775,98.4025,382.356,0.666,-30.538,-3.938,-1.8895,0.24125,-0.2205,392.388,430.124,22.85675
3,1.25,0.04375,21.3865,0.27,-8.156,-1.131,-12.4695,-30.9045,-7.959,-7.428,24.491,24.601,67.545,98.37,380.917,0.33,-27.542,-3.802,-1.826,0.2205,-0.27725,391.602,430.184,23.18225
3,1.75,0.03,21.3255,0.68,-15.475,-3.0925,-17.0495,-26.6,-4.394,-8.4575,24.492,24.5965,67.814975,98.35175,384.1255,0.32,-27.128,-3.7295,-1.787,0.2305,-0.2385,395.002,429.466,23.148
3,2.25,0.04,21.317,0.424,-8.8805,-1.62675,-12.39825,-30.7065,-10.191,-7.7005,24.482,24.592,69.4552,98.34175,385.28575,0.31925,-26.3605,-3.38,-1.62,0.26,-0.201,391.42675,429.36775,23.094
3,2.75,0.03,21.32375,0.41,-5.266,-3.44275,-14.885,-31.34625,-10.7155,-7.569,24.4765,24.582,72.47295,98.3235,385.23575,0.2995,-25.71125,-3.4775,-1.66375,0.24525,-0.1985,395.49625,429.52925,23.028
3,3.25,0.03,21.30475,0.747,-15.8125,-1.472,-20.234,-27.47125,-8.857,-7.4565,24.472,24.5775,73.77315,98.31825,389.39275,0.49075,-26.54125,-3.46275,-1.659,0.266,-0.2,396.0055,429.44375,23.092
3,3.75,0.04325,21.27475,0.2085,-8.05125,-1.42,-10.66125,-35.0575,-9.60725,-7.1335,24.4675,24.5675,74.925225,98.305,389.395,0.50025,-25.084,-3.55375,-1.70425,0.2535,-0.21575,396.61425,428.967,23.004
3,4.25,0.03,21.21175,0.6785,-5.6225,-1.416,-14.8215,-29.192,-10.91,-7.136,24.463,24.5575,76.3289,98.32675,390.69,0.4385,-27.091,-4.03925,-1.9375,0.27,-0.193,395.1695,428.997,23.026
3,4.75,0.04325,21.382,0.7145,-7.865,-2.5785,-16.6745,-26.62275,-6.5335,-7.688,24.453,24.552,76.64615,98.34375,391.47,0.5205,-27.941,-3.55,-1.7,0.30175,-0.143,392.774,428.92175,23.014
3,5.25,0.0535,21.24475,0.47475,-10.2265,-3.84825,-15.787475,-22.21,-7.3115,-7.4265,24.454,24.5475,77.505375,98.38,397.22,0.51825,-26.6675,-3.45,-1.655,0.33,-0.1315,391.511,428.455,23.012
3,5.75,0.033,21.21575,0.7255,-10.04775,-1.334,-18.869,-30.85225,-6.443,-7.3795,24.444,24.5375,77.491775,98.42,396.855,0.6505,-21.97475,0.135,0.065,0.4735,0.1545,393.3025,428.3575,23.022
3,6.25,0.05275,21.15125,0.79,-9.34725,-1.25,-16.167,-22.68225,-6.7525,-7.3535,24.434,24.522,77.938325,98.444,394.72575,0.35975,-1.06175,9.39775,4.5015,1.329,1.115,392.249,428.1735,22.896
3,6.75,0.0525,21.18225,0.554,-14.084,-1.20375,-22.87,-20.69175,-1.715,-7.322,24.423,24.512,77.520125,98.483,392.07525,0.437,2.0865,25.7495,12.34325,2.325,2.247,396.37625,429.22325,23.042
3,7.25,0.08275,21.62075,0.387,-31.538,-6.034,-42.52325,-14.879,7.33,-7.129,24.413,24.502,75.82085,98.53,392.80925,0.47575,9.77425000000001,55.327,26.5225,3.3575,5.515,400.6885,431.44925,23.118
3,7.75,0.137,21.85475,0.814,-24.9245,-8.2805,-32.55525,-10.8725,19.106,-6.6595,24.3975,24.4865,74.6423,98.5765,391.976,0.57425,42.795,130.72,62.655,4.3995,6.8665,406.1975,431.99425,23.3
3,8.25,0.19,22.23425,0.718,-46.031,-18.55675,-36.256,-4.858,48.4075,-5.9795,24.3875,24.4765,71.974,98.613,390.35625,1.12,59.60625,78.656,37.6955,5.055,5.119,411.3625,433.59975,23.144
3,8.75,0.19275,22.1865,0.80325,-31.823,-22.392,-27.37,-2.05,65.4725,-4.832,24.3775,24.4565,68.95135,98.63,384.4685,1.31625,81.29275,309.659,148.4235,7.4895,18.79075,420.425,434.72775,23.396
3,9.25,0.28,22.2495,0.425,-34.557,-24.41875,-24.51,7.102,73.565,-4.0945,24.362,24.4365,66.8081,98.64325,380.005,1.725,79.63175,269.72425,129.28375,8.18,16.8155,426.34475,437.0125,23.22625
3,9.75,0.1745,22.39175,0.8925,-40.1675,-29.4435,-17.115,7.50275,100.0415,-3.073,24.3565,24.421,63.91985,98.643,376.936,1.5315,40.2915,312.28275,149.68625,6.09,22.908,427.08225,440.39875,23.317
