DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-9.107144,-1.878895,0.197045,0.06079,0.14819,0,-0.9185725,-0.9020425,426.273975,-0.082915,221.70325,232.91225,-15.149125,-18.76075,82.01266,0.781461825,2050.541,1.56328,-0.02492066,-0.068595,-0.344931825,-0.18948,95.195165,0.302600125,0.29253075,0.10847665
1,0.75,-7.24084,-1.41899875,0.207735,0.063984615,0.148815,0,-0.943911325,-0.989509975,425.865425,-0.06371,223.1005,232.668475,-14.122585,-18.54125,82.01665,0.7674336,2047.53025,1.4114125,-0.012682505,-0.106232425,-0.4147975,-0.164,95.2104325,0.25985955,0.28318,0.11202905
1,1.25,-6.971605,-1.90833,0.23835,0.0650825,0.1442125,0,-0.93031815,-0.924855,425.8869,-0.06379,226.82775,236.968,-14.50721,-18.17025,82.52499,0.792405,2048.788,0.2557,-0.0219775,-0.1027701475,-0.43744265,-0.174965,95.227555,0.28842265,0.2804048,0.13166
1,1.75,-8.51632,-0.962928675,0.221425,0.069648075,0.14516,0,-0.79864,-0.8158408,426.406475,-0.074665,227.35,237.685,-14.569165,-18.0145,82.790825,0.80762,2048.282,2.14769,-0.0078275,-0.07149686,-0.28018,-0.099665,95.22213,0.2841034,0.284957875,0.1197092
1,2.25,-6.0756195,-1.3768725,0.20008835,0.06697205,0.1453966,0,-0.79905175,-0.79652505,427.10415,-0.055075,223.5006,238.6772,-12.8179925,-17.3448425,82.64375,0.81952,2045.80825,0.9502375,-0.00772504075,-0.06074356,-0.1940505,-0.096385,95.21208,0.26709355,0.274032475,0.11833105
1,2.75,-5.6728975,-1.60387875,0.19828,0.056970265,0.1494475,0,-0.791985,-0.8001825,426.4824,-0.05525,226.80155,237.86825,-13.956,-17.8672525,82.845835,0.86198,2047.958,1.129985,-0.017961965,-0.08978,-0.21623,-0.114115,95.24926,0.237225,0.26587,0.110445
1,3.25,-5.746905,-2.11546,0.2231599,0.063715,0.15709,0,-0.7916805,-0.7846233,426.5163,-0.05008,230.991,243.9355,-12.4279375,-16.93267,83.8633425,0.908395,2046.0965,1.4918675,-0.0294,-0.0323375,-0.2404603,-0.133165,95.1585675,0.2854,0.28094,0.11619
1,3.75,-4.935015,-1.12231,0.203825,0.066715,0.1519892,0,-0.86632,-0.8785,426.3907,-0.04025,231.35195,241.426425,-11.54994,-16.5879975,84.3575025,0.90944,2045.17875,0.9798775,-0.010935,-0.06999,-0.27326,-0.086595,95.1774,0.25639675,0.299535375,0.1128769
1,4.25,-5.9992525,-1.15294225,0.2513075,0.061525,0.1548475,0,-1.04559,-1.07312,426.724875,-0.05475,235.674225,241.207,-11.146915,-16.66725,83.954165,0.88314,2043.65125,2.18292,-0.0102252635,-0.043265,-0.240495,-0.121265,95.2183,0.270559075,0.25230445,0.12496485
1,4.75,-6.52944,-0.1824825,0.288349325,0.067599635,0.15124,0,-1.13602,-1.1418,426.92925,-0.052,230.8045,241.3935,-11.94529,-16.874835,85,0.92763,2044.93275,-1.77195,-0.0126653825,-0.063085,-0.180269125,-0.16844,95.2257625,0.309835,0.340315,0.148474625
1,5.25,-5.3868275,-0.641805,0.24805,0.0525875,0.14232,0,-0.9839243,-0.9964567,426.4093,-0.05388235,235.3592,238.883275,-12.414375,-17.019,84.55166,0.8988625,2048.0395,1.42585,-0.0257565725,-0.08003,-0.389835,-0.142005,95.1986675,0.3308782,0.30711635,0.12619405
1,5.75,-6.5231075,-0.96009,0.227565,0.061495,0.14596,0,-0.76951,-0.79749,426.39625,-0.046165,227.434375,239.208625,-11.58121,-17.03017,83.761665,0.918875,2048.973,1.751105,-0.010816175,-0.05831,-0.182215,-0.0368075,95.2106625,0.23081,0.25798,0.09466
1,6.25,-4.8053375,-0.54677,0.23584,0.05954,0.146005,0,-0.97692115,-0.97778,425.59055,-0.0432725,228.832,240.6605,-10.98031,-16.7543325,84.821665,0.89137,2044.828,1.5804,-0.0069466195,-0.0718075,-0.390093725,-0.06017,95.21219,0.2957,0.32377,0.12375
1,6.75,-5.48875,-1.0269175,0.25857,0.06704,0.144735,0,-0.9050772,-0.9076102,425.7838,-0.054,229.4665,235.9318,-10.6265,-17.043,83.48333,0.88851,2040.52725,1.876265,-0.009135,-0.09274,-0.2192725,-0.12161,95.1864,0.30341,0.29663,0.09559
1,7.25,-4.73493,-1.1277475,0.2499675,0.0599025,0.1505225,0,-0.84359,-0.833155,425.944725,0.12392,228.563,238.187475,-11.2455,-17.25967,84.424175,0.8810075,2048.57525,1.25817,-0.01711,-0.083455,-0.24444,-0.049835,95.1965425,0.254275,0.2678825,0.10605
1,7.75,-6.576865,-1.6823525,0.30064,0.06657,0.15603,0,-0.92869895,-0.93405765,426.083975,2.4626275,226.9715,240.09175,-8.4248775,-17.23,84.55,0.8950538,2048.6035,2.126835,-0.01277273,-0.05348,-0.11970625,-0.1413375,95.21476,0.274755,0.314495,0.114985
1,8.25,-5.568695,-1.2068475,0.325082925,0.074565,0.15875,8.338,-0.90772,-0.90475,426.92735,6.435375,234.77075,242.246,-1.78369,-15.465335,84.20167,0.94864935,2047.37475,1.9415475,-0.01304433,0.01132,0.00049,-0.169855,95.28069,0.387165,0.375505,0.17213
1,8.75,-4.905285,0.7274575,0.37622,0.08857,0.1804575,29.50729,-1.244571,-1.256798,427.54465,23.301,215.319,236.132,1.36667,-17.95134,81.2915,0.777318725,2050.9495,1.55984,-0.01364,0.02245,0.18823,-0.04766,95.2785675,0.5096501,0.4949384,0.21403905
1,9.25,0.027705,1.152125,0.4490475,0.1042825,0.20055,46.774785,-1.605285,-1.47336,428.0473,34.0995,213.322075,240.790625,5.173875,-16.486665,79.5428725,0.8499666,2052.045,1.63307,-0.09828597,-0.00285,0.25348,-0.0956975,95.2472,0.594618,0.59633,0.2674175
1,9.75,4.24638975,2.25828,0.59773,0.1353475,0.2587325,66.221505,-1.78631975,-1.751075,427.9503,53.04359,212.43255,247.38965,9.16483,-15.859,77.481,0.888415,2049.2675,1.5919825,-0.0385123125,0.03408688,0.3590025,-0.19185,95.23215,0.67046255,0.6746746,0.290566125
1,10.25,6.370335,3.449075,0.6544575,0.1462259,0.2931325,89.8911875,-2.5737155,-2.5286145,427.85815,68.40952,202.6697,251.8025,12.73833,-14.704805,74.75625,0.9336782,2049.263,1.25705,-0.0366552425,0.03608708,0.38983565,-0.17487,95.18314,0.6913604,0.75636365,0.29689
1,10.75,7.0433425,3.4256025,0.7223383,0.161501,0.3399878,106.5898,-2.42864,-2.26358,428.01225,77.20183,200.4261,255.983,18.2449,-13.643265,73.09999,0.98629,2047.991,0.3091,-0.02893218,0.00257,0.2931442,-0.1397225,95.1532075,0.718595,0.8476439,0.31479095
1,11.25,8.886,4.087615,0.6850471,0.15464,0.3934625,140.5476,-2.302472,-2.259155,427.08545,88.327555,200.48765,258.4452,26.141335,-13.665,71.92602,1.00313,2036.513,1.861945,-0.03818,0.011335845,0.157487,-0.1274975,95.13576,0.76382,0.8112109,0.3203704
1,11.75,10.035315,4.69492,0.7650275,0.17006,0.42157275,149.1953,-2.36738125,-2.27749625,426.7841,93.7059375,199.227875,259.8395,28.464875,-13.20475,68.6756175,1.0462005,2036.853,0.8932875,-0.03176,-0.03906,0.170015,-0.09874,95.115905,0.75559,0.7913475,0.311696775
1,12.25,8.443895,4.8658375,0.74667,0.16866305,0.465475,155.2897,-2.2441615,-2.1533525,426.581225,92.19175,199.7876,261.45625,30.249,-12.589,66.8486225,1.02524,2042.9595,1.80618,-0.0294942,-0.02733,0.226795,-0.12748,95.10313,0.7427934,0.81219755,0.3176302
1,12.75,9.42891,4.7714575,0.75976145,0.176321325,0.4917472,140.505525,-2.185117,-2.10862,426.344775,93.15937,200.1249,262.7655,29.2697175,-12.124875,65.6205,1.04235,2040.80725,0.8681825,-0.026967285,-0.0421626925,0.0077225,-0.04849,95.0420575,0.8047798,0.8240585,0.3169567
1,13.25,7.39532,4.595195,0.80137,0.164305,0.5105705,124.9385,-1.858288,-1.8500905,425.3268,82.010995,199.7565,263.0915,24.73381,-11.875,63.83525,1.035895,2040.495,1.4185825,-0.02511,-0.0574367475,-0.053395,-0.14094,95.03435,0.7775088,0.828122375,0.31837
1,13.75,7.40299,4.3071875,0.76551585,0.164155,0.5192525,111.9738,-2.0028675,-1.993368,425.4755,69.78793,199.3085,264.7262,21.04025,-11.58067,62.770585,1.0524375,2034.8795,1.6864425,-0.0223196325,-0.049025,-0.133585,-0.06305,95.01128,0.7491082,0.8211504,0.3162638
1,14.25,4.51055,3.89454,0.701625,0.156971225,0.543851725,98.116,-1.5680465,-1.55459025,425.657925,65.25417,198.0745,262.798,13.8275,-11.497,63.3863675,1.03738,2032.339,1.54492,-0.0163155425,-0.0385585975,-0.11897,-0.057035,95.01382,0.71833825,0.760807025,0.3115291
1,14.75,1.2469125,3.86122,0.71619,0.15891385,0.5254064,79.416575,-1.61425225,-1.6165655,424.9536,48.790245,202.868125,261.019625,4.92673675,-11.6423325,63.99363,1.0354225,2034.9895,1.1358025,-0.01557,-0.053155905,-0.31443,-0.087965,95.04015,0.65040565,0.773315625,0.300498525
1,15.25,-8.80639,2.356935,0.667853375,0.140595,0.4640016,55.1965,-1.552145,-1.532346,425.1422,32.2336275,192.6655,257.53915,-10.95123,-11.8385,64.5934975,1.022002,2032.44275,0.3419475,-0.0144840125,-0.07797596,-0.6959,-0.11043,95.0844425,0.6308561,0.70731,0.28607
1,15.75,-15.2656025,1.6245145,0.5515927,0.12764,0.4093311,23.85,-1.06663,-1.05,425.441425,16.245875,197.03725,255.1219,-37.5565,-12.387,66.4335025,0.96922,2032.5055,0.82579,-0.017935,-0.10197905,-0.7834425,-0.0677,95.112985,0.5600749,0.5818991,0.2444606
1,16.25,-17.381975,0.785445,0.442445,0.11086,0.362950475,8.384375,-0.99585,-0.99964,425.4148,5.90106,197.5854,250.593,-52.156375,-12.9895825,68.9405,0.94531,2031.56125,-0.5000225,-0.010486935,-0.1294927,-0.9326692,-0.0889575,95.1295525,0.4610289,0.4756022,0.201705
1,16.75,-18.85939,-0.1336826,0.36008295,0.08398,0.278995,0,-0.791711,-0.80487015,425.38935,0.668939975,195.5765,246.4393,-53.9403975,-13.600085,71.6235,0.94053,2033.681,0.19718,-0.008945,-0.176563,-1.0516745,-0.0486,95.14773,0.3687004,0.3730337,0.1727228
1,17.25,-15.36804,-0.91322465,0.29559345,0.07103,0.218094775,0,-0.603431525,-0.6351291,425.563925,-0.09675,190.074425,240.715375,-49.620505,-14.62125,73.7857525,0.93108955,2040.989,-0.67812,-0.00485,-0.2769675,-1.14464,-0.0213225,95.13773,0.270382,0.2844697,0.1162439
1,17.75,-13.6407,-0.80500375,0.227203725,0.057681525,0.16095,0,-0.80751685,-0.799373325,425.33865,-0.2169375,197.00755,241.1275,-43.13681,-15.6005,76.208745,0.8987275,2041.29,1.1618775,-0.00732,-0.1857989,-0.903164875,-0.023485,95.1296725,0.279997625,0.286763275,0.0988853475
1,18.25,-14.76182,-0.905186675,0.21438895,0.064465,0.1548825,0,-0.74259435,-0.750557275,426.0908,-0.159,200.1795,238.5255,-42.34566,-16.16175,77.7780425,0.8789675,2048.426,0.927345,-0.0087048075,-0.18618905,-0.8658126875,-0.025785,95.1276525,0.25264915,0.24131,0.09982
1,18.75,-12.92593,-1.9888895,0.20561,0.066962125,0.15568,0,-0.69226,-0.69885,425.363675,-0.132,204.001,240.34,-31.959895,-16.528,78.48851,0.8874709,2048.412,1.23477,-0.010089615,-0.1865792,-0.8284605,-0.028085,95.1287525,0.2187315,0.2746001,0.09456
