DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC
6,10.75,0.7,2.745,12.585,12.865,36.32,1045.275,224.73,692.515,282.625,109.84,-5.71
6,11.25,0.715,3.015,12.905,12.91,37.345,1077.67,246.43,704.045,271.17,117.73,-5.97
6,11.75,0.715,3.125,12.96,12.99,39.785,1088.035,257.715,714.145,261.33,116.76,-5.28
6,12.25,0.725,2.99,13.05,13.09,43.77,1086.03,256.945,699.565,251.315,122.18,-5.55
6,12.75,0.72,3.03,13.12,12.97,44.635,1071.76,254.585,698.08,273.625,99.81,-5.63
6,13.25,0.73,3.195,13.025,12.99,45.545,1041.2,237.44,670.315,278.02,124.61,-5.22
6,13.75,0.77,3.22,13.315,13.035,46.46,997.09,208.255,649.795,297.43,109.74,-5.34
6,14.25,0.74,3.22,13.255,12.92,49.535,932.465,182.805,613.26,289.62,97.25,-5.545
6,14.75,0.77,3.18,13.19,13.03,50.46,863.41,155.045,571.465,292,99.45,-4.925
6,15.25,0.76,3.015,12.705,12.985,49.945,777.26,124.355,509.725,255.44,73.45,-4.05
6,15.75,0.71,3.015,12.445,12.87,51.305,680.355,99.225,446.965,231.61,61.305,-4.275
6,16.25,0.675,2.855,12.315,12.525,52.435,576.845,76.675,372.205,195.33,59.09,-3.15
6,16.75,0.605,2.7,12.185,12.54,54.085,453.16,59.74,272.8,162.285,51.2,-2.9
6,17.25,0.54,2.61,11.8,12.17,55.3,131.51,44.585,173.34,114.49,35.845,-2.11
6,17.75,0.49,2.42,11.355,11.68,57.565,82.12,33.85,111.915,69.84,25.705,-1.29
6,18.25,0.4,2.04,10.57,10.91,60.125,50.365,21.845,26.05,29.83,19.22,-0.42
6,18.75,0.25,1.78,10.285,10.39,61.53,30.905,8.18,-53.975,0.77,9.355,0.16
6,19.25,0.13,1.55,10.01,10.27,62.28,-1.01,0.81,-76.42,-4.43,1.84,0.265
6,19.75,0.11,1.42,10.025,10.07,61.115,-5.525,0.785,-79.49,-1.8,0.125,0.17
6,20.25,0.12,1.61,9.75,10,60.68,-5.495,1.08,-76.795,-3.81,0.345,0.165
6,20.75,0.12,1.85,9.575,9.86,60.05,-5.195,1.225,-77.895,-3.6,0.23,0.115
6,21.25,0.11,1.84,9.405,9.98,59.64,-5.225,1.105,-76.36,-2.42,0.23,0.125
6,21.75,0.1,1.91,9.33,9.83,59.275,-5.435,1.085,-77.65,-3.855,-0.09,0.14
6,22.25,0.09,1.61,9.195,9.89,58.545,-5.485,0.975,-76.735,-2.23,-0.1,0.09
6,22.75,0.09,1.52,9.36,9.75,57.205,-5.33,1.225,-73.885,-1.62,0.385,0.06
6,23.25,0.1,1.415,9.36,9.78,57.07,-5.555,1.15,-75.28,-2.72,0.58,0.08
6,23.75,0.1,1.45,9.45,9.82,57.17,-5.42,1.285,-76.635,-1.88,0.695,0.05
7,0.25,0.08,1.69,12.79,12.69,46.8,-5.54,1.39,-79.6,-1.9,1.55,0.09
7,0.75,0.09,1.75,12.58,12.59,47.17,-5.51,1.285,-77.91,-1.8,0.23,0.08
7,1.25,0.07,1.63,12.74,12.64,46.05,-5.42,1.49,-77.2,-1.82,0.85,0.13
7,1.75,0.09,1.75,12.68,12.67,44.45,-5.37,1.555,-77.75,-1.87,0.87,0.12
7,2.25,0.08,1.74,12.68,12.66,44.33,-5.4,1.58,-77.91,-1.705,0.74,0.09
7,2.75,0.08,1.61,12.67,12.67,43.32,-5.5,1.48,-77.14,-1.72,0.725,0.07
7,3.25,0.07,1.63,12.75,12.64,41.72,-5.54,1.38,-78.22,-1.14,-0.35,0.03
7,3.75,0.08,1.48,12.77,12.71,41.7,-5.69,1.455,-77.43,-1.74,0.39,0.06
7,4.25,0.08,1.67,12.75,12.53,39.88,-5.47,1.365,-78.03,-2.18,0.85,0.06
7,4.75,0.08,1.49,12.77,12.6,39.23,-1.46,2,-73.72,-2.18,0.755,0.04
7,5.25,0.07,1.54,12.77,12.64,37.96,40.21,15.815,-44.18,-1.48,0.815,-0.01
7,5.75,0.12,1.42,13.1,12.86,37.27,124.7,32.295,13.72,-0.54,10.055,-0.625
7,6.25,0.18,1.05,13.5,13.31,37.45,225.57,38.82,87.48,8.13,30.575,-2.16
7,6.75,0.23,0.98,14.01,13.65,37.44,338.88,42.76,180.16,25.245,61.56,-3.325
7,7.25,0.31,0.94,14.42,14.35,37.94,448.98,48.11,270.64,54.35,92.105,-3.64
7,7.75,0.35,1.17,15,14.75,34.7,555.23,61.18,363.28,98.03,113.34,-3.99
7,8.25,0.48,1.64,15.25,14.95,33.08,661.24,75.755,451.8,163.67,141.92,-4.49
7,8.75,0.56,2.1,15.71,15.33,31.56,758.18,90.435,523.83,234.32,162.055,-5.955
7,9.25,0.61,2.49,15.92,15.7,31.21,848.83,101.93,587.41,265.66,173.965,-5.815
7,9.75,0.68,2.79,16.43,16.04,31.51,924.05,109.615,637.94,315.77,179.845,-6.54
7,10.25,0.71,2.89,16.69,16.37,31.66,986.22,121.26,679.165,347.01,171.51,-6.46
7,10.75,0.74,3.14,16.76,16.55,32.09,1031.26,127.66,704.11,364.34,174.02,-6.54
7,11.25,0.81,3.24,16.86,16.64,32.48,1057.505,140.19,721.38,370.03,176.3,-6.22
7,11.75,0.83,3.35,17.07,16.68,32.66,1074.495,149.61,727.375,377.45,173.365,-5.56
7,12.25,0.83,3.51,16.86,16.7,33.45,1076.595,150.97,732.035,392.48,177.34,-5.87
7,12.75,0.85,3.43,16.81,16.65,34.73,1065.21,148.81,713.515,386.88,164.76,-5.43
7,13.25,0.84,3.57,16.85,16.54,35.46,1040.155,148.69,690.19,390.1,156.24,-5.51
7,13.75,0.815,3.675,16.89,16.65,36.795,994.06,129.64,662.36,388.195,154.31,-5.455
7,14.25,0.84,3.6,16.62,16.41,38.31,934.775,111.245,617.81,382.7,156.41,-5
7,14.75,0.81,3.57,16.54,16.42,37.92,860.54,93.23,564.38,358.83,136.87,-4.64
7,15.25,0.84,3.5,16.5,16.26,38.42,775.99,78.515,501.52,317.49,129.93,-4.53
7,15.75,0.78,3.34,16.27,16.07,40.1,681.025,65.665,433.04,287.32,122.04,-4.08
7,16.25,0.73,3.13,16.15,15.86,40.25,578.225,53.42,352.54,243.54,108.605,-3.565
7,16.75,0.68,3.03,15.89,15.67,41.8,425.265,42.775,260.715,180.26,96.18,-2.24
7,17.25,0.61,2.74,15.49,15.5,42.49,123.715,33.425,169.495,119.64,69.63,-1.52
7,17.75,0.51,2.52,15.16,15.09,45.14,66.595,29.02,79.845,67.67,61.155,-0.74
7,18.25,0.41,2.08,14.7,14.58,45.86,59.025,19.775,8.21,22.68,36.97,-0.23
7,18.75,0.26,1.88,14.07,13.98,49.62,19.335,7.25,-64.745,-0.26,12.925,0.18
7,19.25,0.14,1.7,13.39,13.73,51.95,-1.71,1.02,-88.025,-5.19,3.3,0.35
7,19.75,0.1,1.44,13.53,13.62,49.62,-6.115,1.23,-89.055,-3.12,2.49,0.16
7,20.25,0.1,1.37,13.41,13.65,46.05,-5.775,1.51,-86.6,-2.5,1.07,0.09
7,20.75,0.1,1.37,13.32,13.68,47.68,-5.765,1.575,-83.985,-2.24,0.68,0.1
7,21.25,0.1,1.54,13.28,13.62,48.25,-5.515,1.695,-83.125,-2.44,1.37,0.11
7,21.75,0.09,1.45,13.19,13.49,48.71,-5.575,1.48,-84.47,-1.73,0.75,0.07
7,22.25,0.1,1.37,13.12,13.31,48.33,-5.6,1.275,-82.49,-2.49,0.25,0.12
7,22.75,0.08,1.4,12.91,13.07,47.15,-5.76,1.48,-80.975,-1.28,-0.35,0.05
7,23.25,0.09,1.38,12.69,12.88,48.11,-5.485,1.42,-80.18,-2,0.44,0.07
7,23.75,0.08,1.48,12.98,13.06,46.49,-5.435,1.455,-79.27,-1.36,0.46,0.13
8,0.25,0.07,1.555,13.315,13.325,41.215,-5.5,1.96,-81.465,-1.51,0.05,0.05
8,0.75,0.08,1.485,13.61,13.345,38.7,-5.73,1.68,-81.585,-1.625,0.185,0.03
8,1.25,0.08,1.75,13.59,13.25,38.895,-5.845,1.525,-81.995,-1.7,-0.125,0.05
8,1.75,0.07,1.785,13.53,13.305,36.365,-5.77,1.58,-81.185,-1.31,0.465,0.04
8,2.25,0.08,1.6,13.35,13.34,37.65,-5.9,1.615,-81.48,-1.95,0.35,0.05
8,2.75,0.09,1.545,13.4,13.33,36.36,-5.83,1.58,-82.045,-1.41,-0.06,0.04
8,3.25,0.08,1.6,13.35,13.28,35.07,-5.75,1.665,-81.745,-2.035,0.3,0.05
8,3.75,0.075,1.8,13.245,13.17,34.31,-5.9,1.485,-80.475,-1.87,0.13,0.05
8,4.25,0.075,1.595,13.195,13.045,33.465,-5.955,1.535,-81.39,-1.5,0.53,0.04
8,4.75,0.075,1.54,13.21,13.03,33.545,-5.685,1.6,-81.46,-1.83,0.13,0.04
8,5.25,0.075,1.56,13.095,12.995,33.725,1.105,2.875,-74.035,-2.03,0.04,0.06
8,5.75,0.08,1.47,13.065,12.94,32.76,61.135,26.215,-32.525,-2.06,1.37,-0.03
8,6.25,0.14,1.195,13.445,13.295,32.845,154.72,37.58,31.315,0.4,11.34,-0.75
8,6.75,0.21,1.145,13.97,13.895,30.045,267.22,44.1,114.55,14.57,35.8,-2.41
8,7.25,0.28,1.04,14.53,14.485,28.285,380.495,50.11,208.6,42.095,66.58,-3.015
8,7.75,0.36,1.26,15.055,14.87,26.78,490.34,59.665,297.81,84,97.27,-3.04
8,8.25,0.44,1.56,15.675,15.395,26.35,600.18,75.35,386.2,146.04,110.92,-3.16
8,8.75,0.54,1.905,16.085,15.815,27.015,699.875,89.135,464.45,213.645,139.68,-4.6
8,9.25,0.625,2.37,16.475,16.24,27.15,790.045,100.73,533.135,266.12,137.9,-4.91
8,9.75,0.67,2.63,16.85,16.615,26.71,864.53,109.04,592.09,320.28,158.2,-5.56
8,10.25,0.74,2.96,17.085,16.795,25.95,930.35,121.52,632.605,342.165,142.155,-5.35
8,10.75,0.785,3.205,17.275,16.995,26.9,980.065,130.605,662.99,381.785,149.81,-5.1
8,11.25,0.81,3.37,17.43,17.15,27.225,1009.395,144.285,672.125,382.64,134.36,-4.71
8,11.75,0.83,3.45,17.415,17.21,27.59,1024.305,154.085,677.75,407.27,135.18,-5.1
8,12.25,0.82,3.435,17.49,17.045,28.735,1024.265,152.61,667.88,401.94,122.76,-4.45
8,12.75,0.86,3.535,17.54,17.165,28.98,1013.495,146.855,660.65,404.08,116.72,-4.33
8,13.25,0.85,3.47,17.605,17.125,29.86,979.725,143.635,635.82,405.62,127.755,-4.36
8,13.75,0.835,3.56,17.545,16.92,30.195,933.82,130.035,605.645,388.34,108.19,-4.875
8,14.25,0.84,3.58,17.56,16.945,31.52,874.51,109.35,563.52,382.455,101.18,-4.11
8,14.75,0.83,3.47,17.265,16.785,32.655,793.315,89.63,512.6,357.48,96.13,-4.14
8,15.25,0.81,3.38,17.085,16.755,33.205,718.75,75.405,448.385,320.34,91.14,-4.06
8,15.75,0.75,3.395,16.8,16.45,33.615,617.57,61.695,371.98,258.32,79.9,-2.93
8,16.25,0.685,3.18,16.43,16.11,34.615,463.175,48.32,290.71,205.24,68.29,-2.28
8,16.75,0.66,3.005,16.19,15.885,36.18,199.26,37.82,194.57,150.275,59.1,-1.435
8,17.25,0.56,2.655,15.725,15.47,37.995,202.02,28.945,100.62,95.025,41.34,-0.49
8,17.75,0.48,2.37,15.24,15.02,40.53,96.78,21.04,19.045,44.35,31.085,0.475
8,18.25,0.33,2.09,14.585,14.5,43.63,26.865,10.99,-48.435,4.7,14.595,0.3
8,18.75,0.16,1.685,13.855,13.955,45.025,-0.185,1.745,-89.645,-5.97,3.96,0.41
8,19.25,0.12,1.39,13.56,13.795,44.64,-6.025,1.155,-92.555,-2.995,0.71,0.26
8,19.75,0.1,1.245,13.705,13.805,41.73,-6.19,1.39,-89.585,-1.745,0.13,0.05
8,20.25,0.09,1.3,13.745,13.715,42.475,-5.83,1.485,-86.825,-1.245,-0.82,0.065
8,20.75,0.09,1.36,13.445,13.58,44.39,-5.73,1.67,-86.415,-1.54,-0.5,0.045
8,21.25,0.07,1.325,13.375,13.485,43.285,-5.97,1.73,-85.345,-1.635,0.79,0.075
8,21.75,0.085,1.365,13.19,13.305,42.87,-5.9,1.58,-84,-1.72,0.08,0.05
8,22.25,0.09,1.31,13.25,13.245,42.375,-5.81,1.475,-83.65,-1.265,0.56,0.05
8,22.75,0.08,1.27,13.17,13.17,43.14,-5.705,1.54,-82.77,-1.215,0.23,0.07
8,23.25,0.07,1.37,13.08,13.17,42.675,-5.725,1.795,-82.56,-1.215,0.55,0.07
8,23.75,0.08,1.52,13.085,13.105,42.535,-5.52,1.9,-81.415,-1.735,-0.22,0.05
9,0.25,0.09,1.575,11.44,11.44,38.485,-5.605,1.545,-80.08,-1.735,-0.03,0.03
9,0.75,0.08,1.735,11.43,11.48,38.035,-5.58,1.56,-79.855,-2.78,0.14,0.07
9,1.25,0.09,1.655,11.54,11.385,37.62,-5.66,1.37,-80.32,-3.22,0.29,0.05
9,1.75,0.08,1.595,11.51,11.45,37.265,-5.63,1.355,-80.695,-2.035,0.09,0.04
9,2.25,0.09,1.74,11.45,11.345,36.1,-5.6,1.4,-79.575,-2.42,0.23,0.06
9,2.75,0.085,1.705,11.425,11.135,35.855,-5.635,1.355,-79.575,-2.73,0.03,0.07
9,3.25,0.09,1.745,11.49,11.095,35.5,-5.7,1.27,-80.29,-2.685,0.54,0.06
9,3.75,0.08,1.685,11.445,11.03,34.195,-5.785,1.33,-79.795,-2.13,0.23,0.05
9,4.25,0.08,1.68,11.415,11.01,32.67,-5.815,1.275,-81.055,-1.91,0.3,0.04
9,4.75,0.09,1.725,11.375,10.97,32.545,-5.865,1.3,-81.975,-1.695,0.08,0.05
9,5.25,0.09,1.615,11.34,11.085,33.9,-5.32,1.495,-79.88,-2.87,0.27,0.07
9,5.75,0.085,1.745,11.31,10.945,34.155,5.815,4.53,-67.405,-2.77,0.03,0.05
9,6.25,0.11,1.675,11.42,11.065,32.915,81.605,29.15,-13.655,-2.72,1.55,-0.09
9,6.75,0.19,1.42,11.835,11.3,32.12,184.235,42.735,51.9,5.45,12.075,-1.11
9,7.25,0.25,1.175,12.405,11.82,30.375,297.435,51.055,137.8,33.555,29.82,-2.32
9,7.75,0.355,1.305,12.855,12.325,28.78,406.07,59.725,229.185,66.885,56.875,-2.88
9,8.25,0.44,1.475,13.35,13.105,27.69,514.285,72.545,315.975,122.95,80.23,-2.43
9,8.75,0.505,1.765,13.9,13.74,25.56,615.67,85.695,393.135,188.54,80.04,-2.95
9,9.25,0.575,1.98,14.455,14.19,25.31,704.525,96.355,460.565,252.35,96.465,-3.66
9,9.75,0.65,2.385,14.765,14.625,24.915,783.2,105.665,514.785,289.95,93.975,-4.375
9,10.25,0.68,2.625,15.215,14.73,25.16,839.395,120.345,559.725,338.245,89.26,-4.24
9,10.75,0.715,2.82,15.605,14.99,25.495,889.42,131.805,585.345,363.11,77.045,-3.97
9,11.25,0.76,3.15,15.48,15.14,26.555,905.485,140.47,604.775,381.97,90.5,-4.375
9,11.75,0.81,3.225,15.765,15.07,26.86,933.72,146.4,609.165,387.72,93.145,-3.905
9,12.25,0.81,3.44,15.6,15.09,27.235,912.54,140.39,595.15,393.865,83.63,-4.31
9,12.75,0.84,3.39,15.61,15.15,27.78,894.74,133.27,576.21,394.7,77.92,-3.75
9,13.25,0.82,3.49,15.53,15.04,28.64,864.06,122.92,546.62,374.47,67.25,-3.58
9,13.75,0.81,3.49,15.42,14.74,29.53,799.68,115.45,509.76,374,73.24,-3.895
9,14.25,0.8,3.53,15.375,14.595,30.47,733.74,96.775,457.09,349.155,73.67,-3.545
9,14.75,0.8,3.34,15.05,14.34,31.24,649.77,80.68,397.19,300.85,53.255,-3.18
9,15.25,0.75,3.33,14.85,14.125,33.06,553.1,63.43,331.26,245.535,57.6,-2.6
9,15.75,0.73,3.22,14.59,13.8,33.895,447.78,49.55,249.835,204.18,49.115,-1.85
9,16.25,0.66,3.045,14.21,13.5,36.02,338.195,41.16,155.59,144.925,39.37,-1.18
9,16.75,0.57,2.78,13.795,13.04,37.075,217,32.14,69.58,84.075,38.855,-0.43
9,17.25,0.48,2.465,13.055,12.58,40.49,107.83,20.665,-5.255,35.625,22.445,0.04
9,17.75,0.345,2.17,12.465,11.945,43.36,26.92,7.01,-63.995,-0.79,7.87,0.49
9,18.25,0.18,1.89,11.91,11.77,45.1,-2.97,1.15,-88.785,-7.505,2.57,0.45
9,18.75,0.13,1.55,11.765,11.635,45.175,-6.03,1.12,-89.575,-3.96,1.785,0.33
9,19.25,0.11,1.435,11.72,11.51,44.05,-5.945,1.55,-87.52,-3.14,0.24,0.18
9,19.75,0.1,1.585,11.73,11.315,43.32,-5.625,1.86,-85.19,-1.945,0.3,0.12
9,20.25,0.1,1.765,11.63,11.43,43.63,-5.615,1.615,-84.78,-2.91,0.72,0.08
9,20.75,0.1,1.685,11.785,11.49,42.675,-5.53,1.76,-83.165,-2.725,-0.01,0.1
9,21.25,0.09,1.63,11.75,11.365,41.675,-5.475,1.665,-81.275,-2.645,0.74,0.11
9,21.75,0.1,1.65,11.635,11.275,40.67,-5.565,1.75,-81.935,-3.805,0.265,0.09
9,22.25,0.09,1.635,11.59,11.275,41.235,-5.53,1.63,-81.385,-2.6,0.255,0.11
9,22.75,0.09,1.655,11.655,11.235,39.775,-5.53,1.68,-80.595,-2.53,-0.07,0.08
9,23.25,0.08,1.635,11.59,11.295,40.02,-5.6,1.505,-80.8,-2.3,0.43,0.045
9,23.75,0.08,1.535,11.58,11.38,38.925,-5.59,1.52,-80.175,-1.705,0.115,0.04
10,0.25,0.11,1.79,7.945,7.87,49.835,-5.09,1.37,-70.27,-2.89,0.67,0.08
10,0.75,0.105,1.815,7.745,7.815,48.325,-5.27,1.44,-70.725,-4.02,1.68,0.15
10,1.25,0.11,1.865,7.71,7.695,47.355,-5.35,1.41,-71.86,-3.52,0.335,0.145
10,1.75,0.12,1.76,7.83,7.97,46.885,-5.3,1.37,-71.695,-3.43,-0.245,0.09
10,2.25,0.11,1.86,7.875,8.01,46.085,-5.26,1.22,-73.105,-4.4,0.095,0.1
10,2.75,0.11,1.78,7.64,7.775,44.115,-5.275,1.24,-73.2,-3.89,0.88,0.125
10,3.25,0.11,1.84,7.615,7.47,44.615,-5.185,1.37,-71.255,-3.65,-0.23,0.11
10,3.75,0.1,1.81,7.53,7.535,43.885,-5.26,1.19,-71.395,-3.62,0.075,0.065
10,4.25,0.11,1.99,7.39,7.42,43.96,-5.23,1.31,-72.765,-3.475,-0.315,0.08
10,4.75,0.11,1.86,7.325,7.465,44.69,-5.28,1.09,-72.545,-3.705,0.355,0.135
10,5.25,0.095,1.81,7.42,7.39,44.4,-5.08,1.25,-72.51,-3.21,0.19,0.08
10,5.75,0.09,1.72,7.65,7.49,43.195,-3.71,1.5,-70.76,-2.6,-0.05,0.06
10,6.25,0.1,1.79,7.6,7.55,42.27,14.33,4.96,-53.11,-3.68,0.32,0.07
10,6.75,0.14,1.625,8.06,7.815,41.45,90.58,34.73,-2.155,-1.97,3.29,-0.02
10,7.25,0.21,1.465,8.105,8.16,40.49,189,48.44,51.945,5.745,17.29,-0.6
10,7.75,0.26,1.18,8.84,8.605,38.235,297.185,55.74,118.805,36.81,27.225,-1.49
10,8.25,0.3,1.3,9.07,8.98,38.445,405.64,63.07,198.22,67.78,48.31,-2.2
10,8.75,0.365,1.43,9.505,9.37,36.735,500.845,76.16,263.47,97.51,69.84,-2.89
10,9.25,0.45,1.51,10.05,9.9,35.165,580.335,86.67,309.36,159.545,83.555,-3.18
10,9.75,0.48,1.73,10.55,10.225,35.14,642.69,94.305,362.22,170.41,82.27,-4
10,10.25,0.535,2.16,10.8,10.28,35.18,690.05,106.325,392.06,192.855,86.33,-3.46
10,10.75,0.57,2.34,10.51,10.38,36.21,732.12,114.54,411.09,216.705,91.31,-3.99
10,11.25,0.63,2.615,11.27,10.935,36.46,762.19,119.39,445.01,239.87,84.81,-4.28
10,11.75,0.69,2.805,11.285,10.94,38.01,752.645,118.58,421.95,282.63,90.845,-3.87
10,12.25,0.7,2.99,11.17,10.56,40.91,742.85,117.51,404.67,268.92,90.68,-4.23
10,12.75,0.7,2.96,11.21,10.7,42.55,713.42,110.24,386.87,258.315,81.745,-4.35
10,13.25,0.67,3.03,10.65,10.79,43.06,636.32,93.915,358.78,239.775,62.28,-3.83
10,13.75,0.67,2.98,10.945,10.355,45.95,602.385,81.38,329.355,219.29,62.1,-3.78
10,14.25,0.705,2.97,10.69,10.455,47.555,525.91,66.27,269.56,209.355,48.2,-2.885
10,14.75,0.66,2.89,10.595,10.27,48.82,430.915,53.61,216.675,169.75,51.57,-3.055
10,15.25,0.64,2.8,10.495,10.25,51.07,323.6,47.21,139.09,119.955,41.235,-2.155
10,15.75,0.55,2.67,9.715,9.62,52.665,224.425,38.6,74.745,77.625,26.13,-1.07
10,16.25,0.49,2.37,9.195,9.29,54.675,138.22,28.5,21.76,42.59,12.685,-0.84
10,16.75,0.375,1.985,8.81,8.94,55.54,50.36,15.19,-19.98,8.34,6.995,0.29
10,17.25,0.25,1.93,8.24,8.355,58.63,7.57,2.28,-61.94,-2.2,1.27,0.56
10,17.75,0.21,1.6,8.04,8.56,59.87,-4.24,0.45,-76.4,-5.26,0.495,0.66
10,18.25,0.14,1.66,7.89,7.99,59.78,-5.19,0.96,-74.3,-4.5,0.275,0.33
10,18.75,0.12,1.58,7.58,8.06,54.95,-5.09,1.17,-75.55,-2.865,1.07,0.22
10,19.25,0.11,1.845,7.6,7.86,53.73,-5.03,1.12,-72.56,-2.95,-0.185,0.21
10,19.75,0.12,1.69,7.76,8.11,53.4,-5.08,1.07,-73.3,-5.82,0.7,0.24
10,20.25,0.115,1.96,7.52,7.98,54.25,-5.01,1.32,-72.79,-5.59,0.11,0.345
10,20.75,0.13,1.76,7.54,7.915,53.04,-5.15,1.2,-75.22,-5.845,-0.07,0.285
10,21.25,0.125,1.85,7.74,7.84,52.63,-5.05,1.21,-74.91,-5.705,1.5,0.185
10,21.75,0.13,1.75,7.68,7.75,52.09,-5.14,1.23,-74.13,-4.745,0.71,0.175
10,22.25,0.11,1.67,7.94,8.01,53.12,-5.08,1.37,-73.3,-3.205,-0.24,0.09
10,22.75,0.1,1.56,8.02,8.12,50.6,-5.21,1.43,-72.33,-2.05,0.285,0.145
10,23.25,0.11,1.78,7.32,7.55,48.95,-5.23,1.33,-72.14,-3.1,0.4,0.12
10,23.75,0.11,1.73,7.1,7.19,49.03,-5.21,1.24,-71.34,-3.82,0.355,0.09
11,0.25,0.135,1.89,3.11,3.11,32.81,-5.59,0.88,-74.32,-2.88,0.55,0.045
11,0.75,0.145,1.88,2.78,3.11,32.87,-5.63,0.87,-74.26,-4.4,0.79,0.07
11,1.25,0.135,2.02,2.92,3.045,32.36,-5.64,0.83,-74,-5.3,0.83,0.07
11,1.75,0.135,1.91,2.93,3.02,31.93,-5.5,1.13,-73.3,-4.34,0.46,0.06
11,2.25,0.13,2.05,2.96,2.75,30.82,-5.46,1.01,-73.11,-4.215,0.46,0.05
11,2.75,0.13,2.09,3,2.68,30.78,-5.35,1.08,-70.69,-5.515,0.77,0.06
11,3.25,0.14,2.105,2.96,2.565,29.91,-5.39,0.86,-71.77,-6,0.33,0.06
11,3.75,0.12,2.21,2.82,2.45,31.83,-5.52,0.93,-71.3,-4.91,0.22,0.065
11,4.25,0.13,2.28,2.98,2.67,31.44,-5.5,0.96,-72.09,-3.43,0.12,0.06
11,4.75,0.11,2.265,2.95,2.65,30.48,-5.49,1,-71.27,-5.105,0.58,0.07
11,5.25,0.14,2.3,2.55,2.51,30.75,-5.41,0.87,-72.26,-5.94,0.47,0.08
11,5.75,0.16,2.425,2.5,2.335,28.47,-5.51,0.97,-72.91,-8.3,0.78,0.08
11,6.25,0.14,2.195,2.34,2.52,27.87,-3.94,1.24,-73.82,-5.195,0.47,0.07
11,6.75,0.12,2.13,2.33,2.53,27.07,13.7,9.95,-59.35,-4.78,0.54,0.05
11,7.25,0.15,2.05,2.69,2.815,25.23,83.57,38.14,-10.34,-5.21,1.72,0.01
11,7.75,0.25,1.885,3.26,3.19,24.99,169.86,54.94,35.96,5.065,6.23,-0.21
11,8.25,0.32,1.67,3.57,3.405,24.85,270.57,62.37,91.4,27.67,14.615,-0.855
11,8.75,0.36,1.715,3.97,3.915,24.57,352.4,74.15,144.32,61.63,24.3,-1.17
11,9.25,0.39,1.59,4.52,4.52,24.45,433.64,87.67,202.52,89.38,32.16,-1.405
11,9.75,0.43,1.65,5.23,5.12,24.88,502.15,92.35,254.96,128.97,36.91,-1.56
11,10.25,0.5,1.88,5.66,5.38,27.05,555.12,105.29,292.68,147.355,46.46,-1.67
11,10.75,0.58,2.08,5.74,5.63,28.52,592.66,110.07,324.49,168.705,55.98,-1.46
11,11.25,0.57,2.385,5.83,5.54,29.96,607.615,113.69,333.6,179.51,49.95,-1.74
11,11.75,0.6,2.53,6,5.61,31.97,628.12,114.92,340.08,189.3,48.92,-1.68
11,12.25,0.63,2.64,6.25,5.57,31.93,611.27,112.89,332.5,187.91,52.325,-1.72
11,12.75,0.625,2.745,5.89,5.54,33.03,578.92,105.72,303.25,183.55,55.62,-1.99
11,13.25,0.66,2.905,5.86,5.475,34.73,539.64,94.62,268.57,182.895,46.39,-2.18
11,13.75,0.64,2.84,5.86,5.405,34.9,484.3,79.62,244.74,164.8,55.18,-1.92
11,14.25,0.62,2.76,5.68,5.225,35.71,423.3,65.23,202.54,142.59,49.18,-1.75
11,14.75,0.59,2.61,5.49,5.185,39.47,337.66,53.15,148.01,111.485,33.605,-1.39
11,15.25,0.52,2.49,5.33,5.22,39.78,240.77,45.18,81.59,71.36,28.335,-0.765
11,15.75,0.45,2.33,5.13,4.89,42.62,144.68,34.23,20.63,37.935,17.545,-0.475
11,16.25,0.33,2.11,4.55,4.22,43.28,58.78,20.27,-30.54,5.895,7.49,-0.16
11,16.75,0.21,2.02,3.77,3.65,45.37,2.35,2.37,-74.97,-4.875,4.805,0.145
11,17.25,0.18,1.99,3.41,3.2,45.77,-5.94,0.29,-81.84,-5.3,1.31,0.1
11,17.75,0.19,2,2.96,2.95,44.04,-5.74,0.76,-80.38,-5.245,1.08,0.165
11,18.25,0.17,1.97,3.025,3.055,42.67,-5.615,1.06,-78.815,-4.8,1.6,0.155
11,18.75,0.15,2.04,3.1,3.09,40.945,-5.365,1.125,-76.63,-5.83,0.63,0.11
11,19.25,0.15,2.05,3.075,3.04,40.235,-5.475,1.19,-76.565,-5.07,-0.09,0.075
11,19.75,0.17,2.11,2.945,3.06,39.885,-5.45,1.035,-75.88,-6.84,0.775,0.095
11,20.25,0.17,2.13,3.2,3.23,38.52,-5.445,0.97,-76.12,-6.375,0.205,0.13
11,20.75,0.14,2.16,3.155,3.26,37.01,-5.535,1.005,-76.4,-3.73,0.785,0.085
11,21.25,0.14,2.14,3.07,3.3,35.15,-5.6,1.04,-74.915,-6.01,0.525,0.08
11,21.75,0.14,1.97,3.09,3.33,35.695,-5.5,0.97,-76.325,-4.4,0.57,0.065
11,22.25,0.15,2.14,3.07,3.16,33.055,-5.56,0.825,-76.02,-6.91,0.805,0.085
11,22.75,0.14,2.13,3.015,3.03,33.135,-5.405,0.655,-74.28,-3.195,0.42,0.08
11,23.25,0.12,1.88,3,3.11,34.51,-5.435,0.84,-75.335,-4.205,0.84,0.07
11,23.75,0.13,1.99,3.24,3.22,33.715,-5.58,0.755,-75.795,-3.155,-0.03,0.07
12,0.25,0.13,1.94,-1.06,-0.24,37.5,-4.89,0.45,-66.365,-4.23,0.615,0.07
