DOY2,HR2,USTAR,TA,WS,FC,H,LE,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.07747,-28.61,0.387,0.0008475,-35.522,-0.5703983975,60.73,88.5,-44.4125,0,0,0.2082655,0,-5.6265,-4.2885,-11.8725,-10.84,-7.268,-12.4,-10.2125,-9.39925,382.55
1,0.75,0.06761,-28.86,0.32,0,-33.6692106725,-0.442535543,60.61,88.55,-44.485,0,0,0.2266355,0,-5.589,-4.257,-11.84,-10.68,-7.261,-12.36,-10.17,-9.365,382.325
1,1.25,0.072825,-28.81,0.335,0,-35.101544045,-0.5211025,60.47,88.6,-45.66,0,0,0.24303525,0,-5.634,-4.249,-11.96,-10.94,-7.319,-12.56,-10.275,-9.48,382.825
1,1.75,0.07315538525,-28.79,0.362,0.029075,-39.41519562,-0.4349125,60.3675,88.6,-45.34,0,0,0.2442045,0,-5.60175,-4.206,-11.9775,-10.945,-7.358,-12.7275,-10.19375,-9.552375,382.45
1,2.25,0.064109511,-28.68,0.4195,0,-39.178,-0.435386354,61.505,88.55,-44.83,0,0,0.2322675,0,-5.59375,-4.214,-12.015,-11.01125,-7.37475,-12.7525,-10.2,-9.581375,382.275
1,2.75,0.06575,-28.3875,0.38925,0.01620128425,-37.51530397,-0.63089,60.965,88.55,-45.6325,0,0,0.22484,0,-5.6295,-4.2085,-12.06375,-10.92875,-7.3875,-12.7475,-10.2175,-9.563125,383.2
1,3.25,0.06924,-28.375,0.3735,0,-36.89519136,-0.216175,60.985,88.5,-43.48,0,0,0.226206,0,-5.609,-4.214,-12.16,-10.925,-7.405,-12.695,-10.1775,-9.5215,382.55
1,3.75,0.069395,-28.305,0.394,0.0062475,-38.46074917,-0.30829931625,60.86,88.5,-42.99,0,0,0.2256425,0,-5.6235,-4.238,-12.235,-10.92,-7.4235,-12.735,-10.135,-9.55725,382.1
1,4.25,0.070425693,-28.32,0.395,0,-40.75663364,-0.30833,61.195,88.5,-43.725,0,0,0.207034,0,-5.6785,-4.226,-12.275,-10.95,-7.443,-12.76,-10.2425,-9.50825,383.3
1,4.75,0.06548,-28.33,0.3295,0,-32.57577868,-0.3506936675,60.635,88.5,-45.15,0,0,0.25442725,0,-5.7205,-4.231,-12.43,-10.91,-7.444,-12.74,-10.235,-9.431,383.525
1,5.25,0.06827,-28.0725,0.37,0.02,-35.53915,-0.69619,61.0325,88.5,-44.445,0,0,0.2598775,0,-5.7025,-4.2325,-12.515,-10.86375,-7.46075,-12.695,-10.245,-9.45725,383.175
1,5.75,0.067,-28.14,0.353,0.01,-33.5524,-0.3058245045,61.17,88.5,-46.48,0,0,0.241307,0,-5.755,-4.2915,-12.53,-10.85625,-7.4755,-12.66,-10.21375,-9.445375,382.475
1,6.25,0.0760875,-28.3175,0.40725,0,-32.077475,-0.3651555955,61.0225,88.5,-44.595,0,0,0.2428405,0,-5.7955,-4.3305,-12.5775,-10.86375,-7.468,-12.675,-10.19125,-9.44875,382.5
1,6.75,0.060334955,-28.265,0.3835,0,-37.62145217,-0.46715461825,60.7975,88.5,-44.67,0,0,0.2749015,0,-5.78875,-4.25675,-12.61375,-10.8775,-7.44825,-12.6475,-10.15,-9.467875,382.45
1,7.25,0.0606,-28.575,0.401,0,-34.259,-0.36591241225,61.645,88.5,-43.76,0,0,0.25264125,0,-5.8025,-4.281,-12.595,-10.8325,-7.439,-12.64,-10.1475,-9.48975,382.55
1,7.75,0.0642575,-28.3075,0.2485,0,-36.889045555,-0.598973176,61.5625,88.525,-44.065,0,0,0.2009935,0,-5.814,-4.306,-12.55875,-10.7975,-7.435,-12.71,-10.16,-9.51625,382.9
1,8.25,0.064205,-28.115,0.261,0.01095,-31.74778163,-0.53544,61.775,88.5,-42.81,0,0,0.22141975,0,-5.801,-4.3525,-12.4675,-10.7625,-7.452,-12.715,-10.2025,-9.455,383.6
1,8.75,0.0645625,-28.23,0.289,0.005515,-33.834212555,-0.492664311,61.5,88.5,-44.2125,0,0,0.21596975,0,-5.7895,-4.35,-12.4275,-10.8275,-7.4155,-12.78,-10.25,-9.401,383.2
1,9.25,0.063185,-28.37,0.345,0.0084675,-34.00788983,-0.4472,61.47,88.6,-45.0225,0,0,0.25182925,0,-5.821,-4.377,-12.4,-10.84,-7.475,-12.84,-10.45,-9.4085,383.45
1,9.75,0.062265,-28.43,0.36875,0,-41.886821085,-0.42155,62.2,88.6,-45.795,0,0,0.307197,0,-5.8195,-4.3735,-12.4725,-10.84375,-7.456,-12.865,-10.48125,-9.379625,383.7
1,10.25,0.059505,-28.5725,0.38425,0,-35.413161305,-0.4130975,61.345,88.5,-45.47,0,0,0.487793,0,-5.79625,-4.3515,-12.4675,-10.8225,-7.45375,-12.9125,-10.50625,-9.366875,383.15
1,10.75,0.063825,-28.525,0.384,0.0107625,-38.7680306775,-0.5455025,61.41,88.5,-46.41,0,0,0.95494,0.151,-5.8015,-4.3615,-12.56,-10.8125,-7.454,-12.895,-10.5225,-9.35825,383.4
1,11.25,0.06674777125,-28.3,0.3225,0,-43.703587045,-0.45182,61.585,88.5,-45.155,0.93864425,0,2.4120925,0.7275,-5.81,-4.366,-12.55,-10.8,-7.44,-12.89,-10.515,-9.399,383.4
1,11.75,0.069965,-28.33,0.3525,0,-38.96546474,-0.44116391725,62.18,88.5,-43.91,3.2546675,0.671,4.68494,1.6935,-5.827,-4.3965,-12.55,-10.89,-7.4405,-12.89,-10.51,-9.45875,383.55
1,12.25,0.0590875,-28.26,0.286,0.0004045,-35.6207,-0.5548026945,61.6,88.5,-43.68,6.05932,1.661,7.3613275,2.947,-5.831,-4.39,-12.63,-10.93,-7.44,-12.94,-10.54,-9.4795,383.85
1,12.75,0.06163,-28.22,0.289,0,-37.98147002,-0.36421552825,61.8,88.5,-43.22,7.8595725,2.436,9.5236975,3.637,-5.826,-4.398,-12.58,-11.02,-7.398,-12.94,-10.55,-9.4755,383.15
1,13.25,0.0657,-28.24,0.29425,0.01047765675,-39.89781014,-0.7007016275,61.87,88.5,-44.67,8.252805,2.63875,9.82949,3.94375,-5.8315,-4.348,-12.6025,-11.105,-7.39825,-12.8575,-10.62625,-9.56775,383.55
1,13.75,0.0636,-28.435,0.33925,0,-40.031536515,-0.595990911,62.1175,88.5,-43.31,7.019945,2.257,8.5358,3.19625,-5.82675,-4.36725,-12.535,-11.12125,-7.40325,-12.8,-10.6225,-9.526125,383.4
1,14.25,0.06876,-28.4975,0.30425,0,-36.51413102,-0.491105,61.24,88.5,-45.1,4.78244,1.316,5.9211375,2.272,-5.7825,-4.30725,-12.4975,-11.165,-7.429,-12.6975,-10.66125,-9.5175,382.9
1,14.75,0.0686375,-28.31,0.2845,0.00021175,-40.78475,-0.441055,61.52,88.5,-46.61,1.91695,0.165,3.32673,1.1535,-5.769,-4.3405,-12.57,-11.1425,-7.42,-12.72,-10.6525,-9.46525,382.125
1,15.25,0.063185,-28.065,0.305,0.0131,-34.2222802,-0.665335043,61.74,88.5,-46.7,0.2360325,0,1.68576,0.3505,-5.801,-4.276,-12.625,-11.06,-7.476,-12.785,-10.6925,-9.4635,382.5
1,15.75,0.0605,-28.11,0.3445,0.01,-38.568047675,-0.93046734575,61.45,88.5,-47.315,0,0,0.864022,0.017,-5.806,-4.34875,-12.53625,-10.9675,-7.4975,-12.8475,-10.6475,-9.452875,381.9
1,16.25,0.0617375,-28.2375,0.37775,0,-38.4699,-0.81889169575,61.92,88.5,-47.855,0,0,0.54665875,0,-5.753,-4.34825,-12.535,-10.93625,-7.462,-12.875,-10.67375,-9.453,381.875
1,16.75,0.059440888,-28.6125,0.312,0,-36.3195,-0.62721,62.2125,88.5,-47.135,0,0,0.383743,0,-5.809,-4.3725,-12.505,-10.88625,-7.4235,-12.84,-10.71,-9.445375,380.3
1,17.25,0.06955,-28.765,0.3115,0,-35.83174836,-0.7004325,62.1375,88.45,-48.335,0,0,0.364716,0,-5.86075,-4.3745,-12.4525,-10.89125,-7.439,-12.81,-10.7825,-9.464375,381.4
1,17.75,0.069440254,-28.6125,0.3925,0,-39.58001429,-0.69078086275,61.7675,88.45,-47.6875,0,0,0.321628,0,-5.867,-4.38475,-12.445,-10.89625,-7.46725,-12.83,-10.77625,-9.4775,381.375
1,18.25,0.07025,-28.6175,0.3325,0,-35.96442673,-0.7822231925,61.795,88.5,-47.04,0,0,0.290113,0,-5.8555,-4.4015,-12.47,-10.934875,-7.443,-12.8275,-10.7675,-9.441125,381.975
1,18.75,0.06675838,-28.4425,0.32775,0,-34.086114405,-0.58327361675,61.0225,88.5,-46.75,0,0,0.311205,0,-5.83025,-4.42875,-12.46,-11.049625,-7.4655,-12.8575,-10.74125,-9.439375,381.875
1,19.25,0.07079,-28.41,0.362,0.0007325,-34.67680113,-0.47287,61.09,88.475,-48.32,0,0,0.29530475,0,-5.852,-4.363,-12.52,-11.26,-7.456,-12.89,-10.765,-9.534,381.95
1,19.75,0.07055,-28.59,0.363,0.00894723075,-32.77415656,-0.59878,61.71,88.4,-48.18,0,0,0.3280375,0,-5.888,-4.435,-12.53,-11.34,-7.397,-12.94,-10.74,-9.535,382
1,20.25,0.0671275,-28.68,0.439,0,-33.46690407,-0.53687000675,61.87,88.4,-47.34,0,0,0.33247825,0,-5.854,-4.367,-12.51,-11.345,-7.383,-12.98,-10.75,-9.536,382.25
1,20.75,0.06955,-28.7025,0.4655,0,-41.1206,-0.65771,61.405,88.4,-48.23,0,0,0.3180245,0,-5.88125,-4.38325,-12.525,-11.405,-7.4405,-12.9975,-10.69625,-9.578125,381.55
1,21.25,0.06917,-28.5,0.424,0,-38.689455425,-0.682145,61.52,88.4,-47.14,0,0,0.31468075,0,-5.847,-4.354,-12.3,-11.035,-7.301,-12.93,-10.605,-9.5675,381.9
1,21.75,0.0695,-28.35,0.317,0,-38.8464922,-0.488470168,60.25,88.475,-46.83,0,0,0.2385915,0,-5.862,-4.404,-12.225,-11.1,-7.316,-12.88,-10.6,-9.652,381.375
1,22.25,0.06708,-28.33,0.372,0,-39.2593704475,-0.53298,60.71,88.5,-45.85,0,0,0.247853,0,-5.858,-4.421,-12.16,-11.095,-7.303,-12.86,-10.605,-9.6725,381.75
1,22.75,0.05702,-28.42,0.458,0,-37.651375,-0.4279275,60.7,88.5,-45.6225,0,0,0.24410575,0,-5.778,-4.346,-12.11,-11.115,-7.306,-12.8,-10.62,-9.682,381.95
1,23.25,0.0705,-28.52,0.493,0,-39.29625,-0.259950445,59.56,88.5,-45.03,0,0,0.228341,0,-5.703,-4.326,-12.14,-10.98,-7.339,-12.72,-10.6,-9.683,381.9
1,23.75,0.066255,-28.5,0.42,0,-37.20398129,-0.464285,59.75,88.5,-45.315,0,0,0.226343,0,-5.692,-4.29,-12.16,-10.94,-7.365,-12.74,-10.57,-9.6905,382.1
2,0.25,0.060575,-25.41,0.683,0,-30.3784,-0.5701,60.4925,88.825,-45.51,0,0,0.21472925,0,-6.158,-4.527,-10.03125,-8.502125,-6.56825,-9.985,-7.82825,-7.887,385.45
2,0.75,0.0613,-25.055,0.6825,0,-31.1819,-0.8691225,60.4875,88.8,-45.95,0,0,0.19313575,0,-6.115,-4.534,-9.94,-8.47225,-6.54875,-9.8425,-7.801375,-7.639,385.775
2,1.25,0.0628825,-25.0225,0.657,0,-34.107391855,-0.6524275,61.1475,88.9,-46.2275,0,0,0.23168725,0,-6.092,-4.468,-9.924125,-8.642125,-6.6255,-10.0325,-7.93525,-7.866,385.7
2,1.75,0.073065,-25.0075,0.64325,0,-31.14559527,-0.58718170475,61.165,88.9,-45.665,0,0,0.23139725,0,-6.115,-4.452,-10.0525,-8.700375,-6.64875,-10.105,-8.041,-7.856,385.425
