DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,14.25,0.48383,-8.478775,2.0146,0.05974275,0.2899975,28.759,1.37,0.342,0.313,63.63225,97.464,392.79275,63.85675,203.68275,102.8345,21.858,233.03,284.7925,2.19285,-0.39291,0.4562499875,0.90208341875,1.8667,2.3,4.4,5.9333,-6.17499999975,-3.8651,66.8742500025,69.56775
1,14.75,0.459,-8.4345,1.99385,0.134895,0.278243917,22.933,1.356,0.3455,0.317,63.625,97.45,392.76275,51.158,164.449300025,85.78075,18.26775,233.43,283.775,2.2179,-0.299635,0.433333325,0.89791674375,1.8583249375,2.3,4.416691625,5.94165,-6.15800000025,-3.9366,66.10166667,69.1865
1,15.25,0.4529,-8.319675,2.0362,0.16865,0.194,16.668,0.719492563,0.335,0.317,63.62775,97.456,392.709,36.891,134.215,71.379,15.582,234.27,284.1475,2.1879,-0.24180145325,0.46249998125,0.90833338125,1.85833325,2.3,4.4,5.962525,-6.3126666665,-4.267225,70.9000000025,69.749
1,15.75,0.42165,-8.489,1.9391,0.2112,0.2527675,8.0815,0.24326,0.354,0.311,64.18525,97.485,393.034,20.93425,94.96325,49.27725,10.762,234.1075,283.195,2.2006,-0.163915,0.45833331875,0.90000005625,1.8667,2.3,4.4,5.9333,-6.47425,-4.49655,73.0817500025,77.44725
1,16.25,0.405715,-8.588625,1.858175,0.26012,0.1710034025,-1.422475,-0.280435,0.343,0.3,65.1535,97.498,393.502,1.8665,58.2995,31.68375,7.102,231.04,281.82,2.2247,-0.0303895,0.44791666875,0.900000075,1.8646,2.3,4.42475,5.9333,-6.64735833325,-4.778,74.5200000025,75.0705
1,16.75,0.34065,-8.66916850025,1.8014,0.2602875,0.14806,-8.995,-0.531,0.3495,0.317,65.71225,97.514,393.361,-21.988,25.8485,13.6155,3.2702,233.565,281.2475,2.2044,-0.013842,0.4666666875,0.9,1.8667,2.3,4.4,5.9333,-6.83585833325,-4.950525,74.53,75.287
1,17.25,0.3156625,-9.027275,1.754875,0.23247,0.07382355725,-15.51075,-0.8823125,0.3555,0.308,66.59375,97.527,393.84,-44.5885,4.935625,1.49205,0.837705,231.0725,280.07,2.2206,0.010822,0.479166675,0.900000075,1.8583249375,2.3,4.4,5.92915,-7.196525,-5.169275,74.8141666675,75.462
1,17.75,0.2833825,-9.156725,1.7641,0.268,0.0915345,-20.4175,-0.8677475,0.351,0.309,68.37225,97.524,393.85,-50.852,0.118815,-1.04,0.25523,232.27,277.57,2.217,0.004525,0.4958333375,0.89583329375,1.8646083125,2.3,4.4166665,5.9333,-7.40610833325,-5.377825,76.9614166675,79.23525
1,18.25,0.277165,-9.294525,1.759,0.286505,0.101355,-22.3325,-0.8945,0.3465,0.316666668,69.4875,97.538,394.172,-54.014,0.008454031,-1.775,0.17899,229.3965,278.445,2.208,-0.010841,0.441666675,0.90000003125,1.8645750625,2.3,4.4,5.95,-7.56544166675,-5.413775,77.0841666675,79.1895
1,18.75,0.276045,-9.446575,1.8316,0.2179625,0.0913844295,-23.42,-1.117,0.342,0.3,69.97075,97.542,394.067,-49.7245,0.006,-1.6715,0.155805,233.2,278.135,2.215,-0.085002,0.4562499875,0.88333330625,1.8646083125,2.3,4.4,5.945825,-7.622475,-5.680175,77.8217499975,79.4845
1,19.25,0.27069857025,-9.569,1.8475,0.2224125,0.101,-21.734,-1.02345,0.335,0.309,70.464,97.538,394.057,-47.414,0.007,-1.6626,0.1320325,233.27,277.6505,2.2308,-0.061026,0.46458333125,0.897917425,1.8645831875,2.3,4.4,5.9333,-7.720775,-5.9685,77.898333335,81.34975
1,19.75,0.262865,-9.6269,1.90275,0.27011,0.0771645,-22.485,-1.0732,0.3255,0.308333348,70.3794575025,97.55,394.386,-44.7005,0.006,-1.585,0.127975,237.3865,276.25,2.214526869,-0.064468,0.46875001875,0.90624748125,1.8583,2.3,4.4,5.9333,-7.67475,-5.927575,77.9067499975,81.78325
1,20.25,0.258775,-9.750475,1.882775,0.212805,0.09163325,-21.9645,-1.222925,0.3205,0.30833,71.27275,97.533,394.562,-42.4305,0.008,-1.4717,0.1343825,236.755,276.315,2.219,-0.037275417,0.47291668125,0.899999975,1.8583,2.3,4.4,5.945825,-7.48030833325,-5.928675,79.7774999975,81.3335
1,20.75,0.241235,-9.80525,1.90865,0.192183337,0.1073137735,-21.8675,-1.004685,0.3235,0.308,71.42975,97.534,394.699,-46.5815,0.007,-1.6179,0.131235,237.25975,275.11675,2.2388,-0.10516,0.4833325125,0.89999991875,1.8583,2.3,4.4,5.9167,-7.57405833325,-5.9561,80.07025,81.033
1,21.25,0.245165,-9.88085,1.869175,0.265,0.13446754875,-23.48775,-1.0881,0.325,0.30875,71.94875,97.535,394.655,-39.7945,0.007,-1.4225,0.1258225,236.471,275.97,2.256,-0.051303358,0.4687500125,0.89999999375,1.8666916875,2.3,4.4,5.9167,-7.82357499975,-5.9889,80.7757499975,81.167
1,21.75,0.24932,-10.05125,1.91805,0.16758,0.11925,-24.331,-1.298675,0.315,0.3,72.8745,97.525,394.519,-44.023,0.0053791,-1.476175,0.132385,233.4775,275.0675,2.2575,-0.15795,0.449999975,0.8979166875,1.8646083125,2.3,4.4,5.9333,-7.932916667,-5.9926,80.9392499975,81.66675
1,22.25,0.2534,-10.1545,1.92,0.22302,0.15288,-24.781,-1.045,0.319,0.30675,72.739,97.518,394.4455,-47.925,0.00613155,-1.614,0.12792,232.003,274.39,2.258875,-0.097622,0.441666675,0.8895832375,1.8667,2.3,4.4,5.9333,-8.2913333335,-6.2063,81.933333335,82.033
1,22.75,0.256675,-10.2295,1.9785,0.2366325,0.15825087075,-27.084,-0.98875,0.3215,0.3125025,73.256,97.507,394.981,-48.112,0.0070227,-1.62605,0.14061,232.41,273.485,2.240575,-0.111115528,0.44999999375,0.9062499375,1.8646083125,2.3,4.4,5.945825,-8.3033166665,-6.32,81.011666665,81.867
1,23.25,0.24875,-10.3465,1.95235,0.22236201775,0.134375,-24.262,-0.913805,0.3135,0.3088325,73.13955917,97.501,394.64525,-45.528,0.006,-1.5033,0.1213,232.68,273.41,2.19045,-0.158455,0.44791666875,0.891666575,1.864583375,2.3,4.4,5.92915,-8.5333,-6.35275,81.347,84.79175
1,23.75,0.269565,-10.4195,2.0141,0.22009,0.079066,-25.49725,-1.2186,0.2805,0.306,73.7075,97.47977333,394.416,-51.5635,0.0081756,-1.583275,0.121855,233.2375,273.595,2.200925,-0.0963465,0.46041665625,0.8979166125,1.856225,2.3,4.4,5.9167,-8.90582499975,-6.3107,78.9729166675,84.4
2,0.25,0.2261875,-10.6395,2.08965,0.1155975,0.045,-29.859,-1.383,0.06,0.067,70.8875,97.69575,394.7965,-66.2995,0.006030775,-2.291475,0.135785,212.61775,271.9525,2.151045425,-0.172835,0.3,0.55,1.247925,1.7,3.545825,4.912525,-9.393333333,-6.919,78.087,65.22225
2,0.75,0.2280875,-10.7555,2.00355,0.10883,0.073,-28.353,-1.1289,0.091,0.075,71.47375,97.68875,394.62325,-65.243,0.006,-2.3325,0.1338425,213.6815,272.1175,2.152194122,-0.1594,0.3,0.55833,1.25415,1.7,3.53315,4.9167,-8.99,-7.00115,78.9,65.16075
2,1.25,0.22283,-10.929,2.05005,0.135335,0.082942,-28.349,-1.13675,0.088,0.075,71.43075,97.67725,394.0335,-65.85925,0.0054175,-2.22775,0.15607,214.129,271.43,2.159925,-0.154575,0.3,0.55833,1.25,1.7,3.5333,4.9,-9.376666667,-7.15065,78.34666667,66.52075
2,1.75,0.21457,-11.059,1.9988,0.20501,0.074,-28.68175,-1.1581041345,0.083,0.074999978,71.905,97.67675,394.272,-64.52,0.006,-2.1483,0.165505,213.85675,271.8775,2.1480719295,-0.1347725,0.3,0.554165,1.25,1.7,3.525,4.9167,-9.4267,-6.655,79.28,65.4
2,2.25,0.211,-11.328,2.02225,0.111775,0.08073875,-29.355,-1.26425,0.081,0.075,72.7665,97.6735,394.57325,-63.20275,0.007,-2.1613,0.131125,216.45,271.0025,2.11485,-0.20238,0.3,0.56667,1.25415,1.7,3.54165,4.90835,-9.6567,-6.87015,78.62,64.451
2,2.75,0.209845,-11.333,2.06315,0.1225375,0.056193,-30.643,-1.1322300665,0.08,0.067,73.115,97.68,394.405,-66.802,0.006438025,-2.120275,0.11678,215.8695,269.655,2.118186669,-0.1827125,0.3,0.55833,1.25415,1.7,3.5333,4.90835,-9.81,-6.99265,78.45,65.005
2,3.25,0.2165,-11.53711667,2.032175,0.1311,0.0798445,-29.43225,-1.26765,0.078,0.075,73.2335,97.6485,394.715,-64.85,0.006,-2.222,0.1234,217.00575,269.625,2.086,-0.155465,0.3,0.5625,1.25415,1.7,3.54165,4.9,-9.85080833325,-6.9378,80.08,68.29775
2,3.75,0.20776,-11.731,2.0313,0.181965,0.10149,-30.15725,-1.2961,0.072,0.06691675,73.8595258325,97.623,395.05325,-62.11425,0.0088819,-2.08665,0.1135925,216.951,268.5075,2.087075,-0.170335,0.3,0.55833,1.24585,1.7,3.533,4.90835,-9.810833333,-7.18865,81.427,71.254
2,4.25,0.215,-11.845,1.958,0.169415,0.0744195,-30.53825,-1.24595,0.074,0.067,74.02925,97.619,394.905,-64.7,0.007,-2.174,0.095619,216.425,268.6,2.0871,-0.1281925,0.3,0.5625,1.25415,1.7,3.525,4.9,-9.77666666775,-7.3842,79.58666667,69.8455
2,4.75,0.20824,-12.027,2.016,0.139,0.071814046,-29.195,-1.19715,0.075,0.075,74.1095,97.61625,394.932,-62.25625,0.007,-1.9453,0.14313,216.495,269.09,2.0768,-0.1216177915,0.30833,0.55833,1.25,1.7,3.52485,4.9167,-9.77916666775,-7.70885,80.51,70.8065
2,5.25,0.20993,-11.94575,2.0386,0.16342,0.092,-29.269,-1.231225,0.081,0.075,74.21825,97.6254633325,394.872,-61.412,0.00787985,-2.11055,0.1101625,216.201,268.94,2.063,-0.10329,0.3,0.554165,1.25,1.68335,3.533,4.9,-9.954975,-7.4333,80.38,65.38225
2,5.75,0.20273,-11.983,1.949,0.22441,0.077,-28.885,-0.963715,0.077,0.075,75.07875,97.62375,394.781,-62.343,0.007117675,-2.18625,0.10866,216.93,267.7875,2.074975,-0.100886506,0.3,0.55833,1.25,1.7,3.54165,4.9,-10.0699999975,-7.4613,81.533,67.0095
2,6.25,0.202,-12.014243335,2.0004,0.1791,0.092,-28.332,-1.0285,0.082,0.075,75.53725,97.612,394.75975,-59.783,0.008,-2.03035,0.1241475,217.6575,268.41,2.09445,-0.1472,0.3,0.554165,1.25,1.7,3.533,4.9,-10.49075,-7.53215,82.6,64.657
2,6.75,0.208941117,-11.92725,1.965,0.1448825,0.0655,-30.18475,-1.26105,0.083,0.075,76.40375,97.61325,394.937,-60.36325,0.0096114265,-1.97395,0.12185,218.69,267.23,2.096825,-0.13443,0.3,0.55833,1.25415,1.7,3.533,4.9,-10.549,-7.34785,82.133,68.0865
2,7.25,0.19303,-11.99825,1.97285,0.082525,0.0673493595,-30.2465,-1.21895,0.084,0.075000003,77.02,97.606,395.0485,-58.56025,0.0416025,-1.46,0.1596875,221.23,266.95,2.07125,-0.159825,0.3,0.558335,1.2583,1.7,3.5333,4.9,-10.18425,-7.72165,83,68.535
2,7.75,0.20853,-12.21625,1.981,0.14463,0.09946625,-28.62,-1.0965,0.08,0.075,76.82175,97.6235,394.9165,-50.006,3.422325,0.87847,0.797535,219.55375,268.11,2.05535,-0.211595,0.3,0.554165,1.25415,1.7,3.52485,4.9,-10.2725000025,-7.55035,83.7,66.96
2,8.25,0.22971,-12.067,1.94315,0.11231,0.1097025,-21.612,-1.166,0.073,0.075,76.021,97.64,394.92825,-14.668,27.49875,12.8645,3.68795,221.555,269.07,2.03715,-0.3213675,0.3,0.55833,1.25,1.6835,3.53315,4.9,-10.375166665,-7.3745,82.64,66.55
2,8.75,0.272,-11.9465,1.85274105,0.065190447,0.23,-10.951,-0.842615,0.059,0.059,75.03325,97.658,395.456,9.12425,76.248,37.014,8.35445,221.04,270.13,2.098525,-0.5025675,0.3,0.55833,1.2417,1.6835,3.5167,4.9,-9.87335,-7.02685,82.03,66.713
2,9.25,0.31731,-11.616,1.83525,-0.03406125,0.351,-0.7772825,-0.9444675,0.034,0.073,73.78475,97.672,395.618,33.963,136.310668675,66.73375,13.9685,216.1275,270.45,2.143,-0.8044325,0.3,0.55833,1.25,1.7,3.525,4.9,-9.3016833335,-6.46235,77.35666667,64.03
2,9.75,0.371695,-11.31107667,1.88455,-0.11844,0.32386,11.743,-0.11233,0.013,0.075,71.41425,97.6665,395.32575,59.205,194.455,99.2565,20.2025,216.8125,273.233,2.2025,-1.0298,0.3,0.55833,1.24585,1.7,3.5165,4.9,-9.015,-6.365,76,61.268
2,10.25,0.411165,-10.671,1.93675,-0.10236,0.37571,28.209,0.22625,-0.003,0.066667,68.53775,97.6675,395.1545,82.1595,258.92925,132.12575,28.334,214.49,276.04,2.2278,-1.112117436,0.3,0.55833,1.25,1.7,3.53315,4.9,-8.4350166665,-6.06715,70.01666667,51.84
2,10.75,0.45725,-10.11775,1.96846273775,-0.206815,0.3075,41.9115,1.7152,-0.013,0.075,65.82225,97.658,395.2475,102.4875,319.993,162.215,34.8655,217.2,278.365,2.2059,-1.0734562295,0.3,0.554165,1.24585,1.6667,3.52485,4.9,-7.8699833335,-5.619,66.98,47.92575
2,11.25,0.486379008,-9.54935,2.0459,-0.21653026875,0.22816,55.451,1.946225,-0.012,0.066667,62.436,97.64975,394.8185,120.325,362.23859125,185.6875,39.688,217.0325,280.855,2.16215,-0.93795,0.304165,0.55833,1.24585,1.6835,3.5167,4.9,-7.1408333335,-5.7362,62.43666667,47.17025
2,11.75,0.5077359,-9.10825,2.11075,-0.03940225,0.320975636,67.467,2.392375,-0.019,0.073,59.5965,97.65125,394.132,140.6775,412.304166675,206.555,44.673,218.325,282.545,2.15115,-0.88182,0.3,0.55833,1.25,1.7,3.5167,4.9,-6.753,-5.1338,61.91333333,47.91325
2,12.25,0.534,-8.8369,2.1975,-0.0221235,0.320195,74.9095,4.179975,0.024,0.067,57.6985,97.6245,394.1935,148.705,435.51,217.81775,46.825,218.91925,284.415,2.1122,-0.7432,0.3,0.55833,1.25,1.7,3.54165,4.9,-6.5985,-4.58985,59.46,37.49975
2,12.75,0.525135,-8.564525,2.2145,-0.123805,0.2725,79.347,3.59,0.036,0.073,56.0815,97.585,394.642,150.145,442.8325,227.32975,48.897,217.41,285.1875,2.123,-0.71159,0.3,0.554165,1.24585,1.68335,3.50835,4.9,-6.5676666665,-4.41985,57.85,35.1135
2,13.25,0.54376,-8.271975,2.2753,-0.079686,0.325,80.4295,4.4196,0.045,0.0708335,54.8905,97.57325,394.11725,141.048,436.2815,214.3575,46.333,216.8,287.035,2.05425,-0.617735,0.3,0.55833,1.2417,1.7,3.5167,4.9,-5.993,-3.93515,55.567,32.25475
2,13.75,0.564205,-8.09112283325,2.3321,-0.04293025,0.30125,73.76775,3.804825,0.027,0.075,53.69275,97.557,393.81,136.90475,414.4375,207.23,43.743,219.8285,286.6775,2.0367,-0.594975,0.304165,0.55833,1.25,1.66685,3.5167,4.9,-5.99165,-3.596,53.807,31.89725
2,14.25,0.550585,-8.110575,2.3508,0.063663,0.257,71.32125,2.89515,0.025,0.066667,53.586,97.5335,394.004,122.27,385.0775,189.785,40.388,222.392,285.91,2.08,-0.4703525,0.3,0.55,1.25,1.66685,3.5167,4.9,-6.0579833335,-3.5263,54.647,30.6975
2,14.75,0.55337,-7.976,2.363,0.24562,0.37236872225,62.973,3.43225,0.062,0.060916672,53.321,97.5365,394.1145,105.745,336.6525,166.565,36.256,226.06,285.75,2.0805965725,-0.34455,0.304165,0.55833,1.2417,1.6667,3.50835,4.89165,-6.373166667,-3.69035,54.713,31.59475
2,15.25,0.5401375,-7.9359,2.33405,0.12856,0.24038,53.125,2.528025,0.091,0.075,53.10825,97.541,394.1365,83.3655,279.4075,141.4025,29.121,225.71,286.3275,2.079825,-0.354735,0.3,0.5625,1.25,1.7,3.52485,4.9,-6.08649999975,-3.6335,55.897,24.6485
2,15.75,0.531844854,-7.888275,2.33045,0.2721,0.25125,41.326,2.13105,0.088,0.066667,53.65475,97.535,394.45,64.97,228.2975,114.82,24.42075,226.709,285.485,2.0739,-0.192545,0.3,0.5625,1.25,1.6667,3.5167,4.89165,-5.944,-3.413,57.373,25.952
2,16.25,0.51024,-7.95024325,2.3533,0.131045,0.21198,27.52875,0.635271599,0.122,0.067,53.80425,97.559,394.3015,39.154,162.207166675,81.681,18.01,223.6675,284.8775,2.0919,-0.154245,0.3,0.55833,1.25,1.6667,3.50835,4.875,-6.162333333,-3.2758,56.213,25.31225
2,16.75,0.4768675,-8.07453983325,2.291275,0.26021,0.20022,13.57925,-0.002883,0.149,0.075,54.60775,97.561,393.963,13.825,101.0583216,50.821,10.326,223.8,284.0425,2.1162,-0.031996,0.3,0.55833,1.2417,1.6667,3.5,4.9,-6.643,-3.50835,58.08333333,26.55325
2,17.25,0.43427,-8.27485,2.1665,0.311,0.21457,0.20747225,-0.4356475,0.162,0.066667,56.4392825,97.559,394.14325,-10.657,50.04375,24.646,5.5851,223.575,282.9425,2.1572,0.064266,0.3,0.554165,1.25,1.6667,3.50835,4.9,-6.88999999975,-3.96715,60.257,35.9295
2,17.75,0.37675,-8.6237705,2.040875,0.284,0.137,-10.9855,-1.0454,0.157,0.06691675,58.1035,97.566,394.42,-45.027,12.985571835,5.200125,1.7366,220.63,281.81,2.159,0.096838,0.3,0.55833,1.25,1.66685,3.5,4.9,-7.3430833335,-4.2007,63.11,31.07575
2,18.25,0.33095,-8.93015,1.93,0.308,0.037139,-19.342,-1.03725,0.158,0.06691675,59.9395,97.606,394.265,-68.9665,0.5581507135,-0.75177,0.38473,220.28,280.5575,2.140590323,0.135425,0.3,0.554165,1.2417,1.6667,3.5167,4.9,-7.44525,-4.84835,66.24666667,43.83525
2,18.75,0.28975,-9.1744,1.899975,0.272625,0.068,-23.2095,-1.0565,0.162,0.066667,62.331,97.633,394.06125,-73.06325,0.015,-2.570225,0.16478,221.2925,278.89625,2.154175,0.080814564,0.3,0.55833,1.25,1.6667,3.5167,4.9,-7.562025,-5.19715,68.16666667,55.3185
