DOY2,HR2,T_SONIC_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_2_1_1,WS_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,USTAR_1_1_1
1,0.25,-3.2608875,99.62675,-4.7821,72.75575,-1.40025,0.40225,243.3875,281.2875,-0.012411725,-0.22401,-17.55725,-0.103055,-0.027958,0.29371475,0.28826775,0.351046,0.079362525,415.996,1.685475,0.1718915,-0.427591,-19.36755,0.084103425
1,0.75,-3.0287125,99.555,-4.743,73.062,-1.419875,0.40625,242.4,280.9,0.00026315,-0.21261125,-17.837625,-0.11839125,-0.015945125,0.356907,0.2690095,0.3380175,0.0750767,416.471,1.6683825,0.0586656,0.0429034,-16.7872,0.0597687
1,1.25,-3.606125,99.54625,-5.9488375,74.976,-1.388,0.34025,244.0125,280.25,2.001e-05,-0.2252875,-20.423375,-0.1355525,-0.024605,0.352092,0.2225335,0.344366,0.056685,416.291,1.7647675,0.00375279,-0.3031715,-12.21095,0.077347
1,1.75,-3.9627,99.51625,-6.4606875,74.814625,-1.364125,0.473125,238.9375,279.7875,-0.0238695,-0.17509375,-21.423,-0.11320875,-0.035521875,0.2948895,0.240041,0.289673,0.0595463,417.546,1.48739,-0.0102859875,-0.102445225,-16.78295,0.05571875
1,2.25,-3.6679875,99.44,-5.472375,74.899875,-1.513125,0.451,242.875,281.975,-0.0140985,-0.0990485,-21.41925,-0.07222025,-0.035068125,0.25951975,0.257603,0.3207975,0.061179375,414.247,1.79466,0.057094125,-0.0105077,-15.1768,0.0647447
1,2.75,-3.66355,99.4175,-6.08155,76.3305,-1.654125,0.490375,235.9,280.1,-0.0058338375,0.01472225,-21.888625,-0.09323775,-0.0405345,0.326483,0.25423625,0.3178775,0.06892825,416.24,1.8091325,-0.03910615,-0.135637,-14.2075,0.06681965
1,3.25,-3.7677875,99.51975,-7.06185,75.42125,-1.777,0.489,233.625,277.0875,0.001285165,0.05962365,-22.3955,-0.10155,-0.047604,0.28645525,0.25654675,0.3240275,0.0766214,412.956,1.7712625,0.1333695,-0.229934,-12.784375,0.069218025
1,3.75,-4.1925875,99.519,-6.470725,76.07525,-1.657625,0.470625,236.1625,279.0625,-0.0051684375,-0.043863875,-22.928,-0.0912595,-0.103485,0.289139,0.23829875,0.289237,0.0725151,413.6265,1.8222525,0.196265,-0.468476,-13.06085,0.05228705
1,4.25,-3.98235,99.504,-6.4133125,78.05875,-1.6935,0.454,235.225,278.15,-0.006924575,0.0738015,-22.7475,-0.080977875,-0.105865625,0.292427,0.231853,0.29808025,0.070213225,414.429,1.83993,0.216977,-0.4581715,-11.1258,0.063361925
1,4.75,-4.5624,99.521375,-7.14965,78.391,-1.733,0.460625,236.575,273.2375,-0.011985225,0.1255386,-22.825875,-0.08861625,-0.2374375,0.31221575,0.2496535,0.29549625,0.0755841,416.17,1.8939375,0.0954813,-0.436418,-14.821125,0.06558175
1,5.25,-4.5948,99.4555,-7.100675,78.72825,-1.71875,0.494,236.8,271.45,-0.0082818375,-0.008456925,-23.270125,-0.10905725,-0.28572625,0.2560425,0.21716125,0.309636,0.0635898,415.884,1.89563,0.07903065,-0.225263,-16.30625,0.053026525
1,5.75,-4.410525,99.42925,-7.24695,80.901,-1.6495,0.4685,235.725,270.7125,-0.01106135,0.0100134875,-23.4525,-0.1005865,-0.321885,0.280442,0.2098655,0.27735075,0.05945065,414.635,1.902655,0.0664815,-0.3590085,-15.3608,0.06358665
1,6.25,-5.00025,99.56525,-7.2180125,79.702375,-1.680375,0.50375,237,270.6,-0.010083275,0.0816755,-23.55325,-0.09382725,-0.41220125,0.230247,0.2214985,0.27080625,0.061382425,413.3075,1.86987,0.050290165,-0.4113585,-14.337,0.051351075
1,6.75,-5.144675,99.4835,-7.9739,81.00075,-1.705625,0.429875,235.8,270.475,-0.0140517,0.055604,-23.153,-0.056660875,-0.4198475,0.2416945,0.2299135,0.2623485,0.0490125,417.26175,1.9475,0.21977175,-0.3831175,-15.1722,0.0498229
1,7.25,-5.21235,99.40575,-7.921,81.837125,-1.6525,0.468,238.9,269.55,-0.011294,0.071294625,-22.661875,-0.028114325,-0.37917375,0.225631,0.214539,0.271974,0.0554016,415.00825,1.99855,-0.1651554,-0.425341,-12.852025,0.055858
1,7.75,-5.6122125,99.4445,-7.9489,82.9935,-1.40025,0.436375,238.5875,270.85,0.0186858,0.13757825,-21.4875,0.1457495,-0.33687,0.283703,0.230161,0.279812,0.05853695,415.093,2.03118,-0.084629475,-0.46218575,-12.071625,0.05436475
1,8.25,-5.937525,99.47325,-7.681825,81.7145,0.3735,0.724,244.6,272.95,2.92157,0.661925,-21.150875,1.626545,-0.068001625,0.267632,0.2479595,0.3162115,0.053097,414.433,2.0386425,0.192438,-0.2578135,-12.3747,0.05632265
1,8.75,-5.8473125,99.5395,-7.537675,80.06,6.19475,1.82325,248.4,275.625,11.78725,1.16353125,-20.53125,2.1851625,0.2286775,0.259567,0.245618,0.310642,0.0637645,413.916,1.9634175,0.0856985,-0.226815,-11.84125,0.0626416
1,9.25,-6.38715,99.5675,-6.8808,79.728,18.305,4.1825,247.5,278.55,30.79175,0.9942325,-19.979,2.1151,0.2703375,0.3955025,0.3300215,0.368939,0.119353,414.788,1.510805,-0.2534545,1.020552,-5.1941825,0.08366655
1,9.75,-4.932325,99.57225,-5.9687,76.6635,36.495,7.451,245,285.8,59.2305,1.164675,-19.71525,1.88865,0.1722375,0.67386325,0.40325875,0.4819635,0.180398,415.371,1.46727,-0.588586,5.8548,-1.6338275,0.10683825
1,10.25,-3.753475,99.62,-4.77695,69.509,53.345,11.76,236.85,292.75,94.148,0.6300825,-18.795,1.726475,0.0110575,0.73636425,0.44875725,0.5145115,0.197859,415.2845,1.68751,-1.5011875,8.186535,0.586559,0.1269645
1,10.75,-3.43165,99.779375,-3.76545,65.53025,67.2625,14.4075,233.025,295.275,115.8195,0.409865,-17.815,1.639,0.0251203,0.766388,0.487719,0.57394575,0.21266125,413.37125,1.70889,-1.8754,9.30149,2.8715375,0.145357
1,11.25,-2.8397,99.6995,-3.044475,62.39875,84.295,16.425,234.825,301.025,147.855,-1.21197,-17.581875,1.7553,0.20059,0.690488,0.515207,0.662967,0.216992,412.8555,1.67576,-2.5281975,13.487,3.8997575,0.145613
1,11.75,-1.9135,99.727,-2.492275,57.224,96.525,18.3425,234,303.975,164.0125,-2.12065,-16.638125,1.90785,0.253205,0.802202,0.5938475,0.674116,0.244094,413.44575,1.76699,-2.6812675,14.7715,8.2537025,0.15576175
1,12.25,-1.3864,99.6445,-1.74695,53.78875,90.1,15.915,236.2,308.45,167.748,-3.02225,-16.60325,1.97465,0.35441,0.86663625,0.6066475,0.7208075,0.2499415,412.231,1.911705,-2.5185725,15.76045,9.1097925,0.1653165
1,12.75,-0.8976725,99.612,-1.0673,51.5685,102.5875,18.69375,234.5875,309.6375,170.65,-3.3282625,-15.78175,2.037675,0.3824575,0.893465,0.608905,0.755989,0.256044,411.076,2.051795,-2.96639,16.80425,5.78001,0.171492
1,13.25,-0.76026,99.5715,-0.830605,50.476,92.6,17.035,241.15,312.5,150.085,-3.129475,-15.19675,2.011375,0.3590825,0.857789,0.629639,0.794605,0.255965,411.6495,2.1523925,-2.7533825,16.60225,5.97118,0.178447
1,13.75,-0.767685,99.53475,-0.7845675,49.74475,90.2,18.0325,242.8,314.775,147.69,-3.42925,-14.981,1.9984,0.35266,0.948597,0.653989,0.79219675,0.2716965,411.633,2.19693,-2.72404,17.9596,6.7168875,0.16363825
1,14.25,-0.60504375,99.504625,-0.5148125,48.906,92.355,17.0575,246.05,314.725,166.9025,-3.56865,-13.78175,2.0267,0.455335,0.88014725,0.6711495,0.811949,0.259996,411.881,2.20096,-2.3200375,16.4082,4.469045,0.168516
1,14.75,-0.153364,99.47825,-0.24373,47.93075,71.21875,13.3275,245.5375,314.8625,122.84425,-3.18335,-13.701125,2.0803,0.52302,0.94546725,0.6396835,0.7849235,0.25310375,411.3775,2.1144575,-2.1374925,13.3489,4.8191625,0.16630175
1,15.25,0.016435,99.4845,-0.373245,47.98275,66.1925,11.32625,242.7,313.5625,114.40275,-3.04935,-12.5575,2.06955,0.44335,0.910543,0.617597,0.72994075,0.246388,410.143,2.122085,-2.1823125,12.899325,1.2816,0.157815
1,15.75,0.139337,99.5225,-0.2924325,47.72525,53.01,10.03625,244.1625,311.45,91.254625,-2.8534,-12.368625,1.99625,0.611115,0.73919,0.596741,0.722059,0.236525,411.61575,2.1212725,-1.400395,10.984225,-0.111767,0.159122
1,16.25,0.025890875,99.5285,-0.363775,46.963,45.17625,7.852375,245.2375,311.425,67.716125,-2.7323,-12.508375,2.0307,0.72873,0.734633,0.539816,0.621028,0.220354,411.93525,2.0193275,-0.759888,7.9430475,-7.37276,0.156772
1,16.75,-0.14934,99.548625,-0.241805,48.449,29.635,6.174,244.05,307.4,46.21825,-2.567775,-12.443125,2.0486875,0.64399,0.703403,0.458412,0.594188,0.192746,412.2695,2.079615,-0.1410195,4.0958725,-14.5865,0.130262
1,17.25,-0.945065,99.54225,-0.50733375,50.098625,15.975,3.3995,244.4,300.85,27.95925,-2.326425,-13.019,2.118125,0.64054625,0.64155925,0.4218735,0.4820375,0.15682675,412.9065,2.0880825,0.2284675,1.873205,-18.15515,0.11945775
1,17.75,-1.4306375,99.55875,-0.68334375,54.733875,4.971125,1.229875,243.1875,293.8125,9.6098875,-1.817625,-13.209125,2.0107625,0.62184875,0.45386,0.370866,0.394048,0.13617,412.922,1.9758,0.1734475,0.688685,-19.3312,0.10387
1,18.25,-1.81095,99.585125,-1.33287875,57.532875,-0.863,0.3655,235.075,287.8125,0.97935875,-0.95230375,-14.443625,1.634735,0.425335,0.436691,0.302066,0.3433555,0.101447,413.3475,2.08431,0.41522125,0.07036005,-16.3977,0.074967
1,18.75,-2.64505,99.628,-2.277725,62.93825,-2.286,0.3275,234.9,284.0375,-0.007522525,-0.71081375,-14.81075,0.28786875,0.07019475,0.415459,0.269223,0.32308625,0.0810651,413.702,2.07801,0.148599,-0.0160898425,-13.8303,0.076011
1,19.25,-2.88015,99.62225,-2.33905,65.867875,-1.550125,0.28775,237.9125,282.55,-0.028583,-0.50496,-16.26475,-0.08181775,0.011054025,0.38185,0.230483,0.305509,0.0783859,415.299,2.01847,0.31597525,0.035670075,-12.7987,0.0642794
1,19.75,-3.429525,99.63325,-2.6499125,67.934,-1.503,0.3025,240.125,282.025,-0.0453865,-0.3872475,-16.785,-0.0902185,0.020925,0.286325,0.24392,0.28801475,0.0621167,415.52975,2.089585,-0.0105473025,-0.082551175,-10.4656,0.0580061
1,20.25,-3.5562,99.641,-3.06115,70.21725,-1.3945,0.3895,239.6125,279.625,-0.041565575,-0.258695,-16.951875,-0.065673,0.029647875,0.273774,0.232254,0.2951855,0.0611267,415.474,2.06895,0.083965,0.0494323,-7.76445,0.0548995
1,20.75,-3.885525,99.65525,-3.2806,70.206,-1.182,0.448,239.85,280.8,-0.025951875,-0.190015,-16.6625,-0.02972275,-0.000241700000000001,0.285585,0.250988,0.287011,0.0620945,415.735,1.93982,0.0971793,0.129193,-10.9279,0.0576916
1,21.25,-3.9316,99.67125,-3.3951,70.6295,-1.13525,0.50725,242.8,281.1,-0.0453965,-0.16277875,-17.098,-0.06754475,-0.01635285,0.247805,0.254973,0.302382,0.0706269,417.05275,1.84002,0.19766125,0.0158733,-11.633,0.0587102
1,21.75,-4.4065125,99.641375,-3.61065,69.6815,-1.07325,0.493,245,280.5,-0.013542325,-0.18596875,-17.102,-0.1142435,0.011991375,0.30981675,0.24751675,0.295545,0.0719807,416.164,1.81834,0.163337,-0.06742095,-13.30665,0.068611925
1,22.25,-4.213675,99.722,-3.7863,68.7065,-1.38025,0.487375,244.25,278.6,-0.02406915,-0.2082775,-16.93,-0.07498475,-0.012836775,0.335467,0.27172625,0.3272845,0.074557375,415.9005,1.7902,0.145631,-0.0313815,-17.080225,0.07237815
1,22.75,-4.006025,99.728125,-3.98205,67.9965,-1.3975,0.468375,244.25,279.8,-0.021435125,-0.15019625,-16.905,-0.0945975,-0.026574,0.32947225,0.27477125,0.319889,0.0701251,415.6705,1.77786,0.1289635,-0.0949428,-14.9299,0.061272875
1,23.25,-4.05605,99.697,-4.063,69.800625,-1.495125,0.462125,242.3,280.5625,-0.01203525,-0.1793375,-16.940125,-0.12547625,-0.030162,0.339402,0.2541075,0.3335515,0.07656405,416.72,1.94298,0.0370224,-0.00922223,-15.61355,0.0662016
