DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-1.0184497,629.67165,25.092051495,2.03716399999999,9.4744725,3.07705290275,13.718935,18.340595,98.9687375,99.84864725,2.44625,0.954999803875,0.622419570000001,0.79454745,308.63088875,315.00658375,2.34270211,0.1600063922,0.21195589125,1.155645675,-0.1029101283,0.00746625,1.597651037,0.529561,1.192520975625,0.6180141685,9.408125
1,0.75,-1.06968625,624.415299999999,24.9833192725,2.60612074999999,4.99425249999999,2.239297319525,13.7879,16.00112,98.97083,99.84662575,2.4842,0.726384084099999,0.476871950000001,0.7763433875,310.307615,313.4661725,4.1556988875,0.1416669334,0.1949387325,1.181909625,-0.1249170491,0.0103,1.5816334872,0.5115863,1.1924223658,0.6301253542,9.666294
1,1.25,-1.0241555275,632.370849999999,25.141254579,3.12113299999999,4.88943425,2.216072443775,11.5796725,14.09155,98.98305,99.8461005,1.8858,0.73842889315,0.172448171500001,0.8279412375,310.11622,312.62461125,3.96602447500001,0.1498673959,0.23798914125,1.054796275,-0.101714059225,0.01054285,1.54616741425,0.4966679,1.2736673771,0.6255724323,9.6380885
1,1.75,-0.997285652499999,667.604125,25.83743719875,3.93704324999999,4.828007,2.2024290728,15.6644575,11.5292925,98.9828375,99.85164475,1.73225,0.843565629625,0.278563413750002,0.8455460875,311.14051,313.21946375,3.7419359125,0.1407169896,0.28254080625,1.171074325,-0.11315433025,0.01744275,1.626583104875,0.495952625,1.21821150775,0.643093807,9.46669375
1,2.25,-0.824426814999998,692.879675,26.3225542255,2.8292425,4.7620775,2.187310688,13.78215,10.019171,98.99643,99.836136,2.1337,0.8338398399,0.496163070000001,0.8063988875,310.58207,313.8629025,4.90281272500001,0.1442296006,0.268556546,1.092497865,-0.17188861875,0.01557,1.4826213681,0.5020618,1.1681441478,0.6028700421,9.452389
1,2.75,-0.702925484999999,667.498750000001,25.818058104,2.2546805,4.677094,2.1677179106,13.125555,15.6368425,98.9994125,99.828967,2.006125,0.716157489125,0.57741387375,0.943593562500001,312.03168,313.94801,6.9695260875,0.1375335631,0.59338028125,1.03313325,-0.183205993125,0.0063475,1.491918258,0.470602,1.15617904275,0.5766077605,9.07245625
1,3.25,-0.486014882499997,613.779375,24.76965549875,2.7466175,4.55127525,2.138184553775,14.4288375,15.7973375,98.987765,99.83456375,2.09849999999999,0.94779385955,0.586679050000001,0.845718712500001,312.310695,314.3625125,5.00660432500001,0.139975,0.560183722500001,1.222056025,-0.169834271675,0.0148324999999998,1.521745875825,0.48241905,1.100695806975,0.558729942825,8.9019715
1,3.75,-0.460347232499997,574.9066,23.977138461,1.9159595,4.388725,2.0994967645,13.77996,19.10445,98.98495,99.821766,2.225925,0.836163702399999,0.54026771625,0.8365756875,313.0157,314.1044675,4.78266305,0.14,0.609824086250002,1.160054975,-0.179475432375,0.011935,1.58929482125,0.508205125,1.084109404575,0.5712726671,8.301599
1,4.25,-0.9442025575,590.6243,24.3026044395,2.384613,4.242717,2.064037222225,16.23391,12.3401825,98.9916,99.82342475,2.5007,0.76568113855,0.635171048750001,0.890214662500001,310.43359375,313.1907,5.76117057500001,0.1520524681,0.36071764375,1.0271367925,-0.167589728125,0.00851225,1.54598095695,0.4948332,1.1292191358,0.5780797464,8.91337
1,4.75,-0.9866749775,608.799625,24.6738613585,2.500673,4.40514325,2.1031268606,13.7676499999999,18.80641,98.95696,99.827071,2.4478,0.762954853199998,0.54308122,0.854511475,310.5810325,312.898395,7.596076225,0.1370835631,0.3881344025,0.92062498,-0.123923196,0.01866,1.5691928264,0.503118,1.1037387522,0.5805270584,8.712116
1,5.25,-0.963096885,622.906525,24.95809288,3.642446,4.37797775,2.09683136065,20.55133,20.162825,98.9420225,99.82717375,2.357325,0.801549587425,0.373137929750002,0.854806525000001,310.798065,312.9226675,7.87557091250001,0.1440046006,0.457149325000001,0.94046103875,-0.1203671312,0.0233574999999999,1.598732477275,0.501293825,1.122984716375,0.592420906025,9.66966425
1,5.75,-1.0724202,628.036625,25.060493177,2.24359675,4.38594625,2.09867965325,25.6173,21.3694,98.945625,99.81889775,2.256,0.90135275275,0.0874164025000005,0.7644719625,310.0271675,312.7992925,9.8264913625,0.1465372231,0.48173604625,1.00246105,-0.145997563325,0.02075,1.5093103295,0.5060955,1.17122987775,0.58111094325,9.4182125
1,6.25,-1.1319498,620.77305,24.915317215,2.385966,4.89258875,2.217291759875,25.1291725,27.8555625,99.0361,99.830478,2.31,0.755558453425,0.318422544750001,0.9103225125,310.1665,311.95008875,10.499623025,0.15565,0.61332943375,1.19913608625,-0.122832855625,0.00932125000000001,1.5305363696,0.490017325,1.165186976475,0.589788150825,9.645474
1,6.75,-1.118991925,643.17,25.36068405875,2.18568625,6.88826824999999,2.6252271208,26.4534,19.9704125,99.06661,99.8197435,2.2118,0.7682393343,0.0272719790000001,0.8891379625,309.590965,311.726895,9.36792186250001,0.1515875,0.51754619625,1.0036237675,-0.0846779498499996,0.00777959999999998,1.4535554706,0.506679899999999,1.1772371038,0.6014000773,9.76783199999999
1,7.25,-1.097642925,640.0352,25.298915354,1.576986,5.777741,2.4094688936,26.56498,26.38118,98.985425,99.82184725,2.38125,0.79299511675,0.385889920000001,1.046058,309.3702675,312.4735625,7.05141660000001,0.8376625,0.54514178,1.118419875,-0.10265333,0.01295,1.70699752275,0.57767225,1.23740916825,0.63907494625,10.818325
1,7.75,-1.173372675,656.9438,25.63032745,2.014496,4.134392,2.0373557197,26.2340775,24.66584,98.99327,99.83286025,2.19480000000001,0.879264868700001,0.30122380375,0.9294918625,309.3648225,312.54666,7.338070325,20.2739484455,12.3070006875,8.0395600375,-0.17774653905,0.00689577500000004,1.705865617275,0.535783075,1.177624698875,0.578545235875,11.2619775
1,8.25,-1.29024465,641.189025,25.32160829175,5.00007625000001,4.57701849999999,2.1431552879,28.2408175,43.4099125,98.9913,99.8369215,2.30625,0.81956468925,0.2287691575,0.899134925,309.26435,312.9964675,13.75048525,93.4825000000001,62.641274375,41.974152125,-0.16952007375,0.0122,1.647973612,0.53653225,1.234766375,0.58576404275,11.1365
1,8.75,-1.0566413,664.5625,25.7790854275,1.9673075,4.43390975,2.109802726625,30.5088,24.079975,98.98465,99.82745975,2.465,0.6690305203,0.213155676125001,0.9273828375,309.7142,313.70544,38.903499,229.86875,144.94359375,96.833694375,-0.24386799375,0.00770029999999997,1.7014411339,0.5642026,1.3273561774,0.6399445573,10.27232
1,9.25,-0.56373717,659.71285,25.68474143075,3.11184775,4.157503,2.0432273466,44.2479,21.8941,99.07527,99.81399,2.2248,0.7065389249,0.675836208750001,1.0839954875,310.3528925,315.18534375,77.93687325,379.8375313175,218.55050875,142.77481,-0.242959269375,0.01357,1.7011276474,0.5650448,1.4035798643,0.672876763399999,10.60761
1,9.75,-0.168315834249999,615.923,24.817690481,4.29804799999997,4.22499775,2.05978348815,53.96965,22.55279,99.08337,99.80428475,2.6029,0.7112810904,1.2840080475,1.264638075,310.9957525,318.91834375,112.365345,519.61875,287.3926775,209.4063425,-0.237138581875,0.00842399999999999,1.6691086157,0.561112,1.2952334257,0.663806595699999,10.48724
1,10.25,0.206615479000002,558.233499999999,23.624309472,4.25732699999999,4.25559425,2.067311169,65.69301,31.26666,99.09374,99.79102425,3.0179,0.797690212299999,1.812628725,1.2719459875,310.1791175,322.76089125,149.1920975,635.59742321,352.2845975,241.60325625,-0.2608771975,0.00895599999999992,1.6427695564,0.577120999999999,1.371679442,0.686891947699999,10.51115
1,10.75,1.14014942000001,546.841375,23.389122686,5.82263349999999,4.679317,2.1682522902,81.5619075,40.69634,99.071885,99.7365295,3.7639,0.606785785125,2.6032378125,1.578335675,311.7276275,327.44025875,173.17537625,736.7352011975,394.89193,287.05313875,-0.263221896875,0.00671674999999998,1.699399685875,0.55797975,1.4597956629,0.6790747147,10.8161075
1,11.25,1.7618295125,651.483200000001,25.49618486,5.286232,5.000313,2.241742957775,102.2385,37.09572,99.04427,99.7269775,4.6521,0.6449783179,3.515614875,1.774456725,313.0963175,329.68249375,189.5658,869.3625,451.905385,329.65488375,-0.24243347375,-0.00361130000000002,1.8878257709,0.6273107,1.3702234476,0.7301724235,10.83734
1,11.75,2.6795813125,639.296175,25.28179219225,8.06155424999999,4.810356,2.1985158957,103.453505,44.219055,98.9998,99.74301425,5.1761,0.5637493148,4.1706012125,1.965196225,311.26146375,335.85154875,224.2515125,900.26375,496.013525,356.4678475,-0.235210071875,0.0141699999999999,1.816214013,0.6188053,1.4047536992,0.7339072526,10.42591
1,12.25,3.095384225,536.749724999999,23.16288064675,2.247994,4.505831,2.1274903776,111.443,42.887175,98.95616,99.7546505,5.5494,0.5335337459,3.8945521875,2.096881775,312.2616825,337.69112125,234.81753625,953.444998425,519.9792275,373.70408125,-0.2261105,0.01316,1.7729231214,0.6167119,1.4578204739,0.7768948329,10.47531
1,12.75,3.224465325,487.6535,22.0968355375,2.097644,4.617472,2.1538044151,118.95045,42.719935,98.8865,99.7439515,5.845375,0.55985636375,4.285246825,2.169725725,312.686495,336.88741125,219.8291125,941.5018709625,537.64379,367.087225,-0.161617125325,0.00756125,2.000116339875,0.616344125,1.50981813175,0.7380738515,10.5542625
1,13.25,3.26367932500001,484.965799999999,22.017717818,1.654335,4.8360565,2.20434694735,117.19345,47.204425,98.82745,99.73283225,6.023475,0.543707660275,4.8631574,2.3066931375,311.8440475,337.84391125,222.17663,897.5,502.7255475,358.5547825,-0.0868419427749996,0.010615,1.8622836446,0.6119699,1.48959073485,0.730366095725,10.33434
1,13.75,2.7859598,473.01,21.7459490075,2.01777,4.75137,2.1849088466,112.159875,49.88665,98.7878375,99.7195365,6.196675,0.49448379455,4.672267325,2.553130725,312.2846825,337.40994625,227.37850375,890.959357725,489.2855575,342.308715,-0.0054847586249997,-0.00393625,1.920231077125,0.60917075,1.50421148285,0.724764363375,10.291785
1,14.25,2.942349925,474.997725,21.7981729905,1.61572175,4.962785,2.2332000168,100.1687225,50.6953400000001,98.798635,99.73449575,6.2332,0.55891922935,4.5581226875,2.6259944625,311.402765,337.5399225,177.15587875,808.60676063,456.534445,323.5357225,0.0317243175750004,0.0138499999999998,1.83756068675,0.571870299999999,1.47712983435,0.73212409105,10.71363
1,14.75,2.4939693625,454.731825,21.33819506325,1.03705225,5.11068,2.26647347155,99.9515899999998,44.75753,98.772495,99.7375105,6.45045,0.46590901045,4.561134125,2.879479875,310.57442125,336.04728,144.73022125,696.00288433,375.9186675,286.1364875,0.0499027448,-0.00400200000000002,1.914807539,0.59787,1.43244348525,0.74089643495,10.49431
1,15.25,1.358926925,455.8908,21.35190699,1.250704,5.18523,2.283023685,76.751425,39.3260775,98.769655,99.7554505,6.2855,0.415560224649998,4.8257852,2.58388045,310.46570875,331.16912125,93.0996345,567.070420085,324.9712,236.389445,0.0185112822500001,0.00166549999999998,1.933558832,0.5738891,1.48007956275,0.69577988115,10.478435
1,15.75,0.824364768750002,460.799899999999,21.46371682375,1.25826375,5.13791375,2.272497112375,59.40913,37.39694,98.79973,99.766187,6.32584999999999,0.391979494649999,4.7710479875,2.31710375,310.506965,325.10940875,50.5708725,428.38903739,248.21252,183.809885,0.0330168592500001,0.00177899999999996,1.8747383524,0.57560935,1.41457488835,0.657015293349999,10.140715
1,16.25,0.130921426250002,459.372,21.434772652,1.12522,5.162284,2.27791094995,32.94754,24.612655,98.792555,99.7704055,6.095575,0.421750498825,4.259601175,1.9462735625,310.28365,320.0458975,31.19003,279.1517024525,168.8005975,124.50497,0.0672196337500003,0.015415,1.676609877375,0.538058525,1.246891109125,0.609998789749999,10.4125425
