DOY2,HR2,LE,H,G,FC,CO2,H2O,T_SONIC,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,VPD_1_1_1,VPD_1_2_1,VPD_1_3_1,VPD_1_4_1,VPD_1_5_1,USTAR,WS,PA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,T_BOLE_1_2_1,T_BOLE_1_1_1,T_BOLE_2_2_1,T_BOLE_2_1_1
1,0.25,75.6399999999999,11.3476,-1.0695,1.96331,413.6475,13.019382786,9.3276375,9.622,9.43,9.116,8.626,7.95775,98.5725,96.855,96.68,97.05,99.115,11.02825,11.043625,10.96699785975,10.66074805475,9.441699500625,1.546275,10.50619546,74.9488,0.38031,5.79405,318.4345,351.366,0.189277999999999,0.0698,1.9695,4.972125,5.35325,5.693875,6.174625,6.44075,6.821,7.45275,6.079375,6.29425,6.596375,7.1585,7.612125,7.977,8.37125,8.23875,8.76875,9.065,9.39,9.4375,9.34125,9.47,10.72375,10.1975,9.13875,8.82375
1,0.75,83.9953249999998,12.0909796565,-1.29541750000001,1.99097542755,413.551,11.78455,9.36373325,9.71049999999999,9.605,9.29375,8.774,7.884925,98.3,96.5375,96.95,97.585,99.0025,11.184775,11.2594,11.10072969,10.8578164165,9.4857875,1.396495,10.61135,74.945,0.17316,5.80265,317.62025,349.5,0.0141588799999996,0.0676,1.9695,4.837125,5.284125,5.6545,6.1225,6.433375,6.818875,7.446875,5.9255,6.192625,6.506375,7.057,7.5495,7.972375,8.3675,8.044375,8.57875,8.9075,9.28875,9.40875,9.35125,9.47,10.58625,10.07875,9.07125,8.74375
1,1.25,72.139075,13.748375,-1.12580750000001,1.86662,413.82,11.29003392875,9.34357,9.4557375,9.4125,9.27,8.74725,8.3245,98.63,95.395,96.7875,97.5475,99.0025,11.24608142725,11.2247,10.940571974,10.61555,9.7710875,1.291425,10.3019,74.943025,0.296940000000001,5.765225,318.188,349.2225,0.163844750000002,0.06925,1.9695,4.7704,5.235,5.616,6.0748,6.4316,6.828,7.4538,5.82219999999999,6.0986,6.4254,6.9648,7.495,7.9738,8.364,7.8914,8.41,8.754,9.204,9.384,9.362,9.478,10.46,9.974,9.032,8.668
1,1.75,62.490858655,5.8589325,-1.368865,2.0261884176,414.221,10.779,9.12688,9.4935,9.452,9.268,8.9535,8.5055,98.91,90.585,96.97,97.885,98.8075,11.226334921,11.2278,11.059608904,10.821875,9.87602,1.4682,9.90024,74.9429,0.245490000000001,5.89043,314.741,349.925,0.182512000000001,0.068,1.9695,4.726,5.1806,5.5772,6.022,6.4174,6.827,7.4514,5.75219999999999,5.9916,6.3344,6.8632,7.4428,7.9658,8.364,7.723,8.244,8.596,9.11,9.358,9.362,9.474,10.338,9.84,8.968,8.598
1,2.25,75.8186999999999,9.17039249999989,-1.12564000000001,1.84125959015,413.7435,10.8683,9.19703,9.7094,9.54,9.326,8.98474999999999,8.2855,97.9175,91.0125,97.31,97.82,99.1,11.31175,11.4045,11.1098254125,10.813673488,9.913735,1.5593775,9.855055,74.938,0.16377375,6.3382425,315.636,350.391,0.0066254600000006,0.0667,1.9695,4.750675,5.1401,5.543125,5.9799,6.40795,6.834225,7.453125,5.7309,5.90515,6.2411,6.783025,7.39735,7.966425,8.36425,7.558325,8.09425,8.46125,9.03075,9.3325,9.3685,9.4855,10.21525,9.7,8.911,8.52275
1,2.75,84.8563999999998,10.1911949999999,-0.945535750000005,1.49238,413.8825,10.81555,9.591335,9.916,10.062,9.614,8.99325,8.19149999999999,97.94,87.9625,97.2925,97.7275,98.7,11.264275,11.6905,11.449775,11.13075,9.943125,1.4634125,9.91112999999999,74.93715,0.11858875,6.1958,315.364,350.68125,0.0661548500000003,0.060325,1.9695,4.711975,5.0898,5.499675,5.924825,6.393725,6.8338,7.450825,5.60475,5.846625,6.132075,6.709925,7.33905,7.9574,8.35425,7.434575,7.96165,8.34125,8.9365,9.29525,9.3685,9.47975,10.07525,9.58,8.84675,8.4555
1,3.25,97.262857433,11.97765,-0.825579000000006,1.547396580175,413.59875,11.202,9.3213025,9.794,9.727,9.456,8.8365,8.5115,97.63,91.7375,97.1975,98.08,97.7,11.261725,11.3017,11.251635967,10.9374175575,9.831565,1.5139875,10.29465,74.929,0.16209375,5.93836,315.006,352.60325,0.0607982500000011,0.0616,1.9695,4.581725,5.04195,5.461975,5.89385,6.3762,6.84235,7.457575,5.481225,5.787725,5.972275,6.633975,7.282125,7.956275,8.357,7.3353,7.838375,8.23125,8.845,9.26375,9.3785,9.48275,9.94525,9.5085,8.78675,8.40375
1,3.75,80.64135,15.42925,-0.72981700000001,1.934614554125,414.2155,10.322175,8.90226750000001,9.47735,9.79625,9.42,8.85474999999999,8.4005,98.355,92.45,97.26,97.7,97.2075,11.35135,11.49645,11.223875,10.9880469915,9.7209275,1.4184575,10.0004075,74.914725,0.12999,6.1961,314.96525,351.6645,0.0141269999999938,0.056,1.9695,4.549725,4.946875,5.4089,5.85405,6.33975,6.843575,7.452375,5.40725,5.719275,5.888525,6.53375,7.224925,7.943475,8.34275,7.22125,7.724825,8.1055,8.7465,9.23225,9.38425,9.467,9.82675,9.44,8.70825,8.35775
1,4.25,107.3673782675,3.38295999999995,-1.0501525,1.95992955,414.064,10.7776,8.9644625,9.444,9.67125,9.336,8.9485,8.22999999999999,97.0725,91.0924999999999,97.91,97.99,98.405,11.2006,11.216,11.179375,10.777725,9.7440675,1.58434,11.26766316475,74.916225,0.1726725,5.723575,315.12275,349.524,0.104800499999999,0.0545,1.9695,4.507825,4.9115,5.3713,5.823775,6.316075,6.846125,7.4571,5.3949,5.6556,5.837825,6.467475,7.171875,7.93635,8.34125,7.117725,7.607775,8.0024,8.655,9.20075,9.3785,9.4685,9.74125,9.34825,8.6525,8.349
1,4.75,84.5447,5.01356133444999,-1.04834000000001,1.43480590365,413.894,10.5364,9.01742,9.6175,9.55375,9.258,8.82175,8.25949999999999,97.35,91.64,97.06,97.47,98,11.092075,11.1367,11.084,10.7443,9.7741,1.44514,12.5382,74.9054,0.102911250000001,5.929875,314.26,349.8515,0.0128498700000003,0.055375,1.9695,4.453025,4.871875,5.2626,5.791575,6.28535,6.84215,7.44995,5.4035,5.590025,5.778675,6.40155,7.12285,7.922875,8.337,6.98385,7.48485,7.892675,8.57075,9.16925,9.37,9.46425,9.65,9.24225,8.594,8.30175
