DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_6_1
1,0.25,1.03243635453932,-10.0282901877285,0.0362638488876885,-0.608311870997337,-3.81365528832115,-8.46462065624304,-7.52649754818783,-6.75832958194097,0.0730033577940622,-72.7781735753174,-23.5768815303958,0.215109649520176,0.786,0.566,0.2195,0.2,0.17,-9.93976,-9.8928,-9.89107,-5.305475,-9.86032,-9.9882,-9.776995,96.5314895,35.33225,0.18215,-3.6515,-7.9905,-8.0635,-8.016,-6.798,0,-5.484,0.5,-1.879,-0.845,186.7,272.13,230.56,269.17,-0.37,-0.0705,0.09,-0.04,0.0755,-0.21,-0.55,-0.23,-0.49,-0.203,-1.6935,-0.1923,1.9773,3.8446,6.3872,7.62385,9.0167,10.290675,11.094925,-1.8626,-0.3054,2.187,3.972,6.5335,8.13335,9.2646,10.2741,11.05825,-1.2527,-0.4247,1.8767,3.7988,6.395,7.7185,9.2022,10.10545,10.954475,-1.0679,0.6259,3.2013,4.4896,6.8367,8.4473,9.7187,10.4917,10.9503,-2.3526,-0.8149,2.1576,3.798175,6.4343,7.7751,9.1526,10.1537,10.8678,-14.01555,-9.3089,-99.35,2.65271711814879,1.89616711027813,1.65343114806688,1.89157744927251,1.66457796843329,1.87711897557925,1.6779114275954,1.88744556723214,1.99594888764066,1.92684178622302,2.13107011028949,2.11778923142009,2.21557928966668,416.468569276225,417.640252481453,410.69464278356,417.708372369114,410.726722048668,418.012502904063,410.696700531138,417.961800804577,419.836503198852,419.276697823954,419.122313554754,421.731469828177,414.360259916047,2012.23088710884,2022.27586151153,2014.15436973265
1,0.75,0.760508074347526,-10.3263148565084,0.0385123480177308,-1.4305383910199,-2.99107478855592,-0.930910207336344,-6.42705465558836,-11.719936326145,0.0675274702953029,-53.8909169825791,-18.9673465998233,0.222882611180072,0.558,0.468,0.2265,0.2555,0.177,-10.24736,-10.1362,-10.14687,-5.47964,-10.102715,-10.41387,-10.281665,96.503806,35.977,0.20033,-3.6985,-8.167,-8.2705,-8.196,-7.088,0,-5.258,0.5,-1.8065,-1.177,186.69,270.98,230.43,267.75,-0.37,-0.08,0.09,-0.04,0.08,-0.21,-0.55,-0.23,-0.493,-0.203,-1.7473,-0.229,1.9753,3.828975,6.392,7.62315,9.016725,10.29,11.093575,-1.9316,-0.3514,2.1245,3.9746,6.5258,8.1324,9.2644,10.2741,11.057575,-1.3211,-0.4855,1.8179,3.7828,6.3916,7.7166,9.2034,10.1035,10.9548,-1.1515,0.5722,3.2029,4.4705,6.8304,8.4462,9.7195,10.491,10.9493,-2.4012,-0.8628,2.0992,3.765125,6.4299,7.7729,9.1539,10.1537,10.8668,-14.294,-11.75565,-98.875,2.66233977380428,1.87778169172029,1.78178677808355,1.89047941566132,1.68911868043171,1.89606603251234,1.96637120513057,1.92699997998915,1.62568367018542,1.9594010347764,1.6687590298407,2.17095044865398,1.76020391701965,416.826236407021,417.895817152864,416.205288073646,418.905602268625,416.258913887143,418.123664456629,415.278228240336,417.907938080864,418.857103610861,418.501067955709,419.483949208647,421.890780478026,417.066437801923,2018.69674523076,2022.27586151153,2021.03417237234
1,1.25,0.872454494409733,-10.5707394857602,0.0429417841143405,-1.03488019782554,-1.85333149678857,-1.07150285818709,-13.2857843617148,-28.3414345533234,0.05336406977339,-67.7738811149297,-20.2111458886257,0.206296688189178,0.714,0.612,0.25,0.2455,0.167,-10.51766,-10.3898,-10.39389,-5.64204,-10.356865,-10.6802975,-10.8001,96.53821,36.0925,0.13407,-3.7685,-8.3885,-8.4935,-8.426,-7.309,0,-5.467,0.5,-1.809,-1.095,186.72,268.11,230.49,266.96,-0.363,-0.07,0.09,-0.04,0.08,-0.21,-0.55,-0.23,-0.503,-0.2,-1.7741,-0.2477,1.9414,3.81165,6.3968,7.622125,9.0171,10.29065,11.09325,-1.9838,-0.3995,2.1054,3.9905,6.5187,8.1321,9.2645,10.2741,11.0573,-1.3608,-0.5314,1.7838,3.7717,6.3892,7.7147,9.2046,10.10255,10.9548,-1.1851,0.5271,3.1617,4.4487,6.8237,8.4458,9.7193,10.491,10.9493,-2.4434,-0.9013,2.0413,3.732025,6.4278,7.7707,9.1552,10.1537,10.8668,-14.29695,-10.780125,-98.87,2.7029279978629,1.85980596521961,1.67113492980996,1.88286231550925,1.65259595314793,2.08717360909148,1.65479099412457,1.95197451593341,2.31072081458835,1.97508421532025,2.41754558451899,2.13444438959716,2.4805271809193,416.360295957887,417.58569386558,413.942317979554,417.978765020681,413.413409936839,417.759567887904,412.532147450442,417.991616183117,418.995429250708,418.41539342478,418.717017698602,422.397170710411,414.209639522049,2019.14520330643,2018.96492286282,2013.96224840088
1,1.75,1.02697420022774,-10.7436603599253,0.0422481077634236,-2.6938806604809,-2.64863511166903,-0.737157990820271,-21.6003408601336,-41.3047194552283,0.07555462341711,-62.4825317758922,-14.443024882542,0.223965283090056,0.731,0.596,0.233,0.23,0.18,-10.72246,-10.6298,-10.6378375,-5.74228,-10.610625,-11.002225,-11.23064,96.54024,37.96875,0.05973,-3.5935,-8.5235,-8.579,-8.623,-7.43,0,-5.693,0.4675,-1.803,-1.102,185.96,266.77,230.06,265.95,-0.37,-0.0705,0.09,-0.04,0.08,-0.21,-0.55,-0.23,-0.5,-0.21,-1.7899,-0.2688,1.9149,3.79125,6.40195,7.621425,9.017125,10.29065,11.09185,-1.9883,-0.4251,2.0704,4.0063,6.51235,8.1316,9.2646,10.2738,11.056575,-1.3612,-0.5687,1.7392,3.7645,6.3864,7.7128,9.2055,10.100625,10.95365,-1.1864,0.4885,3.1217,4.4261,6.8174,8.4447,9.7194,10.491,10.9486,-2.476,-0.9354,1.991,3.698775,6.4282,7.7678,9.1569,10.154,10.8658,-14.48815,-10.8419,-98.506,2.7353729450303,1.88795513158207,1.99355439759602,1.91005236064575,2.12655217607012,1.92154601583658,2.20905230858253,1.95058605226574,1.65212339243467,1.96710783042164,1.69534520108513,2.20029488875101,1.81896079535957,416.244200180564,417.544181847068,415.279763843985,417.813849751228,415.497021518995,418.067659023218,415.357526379207,417.97290729557,419.155059517779,418.250809444707,419.545125889214,422.304956766552,417.633953882501,2018.91822692843,2023.45791586392,2019.02591345343
1,2.25,1.11847116056975,-10.9701013572732,0.0381846598119073,-1.13732182300482,-3.3912886728454,-1.40103435966933,-21.7978718023651,-27.8030353255296,0.0486633711831176,-51.1955049262601,-29.6132158148652,0.262842975726821,0.658,0.55,0.2365,0.22,0.174,-10.98204,-10.8816,-10.896225,-5.73198,-10.90879,-11.371125,-11.49172,96.54227025,38.16,0.0437375,-3.993,-8.7335,-8.8265,-8.759,-7.552,0,-5.678,0.5,-1.846,-0.994,185.54,265.81,229.54,264.97,-0.37,-0.08,0.09,-0.04,0.08,-0.21,-0.55,-0.23,-0.503,-0.2,-1.8388,-0.3052,1.8857,3.767125,6.406425,7.620725,9.01715,10.29,11.09085,-2.0091,-0.4613,2.0491,4.0178,6.5063,8.130875,9.2651,10.2738,11.055575,-1.3968,-0.6123,1.7011,3.7665,6.382725,7.7112,9.206,10.0987,10.953475,-1.2605,0.4379,3.0757,4.4061,6.8113,8.4439,9.7195,10.491,10.9483,-2.5786,-0.9835,1.9358,3.666925,6.4289,7.7653,9.1582,10.1537,10.8658,-14.6794,-12.0382,-100.379,2.75015807587905,1.83070724627636,1.70672807293376,1.82840679447475,1.68588965122191,1.91209432139703,1.69964031447057,1.86738705430203,1.94177683844125,1.90241376477957,2.08635150058473,2.0302309392597,2.04985206011264,416.637116961857,418.207750886447,414.071994379272,418.106310233617,413.38430678233,417.65775224743,413.194319617478,418.132339966565,420.023315612847,418.282756791244,420.445468463506,419.531335159017,418.071273906411,2019.33089093351,2021.51485996125,2015.28732716967
1,2.75,1.01160870327965,-11.0687558208056,0.0424288763217626,-0.542616792227911,-5.00304657534131,-3.31578287968227,-12.0151967959921,-13.6271696993458,0.0797265707835734,-53.3294116964872,-29.1699774739257,0.212462506267251,0.657,0.51,0.22,0.2155,0.16,-11.06544,-11.0197,-11.019635,-5.894045,-11.056445,-11.388805,-11.791765,96.6137725,38.6725,0.00447000000000001,-3.8245,-9.209,-9.385,-9.145,-7.638,0,-5.453,0.5,-1.772,-1.409,182.98,264.82,229.01,263.82,-0.37,-0.08,0.09,-0.04,0.07,-0.21,-0.55,-0.23,-0.5,-0.2,-1.9018,-0.3608,1.8505,3.7397,6.408875,7.61995,9.01785,10.29165,11.0905,-2.0712,-0.5018,2.0276,4.002,6.4993,8.13125,9.2649,10.2738,11.0549,-1.4356,-0.6681,1.651,3.7675,6.381725,7.7093,9.2072,10.097725,10.9534,-1.3556,0.379,3.0286,4.3918,6.8076,8.4428,9.7196,10.491,10.9476,-2.6515,-1.0318,1.8849,3.638125,6.43,7.7624,9.1595,10.1537,10.8648,-14.444375,-11.0581,-101.108,2.66057835502677,1.85538154330061,2.13627743080966,1.86768120086946,2.09771849924262,1.88335993583697,1.91238858427977,1.88791920013015,1.68829958832005,1.81411965131101,1.75502230105492,1.94887784048873,1.91433122734616,417.094926065728,418.979606604438,416.30149663434,419.828424751742,415.838000136438,419.471632250631,415.579398424128,419.676264931984,421.597486861318,420.117907685213,421.735191539637,423.375150995969,417.211884710629,2021.36859048591,2024.73836538044,2021.84143714929
1,3.25,0.938992305248706,-11.2613674098519,0.0420811776327201,-0.189387573389545,-4.85188205146036,-1.53808218661419,-11.3129856943469,-16.5576331966677,0.0661560407925617,-53.6346410995055,-22.8811308965568,0.213299052438842,0.644,0.55,0.2065,0.191,0.17,-11.2563625,-11.1406,-11.147785,-5.97795,-11.18972,-11.60273,-11.83937,96.60142325,38.076,0.0413275,-4.068,-9.3395,-9.4765,-9.179,-7.809,0,-5.533,0.5,-1.786,-1.106,182.61,264.43,228.4,263.76,-0.37,-0.07,0.09,-0.04,0.07,-0.21,-0.55,-0.23,-0.5,-0.2,-1.9756,-0.4208,1.809,3.710975,6.40255,7.61965,9.017875,10.29125,11.089225,-2.1615,-0.5713,1.9841,3.977,6.491825,8.129975,9.265,10.2738,11.0539,-1.475,-0.8075,1.5689,3.7521,6.3815,7.7084,9.2084,10.096775,10.9534,-1.4482,0.313,2.9794,4.3748,6.8036,8.4417,9.7197,10.491,10.9476,-2.7313,-1.1044,1.8304,3.605125,6.43,7.7602,9.1612,10.154,10.8641,-14.526875,-10.253125,-101.01,2.61022054718447,1.89094347000284,1.7287011784558,1.86419941994754,1.82674600940874,1.88776776592773,1.80686760779062,1.88354417308413,1.87956473602569,1.90829017972262,2.05806332045533,2.07202671986157,2.08071338436969,417.256700826053,418.500980386774,412.665244615005,419.541368143687,412.049354532361,418.65403743073,412.899053136474,419.803346899012,421.075267227098,420.102184084875,421.741756537687,423.46164913272,415.345589142714,2021.5733299477,2023.97587096911,2018.3274658306
1,3.75,0.654043442179372,-11.3940744133992,0.042050256082927,-2.97773420737729,-6.83145412723679,-3.34016810969111,-12.0209255111061,-14.3126598066494,0.0530810796754679,-57.007347959878,-21.3753493362267,0.248864396069604,0.585,0.532,0.21,0.1955,0.16,-11.44524,-11.308,-11.37217,-5.88106,-11.3573725,-11.795185,-12.054155,96.604272,37.97125,0.03269,-4.097,-9.46675,-9.6385,-9.373,-7.994,0,-5.449,0.5,-1.771,-1.163,181.55,263.81,227.43,262.81,-0.37,-0.08,0.0895,-0.04,0.08,-0.21,-0.55,-0.23,-0.51,-0.2,-2.0449,-0.4747,1.7445,3.68295,6.395225,7.6206,9.017575,10.292625,11.09025,-2.2359,-0.6378,1.9384,3.9518,6.48415,8.1311,9.2658,10.2737,11.0543,-1.5637,-0.9447,1.4902,3.7063,6.3821,7.7065,9.2086,10.09485,10.9536,-1.5087,0.2445,2.9275,4.3737,6.7986,8.4416,9.7202,10.4917,10.9466,-2.7996,-1.1731,1.7653,3.5745,6.4314,7.758,9.1625,10.154,10.8641,-15.5686,-11.36975,-100.904,2.62611943916922,1.93812348517904,2.01585497843359,1.94733220612009,2.09545255932428,1.79006087239902,1.95168306525332,1.79907308743746,1.75026702414134,1.98051710867385,1.82396755209129,2.10838743584209,1.92759218232063,415.71298812834,416.579756957859,416.151969160761,416.625042919013,416.15763235301,416.425109871619,415.763303363318,417.866928950266,420.698963120276,419.850197512622,421.919497905377,423.779927986767,418.951875868454,2023.34049774735,2023.21337655779,2025.24756070738
1,4.25,0.791530990692869,-11.5161532519404,0.0444376989604051,-0.542431134087341,-4.42845984987379,-0.308667729171513,-8.54658357270409,-14.967329759113,0.0646453004205248,-63.5976961067087,-23.8142159225147,0.243031807452204,0.7,0.58,0.24,0.27,0.167,-11.54496,-11.4447,-11.496985,-6.088335,-11.5077675,-11.98683,-12.189225,96.615401,38.886,0.16665,-4.525,-9.677,-9.7315,-9.552,-8.115,0,-5.469,0.5,-1.725,-0.94,180.12,263.4,226.51,262.38,-0.37,-0.0705,0.09,-0.04,0.08,-0.21,-0.553,-0.23,-0.503,-0.2,-2.1119,-0.5257,1.6785,3.654275,6.388225,7.6214,9.018925,10.29065,11.0889,-2.2773,-0.6802,1.9058,3.9263,6.47715,8.131,9.2659,10.273375,11.0536,-1.6256,-1.0266,1.4218,3.6636,6.3815,7.7056,9.2098,10.0939,10.9536,-1.5444,0.1888,2.8806,4.3455,6.7936,8.4391,9.7203,10.4917,10.9466,-2.8592,-1.221,1.7074,3.542625,6.4321,7.7555,9.1638,10.154,10.8631,-15.770025,-12.16495,-102.019,2.61406120465407,1.87513356243364,1.81812504914843,1.99780167899065,1.83632581640347,1.90279986486706,1.83452200278211,1.93631324271903,1.73248840522199,1.96715603510048,1.80780073932947,2.10784671514344,1.90407148529048,417.144522228678,417.407610071995,415.201536444286,418.469004222477,416.061547888959,419.259118350948,415.976683394915,419.509999216758,421.58461113945,419.433824842511,420.432625968691,422.01633207991,417.664865964201,2025.9452225509,2029.7525870716,2025.59541076927
1,4.75,0.944060853835317,-11.3616674058182,0.0367419175741968,-0.81847197422271,-1.74310212618393,-0.00492020553912109,-9.20386432228388,-33.0950952741056,0.041289993618708,-60.697792676415,-20.4873799174791,0.226377233837456,0.611,0.566,0.24675,0.2,0.144,-11.389175,-11.4025,-11.39341,-6.624585,-11.4816375,-11.9789375,-12.156955,96.6425345,40.61275,0.1666,-4.531,-9.7245,-9.6845,-9.459,-7.99,0,-5.3,0.5,-1.732,-0.915,178.79,263.2,227.79,262.21,-0.363,-0.07,0.09,-0.04,0.0755,-0.21,-0.55,-0.23,-0.503,-0.2,-2.1535,-0.5739,1.6425,3.626575,6.3809,7.6221,9.019925,10.290675,11.088575,-2.3111,-0.7005,1.8631,3.9029,6.4706,8.1305,9.2657,10.2736,11.052225,-1.6526,-1.057,1.3741,3.6292,6.3806,7.704,9.209,10.09195,10.9536,-1.5827,0.1417,2.8368,4.3205,6.7886,8.4374,9.7204,10.4917,10.9466,-2.9361,-1.2562,1.6565,3.509875,6.4328,7.7526,9.1658,10.154,10.8631,-14.878575,-11.186525,-101.359,2.46649429126597,1.86876616474381,2.12360297589557,1.86645732144576,1.9102829808383,1.8737277611917,1.74624633414372,1.88084709292934,1.79011401263861,1.93552538688397,1.82736790769907,2.02289169031303,1.97642648746409,417.328677121699,419.241201478293,416.700801306819,419.558071456554,416.394779272942,419.585542842355,415.908196344419,419.71712362731,421.600146483517,419.798193052076,421.486967938852,423.20455521769,418.172394613136,2019.70924642608,2017.93313834748,2019.90022135987
