DOY2,HR2,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,PA,RH,TA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.789149999999998,4.07165,0.144124999999997,6.00372499999999,103.61635,90.1925,-12.12225,11.701575,14.24625,20.19775,-4.82095,-3.9644,250.84,248.555
1,0.75,0.824749999999999,4.014625,0.160199999999998,6.58637499999999,103.610295,90.1,-12.1115,13.28905,14.015,20.1985,-4.6866,-3.927825,247.05,248.17
1,1.25,0.842074999999999,3.89095,0.171749999999998,6.38777499999999,103.6008875,90.0925,-12.111,13.573875,13.85775,20.19925,-4.525175,-3.692575,247.385,247.635
1,1.75,0.941175,3.7613,0.184874999999999,6.19052499999999,103.594475,90.0925,-12.11875,14.361175,13.83,20.2055,-4.486,-3.454075,244.0825,247.6475
1,2.25,1.179825,3.6319,0.200324999999999,5.86102499999999,103.5696,90.1925,-12.11075,16.182075,13.83925,20.2055,-4.561475,-3.437475,247.1175,248.2175
1,2.75,1.270475,3.547625,0.21845,5.71709999999999,103.56495,90.1925,-12.07525,12.332475,13.867,20.2085,-4.531225,-3.451575,249.6525,248.6575
1,3.25,1.253825,3.493075,0.34785,5.53567499999999,103.562895,90.1775,-12.098,20.521675,13.9595,20.2085,-4.431875,-3.571575,246.94,247.81
1,3.75,1.2529,3.336825,0.4328,5.075175,103.545365,90.1775,-12.2505,20.504125,13.83,20.21925,-4.677825,-3.450625,246.555,246.01
1,4.25,1.2529,3.2103,0.434675,4.621075,103.5263375,89.885,-12.59675,18.6896,13.83925,20.21,-4.85145,-3.3834,246.9375,245.625
1,4.75,1.25105,3.002225,0.434675,4.1566,103.5151775,89.855,-12.478,17.9673,13.82,20.21,-4.473525,-2.923375,247.0275,246.805
1,5.25,1.157,2.759175,0.434675,3.770575,103.515025,89.94,-12.4405,15.312725,13.83,20.21,-4.6712,-2.8944,252.3925,243.3925
1,5.75,1.1459,2.3852,0.43085,3.36595,103.50962,89.8475,-12.79275,11.73395,13.82925,20.21,-4.740775,-3.144875,246.43,242.8775
1,6.25,1.106125,2.07165,0.394974999999999,2.983975,103.5113425,89.74,-12.6915,11.66385,13.82925,20.21,-4.565425,-2.95285,247.76,242.8625
1,6.75,1.042875,1.488675,0.32375,2.5417,103.50035,89.8775,-12.6235,15.227325,13.82,20.21,-4.8528,-2.952725,255.9225,245.065
1,7.25,0.960274999999999,1.27765,0.29815,1.9965,103.489105,90,-12.277,13.3407,13.82,20.21,-4.8999,-3.4653,247.8375,245.2175
1,7.75,0.867474999999999,1.26195,0.213675,2.176725,103.4746825,89.8925,-11.5745,13.397825,13.82,20.21,-4.76875,-3.340525,249.7625,246.5275
1,8.25,0.729324999999999,1.0894,0.1161,2.22675,103.4629225,89.5475,-10.3695,13.1603,13.82925,20.21,-4.791375,-3.5616,243.4975,253.27
1,8.75,0.57595,0.885575,-0.000250000000000085,2.3022,103.4463175,89.4475,-10.3955,10.68645,13.82925,20.21,-4.873075,-3.53575,246.8675,255.38
1,9.25,0.4354,0.938824999999999,-0.0132750000000005,2.348375,103.4307875,89.3625,-10.41875,12.186525,13.83,20.21,-4.971075,-3.6699,246.3275,255.225
1,9.75,0.422525,1.010025,-0.0982500000000008,2.50995,103.425365,89.5925,-10.37075,13.141725,13.83,20.21,-4.867625,-3.5222,242.8125,254.045
1,10.25,0.411724999999999,1.1339,-0.138300000000001,2.66969999999999,103.41452,90.725,-10.465,7.207775,13.83,20.2085,-4.8625,-3.182275,244.4775,252.305
1,10.75,0.325299999999999,1.257,-0.185850000000001,2.83594999999999,103.4143675,91.265,-10.685,6.650425,13.82925,20.21,-4.70425,-3.038325,244.45,250.5925
1,11.25,0.298874999999999,1.399875,-0.252525000000001,3.066025,103.4007375,91.0725,-10.88925,7.005,13.82925,20.21,-3.858375,-3.046025,244.5175,249.235
1,11.75,0.226624999999999,1.565125,-0.257075000000001,3.2919,103.41644,90.965,-11.206,7.73247499999999,13.82925,20.21925,-2.701375,-1.2826,244.905,247.655
1,12.25,0.183149999999999,1.705225,-0.354200000000001,3.458875,103.4397575,90.9725,-11.15825,8.4341,15.9305,20.3125,0.744099999999998,4.710975,244.38,249.99
1,12.75,0.0989749999999997,1.833675,-0.381600000000001,3.5286,103.4506025,90.88,-11.3115,6.2183,20.7035,23.7975,4.82827499999999,12.177,248.2725,250.52
1,13.25,0.0231249999999999,1.99355,-0.451475,3.54815,103.4548675,90.88,-11.2445,8.87357499999999,26.12725,26.94,7.0895,6.46735,251.1475,251.3825
1,13.75,-0.00307500000000012,2.2469,-0.525325,3.792375,103.46351,90.88,-11.20125,7.24035,27.3675,28.615,7.85409999999999,8.30015,252.79,251.6825
1,14.25,-0.000875000000000412,2.324925,-0.5567,4.063325,103.46587,90.695,-11.32825,7.69802499999999,26.243,30.15025,6.21565,6.685,245.1575,249.78
1,14.75,0.299799999999989,2.5072,-0.360900000000009,4.1704,103.40792,90.7,-11.381,5.99349999999999,20.203,22.464,3.8598,3.96919999999999,245.2,247.5
1,15.25,-0.3849,1.99329999999999,-0.7032,2.83944999999999,103.47132,89.585,-12.86675,8.305675,13.93925,20.22,-0.0694000000000004,0.793524999999998,239.06,243.7175
1,15.75,-0.339375000000001,1.83182499999999,-0.779025,2.57464999999999,103.47564,89.77,-12.648,7.824975,13.82,20.21,-2.790925,-1.5324,241.84,244.685
1,16.25,-0.265850000000001,1.493825,-0.7825,2.1377,103.5149925,89.5,-12.803,11.049475,13.82,20.21925,-4.505625,-3.474,242.9475,244.3675
1,16.75,-0.221825000000002,1.29795,-0.789475000000001,1.9252,103.5611,89.455,-13.184,11.23105,13.82,20.21925,-4.90575,-3.816225,246.5775,244.28
1,17.25,-0.150075000000003,1.1615,-0.711425000000001,1.792375,103.61361,89.4175,-12.8525,6.95615,13.82,20.21775,-4.817025,-3.527225,246.9525,244.29
1,17.75,-0.0489500000000031,0.926849999999998,-0.697025000000002,1.494625,103.65722,89.425,-12.562,10.342475,13.82,20.108,-4.849275,-3.6156,248.5925,245.08
1,18.25,0.0936500000000035,0.866900000000001,-0.589899999999998,1.4805,103.72026,89.465,-12.546,12.9398,13.83,20.137,-4.4712,-3.55215,248.095,245.355
1,18.75,0.214350000000004,0.873200000000001,-0.512999999999997,1.6171,103.769365,89.69,-12.4245,10.9728,13.83,20.1755,-4.6789,-3.5371,248.58,245.775
1,19.25,0.339650000000004,0.959450000000001,-0.419899999999997,1.6747,103.79872,89.885,-12.1965,11.32865,13.83,20.204,-4.8337,-3.92045,250.805,246
1,19.75,0.358400000000004,1.12765,-0.323949999999997,1.92755,103.82667,90.085,-11.809,12.54185,13.83,20.21,-4.4405,-3.69835,249.85,246.59
1,20.25,0.358400000000004,1.5104,-0.226099999999997,2.40370000000001,103.870065,90.37,-11.7785,10.4497,13.83,20.2005,-4.42465,-3.87975,249.965,248.325
1,20.75,0.432500000000004,2.42455,-0.171949999999997,3.24570000000001,103.914805,90.185,-11.859,10.9263,13.83,20.0825,-4.21005,-3.64475,250.79,248.67
1,21.25,0.461000000000004,3.06635,-0.0892999999999963,3.75060000000001,103.870045,90.285,-11.859,8.6367,13.83,20.1985,-4.0039,-3.6012,256.945,249.37
1,21.75,0.500350000000004,3.55525,-0.0664999999999962,3.9258,103.81853,90.38,-11.83,9.8411,13.83,20.203,-4.32815,-3.6393,252.385,249.435
1,22.25,0.574100000000004,3.8496,-0.0635999999999964,4.0909,103.76688,90.385,-11.851,11.5096,13.83,20.205,-4.7103,-3.4269,251.375,248.985
1,22.75,0.620350000000004,4.14945,0.0287000000000035,4.20435,103.72358,90.29,-11.883,15.04505,13.83,20.218,-4.5646,-3.6341,249.975,248.775
1,23.25,0.696900000000003,4.3437,0.0565000000000031,4.4299,103.67782,90.095,-12.019,13.9073,13.83,20.2165,-4.96565,-3.65445,253.03,248.92
1,23.75,0.709800000000002,4.1692,0.0649000000000027,5.30475,103.647555,90.1,-12.0875,11.8727,13.8495,20.198,-4.997,-3.65295,252.43,248.88
