DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,428.5415,4.306,424.638,4.8295,2065.184,428.325,4.2925,422.787,4.689,2064.386,429.0205,4.301,425.438,5.0905,2066.1225,428.6465,4.2965,426.244,5.1155,2063.7335,3.91,-0.326,0.196,418.645,4.73,0.2435,-0.002,0.25,0.644,-0.054,0.276,-11.171,-0.63,0.666,3.44,2.545,0.61,-1.047,-1.166,-1.1545,-1.5145,-2.524,96.942,71.185,1.2245,-1.27,-0.47,-0.61,1.6,-2.55,3,-1.41,0.08,263.3,305.3,-51.75,276.75,306.8,0.17,-0.04,0,-0.05,0.16,-0.08,-0.18,-0.17,0.623,1.165,2.415,3.1465,4.5705,5.8145,7.523,8.95,10.5415,1.34,0.973,2.219,2.258,4.534,5.4155,7.2325,8.403,12.358,0.477,0.857,2.0055,2.7845,4.4565,5.724,7.808,8.778,10.796,1.088,1.842,2.384,3.1975,2.953,4.5445,5.1015,5.45,8.006,1.9325,2.4795,3.1355,3.882,4.643,6.6835,7.945,10.1095,11.834,-8.414,-8.074,-5.1275
1,0.75,429.0025,4.2355,423.2965,4.488,2071,428.592,4.2165,421.7445,4.588,2071.572,429.0445,4.2215,426.1555,4.977,2069.165,429.556,4.236,426.467,4.7015,2072.2915,3.987,-0.517,0.191,418.7185,4.5695,0.266,0.029,0.311,0.323,-0.1025,0.256,-16.049,-0.455,0.662,3.53,2.5,0.58,-1.212,-1.2095,-1.2245,-1.789,-2.2975,96.9435,72.84,1.111,-1.125,-0.375,-0.755,1.5,-2.54,3,-1.4,0.08,261.8,305.9,-52.89,274.7,306.8,0.17,-0.035,0,-0.05,0.16,-0.08,-0.18,-0.17,0.599,1.128,2.376,3.1415,4.568,5.8135,7.523,8.953,10.554,1.314,0.942,2.214,2.259,4.526,5.418,7.233,8.402,12.357,0.4655,0.834,1.9805,2.776,4.453,5.723,7.801,8.776,10.795,1.0205,1.81,2.3785,3.202,2.9505,4.555,5.098,5.451,8.005,1.924,2.424,3.1175,3.8835,4.655,6.6815,7.94,10.108,11.833,-8.625,-8.392,-5.281
1,1.25,428.724,4.129,423.895,4.7545,2073.5975,428.161,4.101,422.743,5.037,2076,429.2155,4.0915,426.2975,4.676,2074.21,429.502,4.123,426.1935,4.759,2074.379,4.039,-0.554,0.195,418.837,4.4775,0.269,0.023,0.3145,-0.0525,-0.086,0.242,-14.8565,-0.587,0.597,3.54,2.61,0.6,-1.149,-1.291,-1.4055,-1.954,-2.2855,96.947,74.2,1.052,-1.255,-0.535,-0.765,1.45,-2.54,3,-1.4,0.11,262.1,306.15,-51.08,276.95,306.4,0.17,-0.03,0,-0.05,0.14,-0.08,-0.18,-0.17,0.5455,1.089,2.37,3.136,4.567,5.8135,7.525,8.951,10.552,1.2995,0.928,2.186,2.254,4.5225,5.4155,7.2255,8.408,12.372,0.448,0.8215,1.967,2.763,4.4495,5.722,7.803,8.775,10.793,1.0095,1.783,2.355,3.197,2.998,4.551,5.0975,5.448,8.004,1.9,2.3875,3.1095,3.88,4.656,6.6805,7.9385,10.1065,11.832,-8.5375,-8.448,-5.436
1,1.75,429.585,4.318,424.654,4.746,2075.6,428.58,4.268,422.735,4.752,2075.9955,429.7935,4.2135,426.418,4.821,2078.045,429.459,4.117,426.672,5.095,2075.75,4.2755,-0.5815,0.199,418.893,4.6535,0.288,0.029,0.301,0.3535,-0.119,0.23,-15.736,-0.686,0.618,3.48,2.56,0.565,-1.18,-1.3765,-1.204,-1.886,-2.356,96.938,75.04,1.015,-1.205,-0.58,-0.92,1.6,-2.42,3.1,-1.385,0.11,261.6,304.9,-49.17,277.1,305.8,0.17,-0.04,0,-0.05,0.13,-0.08,-0.18,-0.17,0.519,1.051,2.3495,3.1325,4.562,5.8125,7.5205,8.949,10.538,1.327,0.928,2.182,2.241,4.521,5.4155,7.2255,8.414,12.371,0.442,0.805,1.928,2.751,4.4465,5.72,7.801,8.774,10.784,0.9755,1.7355,2.3645,3.1895,2.946,4.55,5.096,5.451,7.996,1.821,2.4045,3.1015,3.876,4.654,6.6785,7.9385,10.102,11.8305,-8.5565,-8.502,-5.1715
1,2.25,429.037,4.0965,424.7015,4.5375,2077.677,428.4805,4.1395,422.6695,4.55,2079.1975,429.274,4.172,426.691,4.676,2071.544,429.365,4.1565,427.053,4.9405,2073.96,4.005,-0.744,0.1965,418.835,4.613,0.242,0.026,0.3,0.687,-0.1195,0.2475,-15.8525,-0.5175,0.617,3.47,2.64,0.55,-1.435,-1.534,-1.4325,-2.063,-2.886,96.952,76.04,0.954,-1.63,-0.735,-0.97,1.4,-2.245,3,-1.35,0.09,259.8,304.35,-47.28,277.9,305.5,0.17,-0.04,0,-0.05,0.125,-0.08,-0.18,-0.17,0.486,1.0075,2.314,3.123,4.56,5.8125,7.513,8.947,10.536,1.297,0.9115,2.156,2.241,4.509,5.4155,7.237,8.414,12.388,0.4205,0.795,1.918,2.745,4.434,5.718,7.801,8.773,10.79,0.977,1.699,2.347,3.195,2.9445,4.544,5.094,5.449,7.995,1.76,2.348,3.087,3.862,4.6305,6.669,7.932,10.101,11.8285,-8.835,-8.344,-5.187
1,2.75,428.499,4.104,424.077,4.4485,2073.875,428.193,4.0755,422.811,4.555,2080.106,428.94,4.098,426.406,4.404,2081.577,429.2855,4.122,426.5845,4.643,2074.075,4.074,-0.971,0.184,418.7625,4.516,0.255,0.004,0.288,0.293,-0.19,0.2405,-15.254,-0.55,0.6355,3.39,2.54,0.61,-1.691,-1.746,-1.7525,-2.251,-2.947,96.949,76.01,0.953,-1.52,-0.78,-0.97,1.5,-2.28,3.05,-1.355,0.08,258.6,303.4,-46.715,276.7,305.35,0.17,-0.04,-0.01,-0.05,0.14,-0.08,-0.18,-0.17,0.451,0.991,2.285,3.118,4.557,5.812,7.514,8.952,10.535,1.281,0.902,2.153,2.2375,4.539,5.416,7.2405,8.406,12.387,0.4145,0.7815,1.9065,2.737,4.417,5.717,7.799,8.772,10.788,0.961,1.665,2.331,3.191,2.9425,4.539,5.093,5.4485,7.994,1.7505,2.315,3.073,3.852,4.621,6.665,7.93,10.101,11.8275,-8.998,-8.959,-5.5875
1,3.25,428.439,4.097,424.5795,4.5365,2070.9125,428.243,4.0475,422.603,5.013,2080.6815,428.529,4.12,426.6255,4.6195,2075.346,428.6765,4.0505,426.403,4.586,2078.8595,3.986,-1.186,0.195,418.671,4.448,0.3215,0.0055,0.332,0.682,0.0205,0.236,-14.8235,-0.335,0.62,3.4,2.7,0.59,-1.812,-1.81,-1.704,-2.205,-3.221,96.938,76.655,0.953,-1.615,-0.98,-1.235,1.5,-2.43,3,-1.345,0.1,259.5,302.4,-51.16,273.6,304.65,0.17,-0.04,-0.01,-0.05,0.13,-0.08,-0.18,-0.17,0.433,0.939,2.2785,3.112,4.559,5.8125,7.515,8.958,10.5485,1.238,0.895,2.153,2.231,4.5205,5.4155,7.236,8.4055,12.3855,0.3815,0.751,1.899,2.73,4.436,5.716,7.798,8.77,10.779,0.944,1.63,2.339,3.181,2.89,4.535,5.101,5.441,7.993,1.704,2.2595,3.04,3.851,4.6115,6.664,7.926,10.1,11.826,-8.922,-8.867,-5.427
1,3.75,429.365,3.983,424.72,4.5045,2084.5,428.4945,3.9835,424.197,4.801,2091.661,429.586,3.965,426.566,4.51,2082.631,429.8335,4.024,427.111,4.881,2074.385,3.981,-1.37,0.194,418.958,4.37,0.3545,-0.027,0.339,0.563,-0.024,0.252,-16.591,-0.369,0.602,3.35,2.515,0.61,-1.816,-1.966,-1.742,-2.6205,-3.395,96.924,76.08,0.9285,-1.78,-1.19,-1.38,1.5,-2.475,3,-1.32,0.1,261.2,301.35,-48.46,274.85,303.9,0.17,-0.04,0,-0.05,0.15,-0.08,-0.18,-0.17,0.41,0.9275,2.2705,3.105,4.561,5.813,7.5155,8.942,10.532,1.204,0.897,2.153,2.236,4.536,5.418,7.23,8.405,12.366,0.338,0.758,1.893,2.724,4.4285,5.714,7.797,8.769,10.77,0.9105,1.632,2.326,3.182,2.888,4.531,5.1025,5.44,7.992,1.6475,2.2125,3.0315,3.845,4.612,6.662,7.924,10.097,11.8245,-9.1265,-8.903,-5.575
1,4.25,429.384,4.108,425.141,4.5245,2077.874,428.645,4.052,422.964,4.588,2081.763,429.634,4.059,426.712,4.785,2077.24,429.714,4.018,426.762,4.7945,2081.42,3.8605,-1.36,0.2,418.535,4.382,0.3275,-0.0125,0.282,0.152,-0.0355,0.258,-12.9705,-0.361,0.59,3.37,2.6,0.61,-1.924,-2.089,-1.8445,-2.6195,-3.476,96.935,75.71,0.942,-1.98,-1.3,-1.39,1.55,-2.41,3,-1.33,0.09,258.4,301.8,-48.54,273.6,304.3,0.17,-0.04,-0.01,-0.05,0.14,-0.08,-0.18,-0.17,0.3865,0.913,2.255,3.096,4.556,5.824,7.5165,8.939,10.531,1.1425,0.89,2.158,2.23,4.54,5.419,7.2,8.381,12.365,0.333,0.7365,1.892,2.717,4.411,5.712,7.7935,8.767,10.768,0.907,1.6245,2.3135,3.183,2.886,4.527,5.104,5.4385,7.991,1.576,2.1735,3.0235,3.833,4.621,6.661,7.931,10.096,11.823,-9.178,-8.9165,-5.626
1,4.75,429.2485,4.1385,424.265,4.661,2070.831,428.277,4.0755,422.9555,4.7905,2085.25,429.3645,4.037,426.581,4.832,2082.278,429.503,4.03,426.432,4.783,2073.219,3.8965,-1.5325,0.1945,418.239,4.376,0.305,-0.018,0.243,0.34,-0.149,0.2605,-13.893,-0.311,0.655,3.26,2.37,0.585,-2.037,-2.221,-2.058,-2.608,-3.608,96.938,76.615,0.918,-1.73,-1.22,-1.36,1.5,-2.255,3,-1.3,0.08,260.7,301.15,-48.015,272.8,303.7,0.17,-0.04,-0.01,-0.05,0.14,-0.08,-0.18,-0.17,0.375,0.901,2.251,3.086,4.554,5.824,7.516,8.9375,10.5295,1.07,0.8775,2.166,2.228,4.525,5.4155,7.198,8.378,12.3815,0.305,0.718,1.8795,2.6935,4.404,5.71,7.804,8.766,10.774,0.869,1.602,2.2905,3.1825,2.883,4.53,5.105,5.44,7.99,1.534,2.168,3.029,3.816,4.633,6.657,7.9315,10.1,11.8215,-9.18,-9.027,-5.8245
