DOY2,HR2,USTAR,WS,TA_1_1_1,RH_1_1_1,VPD_1_1_1,PA_1_1_1,TA_1_2_1,RH_1_2_1,NEE,FC,H,LE,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,CO2,H2O,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,CO2_SIGMA,H2O_SIGMA,G,SG,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,NETRAD,TA_1_3_1,RH_1_3_1,TA_1_4_1,TS_2_1_1
1,0.25,0.2264481,2.868212,1.27588225,62.56688,4.82778939,82.18525,0.4534047,80.3,0.3742381725,0.3223291025,-3.0465205,3.1031886,0,1.481004,268.5938,305.29475,0.03628,0,408.44875,4.770854,0.55775,0.6575,1.20375,2.16425,3.76175,0.600301,0.06717585,-7.4405995,0.81916325,-0.00700160675,0.7130338,0.883055525,0.2429967,2.091742,0.93746655,-34.3324,-0.55318255,72.46026,-0.415070325,0.0458786525
1,0.75,0.21236615,2.8156575,0.7774594,64.24542,4.901970075,82.18907,0.104888385,80.0075,0.3979615675,0.3550694,-3.5966484,3.17077855,0,1.574528,268.838375,304.7087,0.03628,0,408.47925,4.910312,0.569,0.666,1.21025,2.16175,3.756,0.617964075,0.07196864,-6.24112125,-0.274658825,-0.0094888585,0.749567025,0.72214625,0.238216125,1.29344225,0.876361925,-41.9609025,-0.418628625,73.964505,-0.2716022,-0.0294720925
1,1.25,0.218187175,2.7187705,0.88241775,65.45406,4.678146065,82.159255,-0.0354881435,81.4,0.352248845,0.2866625,-4.6820561,3.09576034,0,1.82605675,260.195,304.669825,0.03628,0,408.42,5.00824325,0.5835,0.67,1.213,2.164,3.761,0.6231332,0.06345315,-7.977092,0.8576905,-0.0140031775,0.70240215,0.7416104,0.245363375,1.6794085,0.9158775,-63.436,-0.5439788,74.78339,-0.300214475,0.057810825
1,1.75,0.2110046,2.723188,0.7837678,64.220185,4.54840456,82.17337,-0.09928765,82.1,0.26485304,0.2657843,-1.0686964,2.2546297475,0,1.590595,262.3736,303.946,0.03628,0,408.44,4.9917485,0.5635,0.66225,1.20925,2.163,3.7595,0.587919575,0.07231752,-14.5457875,-1.39965,-0.008215212,0.7808018,0.76676175,0.203271875,1.4783685,0.863326925,-58.336965,-1.00900425,73.834385,-0.958076875,0.0207988725
1,2.25,0.190652175,2.78022725,0.929592175,64.910915,4.644914835,82.18,-0.228,81.778075,0.35143109,0.285475605,-2.8024565,2.2125695,0,1.642307,263.6659,302.52495,0.03628,0,408.842375,4.944372,0.5475,0.659,1.205,2.162,3.76,0.68689715,0.071872925,-14.776145,-1.337041,-0.007501229,0.774490875,0.787207525,0.20706275,1.62269875,0.920245375,-50.42036,-1.2052375,76.37319,-1.021389675,-0.0334664575
1,2.75,0.1986872,2.709407,0.8135469,64.047925,4.5481932175,82.19219,-0.304392825,82.375,0.29011202,0.266540755,-0.3319435,2.10148563,0,1.711703,265.58,301.5343,0.03628,0,408.38,4.8381085,0.5635,0.65525,1.21025,2.16225,3.7605,0.714667875,0.0661079125,-14.7043175,-1.28180875,-0.007774247,0.6311742,0.83574265,0.20637965,1.3886505,0.959738175,-49.3183675,-1.7165125,76.415855,-1.494065,-0.12765148975
1,3.25,0.1946876,2.886736,0.6906465,63.785955,4.52025449,82.2015,-0.612,82.8,0.28464493,0.26633134,-1.28930875,2.75716658,0,1.780147,264.4775,302.296025,0.01814,0,408.8217,4.69468625,0.563,0.67,1.212,2.1625,3.7615,0.58413745,0.0638277075,-14.12949,0.07418453,-0.0074229625,0.6358711,0.708159725,0.202684875,1.70955775,0.82493,-41.00516,-1.44209425,74.0872,-0.679066925,-0.385935875
1,3.75,0.1879567,2.568115,0.5426866,62.777015,4.37248,82.16575,-0.57525,82.475,0.27037475,0.276437445,-0.858334,1.7119800425,0,1.7303805,260.28045,299.6063,0.03628,0,408.16,4.615978,0.55925,0.66375,1.21,2.162,3.76175,0.651634625,0.06830957,-14.35848,0.72482555,-0.00829989675,0.69686785,0.5912634,0.213593425,1.69294225,0.89270005,-48.46241,-1.20860025,74.101765,-0.817112875,-0.3963604
1,4.25,0.176745,2.609543,0.59700595,65.081375,4.167926235,82.17825,-0.669070875,83.05,0.307044035,0.32126768,-1.788132,1.73075635,0,1.749632,259.7491,299.0092,0.01814,0,408.30325,4.739187,0.5525,0.6735,1.2135,2.1625,3.76075,0.637207325,0.0575375025,-14.61954,-0.297730325,-0.008925172,0.6897594,0.756472475,0.2320899,1.222608,0.69678085,-47.2388,-1.443261525,76.578475,-0.6389885,-0.25010115
1,4.75,0.18280775,2.71233225,0.1873295,64.55901,4.3654961975,82.174,-0.74,83.6,0.3231013,0.2847809525,-3.365113925,1.5510145575,0,1.51309,257.966275,298.90105,0.03628,0,408.130725,4.7622935,0.566,0.677,1.215,2.164,3.764,0.6054663,0.064654135,-9.27383175,1.777122,-0.0066846625,0.73743805,0.79521845,0.22231425,1.0854706,1.01650625,-39.8017975,-1.21304725,75.68065,-0.981010625,-0.657760375
