DOY2,HR2,TA_1_1_1,RH_1_1_1,VPD_1_1_1,H2O_1_1_1,RH_1_1_2,WS_1_1_1,PA_1_1_1,PA_1_1_2,CO2_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,USTAR_1_1_1,TAU_1_1_1,H_1_1_1,FC_1_1_1,LE_1_1_1,WS_1_1_2,T_SONIC_1_1_1,G_1_1_1,G_1_2_1,G_1_3_1,G_2_1_1,G_2_2_1,G_2_3_1,G_3_1_1,G_3_2_1,G_3_3_1,T_CANOPY_1_1_1
1,0.25,-12.086164,66.7768805,0.366628,2.732027,64.656413,1.35191,68.950717,69.519935,416.6056205,-56.234521,-0.337292,-2.87512,0.370537,212.093033,250.435917,0.149096,-0.200418,-31.127478,0.3950295,-2.145285,1.3854405,-10.9880875,-2.635562,-3.014862,-3.1169965,-2.690269,-2.2217825,-2.7046155,-2.7399515,-2.812065,-2.6459745,-17.889707
1,0.75,-11.862604,67.89483775,0.40308575,2.64668575,66.59716,1.6114465,68.920374,69.5022465,416.033804,-59.131633,-0.337296,-2.9838865,0.361365,211.8100085,253.1558585,0.1575685,-0.196303,-29.4785455,0.230218,-1.807878,1.5941365,-10.8204405,-2.71021125,-3.07969475,-3.1087825,-2.67681625,-2.21411875,-2.70526075,-2.74628275,-2.81143525,-2.64586325,-18.375723
1,1.25,-11.7595955,69.97226325,0.3099715,2.6305935,66.590832,1.610576,68.9432565,69.5290925,415.53172,-53.0589765,-0.337343,-3.0551805,0.239926,213.806942,252.0195665,0.11877125,-0.26986125,-24.938907,0.15153625,-1.9097775,1.670451,-10.772138,-2.7065115,-3.07946925,-3.10661175,-2.676841,-2.21374375,-2.7058215,-2.74662475,-2.80108,-2.64589825,-18.934678
1,1.75,-11.999069,66.01932175,0.32993475,2.56613175,63.201212,1.5812845,68.91903525,69.52734025,415.391059,-61.94011325,-0.337269,-2.950439,0.26935775,208.92315025,250.385229,0.127487,-0.181537,-26.647031,0.27031525,-2.16960325,1.68453,-10.846359,-2.68341875,-3.03028925,-3.12279325,-2.702856,-2.22872325,-2.7069625,-2.76192625,-2.80641625,-2.6460825,-19.221217
1,2.25,-11.810547,63.08002,0.334608,2.584043,61.8186715,1.4338625,68.92875725,69.5366705,415.3824125,-60.585564,-0.3373115,-3.22633925,0.25941975,212.9955705,253.43435,0.128695,-0.167059,-28.97987225,0.264256,-0.786027,1.418656,-10.83798625,-2.698549,-3.033224,-3.130735,-2.716038,-2.236141,-2.707395,-2.77135,-2.811823,-2.646126,-17.85939475
1,2.75,-11.761533,61.611732,0.360233,2.54105,59.81874425,1.33224225,68.91806925,69.50155775,414.342555,-58.960701,-0.337298,-2.44025025,0.2863965,214.1965045,252.43324575,0.14280225,-0.150025,-25.90542625,0.24872825,-1.02103925,1.338671,-10.92928675,-2.714316,-3.023977,-3.130626,-2.716094,-2.236062,-2.707413,-2.771372,-2.81134,-2.646015,-18.47512025
1,3.25,-12.47092,62.776152,0.256999,2.519798,59.84397625,1.44976,68.8529455,69.418947,415.373079,-51.64891375,-0.337317,-2.62210125,0.1748085,214.45272475,254.06832475,0.1359605,-0.224045,-25.9341785,0.162298,-0.221143,1.529989,-11.240794,-2.730555,-3.023893,-3.13053,-2.715408,-2.235995,-2.707429,-2.772106,-2.811507,-2.645916,-17.5178105
1,3.75,-12.0403035,63.4563165,0.3717695,2.7234305,56.8788885,1.346357,68.792822,69.396755,415.650308,-51.099889,-0.3372815,-2.587311,0.172826,214.274833,255.426567,0.156412,-0.169376,-25.81431275,0.2415375,-1.3912715,1.470381,-11.412612,-2.7268525,-2.9559005,-3.1458095,-2.72763,-2.250231,-2.724485,-2.7909455,-2.8119315,-2.646243,-16.962488
1,4.25,-12.1713635,65.049396,0.399045,2.7249595,55.23085725,1.530433,68.77692,69.365783,415.26465725,-47.453835,-0.337312,-2.126262,0.190747,226.24415,254.3589,0.1663045,-0.158304,-26.28978,0.261354,-0.719381,1.603483,-11.741949,-2.7206755,-2.9687165,-3.1475475,-2.7280295,-2.250249,-2.720488,-2.786514,-2.812031,-2.646194,-16.51314825
1,4.75,-12.56808925,62.76202325,0.33654275,2.61001775,55.66006875,1.454919,68.799898,69.320543,415.404215,-40.564656,-0.3372785,-2.13449,0.206428,227.249433,256.851583,0.159671,-0.260656,-20.230683,0.182262,-1.349,1.48675825,-10.7681855,-2.72278875,-3.00323475,-3.1532565,-2.7345475,-2.2573605,-2.7260425,-2.79233425,-2.812282,-2.6463105,-16.7881635
