DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,FC_1_1_1,FC_1_2_1,FC_1_3_1,FCH4_1_1_1,SC_1_1_1,SC_1_2_1,SC_1_3_1,SCH4_1_1_1,H,H_1_1_1,H_1_2_1,H_1_3_1,LE,LE_1_1_1,LE_1_2_1,LE_1_3_1,SH_1_1_1,SH_1_2_1,SH_1_3_1,SLE_1_1_1,SLE_1_2_1,SLE_1_3_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,USTAR_1_1_1,USTAR_1_2_1,USTAR_1_3_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,PPFD_IN_1_1_1,NEE,NEE_1_1_1,NEE_1_2_1,NEE_1_3_1,RH_1_3_1
1,0.5,365.215,367.265,368.395,0.1636176,0.2174663,0.1615464,1816.002,1816.002,1816.002,-4.2884011,-1.3410825,-1.11024525,-4.6184545,-5.69878235,-2.041472375,-0.5243303975,-17.550304,-60.32801,-66.116872,-65.572133,-56.8244755,-15.652477,-15.3863425,-7.22662365,-9.3254979,-134.24036,-49.66400025,-12.10253525,-51.895754,-17.225465,-4.35023455,0,0.36875,1.0727469,0.02854947875,0.040147843,0.0616314715,94.0478645,-26.128898,-25.236089,-27.2427155,0,-1.5283904,-7.43350795,-1.91238725,-1.168197475,67.413974
1,1.5,365.3,367.065,368.195,0.17546432,0.211253,0.1677598,1816.002,1816.002,1816.002,-2.141087,-1.223475175,-1.09021315,-7.58819865,-4.3553702,-1.73624175,-0.473134875,-13.318266,-64.750287,-92.39218775,-86.98345675,-57.319191,-12.57229625,-13.189,-5.8812985,-8.845177,-122.4194,-54.0064525,-12.1235785,-51.8202595,-14.98018425,-3.82849215,0,0.3645077,0.9,0.029225306,0.033609184,0.05166056875,94.02072525,-26.532102,-25.6175,-28.008795,0,-1.536962425,-5.0813105,-1.63377405,-1.12495565,68.4213545
1,2.5,365.3,367,367.9875,0.17409736,0.2050397,0.16619389,1816.002,1816.002,1816.002,-3.002348425,-1.048851675,-1.150612,-5.3773416,-4.93006375,-1.5136491,-0.39629026,-12.72535225,-65.1048475,-80.93755675,-76.84168625,-57.585745,-14.3308415,-17.93221175,-5.844619375,-11.53301875,-116.4019925,-50.40433625,-12.495984,-55.01854125,-15.457342,-3.87836625,0,0.4308232875,0.705180275,0.027044175,0.037140825,0.0562130525,94.0302335,-26.36217,-26.1271195,-28.551325,0,-2.1446468,-6.410634,-1.515775025,-1.34125395,69.5097985
1,3.5,365.4,366.865,368.26,0.176147755,0.1988264,0.1677598,1816.002,1816.002,1816.002,-1.651051275,-1.10283225,-1.6216572,-9.57140525,-4.9486622,-1.4777308,-0.455789875,-10.717528,-54.88886075,-65.650425,-82.8465825,-45.3485515,-16.380148,-21.16127125,-7.2158122,-10.775904,-117.867795,-47.7392125,-12.330882,-49.384624,-15.47805075,-3.88980095,0,0.62801796,0.78286465,0.040072034,0.029718576,0.0487651925,94.049567,-26.727632,-26.33805825,-28.8955835,0,-1.6095118,-4.64573605,-1.51639785,-1.33898235,70.051592
1,4.5,365.4125,366.93,368.5,0.18149901,0.19401276,0.1603503425,1816.002,1816.002,1816.002,-3.5235104,-0.9879519,-1.283244575,-5.121001175,-5.29729375,-1.724555625,-0.4890923875,-12.99146375,-66.151444,-79.797785,-80.11032,-53.242646,-12.15255325,-32.808599,-5.5135048,-7.66678525,-118.284905,-46.2638825,-11.224473,-50.653814,-15.4110785,-4.29257245,0,0.52455191,0.95481696,0.02282646,0.030942634,0.054651467,94.028698,-26.781796,-26.67147225,-30.005,0,-1.4141211,-5.9467706,-1.365298275,-1.065369,70.585
1,5.5,365.2,366.6025,368.6,0.1679358775,0.189779225,0.1615464,1816.002,1816.002,1816.002,-2.4152845,-1.075448625,-1.85900075,-6.007679475,-5.88402095,-2.3558887,-0.5820007025,-13.291765,-66.858285,-104.83991875,-60.5079685,-57.112834,-16.35464875,-23.7493025,-7.46900175,-13.03578375,-120.04434,-48.271816,-12.60040125,-55.212199,-16.08511875,-4.12697095,0,0.29847144,0.814,0.03090490975,0.0399353545,0.0595587075,93.986339,-27.056332,-27.107092,-30.1023835,0,-1.8235319,-4.80660665,-1.62561545,-1.66080395,70.3565005
1,6.5,365.315,366.735,368.57,0.1677598,0.18350804,0.16589578,1816.002,1816.002,1816.002,-2.894747,-0.87910428,-1.281216,-4.66900195,-6.480322325,-2.16483125,-0.59683785,-11.919372,-72.5323125,-103.21284,-86.06344,-61.22758425,-15.03862625,-19.6698275,-5.3417045,-10.5334315,-109.53219,-52.45705,-12.507984,-54.645722,-15.354908,-4.249640775,0,0.6511864475,0.778,0.022167095,0.03050735,0.0637864545,94.021,-27.2539615,-27.527,-30.2,0,-1.508202,-6.6606948,-1.824840775,-1.25201265,71.036452
1,7.5,365.3,366.8,368.3675,0.169313125,0.1774421125,0.15443217,1816.002,1816.002,1816.002,-1.57293465,-1.373819825,-1.152133925,-8.55286345,-5.46001325,-2.0793508,-0.5286198,-15.22764,-65.9921435,-86.0160325,-107.5744825,-66.571015,-13.366575,-35.880357,-7.1722559,-10.9941805,-115.709765,-40.446374,-10.942162,-48.328001,-15.19959775,-3.73275035,0.0686039200000003,0.87939704,0.96590253,0.0305097,0.033347344,0.0581341675,94.044968,-27.53410275,-27.70396775,-30.36,0,-1.69709175,-3.588642925,-2.18020485,-1.16144645,71.64380475
1,8.5,365.225,366.865,368.54,0.1680445625,0.1738899125,0.1615464,1816.002,1816.002,1816.002,-2.817850625,-1.1202486,-1.6288879,-8.1348422,-4.7299424,-2.0226742,-0.595649125,-14.322805,-52.69242125,-73.0543305,-64.0177975,-54.5339545,-15.2039755,-23.09538,-7.92289,-12.794097,-108.01912,-35.61534375,-8.70574605,-54.27897,-17.426584,-4.68710975,0.0539157375000001,0.30515585,0.77248943,0.034252425,0.0420087915,0.06973496375,94.0372575,-27.783567,-27.4,-30.215,13,-1.8610945,-5.026568375,-2.3894156,-1.386743775,71.200173
1,9.5,365.3125,367,368.86,0.16341042,0.1845357625,0.1615464,1816.002,1816.002,1816.002,-2.8503387,-1.9083548,-1.352825,-8.723779575,-5.642006,-2.402759775,-0.786526985,-15.89121,-32.1449655,-93.171203,-85.94194425,-40.728913,-12.4566925,-20.01785475,-8.8578333,-16.06623175,-68.68032075,-25.641351,-6.1100917,-45.87662125,-17.5706855,-4.6821134,0.1379483,0.2900921,0.7743590325,0.034394145,0.058652955,0.11807265,94.0832265,-27.52113225,-26.944,-28.527855,33.425,-2.20271675,-6.1040551,-2.452636,-1.6656963,67.402163
1,10.5,365.6,367.8,368.31,0.167035,0.2097411,0.1835131375,1816.002,1816.002,1816.002,-2.931943,-1.77957435,-2.511493575,-10.7102217,-5.263761925,-2.6900036,-0.8680016,-19.314732,-20.72962,-91.7875585,-80.176117,-23.996143,-16.974788,-27.018165,-8.44493395,-18.1229745,-63.77294,-18.2240275,-4.1285575,-53.84973675,-18.42883175,-4.87479135,0.36950899,0.3,0.80534092,0.041058275,0.069661675,0.15177059,94.11,-26.5903065,-25.8565905,-25.5533475,56.85,-2.8186699,-5.125423,-2.96093575,-2.6784136,63.3943825
1,11.5,365.6,367.91,367.95,0.173949715,0.22353473,0.2175959375,1816.002,1816.002,1816.002,-7.19006285,-1.7199759,-2.46972045,-8.033916675,-5.17013005,-2.773233825,-0.78695723,-18.252544,-20.04172125,-117.69295,-61.9554475,-15.3480535,-15.02032175,-28.1732205,-10.246199,-18.257316,-78.780563,-22.446777,-5.297042375,-49.8610395,-19.851735,-4.770458,1.2691015,0.30791646,1,0.052945775,0.086708274,0.19491912,94.014336,-25.794783,-25.160801,-23.506273,75.9881695,-2.80283655,-7.353585125,-2.5833469,-2.6667526,55.708857
