DOY2,HR2,H,LE,FC,USTAR,CO2,H2O,T_SONIC,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,NETRAD,PPFD_IN,PPFD_OUT,G_1_1_1,G_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1
1,0.25,0.40966317499999,27.1211725,8.889607,0.467172,497.539525,13.70383,17.977375,4.760443,1.74587306772373,1.50506105629743,0.669649499883941,15.01925,96.29,101.566515,-14.996,0,0,11.1795,2.1794,12.39125,13.154,13.52875,13.4805,13.24025,12.8365,13.35275,13.83275,13.958,13.22825,12.99075,13.53575,13.74575,13.60325,13.305,11.49625,11.61175,11.5665,11.412,11.4785
1,0.75,23.48695,19.73066,8.52123,0.47592525,485.6955,12.73057,18.066925,4.624173,1.53862959932545,1.52941136849084,0.642531693061885,14.26925,96.0125,101.5690025,-10.2515000000001,0,0,10.63025,1.995225,12.356,13.06175,13.49625,13.45,13.255,12.713,13.21625,13.7205,13.91225,13.2395,12.9115,13.44875,13.6665,13.58925,13.31975,11.45975,11.58175,11.55325,11.37825,11.47175
1,1.25,20.95868,34.3858225,10.61438,0.512451,478.9881,13.01567,18.19625,5.2412735,1.8719807579301,1.41131059451591,0.722635427633816,14.1485,96.6825,101.5609325,-10.2375,0,0,10.343,1.861575,12.206,12.96875,13.47125,13.4265,13.21375,12.599,13.07675,13.61225,13.86875,13.20825,12.804,13.32925,13.6095,13.574,13.31975,11.403,11.5485,11.53325,11.36825,11.482
1,1.75,5.20615199999995,41.229275,9.19832875,0.551907775,479.30685,13.41714,18.062175,5.2431185,1.66304135798255,1.59274391921901,0.731554823358273,14.15175,97.4725,101.5587775,-7.34685000000003,0,0,10.35775,1.7398,12.22025,12.88575,13.42125,13.3965,13.18725,12.48325,12.9355,13.50575,13.83525,13.22425,12.65525,13.20275,13.53775,13.55225,13.295,11.35625,11.5185,11.51325,11.365,11.48575
1,2.25,10.784805,37.61618,11.34335525,0.474005275,492.99345,12.620665,17.995725,5.2015925,1.80233482028889,1.50597758693017,0.643962676445399,14.262,97.455,101.5541675,-10.741,0,0,11.00125,1.583125,12.106,12.765,13.3375,13.36825,13.21025,12.40975,12.7565,13.37325,13.74575,13.2625,12.53725,13.042,13.4265,13.52875,13.3115,11.269,11.48175,11.4965,11.36175,11.499
1,2.75,3.33724875,32.9770075,9.05680849999999,0.4430179,518.531075,13.11308,17.907125,4.46032025,1.66332281666016,1.3589191624021,0.577811307339104,14.1705,97.725,101.5459175,-8.77049999999999,0,0,9.59625,1.36445,11.99125,12.64725,13.26375,13.32,13.1985,12.285,12.65125,13.242,13.651,13.26075,12.4475,12.883,13.32175,13.5135,13.3015,11.148,11.44825,11.48325,11.36175,11.509
1,3.25,16.3768119999999,39.33934,8.43335149999999,0.523875025,502.39975,12.44911,17.9393,4.0179655,1.68515915676634,1.35593940477126,0.550583270159622,14.167,97.4825,101.539975,-12.54725,0,0,9.86025,1.16605,11.8565,12.549,13.19875,13.2665,13.182,12.1715,12.55425,13.132,13.57575,13.23075,12.337,12.76825,13.23825,13.4865,13.285,10.9635,11.37775,11.4565,11.35525,11.499
1,3.75,11.319845,41.93945,10.74530875,0.440064775,499.845175,12.32406,18.123725,4.985515,1.91567159811847,1.37747286894741,0.61210025476399,14.053,97.495,101.5264325,-11.257,0,0,9.47575,0.977500000000001,11.78775,12.45425,13.135,13.21,13.162,12.03375,12.45775,13.01725,13.49925,13.2155,12.22225,12.6795,13.14175,13.4695,13.27325,10.81625,11.294,11.4095,11.33875,11.49575
1,4.25,13.92166,35.8695925,9.87118349999999,0.4650937,503.2689,12.626815,18.188725,4.890985,1.77901393198202,1.62321145493557,0.613850936022895,13.7965,97.7425,101.5134975,-10.178,0,0,9.159,0.788725000000001,11.711,12.36475,13.07,13.1635,13.15375,11.91425,12.3695,12.90775,13.41625,13.22025,12.144,12.60725,13.04875,13.45425,13.255,10.73275,11.22025,11.376,11.33225,11.46925
1,4.75,-0.857906900000001,35.448675,8.54348,0.492724,622.344075,13.499655,18.168175,4.6772355,1.60354115031224,1.38557423449732,0.652227402018706,14.02375,98.195,101.50794,-15.43975,0,0,8.8025,0.594625000000001,11.63575,12.2765,12.99625,13.09875,13.13725,11.74775,12.283,12.79475,13.3315,13.21025,12.0905,12.5415,12.95575,13.41425,13.23675,10.69325,11.16675,11.3425,11.329,11.493
