DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,G_1_1_1,G_3_1_1,G_2_1_1,NETRAD,PPFD_BC_IN_2_1_1,T_CANOPY_2_4_1,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,2.24205909727611,10.662585347367,0.349287757372426,0.976072944658309,-0.789214294165939,0.209853462445533,-10.1181930824851,-11.5136479429281,0.15637324797234,-52.6157450356121,-4.21353886703091,0.522698823356011,1.175,0.63,0.365,0.3475,0.29,9.809725,9.991,9.614575,9.36605,8.57405,7.686775,7.4638,83.434505,70.22,2.18965,9.485,9.315,9.26,9.7475,0.1,-4.6,0.7,-1.6725,-0.055,273.375,366.575,362.75,369.05,-0.81,-0.16,-0.02,-0.02,0.02,0.0375,0.09,0.08,0.4,-2.20475,-4.213,-4.11075,-99.19,-0.15,10.27,11.5768129292281,14.7263428676421,12.8356773136383,14.3925408497642,12.324478517644,14.8005805387104,13.5240365113024,14.8301483157374,14.3599110341912,14.4827085388147,12.7841586044139,14.6469119091349,12.6138542212586,406.962917525417,409.14382562782,410.679123607011,409.514775795478,411.280210879525,409.982691613835,409.983775907239,411.776266012146,415.309562331663,415.279570206437,416.880365408835,419.654220003907,420.131789967934
1,0.75,1.73485800950425,11.015521875556,0.335602253113873,0.152149558127474,-0.406873479459336,0.38325901695255,-13.7873861644623,-8.98539121261691,0.147341633540564,-71.3797284039603,-5.34476196904314,0.497270307786115,1.0175,0.6275,0.3575,0.345,0.29,9.9469,10.012,9.693475,9.2961,8.2635,7.76,7.16065,83.43131,65.6225,3.085425,9.325,8.68,9.0725,9.575,0.1,-4.85,0.6,-1.59,-0.16,272.775,365.8,361.275,368.625,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.1,0.08,0.4,-2.24775,-4.14875,-3.4505,-96.98,-0.15,10.1875,10.8189321273612,13.8866947145334,11.980985807235,13.2447831025304,12.8709625335357,13.4884378347271,12.0032091364269,14.2766494878786,12.3016691516019,13.870495938202,12.0538038086864,14.0976494313192,12.2744494599374,406.519788283322,408.72108434669,410.704824098499,409.193379976117,410.889045339355,409.76730099961,411.587114726974,411.747849301512,414.8338494735,414.909511192358,417.113988127825,419.041326784773,424.993171913475
1,1.25,1.62819344491732,10.9802855465091,0.328432624975356,0.272591391037877,-0.43855284294917,0.399456716562561,-28.0950308785912,-7.07975176990506,0.138613827246213,-58.5261817652911,-5.41463461574373,0.523077955869268,0.9125,0.59,0.34,0.33,0.32,9.870675,9.98,9.692475,9.38075,8.1681,7.6138,7.5708,83.412435,71.785,0.7688,9.2375,8.975,9.1225,9.545,0.1,-4.885,0.6,-1.645,-0.345,273.55,364.925,362.975,366.3,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.1,0.08,0.4,-2.888,-4.8075,-4.491,-97.695,-0.15,10,11.1409434797027,14.2903828596289,11.5994124138874,14.1584920750074,11.645395297503,14.6591888853127,12.0299962871658,13.940561410552,13.5181828753906,14.2739052134968,12.0084208305838,14.1782799154761,12.39257981333,407.517161575687,409.012103046319,410.83485314234,409.292560815441,411.194381392605,409.537035657186,412.248952475515,412.475114401224,412.715127462995,415.554614972982,417.003800060531,420.179612458177,419.831878482882
1,1.75,1.69413796305232,10.7255720386263,0.294924330154798,0.315500869346766,-0.466156937677835,0.737895873948838,-23.6899940988924,-9.66112673121126,0.155484531590883,-44.7626786359177,-6.18462824740534,0.523497895971142,0.875,0.5875,0.3575,0.3175,0.315,9.725325,9.882,9.5318,9.15545,8.116275,7.65345,7.69005,83.39321,71.4475,2.3718,9.3375,9.1375,9.3975,9.7275,0.075,-4.86,0.6,-1.55,-0.2825,281.625,365.525,362.75,366.625,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.1,0.08,0.39,-3.1705,-6.115,-5.263,-93.16,-0.15,10.2875,11.433564552731,14.4178459469812,12.4389583135814,14.6676396406128,13.0444508376389,14.4961956569413,12.0665722223441,14.0277439292544,12.534487254095,13.8026792383212,12.5393236925517,14.0029102250946,13.2526803233824,405.732873750707,408.803241642668,410.426056350256,409.349778247463,410.231494960801,410.198760282549,410.093063089035,412.348665258004,412.341196581465,416.8480188939,418.187777522004,420.52166888353,424.208637956919
1,2.25,1.94619782276891,10.3306109586722,0.258181884056024,0.689723275341489,-0.421940105145182,0.298095436257655,-24.0008376835241,-9.47465049311337,0.142698777347428,-50.1313652570061,-5.63843599943654,0.578706517265637,1.005,0.58,0.33,0.315,0.29,9.5187,9.67375,9.31495,9.1876,7.94875,7.6511,7.4342,83.3781275,70.8725,2.4306,9.305,9.035,9.275,9.485,0.05,-5.005,0.55,-1.62,-0.42,280.05,365.4,363.85,366.85,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.1,0.08,0.4,-3.354,-6.331,-5.521,-92.74,-0.15,10.255,11.880719861449,14.2048364168973,12.7757428884139,14.0019524637801,13.229617659011,14.2387475630722,12.7324277935768,13.9279669908691,13.1412043650881,13.9835803855401,11.6653546576589,14.2003485121158,11.9759400141388,406.014873541237,408.910506878627,410.569747291219,409.562055388154,411.811237710443,410.053689266277,412.018826784173,412.278185763314,411.734800109428,416.540767312118,417.534568732997,420.481533165096,420.595825258424
1,2.75,2.40279715891643,10.3133094268472,0.308782391444055,0.376056623912175,-0.705122096521518,0.969668766629872,-26.169038991237,-10.5607440369678,0.152738312014399,-55.2959811333557,-4.20564216994356,0.484586830668098,1.08,0.7225,0.345,0.355,0.335,9.46965,9.643,9.25785,8.9416,7.90105,7.40135,7.38435,83.3595225,74.21,2.067975,8.965,8.945,9.205,9.54,0.05,-4.7,0.6,-1.56,-0.34,282.25,364.85,363.45,366.05,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.13,0.08,0.4,-3.519,-6.692,-5.659,-88.54,-0.15,10.23,12.1111245358816,14.4991151374773,12.6985123983253,14.9390226390552,12.6377208741539,14.3504073551073,12.2757753591435,14.1025044711619,12.4339980997528,14.0295902417055,12.762977366027,14.2803857873468,12.8441552364079,405.770245871582,408.551492502744,410.250294166356,408.754152664869,410.364367933386,409.383064170057,410.583012868164,412.607531191746,411.867418759095,416.170879454329,416.62352977682,419.57290462772,423.380684212761
1,3.25,2.19039942052833,10.6498571989493,0.267459114820784,0.636195210450919,-0.552727361831355,-0.135196365361987,-30.220822738327,-14.3907148668039,0.150032916344397,-55.780843255556,-3.21130943151755,0.496950909803567,0.99,0.7225,0.35,0.345,0.335,9.5379,9.57375,9.24305,8.89,7.9374,7.29005,7.276225,83.3467375,74.82,2.20365,9.1325,9.025,8.99,9.35,0.1,-5.185,0.65,-1.58,-0.25,275.35,364.65,362.5,365.95,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.14,0.08,0.395,-3.51675,-6.70925,-5.3605,-98.06,-0.15,10.125,12.0213001648149,14.8470059889979,12.7936149832652,14.6644361284094,12.9168279977064,14.7373513005542,12.959870114248,14.3888688445269,12.635629653873,14.140262947878,11.6292419024289,14.591259972065,12.1459092300214,405.19628215907,408.542696324133,410.048162533509,409.16631559324,410.17662886663,409.328795278752,410.328789377015,411.876018606168,412.155020849661,414.951878418322,418.735414264858,419.879078165965,421.779593473373
1,3.75,2.36770966832404,10.6290166513662,0.330782984626763,0.5424728880811,-0.57179192764753,0.669488958670407,-24.2192305518961,-13.8266991378069,0.154365993539414,-59.1097090491296,-2.91967882522841,0.565420818934967,1.08,0.64,0.355,0.36,0.31,9.6659,9.63825,9.37415,9.02725,8.0835,7.2321,7.290225,83.352265,76.12,2.3196,9.135,8.98,8.925,9.275,0.1,-5.44,0.55,-1.65,-0.355,273.9,364.75,362.05,366.35,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.13,0.08,0.395,-3.676,-6.312,-5.609,-100.455,-0.15,10.07,11.6587106699824,13.3002684164473,12.7402565759753,13.4577659743572,12.9615195962716,13.4562125551225,12.1640153364749,13.4845538423818,12.2420006142404,13.6350035895905,12.4621508473227,14.1491546438731,12.5863583276689,405.860997145385,409.253171823681,410.632966862477,409.312149970373,410.793865405129,409.834523990597,410.689794954932,412.099600379207,414.128698985699,417.02508164478,419.215607279844,421.444125649654,424.625435325864
1,4.25,2.0389857783428,10.5025214045355,0.425372994970561,0.50822248586862,-0.449663039271925,0.070387483871662,-32.5410741473024,-10.5706277413682,0.140308316716825,-58.8361581712455,-4.41158450194128,0.527696714661089,1.045,0.625,0.345,0.38,0.335,9.5827,9.67725,9.2857,9.16995,7.9707,7.54275,7.471,83.3565675,74.35,2.2656,9.28,9.005,9.135,9.415,0.1,-4.915,0.7,-1.44,-0.45,275.65,365.4,362,365.5,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.13,0.08,0.395,-3.902,-6.8655,-5.932,-91.9475,-0.15,9.935,12.7277178023964,14.3944519195636,12.7915853112082,13.9697543973176,12.5021998961059,13.814787167765,13.3018930125227,13.6963989073494,12.8413407704748,13.953527153298,11.9815422122228,14.1096375962847,12.007098284083,405.712930020379,408.339104659688,409.918798067597,408.99746008754,410.247511124862,410.041921741893,409.867291853436,411.861763532917,412.233976261493,417.589632072187,417.185766701443,423.124863290047,422.450545467364
1,4.75,1.8335824318804,10.308586773429,0.286156264528177,0.774059283433155,-0.587652938872122,0.579270298881367,-15.0804005277496,-6.89969431444326,0.129423163309997,-63.3260701837809,-2.51661540745408,0.511089716123118,1.06,0.5925,0.36,0.38,0.33,9.5062,9.4445,9.19135,9.09335,7.9957,7.45875,7.55025,83.35218,71.1425,2.3688,9.235,9.125,8.955,9.29,0.05,-5.0175,0.6,-1.47,-0.555,275.55,366.1,360.65,365,-0.81,-0.16,-0.02,-0.02,0.02,0.04,0.11,0.08,0.4,-3.876,-7.357,-6.352,-94.3775,-0.15,9.775,11.9640836336614,14.1537772727542,12.4120187623362,14.1083143730925,12.2545909808071,13.8101706007341,12.6491832087651,14.0521083028108,12.3663093734663,14.124506239042,12.858671116323,14.2389621696844,12.8545285249078,404.707655050665,408.311349939777,410.105019240474,408.914788498833,410.225769863794,409.258482252392,409.804418666142,412.551712383785,412.237948643662,416.920187061294,417.43369282462,420.077037828666,424.615669381869
