DOY2,HR2,CO2,H2O,CH4,FC,NEE,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1,TS_2
1,0.25,423.87,8.2723,2224.7,1.167675,0.960245,18.7985,3.8145,44.654,2.6974,0.39841,100.56,91.139,3.95775,1.295175,0,-4.95385,0.012724,0.99887,326.5675,329.03,6.7581,5.8593
1,0.75,421.2925,8.2471,2203.425,1.04195,0.88255,22.077,4.357375,33.1655,2.551475,0.3487325,100.5625,91.15625,4.02705,1.239475,0,-2.5713,0.14847,1.1764,325.7675,328.575,6.7511,5.8542
1,1.25,420.315,7.960175,2206.55,1.0226575,1.22525,31.67725,8.6484,32.567,2.477625,0.37998,100.6,91.085,3.69465,1.29275,0,-3.5659,0.09468275,1.07275,326.42,327.66,6.7436,5.8511
1,1.75,419.8,8.1195,2198.4,1.0035,0.94376,33.964,6.1785,34.836,2.52325,0.3677,100.59,91.0925,3.7389,1.301725,0,-3.131225,0.035124,0.947565,326.79,327.715,6.7409,5.8462
1,2.25,419.79,8.14965,2202.5,1.3507,1.56005,32.05975,8.0933,44.8715,2.529325,0.362175,100.585,91.35775,3.6942,1.27565,0,-2.434975,0.050875,1.0143,326.82,327.65,6.7344,5.844
1,2.75,421.2025,7.865925,2200.85,1.029675,0.8542125,18.1035,7.786375,34.342,2.740975,0.3493,100.6175,91.592,3.48125,1.292925,0,-3.3126,-0.0134955,1.00822,327.5325,328.595,6.728,5.8381
1,3.25,421.125,8.23065,2202,1.2756,1.47715,16.94075,8.6708,34.692,2.555725,0.39881,100.6225,91.891,3.2229,1.28685,0,-4.0469,0.0233585,1.05795,327.515,328.885,6.7221,5.8325
1,3.75,422.95,7.8055,2203.2,0.84599,0.8244875,18.76825,10.49685,40.5425,2.685275,0.37806,100.59,92.12325,3.117525,1.32725,0,-3.26575,0.059361,1.01115,327.82,330.125,6.7166,5.835
1,4.25,423.08,7.851,2207.15,0.8205525,0.87756,17.394,8.4254,46.4385,2.521875,0.36644,100.585,91.375,3.10595,1.259475,0,-0.51190575,0.07109625,0.95573,327.795,330.525,6.7131,5.8501
1,4.75,422.9825,7.772075,2211.875,1.1933,0.62198,21.0285,11.529,38.511,2.656825,0.36697,100.585,91.37175,3.2588,1.261975,0,-1.74915,-0.0310335,0.957245,327.9,330.025,6.7081,5.8571
1,5.25,422.43,7.7855,2220,1.08455,1.0397,18.206,8.51815,40.3135,2.4458,0.3422225,100.6,91.9975,3.3295,1.26605,0,-2.9851,0.038136,0.92024,323.41,329.15,6.7057,5.8662
1,5.75,422.82,7.8186,2202,1.2178,1.0214,21.45275,6.432875,33.97125,2.420175,0.34277,100.6,91.4655,3.29355,1.179325,0,-3.605625,0.012323,0.983385,326.8525,328.58,6.6987,5.8718
1,6.25,422.65,7.989,2191.45,0.87861,0.8113,18.06125,5.1507,43.875,2.536175,0.3280425,100.6,91.213,3.270625,1.17435,0,-2.56825,-0.2392425,0.95697,326.165,328.285,6.698,5.8779
1,6.75,422.59,8.0987,2198.1,0.9156725,1.0279575,21.293,8.4793,39.5325,2.344325,0.3521225,100.625,91.56625,3.164575,1.164275,0,-2.571075,0.048938,0.839305,322.5975,328.885,6.6921,5.8853
