DOY2,HR2,USTAR,TA,WS,NEE,FC,H,SH,LE,SLE,TS,RH,PA,CO2,VPD,NETRAD,T_CANOPY,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.31983936175,1.64897925,2.76255938825,2.0587509965,1.726570245,0.758489926,0.231532766,10.30807712,0.308065483,0.877707575,86.83079,98.9519875,401.94309715,1.672730065,-1.02875225,0.06675,5.702190603,-0.304946125,1.464013,321.078475,320.960575
1,0.75,0.321518826,1.607344,2.824824611,1.7592746945,1.75690491425,0.42988985325,0.1135474595,10.71091686,0.21387430875,0.8352258,87.48792,98.9520975,404.566650825,1.2914285075,-1.18388125,-0.02625,5.7516303515,-0.509734725,1.671706,319.872425,320.095275
1,1.25,0.359827461,1.51543625,3.1070090925,2.45891921675,2.21335857275,-0.34801077025,0.266403516,12.612891565,0.30142756825,0.8013444,89.2586475,98.9580875,404.1079238,1.34171541,-1.1790435,-0.0265,5.74681149175,-0.549191675,1.520764,319.459025,319.3441
1,1.75,0.343964165,1.427341,3.06613989575,1.641529456,1.816414015,0.57933777725,0.379245279,11.422956575,0.18218945875,0.7178377,90.16769,98.9705425,404.04083845,1.3281486975,-1.145111,0.113,5.809723298,-0.3020406,1.391088,319.5386,320.0531
1,2.25,0.353736323,1.436855,3.101836741,1.9062311945,1.83811782525,-0.02,0.191823466,11.6556565025,0.071125,0.705265,90.29302,99.0036,404.582451325,1.4207971,-1.158284,0.014,5.434343577,-0.4095627,1.431065,319.2965,320.0914
1,2.75,0.325197236,1.216805,2.795361974,1.47008310825,1.5409251605,0.475835787,0.199903774,13.019880475,0.16018761675,0.6934544,90.2066,99.03028,401.96661925,1.42952839,-0.9813508,-0.085,5.470566891,-0.5006109,1.526994,318.4651,319.2942
1,3.25,0.35471262,1.120607,2.779422945,1.45091406675,1.48177687625,0.883249359,0.211676315,12.67684876,0.2832508105,0.6803147,90.09163,99.04174,402.46630145,1.480618,-1.284155,-0.166,5.584625647,-0.3703734,1.564173,317.6184,318.2793
1,3.75,0.366053858,1.438435,3.216546205,1.6644760675,1.67000472175,-0.688896023,0.157342891,13.825241755,0.252399571,0.5804825,90.78953,99.05189,401.63360535,1.4556594,-1.112789,-0.243,5.365832927,-0.4558916,1.520455,318.1858,318.0814
1,4.25,0.326381351,1.182564,3.13531214,1.453110271,1.571210266,0.797908645,0.176751539,10.8761479325,0.189583075,0.5389389,90.32475,99.04725,401.5997755,1.48990111,-1.004912,-0.278,5.263611208,-0.328637,1.536673,318.2792,318.1743
1,4.75,0.328481037,0.9244363,2.960358219,1.5297224,1.60314073,-0.152060869,0.292116071,11.94517299,0.118446369,0.5047125,89.43195,99.06002,399.395595,1.46701317,-1.080979,-0.43,5.392153861,-0.3374029,1.621119,316.5795,317.1443
1,5.25,0.372216276,1.557275,2.917101852,1.8049520385,1.84724015,-0.141952397,0.318293351,11.99770008,0.1798428985,0.5132278,89.71829,99.02842,400.484916725,1.50202518,-1.1661,-0.541,5.399556245,-0.2441934,1.611755,316.3706,316.7199
