DOY2,HR2,USTAR,TA,WS,FC,H,LE,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.4782856885,-0.526049999999999,8.4155,0.872885650599998,10.052715203,38.81045,89.5,92.53,3.066475,0.18159385,0.161125,1.8341,0.8631,-0.689,-0.446999999999999,-0.68365,-1.265725,-0.7795,-0.5878,-1.62995,-0.70195,422.18
1,0.75,0.4908011088,0.134,9.005,0.765324509224999,15.0570639999999,35.0675,89.8,92.625,4.5805,0.19582175,0.309125,1.84508125,0.605,-0.6065,-0.3305,-0.68575,-1.262,-0.7825,-0.589,-1.5905,-0.7025,422.325
1,1.25,0.4848632039,-0.431,8.93,0.5242129711,7.91641149999999,26.71466690625,90.65,92.63,2.6945,0.2018074,0.3337,1.80635875,0.6525,-0.616,-0.325,-0.682,-1.26275,-0.77,-0.594,-1.61825,-0.698,423.1125
1,1.75,0.533117103875,-0.0813000000000059,9.06649999999998,0.8539278014,7.538273,24.70849,90.385,92.625,2.3541,0.179070375,0.2641,1.7839655,0.57585,-0.60215,-0.34235,-0.682187500000001,-1.2664,-0.768075000000001,-0.58525,-1.631725,-0.699050000000001,423.105
1,2.25,0.474278,-0.291325000000001,8.78425,0.77771561,16.896910686,30.1900519764999,89.3475,92.625,1.8152,0.173841725,0.148,1.8110025,0.6249,-0.625675,-0.384800000000002,-0.683075000000001,-1.27125,-0.768225000000001,-0.59005,-1.6341625,-0.701200000000002,423.08
1,2.75,0.521523144199999,-0.265325000000002,9.01474999999999,0.707338916974999,10.44528,38.57875,89.8599999999999,92.625,5.14897499999997,0.154736825,0.25995,1.766465,0.630074999999999,-0.618450000000002,-0.386225000000001,-0.685200000000001,-1.2768625,-0.770375000000001,-0.600025000000001,-1.6315125,-0.703875000000002,421.775
1,3.25,0.49309979415,-0.416000000000007,8.214,0.7619546699,14.6002,36.536520857,90.17,92.54,6.3661,0.161787725,0.149475,1.907386,0.57645,-0.5966,-0.3984,-0.6881,-1.28385,-0.77345,-0.60275,-1.61995,-0.707450000000001,422.75
1,3.75,0.4698312024,-0.741400000000002,8.408,0.8316705535,11.97665,42.0012833725,90.185,92.54,3.1178,0.161173,0.1882,1.8754895,0.66825,-0.59295,-0.3876,-0.6898,-1.2899,-0.775200000000001,-0.6044,-1.6099,-0.710750000000001,423.1375
1,4.25,0.4520823878,-0.64455,8.1115,0.892616646474998,10.90268,28.7967324279999,90.67,92.52,5.27625000000001,0.3112324,0.262175,1.97987725,0.6631,-0.6156,-0.38965,-0.691725,-1.2954,-0.778400000000001,-0.60505,-1.608575,-0.712300000000001,422.48
1,4.75,0.470133616825,-0.531400000000004,8.03155,0.7040298759,20.7468481829999,21.9126475845,90.1,92.52,4.31,0.290907425,0.3885,1.90060725,0.84835,-0.67455,-0.41785,-0.665775,-1.254075,-0.7457,-0.58585,-1.553225,-0.67185,456.642500000001
1,5.25,0.477619984875,-0.352350000000014,8.18024999999999,0.912016755999999,13.668,15.37669,90.7375,92.5225,4.81285,0.2911956,0.219749999999999,1.8794485,0.621425,-0.69705,-0.482025000000001,-0.694125000000002,-1.3073625,-0.781875000000002,-0.606375000000001,-1.5995625,-0.713850000000003,421.75
1,5.75,0.4491443854,-0.283200000000002,8.00572499999999,0.811252357,15.51613,19.390375,90.59,92.5225,4.3516,0.269864125,0.2122,1.8417595,0.716349999999998,-0.760825,-0.5371,-0.695650000000002,-1.3128875,-0.782400000000002,-0.608900000000001,-1.5649,-0.714850000000003,423.3625
1,6.25,0.4006777265,-0.241275000000011,8.61649999999999,0.779102003399998,14.56156893625,20.248169765,91.395,92.5,6.216125,0.2911951,0.267375,1.8353115,0.568375,-0.858725,-0.629975000000001,-0.695700000000002,-1.3183625,-0.782975000000002,-0.608425000000001,-1.5673375,-0.715850000000003,421.745
1,6.75,0.47722455905,-0.654800000000001,8.03029999999998,1.00998925545,11.50204,27.1677480055,91.19,92.5,4.047,0.3069666,0.1888,1.86284175,0.763999999999999,-0.862975000000002,-0.627325000000003,-0.696437500000002,-1.3213625,-0.782975000000002,-0.609900000000001,-1.54375,-0.715750000000002,422.6375
1,7.25,0.4868708938,-0.961950000000005,8.70199999999999,0.756302629125,6.29289600000001,38.0469075379999,91.115,92.425,3.78534999999999,0.261107,0.21975,1.86062825,0.63375,-0.84115,-0.5863,-0.697575000000001,-1.32605,-0.784350000000001,-0.6108,-1.550175,-0.718300000000001,422.675
1,7.75,0.503177446825,-0.791700000000002,8.83375,0.67448943925,10.3965795,33.812,90.4375,92.355,4.60539999999999,0.2782654,0.2233,1.9110245,0.600174999999999,-0.789400000000001,-0.598500000000001,-0.696625000000002,-1.32545,-0.782875000000002,-0.610375000000001,-1.5308625,-0.716550000000002,422.675
1,8.25,0.494027625299999,-1.0177,8.439,0.794977632200001,8.6067738261,23.9948049565,90.545,92.345,5.506,0.273717,0.186,1.8805345,0.654,-0.84005,-0.62175,-0.696875,-1.327275,-0.783050000000001,-0.6107,-1.5384,-0.716350000000001,427.08
1,8.75,0.471800081275,-0.914350000000001,7.90815,0.78825701335,8.154160537375,23.00485,90.625,92.425,6.5048,0.300395,0.103,1.81752225,0.61505,-0.86185,-0.6247,-0.673525,-1.27435,-0.75665,-0.5904,-1.531525,-0.715600000000001,427.795
1,9.25,0.48334390565,-1.047,7.555,0.79181988105,8.305924790825,21.7261826492499,90.25,92.43,4.05474999999999,0.319585,0.123,1.90576975,0.705,-0.8875,-0.625,-0.694,-1.32125,-0.7795,-0.6085,-1.5165,-0.7115,422.2275
1,9.75,0.4659053166,-0.999300000000002,7.814275,0.759175,5.6844835,27.6530494480001,90.1725,92.43,4.50545,1.032374,0.1843,2.127739,0.885074999999999,-0.865600000000001,-0.586825000000001,-0.692562500000001,-1.3180625,-0.777725000000001,-0.6074,-1.517475,-0.709050000000001,423.34
1,10.25,0.47128347175,-1.05060000000002,7.8476,0.914090042849999,6.07926881905,26.1710084645,90.53,92.43,4.1748,5.74312875,1.4148,6.113742,2.567625,-0.816725000000001,-0.564100000000001,-0.692712500000001,-1.3148125,-0.777925000000001,-0.6075,-1.5050625,-0.706250000000001,422.27
1,10.75,0.466321025075,-1.24724999999999,8.219,0.919623586525,8.998716,24.08484819825,90.355,92.4325,5.0575,15.80846,5.722875,15.7998375,6.2392,-0.963849999999999,-0.69825,-0.69185,-1.310375,-0.7773,-0.6064,-1.49825,-0.70455,422.29
1,11.25,0.445959,-1.09349999999999,8.821,0.945158247599999,10.08251825,29.303,89.93,92.4,4.326375,30.97965,14.52025,30.875375,12.063,-0.87465,-0.6672,-0.692575,-1.30615,-0.77835,-0.6068,-1.4976,-0.70525,425
1,11.75,0.424836397,-0.792499999999989,9.388,1.051,12.403226466,24.54420726375,89.81,92.4,4.32179999999999,57.2319875,34.4959999999999,53.2251,20.6345,-0.8237,-0.71815,-0.69225,-1.301925,-0.77805,-0.60645,-1.49735,-0.70515,423.4925
1,12.25,0.591488,-0.901400000000006,9.15999999999999,0.839476741099998,10.748185,32.62345,89.46,92.4,3.54809999999998,82.142455,46.2889999999999,76.9645225,32.6159999999999,-0.976800000000005,-0.690600000000001,-0.691000000000001,-1.3009,-0.776000000000001,-0.606,-1.55980000000001,-0.702600000000001,423.755
1,12.75,0.5038855,-0.929400000000003,8.74199999999999,0.9827277942,12.6940665,24.7212524999999,89.22,92.4,3.32529999999998,95.8328375,60.585,89.3376975,41.206,-0.929800000000008,-0.709,-0.690200000000001,-1.3045,-0.775200000000001,-0.605200000000001,-1.55360000000001,-0.705400000000001,422.33
1,13.25,0.48803,-0.819375,8.98375,0.684315902525,6.536507873,27.57423,89.74,92.4375,3.891225,100.463,56.948,93.8278625,43.8275,-0.9275,-0.691875,-0.689125,-1.3070625,-0.776,-0.6035,-1.5429375,-0.707,422.8
1,13.75,0.5388754936,-1.166975,9.2605,0.909135828,10.9110554335,26.68575,89.245,92.5,4.0995,93.1456974999999,52.687,86.2542,42.45825,-0.978150000000002,-0.697250000000001,-0.693575,-1.311925,-0.780550000000001,-0.6066,-1.5453625,-0.710575,422.75
1,14.25,0.529970276325,-0.832375000000002,9.28,0.92632082235,14.4987375,26.5485249999999,89.6575,92.5,4.3169,77.62382,40.15,71.3628125,34.289,-0.963100000000002,-0.703150000000001,-0.6952,-1.3151,-0.783100000000001,-0.6073,-1.53825,-0.712275,422.7
1,14.75,0.516111,-1.2584,9.6285,0.75365068675,11.75622,32.326485,88.985,92.5,3.6398,55.35184,30.967,52.28349,24.846,-0.940999999999998,-0.708349999999999,-0.698275,-1.31935,-0.785199999999999,-0.61135,-1.54765,-0.715499999999999,422.395
1,15.25,0.55915527975,-1.2078,9.442,0.913633717625,9.73622750000001,26.653907156,88.765,92.5,4.65519999999998,31.530985,16.13775,30.82674,14.8085,-0.906149999999998,-0.6925,-0.700399999999999,-1.289625,-0.787999999999999,-0.612799999999999,-1.53235,-0.716299999999999,422
1,15.75,0.565843419674999,-1.5982,8.9445,0.7391,20.701975,23.7050875,88.73,92.53,4.34035,15.84335,5.8983,14.2851625,5.7656,-0.942175000000001,-0.66285,-0.700087500000001,-1.2889875,-0.787200000000001,-0.612975,-1.525975,-0.716650000000001,421.9
1,16.25,0.563901733949999,-1.45855,8.725,0.805311981375,16.3887999999999,21.046355,88.615,92.5325,6.68672499999997,6.09163275,1.572475,5.26538375,2.075075,-0.951475,-0.6342,-0.701075000000001,-1.286975,-0.787325000000001,-0.614825000000001,-1.52305,-0.716775000000001,421.9
1,16.75,0.494970162099999,-1.45005,8.14969999999998,0.737310279375,12.3939112965,26.875805,88.5575,92.525,4.4558,1.3535675,0.4114,2.056379,0.761049999999999,-0.910825000000003,-0.572975,-0.692125000000001,-1.2749375,-0.760425,-0.617650000000001,-1.529,-0.675350000000001,421.7
1,17.25,0.45459567095,-1.13067500000001,8.02205,0.6660431719,10.3398175,24.15970415875,89.3725,92.6,4.70540000000001,0.4020392,0.1139,1.811894,0.661424999999999,-0.875525000000001,-0.60965,-0.692025,-1.279475,-0.767925000000001,-0.619600000000001,-1.530275,-0.680125,421.7
1,17.75,0.443451648225,-1.11962500000001,8.041625,0.940847212625,11.3075287625,24.39485,88.3625,92.6,1.847475,0.348360125,0.122075,1.78759,0.563775,-0.890875000000001,-0.599075000000001,-0.695,-1.2786875,-0.775525000000001,-0.620600000000001,-1.5345,-0.68895,422.1
