DOY2,HR2,CO2,H2O,FC,SC,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,404.62,1.4619605,-0.1569804,-0.14841265,-31.53627,-3.27787375,-6.3443765,-0.5255158,97.760685,62.04555,-12.2555,-14.0277,0.19881705,186.892,250.21,-82.6922,-0.015485875,-4.9737,-1.5004,-0.213347925,0.0360911225,0.039617295,0.002631467,0.02942666,0.287016725
1,0.75,405.981,1.47084525,-2.18397255,-0.347315425,-40.105113125,-2.189195,-25.77908026,-1.8574976,97.7413825,61.85615,-11.78825,-14.605,0.18692125,187.30625,248.18875,-80.954875,-0.015435075,-5.6897625,-1.425125,-0.2675741,0.0532958425,0.050180225,0.00169518885,0.029796935,0.301693875
1,1.25,406.3538,1.4148335,-0.2041016425,-0.114191175,-59.91509,-2.111723,-21.5268813,-0.5627641,97.7387375,62.139175,-12.671,-14.550025,0.20316855,189.875,248.76375,-74.6345,-0.014076225,-5.3751875,-1.465375,-0.244892575,0.0305468575,0.0384886725,0.00150384,0.0378151725,0.284859975
1,1.75,407.0507,1.396352,-0.7906302,-0.2810421,-24.6185954,-2.8556,-7.3857065,-2.375827,97.7394,63.882525,-13.03975,-14.551025,0.2256926,191.84125,249.9825,-74.951625,-0.0120417,-4.9606,-1.34040375,-0.2175655,0.04783745,0.0409163,0.00195844,0.0279743,0.18799575
1,2.25,405.84645,1.47886675,-1.5136688,-0.2416128,-49.50895425,-2.0089175,-14.7621457,-0.4355211,97.793535,65.143175,-14.0735,-15.07675,0.169311275,192.11875,248.99625,-78.59425,-0.012551325,-4.0539875,-1.82124625,-0.193747525,0.03885383,0.0397781225,0.0031051145,0.0198086425,0.30949935
1,2.75,406.054125,1.443637,-0.74872534,-0.0853818275,-31.32935825,-3.0469765,-5.5069837,-1.4190601,97.784325,65.2015,-14.83325,-15.280175,0.1728336,192.80125,248.235,-79.264625,-0.012822975,-4.4893625,-1.7380875,-0.1716692,0.0517106625,0.02401553,0.00129342,0.0135485965,0.20339905
1,3.25,405.8735,1.352822,-0.26317221,-0.1999109,-33.8881478,-3.302495,-30.1324179,-1.2390352,97.770325,65.763025,-14.90455,-14.639775,0.2234002,194.53,250.45125,-78.49,-0.0091895625,-4.0198,-1.0238675,-0.210667,0.048605325,0.044009425,0.0020854675,0.0238367875,0.128485
1,3.75,405.8019,1.43344925,-0.191138094,-0.2381399,-32.902303925,-1.4601575,-5.58547095,-0.4821066,97.7662475,65.84245,-13.93875,-14.2267,0.172594325,198.5825,249.46375,-76.4985,-0.0131932,-4.629175,-1.9607875,-0.204508725,0.0616770625,0.0397533975,0.00372964725,0.026366175,0.324880175
1,4.25,405.7343,1.480564,-0.42898972,-0.3344858,-34.7295954,-3.5625075,-6.0156711,-1.740371,97.7001,65.411425,-12.768325,-14.3826,0.1526054,201.966,249.7825,-73.45355,-0.013033175,-4.13267,-1.59273,-0.2145065,0.054933675,0.0490441,0.002390045,0.0215712,0.141890925
1,4.75,407.2468,1.451816,-0.171969045,-1.47531175,-26.89908567,-3.1190045,-3.1158828525,-1.57579275,97.670575,65.286,-13.0471,-14.3752,0.12277852,205.50875,251.92625,-69.145775,-0.01073035,-3.9740175,-0.86329525,-0.1780295,0.035500025,0.031203125,0.0010440425,0.02407545,0.244355
1,5.25,407.15375,1.45316125,-0.47136415,-0.1983295,-24.98557849,-1.234642,-3.0150082325,-0.2929258025,97.645555,66.4958,-13.37705,-14.3078,0.154604625,209.08425,252.1605,-64.928875,-0.0089989,-3.83419,-1.2585835,-0.19347895,0.040237756,0.018354495,0.002021673025,0.03327284,0.309991675
1,5.75,407.244275,1.462525,-0.21069711975,-0.269132425,-30.58318235,-1.970317,-7.260449775,-0.741760025,97.624495,65.7515,-13.781575,-14.477875,0.146297125,209.401,251.734,-65.193425,-0.01352235,-3.9599125,-1.254888,-0.13046015,0.0449952225,0.02552397,0.00154023,0.0272595175,0.22704995
1,6.25,406.449275,1.44042,-1.5949225725,-0.987401225,-24.806186825,-1.72576525,-18.584204075,-0.28099145,97.6059775,64.14,-14.16365,-14.39675,0.16959075,210.91875,251.786,-63.41665,-0.0145158,-3.9929875,-1.4611275,-0.171332025,0.03215633025,0.034988479,0.001438326075,0.02003782025,0.3381642
1,6.75,409.69025,1.4099225,-2.71953275,-0.95559,-24.14838533625,-2.74489875,-3.63461375,-0.777727,97.5506225,64.6367,-14.422125,-14.34155,0.16583555,215.526,253.142,-63.544,-0.0003551125,-4.04821,-0.892117,-0.16606655,0.0484494375,0.031565665,0.00210495225,0.0308681475,0.25367575
1,7.25,407.364,1.40483875,-1.3151720625,-0.319044125,-18.89427735,-2.1418985,-9.9243155,-0.762353,97.50659,63.982375,-14.26095,-14.035625,0.168148625,215.473,255.09625,-62.1614,0.406645,-2.424205,-0.75745025,-0.1468469,0.03288659,0.03088299,0.00118896,0.02752666,0.18323998
1,7.75,404.9434,1.435514,-3.064821475,-0.150700775,-25.81890625,-1.739872,-10.354506325,-0.7262105,97.465625,63.5956,-14.3504,-13.6418,0.178076,223.227,256.29075,-43.3921,4.5939925,0.98505025,-0.1967245,-0.1879201,0.035985205,0.0262193925,0.000737835325,0.0247573425,0.145168665
1,8.25,407.023425,1.4675125,-5.973448625,-0.30994175,-27.409862,-1.741909,-43.311521225,-0.839149625,97.43176,62.6555,-14.3435,-13.33725,0.16194225,236.89725,260.7985,-25.441825,16.00885,4.5914475,0.02868625,-0.1837753,0.04031929,0.03565655,0.001882709,0.0253292,0.17070945
1,8.75,407.028975,1.48824125,-0.5510813575,-1.2317718,-25.1063596,-0.5041686,-16.459788725,-0.365525525,97.435,60.898875,-14.084375,-12.996,0.191724875,224.902,266.852,-5.764285,28.3165,9.4459125,0.38929325,-0.1328075,0.04680701,0.03452661,0.0032521382,0.03193747,0.2346648
1,9.25,407.542425,1.23343775,-1.388316188275,-2.4851505,-23.233555,-0.3360054,-12.8882726,-0.160322625,97.433375,60.736575,-14.417125,-15.053775,0.225581575,186.06625,256.31125,-3.7826125,39.675975,15.231875,1.5887375,-0.17316275,0.1071865,0.056983475,0.0020472375,0.045676325,0.45269675
1,9.75,407.32715,1.30668825,-3.96002075,-4.99008525,-14.66468115,-0.19732025,-1.838089,-0.7684482,97.39294,59.0395,-14.110075,-14.0295,0.262227725,188.8555,262.566,-5.5886525,46.584725,20.005925,2.08155075,-0.1710962,0.10034178,0.03575542,0.008277792,0.0711937,0.5172726
1,10.25,407.713225,1.335077,-4.42625935,-1.670642,-13.2925541095,-0.018635864,-1.70102335,-0.8380515,97.35326,55.9875,-13.6334,-13.1485,0.28261745,196.24825,267.5175,-7.4351675,44.41,25.772675,2.654016475,-0.184997,0.1134473,0.09557242,0.01472234,0.08846066,0.4362882
1,10.75,402.3136,1.3283745,-13.0518592,-1.250546075,-12.25150175,-0.40663925,-58.3137432,-0.9877346,97.312975,56.0992,-13.055275,-12.34715,0.2072208,189.328,272.568,-6.329788,62.9718,38.62,4.300946,-0.193329325,0.141825575,0.0785897075,0.0208802575,0.11708535,0.5892479
1,11.25,400.125625,1.378571,-2.53597001275,-0.78113345,-21.10844725,-0.7062959,1.0134248,-1.6302357,97.282025,49.835,-12.353125,-11.6306,0.18024275,191.1265,275.9155,-8.129715,125.013625,48.774125,6.20831275,-0.2257635,0.156121775,0.1001406,0.02224274625,0.1101356875,0.664684625
1,11.75,400.5345,1.381596,-2.3979972375,-0.55385225,-16.918134875,-0.146545125,0.5391388125,-1.1664885,97.2875,48.7114,-11.732625,-11.31695,0.17600885,189.0685,278.28725,-8.5237375,132.30625,55.7467,7.5125,-0.290442875,0.20596975,0.0857333,0.017170065,0.1224397875,0.753062375
1,12.25,400.201375,1.3819575,-3.0096837575,-0.4675045,-15.608761375,-0.470051,-1.965299375,-0.46703925,97.2789,47.56025,-11.0265,-10.8981,0.1847491,188.9515,279.741,-9.876355,131.33575,55.519925,7.9926475,-0.268842875,0.193540375,0.1037142,0.01753915875,0.17554325,0.702089125
1,12.75,401.736125,1.406569,-3.5404549875,-0.2217865,-18.04223375,-0.5174465,-12.32958925,-0.0545257125,97.2665125,47.45445,-10.794125,-10.43095,0.1911,188.71925,284.01525,-12.1532775,132.245,63.870175,8.407515,-0.313280375,0.1547064125,0.10933325,0.0226816225,0.14900325,0.37365675
1,13.25,401.4336,1.51431025,-3.746867045375,-0.461920875,-20.38559875,-0.382569125,1.14818775,-0.47750625,97.26517,50.777275,-10.2511,-10.0099249999999,0.201968125,189.182,283.087,-13.4075,133.095,62.88355,9.33789,-0.348286,0.11047659,0.09668837,0.016679927,0.20378523,0.9359911
1,13.75,397.6385,1.52381075,-3.567145446,-0.2987687,-23.684941,-1.087742,-1.0302062,-1.583562,97.26703,47.009475,-9.67079999999997,-9.524675,0.300466075,189.963,283.56325,-16.178065,126.613,57.258375,7.8036325,-0.3222719,0.2384949,0.08922082,0.03045798,0.1782034,0.8399629
1,14.25,399.011275,1.563754,-4.70022998,-0.2320848,-43.163702,-1.609658,-12.5775838,-0.394917,97.2834775,45.4066,-9.45897499999995,-9.33959999999998,0.4035294,190.63225,282.5545,-19.979275,94.01975,49.049725,6.00755,-0.254178125,0.128130195,0.0868903675,0.020215325,0.18496035,0.574291575
1,14.75,398.8943,1.598942,-2.348695115,-0.1518801,-44.21043345,-1.081354625,-16.4079672,-0.76203,97.2605875,45.3708,-9.26654999999998,-9.4308,0.4185576,190.51575,280.0315,-30.452125,47.21695,29.13595,3.3416425,-0.26415345,0.162830025,0.09714539,0.031341135,0.149637275,0.619732325
1,15.25,398.2211,1.564256,-2.24029125,-0.09706894,-40.618521,-1.2575052,-14.3212356,-0.6540264,97.2397,45.146275,-9.00329999999997,-9.49839999999998,0.37236,190.37275,276.161,-41.30815,47.012,20.2275,2.4205985,-0.301754,0.1433779,0.10336676,0.02040607,0.1771679,0.7235011
