DOY2,HR2,G_1_2_1,G_1_2_2,G_1_2_3,T_BOLE_1_1_1,T_BOLE_1_1_5,T_BOLE_1_1_7,T_BOLE_2_1_1,T_BOLE_2_1_4,T_BOLE_2_2_6,T_BOLE_2_2_1,T_BOLE_2_2_3,CO2_1_1_1,H2O,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_1,RH_1_1_1,TA_1_6_1,RH_1_2_1,TA_1_10_1,RH_1_3_1,TA_1_4_1,TA_1_11_2,TA_1_11_1,TA_1_9_1,TA_1_8_1,TA_1_8_2,TA_1_7_1,TA_1_6_2,TA_1_5_1,TA_1_1_1,TA_1_1_2,WS_1_2_1,NETRAD_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,PPFD_BC_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,TS_1_3_3,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,TA_1_2_1,TA_1_2_2,T_SONIC_1_1_1,WS_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TA_1_3_2
1,0.25,-1.211,-1.4765,-2.838,3.017,3.287,3.253,3.26575,3.41075,3.518,3.849,3.665,393.8,7.80875,394,394.1,394.95,403.6,0.343625,9.4425,-1.73575,1.32025,0.502525,-1.606,3.051,1.946,1.963,3.793,100,3.1775,99.025,2.604,100,3.50825,3.468,3.55725,3.598,3.67875,3.01675,3.44325,3.645,3.9085,3.476,3.8465,1.658,-4.0365,0.84085,0,0,0,0,15.0275,19.75,0.68,1.368,4.086,4.028,2.883,4.3165,3.228,3.214,3.407,3.644,4.237,5.356,98.6,23.88,23.8125,7.0335,2.21275,325.6,328.45,3.749
1,0.75,-1.112,-1.4905,-2.805,2.944,3.252,3.29,3.246,3.38575,3.46375,3.799,3.673,380.35,7.163,394,394.1,394.95,403.6,0.3423,9.659,-1.275,1.14825,0.49485,-1.403,1.444,1.949,1.736,3.709,100,3.23375,99.03,2.619,100,3.49775,3.462,3.5845,3.545,3.726,3.066,3.37925,3.668,3.8945,3.437,3.8575,1.5765,-3.5485,1.29725,0,0,0,0,15.145,19.75,0.68,1.3135,4.083,4.021,2.904,4.327,3.2065,3.229,3.398,3.675,4.239,5.368,98.58,24.71,24.675,7.002,2.11125,326.7,328.45,3.932
1,1.25,-1.171,-1.516,-2.942,2.952,3.211,3.311,3.24575,3.403,3.43125,3.9185,3.586,393.3,7.66,394,394.1,394.95,403.6,0.32265,8.576,-1.634,1.356,0.483125,-1.346,0.9777,1.896,1.945,3.752,100,3.28525,99.11,2.618,100,3.462,3.464,3.61975,3.6165,3.6875,3.071,3.493,3.62725,3.84875,3.48,3.8855,1.5915,-3.56425,1.16225,0,0,0,0,15.14,19.75,0.68,1.3245,4.088,4.033,2.963,4.3245,3.226,3.243,3.42,3.688,4.242,5.388,98.565,25.66,25.34,7.046,2.18625,325.2,328.15,3.894
1,1.75,-1.201,-1.5085,-2.981,2.975,3.176,3.301,3.192,3.33825,3.42225,3.91775,3.56525,393.325,7.6025,394.3,394.3,395.1,404.2,0.363175,11.52,-1.751,1.4735,0.5805,-1.269,1.384,1.784,2.01425,3.729,100,3.23875,99.08,2.5845,100,3.411,3.478,3.532,3.5625,3.6735,3.0295,3.484,3.57075,3.85,3.491,3.7395,1.674,-3.33125,1.16325,0,0,0,0,14.945,19.75,0.68,1.201,4.112,4.065,2.993,4.329,3.2405,3.266,3.458,3.708,4.261,5.403,98.57,26.18,25.975,7.1,2.2065,323.8,328.15,3.786
1,2.25,-1.179,-1.505,-2.956,2.989,3.147,3.27,3.195,3.354,3.41725,3.84075,3.57025,393.2,7.55075,394.175,394.35,394.9,404.6,0.359,9.52,-1.6,1.3945,0.557925,-1.222,1.26,1.849,2.11,3.604,100,3.07125,99.08,2.5305,100,3.5035,3.461,3.42,3.415,3.6,2.91,3.34275,3.611,3.6545,3.367,3.717,1.5795,-3.2905,1.81675,0,0,0,0,14.925,19.75,0.68,1.41225,4.118,4.068,2.99,4.3285,3.2595,3.3,3.475,3.718,4.268,5.413,98.57,26.745,26.4925,7.108,2.1765,324.2,327.85,3.764
1,2.75,-1.203,-1.5315,-3.0525,2.973,3.16,3.28,3.20975,3.34175,3.35075,3.78625,3.509,393.225,7.56525,393.8,394.4,395,405.1,0.3538,9.114,-1.808,1.5145,0.486875,-1.459,1.234,1.732,2.169,3.6,100,3.0935,99.195,2.486,100,3.466,3.499,3.29025,3.3545,3.5875,2.879,3.279,3.5595,3.6675,3.611,3.804,1.66,-3.0315,1.31625,0,0,0,0,14.97,19.75,0.68,1.407,4.1205,4.065,3.037,4.332,3.277,3.324,3.493,3.738,4.286,5.424,98.58,26.9,26.685,7.113,2.22525,324.5,327.75,3.741
1,3.25,-1.209,-1.5915,-2.9885,2.923,3.173,3.295,3.19275,3.287,3.31975,3.83675,3.56,393.325,7.543,394.3,394.975,395.575,404.75,0.3594,9.249,-1.73375,1.455,0.456575,-1.183,1.488,2.217,2.0555,3.659,100,3.1305,99.11,2.5265,100,3.5595,3.514,3.25575,3.3155,3.5255,2.8745,3.24175,3.56125,3.639,3.432,3.802,1.61375,-2.87125,1.78175,0,0,0,0,14.895,19.75,0.68,1.41,4.1295,4.07,3.087,4.3365,3.289,3.33,3.495,3.74,4.301,5.435,98.57,26.355,26.0425,7.07225,2.205,323.6,327.65,3.858
1,3.75,-1.204,-1.57,-2.9835,2.925,3.169,3.307,3.23525,3.31075,3.32325,3.8465,3.50125,393.4,7.51275,394.175,394.675,394.9,404.25,0.3713,9.0965,-1.54975,1.384,0.44345,-1.292,1.751,2.011,2.147,3.68,100,3.089,99.155,2.492,100,3.5875,3.478,3.2755,3.2765,3.51,2.913,3.211,3.64825,3.70875,3.544,3.8185,1.6325,-4.23575,1.088525,0,0,0,0,15.045,19.75,0.68,1.295,4.1175,4.0695,3.12,4.3545,3.28,3.344,3.492,3.753,4.32,5.442,98.58,25.515,25.1425,6.952,2.253,324.8,327.55,3.776
1,4.25,-1.209,-1.601,-2.902,2.935,3.165,3.301,3.23025,3.24475,3.32325,3.8165,3.62925,393.525,7.5105,394.55,394.9,395,404.4,0.3453,8.93425,-1.446,1.36425,0.4565,-1.584,1.669,1.781,1.99725,3.57,100,3.136,99.085,2.5325,100,3.43075,3.451,3.26625,3.2975,3.581,2.92175,3.185,3.646,3.724,3.457,3.673,1.60775,-4.2135,0.594375,0,0,0,0,15.38,19.75,0.68,1.2495,4.09,4.073,3.199,4.3695,3.266,3.39,3.507,3.759,4.323,5.446,98.56,24.535,24.24,6.98,2.225,324.4,327.6,3.697
1,4.75,-1.18125,-1.6075,-2.9785,2.909,3.143,3.2455,3.1515,3.252,3.2855,3.797,3.695,393.825,7.55825,394.5,394.6,396.075,404.9,0.3489,7.783,-1.607,1.48,0.538425,-1.7315,1.99,2.307,1.9875,3.6145,100,3.098,99.1,2.53575,100,3.49575,3.43375,3.2825,3.34975,3.5845,2.887,3.237,3.599,3.70175,3.324,3.657,1.6485,-4.61825,0.79085,0,0,0,0,15.275,19.75,0.68,1.24075,4.08025,4.0665,3.228,4.367,3.27675,3.39575,3.52575,3.7625,4.3235,5.451,98.55,23.765,23.525,6.798,2.244,324.475,327.8,3.705
1,5.25,-1.17625,-1.58975,-2.965,2.86625,3.13475,3.23825,3.198,3.24175,3.2945,3.76975,3.643,393.925,7.5985,394.7,395.2,395.4,405.775,0.369975,9.507,-1.7985,1.32775,0.39115,-1.777,1.95,2.0545,1.929,3.5395,100,3.046,99.1,2.3835,100,3.581,3.43825,3.3155,3.34325,3.556,2.8525,3.179,3.582,3.6585,3.358,3.6305,1.6625,-4.4935,0.73895,0,0,0,0,15.1825,19.75,0.68,1.166,4.10525,4.04375,3.21075,4.36025,3.271,3.411,3.5225,3.75825,4.32425,5.4555,98.5475,23.155,22.97,6.934,2.276,324.5,327.95,3.7505
1,5.75,-1.153,-1.60675,-2.972,2.8795,3.1005,3.20825,3.204,3.21625,3.342,3.76875,3.6265,393.9,7.6205,394.9,395.1,395.3,404.6,0.370275,7.631,-1.891,1.35,0.425,-1.869,1.722,1.784,1.85525,3.508,100,3.004,99.12,2.44575,100,3.5775,3.46175,3.329,3.33075,3.494,2.855,3.204,3.492,3.6045,3.402,3.625,1.64925,-4.03,0.3687,0,0,0,0,15.3925,19.75,0.68,1.329,4.14025,4.048,3.19875,4.3535,3.25025,3.3965,3.5185,3.74675,4.322,5.4575,98.54,22.71,22.43,6.85775,2.282,324.15,327.825,3.669
1,6.25,-1.097,-1.72375,-2.98275,2.8645,3.0855,3.19825,3.1725,3.2135,3.2935,3.751,3.5055,393.825,7.59825,394.9,394.8,395.575,404.65,0.3826,9.535,-1.7005,1.3015,0.6279,-1.876,1.787,1.80875,1.8815,3.566,100,3.034,99.13,2.3255,100,3.54775,3.484,3.3345,3.31025,3.4175,2.8315,3.159,3.498,3.5995,3.378,3.6265,1.7085,-4.275,0.67375,0,0,0,0,15.54,19.75,0.68,1.1115,4.09125,3.997,3.19075,4.34125,3.22425,3.39025,3.53325,3.75575,4.318,5.45375,98.5275,22.31,21.99,7.0045,2.31,324.525,327.95,3.6985
1,6.75,-1.17175,-1.76775,-3.06425,2.88975,3.0805,3.22475,3.11775,3.181,3.2475,3.799,3.421,393.7,7.628,394.675,394.975,395.875,405.625,0.37155,9.1585,-2.136,1.2995,0.4794,-1.825,1.47575,1.97225,1.676,3.55275,100,3.001,99.19,2.347,100,3.549,3.4915,3.2685,3.34,3.414,2.877,3.203,3.364,3.596,3.324,3.6085,1.782,-4.39225,0.68335,0,0,0,0,15.47,19.75,0.68,1.1185,4.0245,4.00575,3.173,4.335,3.196,3.3605,3.534,3.7515,4.31375,5.461,98.5175,21.785,21.655,6.7305,2.319,325.7,327.8,3.7505
1,7.25,-1.229,-1.732,-3.05775,2.93275,3.077,3.1925,3.1055,3.1955,3.2215,3.706,3.446,393.7,7.589,394.075,394.825,395.325,404.575,0.4138,9.588,-1.755,1.216,0.4456,-2.02025,1.1495,1.70225,1.55575,3.637,100,2.989,99.06,2.37575,100,3.49525,3.46675,3.3015,3.2735,3.373,2.8485,3.213,3.51,3.626,3.319,3.671,1.792,-4.35925,0.4994,0,0,0,0,15.14,19.75,0.68,1.286,4.002,4.00225,3.152,4.326,3.16575,3.3565,3.5355,3.7485,4.3095,5.456,98.5175,21.48,21.13,6.68,2.41775,324.525,327.725,3.80775
1,7.75,-1.36125,-1.73175,-3.12225,2.94725,3.064,3.18125,3.2065,3.21,3.2415,3.595,3.364,393.9,7.561,394.1,394.875,396.175,403.875,0.3738,10.01175,-1.308,1.214,0.498275,-1.93625,1.4385,1.7725,1.7775,3.528,100,2.958,99.11,2.3425,100,3.4265,3.46525,3.2525,3.25425,3.3365,2.92675,3.20775,3.455,3.527,3.257,3.532,1.686,-4.14675,0.84655,0,0,0,0,14.7875,20.16,0.683075,1.335,3.9795,3.978,3.12125,4.30425,3.1385,3.344,3.51925,3.7455,4.3055,5.454,98.5375,21.16,20.76,6.858,2.3115,323.925,327.625,3.72925
1,8.25,-1.43725,-1.7045,-3.25075,2.935,3.0575,3.1625,3.08375,3.1865,3.2155,3.655,3.3325,393.7,7.56225,394.3,394.775,395.3,404.3,0.3641,8.977,-1.83725,1.1485,0.240325,-2.07325,2.35525,3.01825,1.301,3.4885,100,2.98,99.105,2.37725,100,3.322,3.447,3.3015,3.26825,3.316,2.901,3.22,3.29,3.4845,3.31,3.5395,1.661,-2.1455,3.27,3.124,0,0,10.4325,22.24,22.02,1.32,1.412,3.983,3.9655,3.08725,4.31075,3.1275,3.34075,3.52325,3.732,4.30625,5.45325,98.5475,20.85,20.44,6.943,2.29575,323.325,327.925,3.6855
1,8.75,-1.3165,-1.6975,-3.26575,2.9265,3.02425,3.11875,3.07125,3.177,3.184,3.559,3.3055,393.75,7.64,394.225,394.025,395.625,404.225,0.3913,10.1575,-1.2835,0.9086,0.1949,-1.9745,4.016,7.069,0.735375,3.6265,100,2.995,99.1275,2.44275,100,3.53625,3.4495,3.3895,3.34325,3.3575,2.926,3.2385,3.464,3.6565,3.293,3.5485,1.664,2.956,10.505,23.505,23.8225,2.2995,51.01,59.5275,54.155,3.9575,1.9835,3.9905,3.90725,3.0625,4.29025,3.123,3.333,3.52625,3.724,4.2955,5.44675,98.53,20.55,20.2025,6.913,2.2405,324.35,328.025,3.667
1,9.25,-1.1055,-1.561,-3.24125,2.9425,2.98975,3.077,3.3605,3.2385,3.159,3.749,3.3505,393.325,7.65625,393.75,392.8,395.3,404.2,0.3734,11.26,-0.1279375,0.46735,0.136825,-1.7025,6.00575,10.535,0.354025,3.7165,100,3.257,99.0675,2.55825,100,3.663,3.45475,3.455,3.3825,3.552,3.032,3.443,3.607,3.9385,3.509,3.6445,1.535,17.4875,23.495,69.6525,63.115,6.818,128.85,129.5,91.985,7.8995,3.078,4.0235,3.88,3.087,4.29175,3.14175,3.3285,3.5215,3.734,4.297,5.4445,98.53,20.225,20.02,6.86575,2.1475,325.775,329.55,3.68275
1,9.75,-0.92705,-1.347,-3.22125,2.98075,2.95475,3.074,3.8435,3.357,3.176,4.297,3.5055,392.9,7.7055,393.2,392.1,395.05,405.4,0.400175,18.23,2.756,0.08954,0.13245,-1.4705,7.37,15.0775,0.11035,3.96675,100,3.521,99.015,2.70175,100,4.0605,3.4675,3.552,3.55225,3.8485,3.2075,3.56925,3.889,4.3965,3.689,3.877,1.531,48.2675,49.185,104.2,109.175,12.18,206.975,205.475,126.55,11.0475,4.312,4.006,3.87825,3.091,4.2445,3.169,3.3315,3.5185,3.73575,4.29,5.44825,98.5675,19.985,19.87,7.0575,2.165,326.3,330.925,4.02025
1,10.25,-0.6721,-1.07325,-3.10175,3.0575,2.93975,3.075,4.16625,3.4345,3.1935,4.405,3.8405,392.5,7.8085,392.9,391.6,394.3,404.8,0.3516,21.89,8.327,-0.08894,0.052595,-0.988575,8.035,14.48,-0.36745,4.07875,100,4.167,98.8075,2.83575,100,4.091,3.549,3.773,3.69725,4.0335,3.4395,3.81625,4.376,4.759,3.94025,4.268,1.496,86.465,80.845,161.1,172.975,18.8425,304.475,312.3,165.05,15.835,5.408,4.031,3.90425,3.12875,4.2405,3.2115,3.32375,3.52775,3.73875,4.28675,5.44425,98.59,19.67,19.63,7.028,2.08025,326.8,332.1,3.9255
1,10.75,-0.43345,-0.74585,-2.8385,3.15075,2.94,3.05225,4.3825,3.5345,3.1835,4.566,4.138,391.9,7.9005,392.9,390.925,392.625,404.1,0.38,27.6125,15.265,-0.43545,0.30395,-0.4814,6.849,10.9,-0.6936,4.1915,100,4.599,98.54,2.94775,100,4.32925,3.57625,3.81475,3.84775,4.23225,3.6895,4.0795,4.819,4.8705,4.1315,4.438,1.45,126.425,120,208.3,217.05,20.94,383.725,361.8,199.925,20.205,6.1695,4.0705,3.92725,3.16175,4.2785,3.244,3.3235,3.529,3.72525,4.29375,5.43675,98.59,19.46,19.44,7.295,2.0835,326.8,333.7,4.25325
1,11.25,-0.103475,-0.48025,-2.55,3.24925,2.9605,3.02825,4.466,3.7025,3.19,4.691,4.3795,392,7.9635,392.6,391.15,392.85,403.55,0.36775,31.82,25.55,-0.849675,0.3318,-0.00067775,5.7535,7.56,-1.065,4.2775,100,4.755,98.4625,3.03975,100,4.1905,3.63375,3.97025,3.97675,4.4645,3.9235,4.34475,4.965,4.96875,4.26125,4.453,1.42875,150.1,146.1,232.1,227.75,22.6225,423.275,439.275,218.45,20.9,6.47,4.102,3.9635,3.2055,4.2995,3.3285,3.339,3.52425,3.722,4.2925,5.443,98.59,19.525,19,7.4335,1.974,326.925,334.825,4.44525
1,11.75,0.12705,-0.192625,-2.259,3.3175,2.9625,3.002,4.33375,3.9195,3.2475,4.872,4.559,392.05,8.044,392.325,391.3,392.8,403.125,0.368,35.8375,31.39,-0.97915,0.331225,0.242175,5.25075,7.39975,-1.0785,4.461,100,4.872,98.405,3.191,100,4.563,3.6615,4.128,4.187,4.67625,4.07025,4.493,5.021,5.127,4.303,4.652,1.4335,174.125,163.6,264.4,245.45,22.965,471.05,473.8,237.4,22.53,7.2515,4.15575,3.992,3.23825,4.29425,3.37175,3.362,3.50775,3.715,4.29125,5.43875,98.5725,19.36,18.9575,7.524,1.9995,326.95,335.8,4.62275
1,12.25,0.458175,0.087685,-1.986,3.493,2.938,2.98975,4.607,4.03975,3.275,4.96125,4.8835,391.7,8.06125,392.3,390.65,392.6,401.7,0.4257,34.8325,32.08,-1.0905,0.2942,0.4906,4.521,6.221,-1.32625,4.5605,100,5.023,98.305,3.3425,100,4.636,3.69975,4.291,4.28375,4.761,4.2355,4.611,5.2235,5.24675,4.39,4.755,1.56375,186.125,168.85,252.8,236.025,18.865,457.05,414.2,243.725,22.2275,7.179,4.212,4.03225,3.28175,4.323,3.4625,3.39325,3.50275,3.70725,4.3,5.43475,98.5475,19.1275,18.745,7.567,2.135,328.2,335.7,4.64475
1,12.75,0.689925,0.2286,-1.73775,3.553,2.947,2.99125,4.691,4.05775,3.30175,5.16075,5.05725,391.9,8.1235,391.9,390.4,391.675,401.75,0.4706,34.0075,30.24,-1.38475,0.2993,0.942275,3.358,4.293,-1.54225,4.6545,100,5.119,98.265,3.5215,100,4.889,3.75775,4.302,4.421,4.89,4.38775,4.69,5.34325,5.33375,4.737,4.9135,1.71975,186.85,160.3,275.3,241.475,19.99,458.3,410.4,229.65,22.075,6.94025,4.2515,4.092,3.3415,4.3395,3.51675,3.423,3.499,3.6975,4.305,5.43475,98.54,18.795,18.59,7.78,2.298,327.9,336.6,4.82275
1,13.25,0.93165,0.516075,-1.53425,3.60575,2.96625,2.977,4.479,4.19525,3.3195,5.0985,5.261,391.7,8.13425,392.4,390.9,391.2,401.2,0.469775,30.94,30.6175,-1.361,0.3767,0.9729,2.976,3.536,-1.49225,4.651,100,5.128,98.21,3.57375,100,4.79175,3.80925,4.40575,4.483,4.97725,4.45625,4.883,5.356,5.3585,4.678,5.02325,1.71575,167.15,145.225,243.9,212.575,15.9875,404.675,365.9,221.6,20.07,6.8285,4.2615,4.14425,3.38875,4.3605,3.5535,3.427,3.5145,3.69325,4.3035,5.4345,98.5,18.625,18.465,7.8285,2.24325,327.1,336.15,4.788
