DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,TA_2_1_1,RH_1_1_1,RH_2_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,SW_IN_1_1_2,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_1_2,TS_1_2_2,TS_1_3_2,NETRAD_1_1_1,TAU_1_2_1,H_1_2_1,LE_1_2_1,FC_1_2_1,WS_1_2_1,USTAR_1_2_1,T_SONIC_1_2_1,TA_1_2_1,PA_1_2_1,RH_1_2_1,CO2_1_2_1,H2O_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,TAU_1_3_1,H_1_3_1,LE_1_3_1,FC_1_3_1,WS_1_3_1,USTAR_1_3_1,T_SONIC_1_3_1,TA_1_3_1,PA_1_3_1,RH_1_3_1,CO2_1_3_1,H2O_1_3_1,U_SIGMA_1_3_1,V_SIGMA_1_3_1,W_SIGMA_1_3_1,T_SONIC_SIGMA_1_3_1,PPFD_OUT_1_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_1_2,TS_3_2_1,TS_3_2_2,TS_3_3_1,TS_3_3_2,SW_DIF_1_1_1,T_CANOPY_1_1_1
1,0.25,-0.0573374,-9.2892,2.75135,0.3251,3.376325,0.203236,8.89622,401.4315,5.96708,0.581084,0.466979,0.229246,0.233584,98.2733,0.3874165,-0.018,76.9043,75.2,-1.19203,257.78,0.549067,303.0085,-46.92,2.49823,0,-19.875,-19.2947,-23.00265,-20.67,4.6175,3.834,2.424,4.7295,3.973,2.6795,-57.37,-0.0569368,-6.3262,1.04103,0.209566,5.93334,0.1849785,9.68284,10.07525,98.0658,51.12455,391.533,6.298495,0.6172905,0.5125945,0.233394,0.222428,-0.0626361,-3.891815,1.00978,0.182146,7.881235,0.179886,8.554285,8.78798,97.4943,62.95905,383.3585,7.07505,0.604392,0.504049,0.213854,0.2030415,-0.013,4.984185,5.803465,6.0123,6.7389,7.85715,9.35817,6.08095,6.01125,5.551835,5.434215,4.88055,4.689835,2.331965,-0.601133
1,0.75,-0.056436,-9.132765,3.07425,0.3165495,3.42482,0.197215,8.68931,401.796,5.932875,0.591801,0.493592,0.232817,0.233695,98.243,0.2642335,-0.295,77.2,75.85,-1.258,256.76,0.494,302.775,-46.62,2.40833,0,-21.295,-20.67215,-23.5955,-21.45,4.585,3.7445,2.268,4.702,3.9215,2.5705,-56.04,-0.0608719,-6.95806,1.42875,0.235075,5.89306,0.184678,9.603875,9.76739,98.0877,51.1929,391.733,6.29891,0.632459,0.504099,0.234706,0.2191255,-0.0573303,-3.63855,1.18353,0.161867,7.85974,0.172194,8.50531,8.761405,97.4943,63.34815,383.242,7.024685,0.587626,0.501148,0.212022,0.198802,-0.023,4.9791,5.80965,6.0072,6.7428,7.856765,9.36,6.0753,6.0141,5.543215,5.416965,4.83093,4.6253,2.19377,-0.6121
1,1.25,-0.05140895,-10.0724,2.50159,0.358393,3.481815,0.198183,8.48354,401.8705,5.91422,0.564244,0.488206,0.237515,0.231543,98.234,0.08443335,-0.331,78.45,77.6,-1.07047,255.3965,0.568,302.7065,-46.64,2.42523,0,-20.35,-19.79,-22.97,-21.036,4.554,3.656,2.215,4.707,3.8585,2.465,-55.19,-0.05498255,-6.6985,1.27664,0.223927,5.75182,0.196713,9.481,9.56922,98.05455,51.2714,392.393,6.20794,0.615073,0.491279,0.238625,0.209704,-0.0554827,-4.30001,1.17356,0.1627145,7.84403,0.1869,8.31031,8.67213,97.4943,63.3482,383.25,7.0702,0.611,0.500985,0.232349,0.202529,-0.0115,4.962785,5.80882,6.0008,6.753685,7.856935,9.3485,6.0785,6.0138,5.52033,5.36887,4.76007,4.5512,2.1862,-0.627833
1,1.75,-0.05370305,-9.140035,2.3443,0.3364495,3.37155,0.196515,8.266065,402.319,5.890405,0.57806,0.484552,0.23014,0.2204895,98.2133,0.04641665,-0.522,78.9197,78.4,-1.097,253.625,0.557,301.7485,-46.36,2.43053,0,-21.21,-21.11235,-23.56465,-21.90915,4.557,3.5975,2.081,4.69,3.799,2.453,-54.9,-0.05450645,-5.76883,1.868635,0.261381,5.79052,0.197002,9.35892,9.55003,98.0586,51.9518,392.722,6.232135,0.605673,0.4947315,0.236753,0.217903,-0.0515694,-4.5617,1.33416,0.188666,7.68136,0.184327,8.24358,8.59854,97.4943,63.76745,383.073,7.06158,0.593067,0.504494,0.219848,0.20976,-0.021,4.90145,5.80593,5.9964,6.75425,7.858885,9.344665,6.0848,6.02695,5.507715,5.394515,4.771035,4.51452,2.186015,-0.6618
1,2.25,-0.05427975,-9.77408,2.540545,0.351248,3.48672,0.20018,8.31903,401.9,5.87519,0.596857,0.485606,0.234621,0.221759,98.2,-0.044,-0.619,78.6953,78.3,-0.99,255.0635,0.581,301.5735,-46.33,2.36857,0,-20.645,-20.88935,-23.48,-21.77665,4.538,3.5245,2.0135,4.6735,3.749,2.3355,-54.1721,-0.0599002,-6.02966,1.82074,0.218941,5.69303,0.199637,9.15104,9.41317,98.0603,52.1752,393.003,6.23023,0.641632,0.507324,0.240495,0.213367,-0.060019,-3.737425,1.17352,0.1666505,7.64536,0.1835835,8.05069,8.54281,97.4943,64.0356,383.423,6.97214,0.605295,0.5107335,0.231186,0.199944,0,4.882065,5.79,5.99175,6.763335,7.86405,9.349335,6.096385,6.0303,5.4867,5.39715,4.6828,4.4778,2.16005,-0.7444
1,2.75,-0.0543735,-7.983805,2.82948,0.329681,3.4533,0.197089,8.18746,401.559,5.81042,0.580828,0.470959,0.241568,0.218727,98.2,-0.14515,-0.926,78.7317,78.8,-1.0666,254.5335,0.542,301.09,-46.45,2.35253,0,-21.11,-21.2755,-23.9565,-22.54,4.503,3.4595,1.942,4.6355,3.695,2.3135,-54.625,-0.05768865,-6.32393,1.99722,0.254483,5.68915,0.1901255,9.08723,9.35965,98.08745,52.48245,393.03,6.26345,0.5981945,0.480813,0.244787,0.214821,-0.0540405,-3.776795,1.42584,0.179466,7.69969,0.1819465,8.08419,8.38108,97.4943,64.4287,383.686,6.93125,0.584377,0.502852,0.2294095,0.1986765,-0.00150000000000011,4.850085,5.7811,5.98665,6.7624,7.866735,9.3475,6.10195,6.0418,5.46995,5.378865,4.607715,4.402315,2.08708,-0.7189165
1,3.25,-0.0523541,-8.17961,2.69304,0.3410995,3.37918,0.198697,8.13231,401.676,5.775545,0.573609,0.464867,0.243215,0.221999,98.2033,-0.2742,-0.918,79.1,79.1,-1.021,253.5015,0.514,300.7215,-46.26,2.44677,0,-20.66,-20.93,-23.585,-22.295,4.455,3.4015,1.855,4.6175,3.636,2.278,-54.11,-0.0580826,-6.245935,2.09485,0.2588085,5.69453,0.19569,9.090045,9.252265,98.0882,52.5205,392.844,6.2126,0.623361,0.496098,0.246227,0.2137065,-0.0524374,-3.66139,1.322585,0.1631845,7.633905,0.176309,7.94024,8.27732,97.4943,64.8144,383.023,6.9337,0.578306,0.52272,0.223325,0.196766,0,4.81633,5.780315,5.98385,6.764185,7.8701,9.34883,6.10005,6.0477,5.4588,5.35525,4.5634,4.3771,2.21418,-0.8232665
1,3.75,-0.0501881,-8.46661,2.49095,0.331022,3.36175,0.190983,8.00175,401.863,5.78599,0.584072,0.484074,0.235782,0.22034,98.2,-0.4642335,-1.155,79.8,79.6,-1.04067,251.385,0.486,300.7635,-46.31,2.509865,0,-21.33485,-21.69,-24.11565,-22.9183,4.392,3.3515,1.779,4.616,3.5945,2.2235,-54.48,-0.05418235,-5.18808,1.95056,0.226873,5.5701,0.188265,8.93471,9.186765,98.0883,52.7457,392.592,6.19079,0.627907,0.516914,0.242437,0.213771,-0.05454635,-4.33104,1.53764,0.142297,7.64309,0.178083,7.76047,8.2355,97.4943,64.5063,383.401,6.94101,0.615937,0.50544,0.217891,0.199767,0,4.77655,5.7576,5.9742,6.77015,7.868435,9.35183,6.10615,6.0493,5.454635,5.34935,4.510985,4.3223,2.28985,-0.7873665
1,4.25,-0.0469608,-8.003425,2.53533,0.3644895,3.268145,0.1868445,7.908115,402.3295,5.7937,0.5919845,0.4861835,0.2280495,0.225903,98.2,-0.6502665,-1.276,80,80,-1.1152,250.595,0.396,299.965,-45.83,2.455835,0.013,-21.15835,-21.02335,-23.52585,-22.73,4.3655,3.2995,1.7335,4.601,3.5475,2.188,-53.69,-0.0520984,-6.01571,1.67819,0.235671,5.53305,0.1845085,8.87644,9.19308,98.0596,53.07315,393.2695,6.170415,0.605539,0.504702,0.234025,0.216831,-0.0496358,-4.02729,1.35799,0.137325,7.7244,0.177127,7.67124,8.18624,97.4943,64.63045,384.095,6.96521,0.60841,0.496897,0.208292,0.202541,0,4.7417,5.736415,5.98115,6.772265,7.86725,9.34767,6.114485,6.05795,5.442985,5.340685,4.4678,4.250835,2.20023,-0.9681185
1,4.75,-0.0470618,-8.1332,2.1196,0.3251805,3.33029,0.19073,7.81048,402.128,5.749085,0.5758535,0.489745,0.22726,0.2206645,98.2,-0.7093165,-1.317,80.525,80,-1.039,254.51,0.454033,299.9165,-45.78,2.46175,0.002,-21.595,-21.71985,-24.035,-23.22,4.3475,3.2375,1.662,4.576,3.499,2.1295,-53.09,-0.05257645,-5.88629,1.84139,0.2664545,5.66393,0.187427,8.774355,9.044985,98.07225,53.21515,393.3035,6.171815,0.6273295,0.508796,0.2297275,0.21609,-0.0533426,-4.00273,1.46134,0.171729,7.70196,0.181794,7.68117,8.080625,97.4943,65.432,383.973,6.999605,0.594564,0.527256,0.210869,0.195086,0,4.71325,5.7258,5.96345,6.787,7.872065,9.342665,6.1192,6.0752,5.41045,5.297,4.42855,4.22665,2.23037,-0.9848315
